时间,fenci,主题概率,主题类型
2023-09-05,工具,"[(0, 0.08336062), (1, 0.0833605), (2, 0.083360635), (3, 0.58201313), (4, 0.08415666), (5, 0.083748475)]",3
2023-09-05,软肋,"[(0, 0.58219594), (1, 0.08351694), (2, 0.083636835), (3, 0.083506115), (4, 0.083522074), (5, 0.083622076)]",0
2023-09-04,暮婵,"[(0, 0.168996), (1, 0.16578946), (2, 0.16826974), (3, 0.16524555), (4, 0.16562696), (5, 0.16607228)]",0
2023-09-05,事实 忘记 历史 正式 道歉,"[(0, 0.028309513), (1, 0.5000509), (2, 0.028005496), (3, 0.028231028), (4, 0.38759685), (5, 0.027806232)]",1
2023-09-05,孩子,"[(0, 0.08359267), (1, 0.08342755), (2, 0.5827439), (3, 0.08336999), (4, 0.08351591), (5, 0.08334994)]",2
2023-09-05,不堪,"[(0, 0.5753439), (1, 0.0848369), (2, 0.08517004), (3, 0.08483415), (4, 0.0849776), (5, 0.08483746)]",0
2023-09-09,不让 发言 侮辱 言论,"[(0, 0.033532314), (1, 0.033395715), (2, 0.03339894), (3, 0.033546623), (4, 0.03335497), (5, 0.8327714)]",5
2023-09-07,灭门 惨案,"[(0, 0.05604812), (1, 0.056046013), (2, 0.056048393), (3, 0.056045234), (4, 0.7197661), (5, 0.05604616)]",4
2023-09-05,责任 搬起 经济 展现 惊人 韧性 风险 可控 不炒 形势 总体 谣言,"[(0, 0.013005718), (1, 0.013135678), (2, 0.0130129), (3, 0.22460729), (4, 0.013011604), (5, 0.7232268)]",5
2023-09-05,直呼 内行 留学 谈恋爱 成家,"[(0, 0.028270599), (1, 0.02827351), (2, 0.02826354), (3, 0.58187723), (4, 0.30505192), (5, 0.028263185)]",3
2023-09-05,培养 军国主义,"[(0, 0.7202822), (1, 0.055582754), (2, 0.055714853), (3, 0.05585071), (4, 0.05683642), (5, 0.055733025)]",0
2023-09-05,非典型 致力,"[(0, 0.05622986), (1, 0.05622694), (2, 0.056230247), (3, 0.71885943), (4, 0.056226395), (5, 0.056227136)]",3
2023-09-05,不知 博主放,"[(0, 0.05642876), (1, 0.056198765), (2, 0.05606288), (3, 0.05603718), (4, 0.7192493), (5, 0.05602315)]",4
2023-09-05,方式 值得 探讨,"[(0, 0.042066507), (1, 0.041865878), (2, 0.041835982), (3, 0.7903736), (4, 0.041723352), (5, 0.042134654)]",3
2023-09-05,孩子 可怜,"[(0, 0.055735845), (1, 0.0556211), (2, 0.38480386), (3, 0.05558252), (4, 0.055680193), (5, 0.39257652)]",5
2023-09-05,栋梁 希望,"[(0, 0.05614083), (1, 0.056045793), (2, 0.72001874), (3, 0.055963576), (4, 0.05595364), (5, 0.055877417)]",2
2023-09-04,悲哀 心痛,"[(0, 0.055594407), (1, 0.05556236), (2, 0.055562403), (3, 0.05557214), (4, 0.72214633), (5, 0.055562366)]",4
2023-09-04,豁皮 父母,"[(0, 0.05620248), (1, 0.05622424), (2, 0.05620282), (3, 0.71897143), (4, 0.056199186), (5, 0.05619987)]",3
2023-09-04,无人,"[(0, 0.58255416), (1, 0.08353058), (2, 0.08346233), (3, 0.08346146), (4, 0.08346156), (5, 0.08352987)]",0
2023-09-06,国际形势 缓和 孩子 看待 国家,"[(0, 0.027957473), (1, 0.027899519), (2, 0.028408786), (3, 0.02802132), (4, 0.85980135), (5, 0.027911533)]",4
2023-09-05,洼地,"[(0, 0.58305514), (1, 0.08338892), (2, 0.08338928), (3, 0.08338881), (4, 0.08338889), (5, 0.08338894)]",0
2023-09-05,不用 担心 风向,"[(0, 0.04192421), (1, 0.041692507), (2, 0.7906795), (3, 0.041803524), (4, 0.0417952), (5, 0.042105064)]",2
2023-09-05,狗窝,"[(0, 0.58228546), (1, 0.08354269), (2, 0.08354416), (3, 0.0835423), (4, 0.0835426), (5, 0.08354277)]",0
2023-09-05,悲夫,"[(0, 0.16847704), (1, 0.16594799), (2, 0.16829886), (3, 0.1653872), (4, 0.16573554), (5, 0.16615334)]",0
2023-09-05,孩子 堪忧 家长 孩子 考虑一下 责任 担不起,"[(0, 0.020885259), (1, 0.020910477), (2, 0.56334615), (3, 0.2230375), (4, 0.15094616), (5, 0.020874487)]",2
2023-09-05,奖状,"[(0, 0.16803335), (1, 0.16584483), (2, 0.16935), (3, 0.16524349), (4, 0.16558364), (5, 0.16594471)]",2
2023-09-05,前途,"[(0, 0.08336972), (1, 0.08336953), (2, 0.08336973), (3, 0.08336948), (4, 0.08336955), (5, 0.583152)]",5
2023-09-05,孩子,"[(0, 0.08359979), (1, 0.08342767), (2, 0.58273596), (3, 0.08337003), (4, 0.08351655), (5, 0.08334996)]",2
2023-09-05,孩子,"[(0, 0.083594635), (1, 0.08342757), (2, 0.58274215), (3, 0.08337001), (4, 0.08351572), (5, 0.08334995)]",2
2023-09-04,希望 理解 沉重 历史,"[(0, 0.83177376), (1, 0.03415392), (2, 0.033594385), (3, 0.033453204), (4, 0.03350423), (5, 0.03352051)]",0
2023-09-04,孩子 出生 家庭,"[(0, 0.041826796), (1, 0.0417029), (2, 0.79141796), (3, 0.041679617), (4, 0.04169727), (5, 0.041675456)]",2
2023-09-04,背词,"[(0, 0.16873191), (1, 0.16582291), (2, 0.16857171), (3, 0.16529512), (4, 0.16562726), (5, 0.16595106)]",0
2023-09-04,逆反,"[(0, 0.16843976), (1, 0.16588867), (2, 0.16871448), (3, 0.16531102), (4, 0.16567601), (5, 0.16597004)]",2
2023-09-04,小学 道理,"[(0, 0.055583395), (1, 0.05560578), (2, 0.3797772), (3, 0.055576142), (4, 0.055574596), (5, 0.39788288)]",5
2023-09-04,叫好 迷失,"[(0, 0.056211777), (1, 0.71895057), (2, 0.056212123), (3, 0.05620792), (4, 0.05620844), (5, 0.05620915)]",1
2023-09-05,幼小 孩子 埋下 奇形 扭曲 仇恨 好事,"[(0, 0.020999607), (1, 0.020981591), (2, 0.021266863), (3, 0.02095881), (4, 0.8939189), (5, 0.02187423)]",4
2023-09-05,愚者 仇恨 庸者 记住 仇恨 智者 化解 仇恨,"[(0, 0.018838163), (1, 0.018592078), (2, 0.018623523), (3, 0.018596774), (4, 0.9067342), (5, 0.018615216)]",4
2023-09-05,感到 欣慰,"[(0, 0.055623513), (1, 0.38757813), (2, 0.38981852), (3, 0.05568106), (4, 0.055635825), (5, 0.055662964)]",2
2023-08-27,节目 媒体 报道 算是 详实 客观 删减 信息量 刻意 删减 包装 包括 电力公司 申明 想法 判断 节目 立场 观点 无关,"[(2, 0.09497512), (3, 0.8729885)]",3
2023-08-28,原子能 机构 发表 内容 客观,"[(0, 0.027801318), (1, 0.33760357), (2, 0.027819393), (3, 0.5510727), (4, 0.027873479), (5, 0.027829532)]",3
2023-08-27,严谨 环境,"[(0, 0.056239825), (1, 0.0569826), (2, 0.7183867), (3, 0.05615261), (4, 0.055838346), (5, 0.056399878)]",2
2023-08-27,信任 国际原子能机构 留下 答应,"[(0, 0.24554683), (1, 0.033946704), (2, 0.30462262), (3, 0.34864283), (4, 0.033459514), (5, 0.033781458)]",3
2023-09-01,常设机构,"[(0, 0.16842768), (1, 0.16592588), (2, 0.16866773), (3, 0.16527681), (4, 0.1656606), (5, 0.16604136)]",2
2023-08-31,别理 求知 立场 先行 杠而生,"[(0, 0.02813071), (1, 0.859278), (2, 0.028145574), (3, 0.028185185), (4, 0.028132368), (5, 0.02812815)]",1
2023-08-31,看过 数据 数据 截图 懒得,"[(0, 0.028607825), (1, 0.027837286), (2, 0.028014472), (3, 0.027816962), (4, 0.027806012), (5, 0.85991746)]",5
2023-08-31,官网 不用 翻墙 喂给,"[(0, 0.03352588), (1, 0.033970717), (2, 0.033506934), (3, 0.033475302), (4, 0.033479776), (5, 0.83204144)]",5
2023-08-31,数据,"[(0, 0.083341405), (1, 0.08390437), (2, 0.08358841), (3, 0.08365972), (4, 0.08356386), (5, 0.5819422)]",5
2023-08-31,原子能 机构 官网 声明 独立 媒体 洗脑,"[(0, 0.020887727), (1, 0.62213403), (2, 0.021067308), (3, 0.021009898), (4, 0.020892035), (5, 0.29400897)]",1
2023-08-31,媒体 动动手 下官,"[(0, 0.04217249), (1, 0.042179137), (2, 0.04217285), (3, 0.042199127), (4, 0.042173933), (5, 0.78910244)]",5
2023-08-29,上官,"[(0, 0.1681891), (1, 0.16591388), (2, 0.16905102), (3, 0.16527036), (4, 0.16563405), (5, 0.16594152)]",2
2023-08-29,数据,"[(0, 0.08334139), (1, 0.08388759), (2, 0.08358808), (3, 0.08365893), (4, 0.0835635), (5, 0.5819605)]",5
2023-08-29,兴趣 官网 查看 原子能 机构 专家 现场 观察 先进 液体 系统 排放 包括 采样 电力公司 原子力 规制 委员会 官员 摘录,"[(0, 0.20379108), (1, 0.310166), (2, 0.07584872), (3, 0.3941405)]",3
2023-08-29,希望 原子能 机构 数据,"[(0, 0.03348), (1, 0.8323311), (2, 0.03358749), (3, 0.03353524), (4, 0.033439342), (5, 0.033626758)]",1
2023-08-29,原子能 机构 报告 东电 数据 数据 遗漏,"[(0, 0.020866845), (1, 0.2340595), (2, 0.02091152), (3, 0.020968778), (4, 0.020878367), (5, 0.682315)]",5
2023-08-28,驻守 现场 国能 声明,"[(0, 0.033478905), (1, 0.033539925), (2, 0.83247244), (3, 0.033505645), (4, 0.03347888), (5, 0.033524226)]",2
2023-08-28,答应 专题 详细 废水 排放 排放 排放 驻派 专家,"[(0, 0.14542747), (1, 0.016893985), (2, 0.016874202), (3, 0.42651466), (4, 0.016941993), (5, 0.37734768)]",3
2023-08-28,原因 答应 记者 采访 缴请 专家 参观 专家 发现 懂得 滑稽,"[(0, 0.2626167), (1, 0.014049814), (2, 0.014097986), (3, 0.6812551), (4, 0.013961156), (5, 0.014019239)]",3
2023-08-27,希望 机构 工作人员 参与,"[(0, 0.033519648), (1, 0.5840382), (2, 0.033631053), (3, 0.2815955), (4, 0.03341499), (5, 0.033800617)]",1
2023-08-27,新闻 好像,"[(0, 0.055713534), (1, 0.0566549), (2, 0.055912185), (3, 0.05633191), (4, 0.056506123), (5, 0.7188813)]",5
2023-08-27,官方 平台 报道 国际原子能机构 留在,"[(0, 0.027854934), (1, 0.52279764), (2, 0.028132992), (3, 0.028130915), (4, 0.36498263), (5, 0.028100878)]",1
2023-08-27,公众 国际原子能机构 总干事 声明 国际原子能机构 留在 现场,"[(0, 0.020917455), (1, 0.546391), (2, 0.1648049), (3, 0.021082394), (4, 0.22573401), (5, 0.021070223)]",1
2023-08-27,提供 信息,"[(0, 0.05561026), (1, 0.056123797), (2, 0.056915134), (3, 0.05684219), (4, 0.05665787), (5, 0.71785074)]",5
2023-08-27,国际原子能机构 现场 公众,"[(0, 0.041766424), (1, 0.7902169), (2, 0.041996706), (3, 0.042178437), (4, 0.04190068), (5, 0.041940827)]",1
2023-08-27,记得 提出 排放 答应,"[(0, 0.24784647), (1, 0.033596583), (2, 0.34273723), (3, 0.30888665), (4, 0.033503145), (5, 0.03342995)]",2
2023-08-27,答应 答应 确切 消息 朋友,"[(0, 0.42975226), (1, 0.32664123), (2, 0.15997975), (3, 0.027923629), (4, 0.027815158), (5, 0.027888011)]",0
2023-08-27,民众 理解 信任 政府 报告 机构 信服,"[(0, 0.020943854), (1, 0.021159185), (2, 0.89483184), (3, 0.021046013), (4, 0.020897567), (5, 0.021121528)]",2
2023-08-28,新闻 数据 采样 评论 政府,"[(0, 0.027823878), (1, 0.028002368), (2, 0.027893942), (3, 0.02800785), (4, 0.027950242), (5, 0.86032176)]",5
2023-08-28,官网 排水 原子能 机构 参与 现场 采样,"[(0, 0.02084784), (1, 0.5306719), (2, 0.020986814), (3, 0.021369504), (4, 0.020850364), (5, 0.3852736)]",1
2023-08-28,放水 参与 防水 数据 好像 采样 数据,"[(0, 0.02087135), (1, 0.020914128), (2, 0.020899534), (3, 0.02090252), (4, 0.02089501), (5, 0.89551747)]",5
2023-08-28,好像 参与 类似 消息 邀请 答应,"[(0, 0.17945568), (1, 0.024071809), (2, 0.024573866), (3, 0.19058692), (4, 0.023874275), (5, 0.5574375)]",5
2023-08-28,原子能 机构 参与 官方 博有 发布,"[(0, 0.023823027), (1, 0.8805049), (2, 0.023897843), (3, 0.023904638), (4, 0.023838194), (5, 0.0240314)]",1
2023-08-28,权威机构 参与 民众 信任,"[(0, 0.033511776), (1, 0.03390942), (2, 0.033837903), (3, 0.0334477), (4, 0.03340693), (5, 0.8318863)]",5
2023-08-27,报告 独立,"[(0, 0.055762753), (1, 0.056410808), (2, 0.05582156), (3, 0.055973656), (4, 0.05569272), (5, 0.72033846)]",5
2023-08-27,没错 机构,"[(0, 0.055577993), (1, 0.30991834), (2, 0.055731937), (3, 0.056221806), (4, 0.055609968), (5, 0.46693996)]",5
2023-08-27,国际 原子能 组织 附加条件 背书 负责人 回答 样子,"[(0, 0.018661167), (1, 0.39598936), (2, 0.018745271), (3, 0.5292554), (4, 0.018627224), (5, 0.018721562)]",3
2023-08-28,感觉,"[(0, 0.5813868), (1, 0.083804905), (2, 0.0834316), (3, 0.08371996), (4, 0.08417607), (5, 0.08348067)]",0
2023-08-28,整件 事情 愚蠢 贪婪 吝啬 抓去,"[(0, 0.024392456), (1, 0.024382213), (2, 0.024457745), (3, 0.58046716), (4, 0.024413148), (5, 0.32188728)]",3
2023-08-27,电力 接受 类似 话题 采访 感觉 敏感 脆弱 样子,"[(0, 0.0168603), (1, 0.016737659), (2, 0.01670149), (3, 0.91624177), (4, 0.01672086), (5, 0.016737992)]",3
2023-08-28,重大事件 理性 客观 报道 辛苦 我会 视频 转发给 粉丝 高品质,"[(0, 0.32026047), (1, 0.015271362), (2, 0.015240103), (3, 0.6187571), (4, 0.015230631), (5, 0.01524028)]",3
2023-08-28,理性 讨论,"[(0, 0.05715508), (1, 0.05570949), (2, 0.055637583), (3, 0.71925753), (4, 0.055700805), (5, 0.056539513)]",3
2023-08-27,感觉 确实 客观 报道,"[(0, 0.03365337), (1, 0.033706307), (2, 0.033378147), (3, 0.46677345), (4, 0.3989897), (5, 0.033499047)]",3
2023-08-27,角度 首评 黑哥 满满,"[(0, 0.033620153), (1, 0.033804167), (2, 0.033537928), (3, 0.033730526), (4, 0.83151686), (5, 0.03379038)]",4
2023-08-27,科学 话题 严谨,"[(0, 0.041700903), (1, 0.0418015), (2, 0.32557642), (3, 0.041964866), (4, 0.041701406), (5, 0.5072549)]",5
2023-08-27,感谢,"[(0, 0.083335735), (1, 0.08333573), (2, 0.083335735), (3, 0.08333572), (4, 0.5833214), (5, 0.08333573)]",4
2023-08-27,客气,"[(0, 0.08335502), (1, 0.5832371), (2, 0.08335202), (3, 0.0833519), (4, 0.083352), (5, 0.08335195)]",1
2023-08-27,字幕组 翻译 黑哥 宝地 倡议 老百姓 电话 骚扰 报道 普通人 拉面 店员 困扰,"[(0, 0.65957916), (1, 0.011979959), (2, 0.012173782), (3, 0.012009133), (4, 0.0645184), (5, 0.2397396)]",0
2023-09-23,漫画 侵略战争 漫画 涉及 部队 丑化 丢人,"[(0, 0.020899229), (1, 0.14872761), (2, 0.020945538), (3, 0.02102285), (4, 0.7673874), (5, 0.02101739)]",4
2023-08-28,回复 赞成 权利 赞成 权利 观点 立场 表达 观点 骚扰 骚扰 有没有 大义 观点 等于 基本素质 大义,"[(2, 0.3842169), (4, 0.15225169), (5, 0.43550995)]",5
2023-08-28,断定 类似 擅长,"[(0, 0.041717954), (1, 0.041749697), (2, 0.041724283), (3, 0.79137605), (4, 0.041715235), (5, 0.041716818)]",3
2023-08-28,做法 素质 资格 国人 丢人,"[(0, 0.21884124), (1, 0.02813113), (2, 0.027823122), (3, 0.027875938), (4, 0.6691665), (5, 0.028162058)]",4
2023-08-28,民调 赞成 骚扰 承受,"[(0, 0.0333773), (1, 0.033376485), (2, 0.42312378), (3, 0.033416927), (4, 0.033374194), (5, 0.44333133)]",5
2023-08-28,大义 素质,"[(0, 0.38875672), (1, 0.05557503), (2, 0.055672254), (3, 0.055564765), (4, 0.38881704), (5, 0.055614136)]",4
2023-08-27,回复 骚扰电话 丢人 不用 共情,"[(0, 0.027868645), (1, 0.027817486), (2, 0.027865566), (3, 0.02788498), (4, 0.17259026), (5, 0.7159731)]",5
2023-08-27,同胞 感到 丢人 同胞 感到 丢人,"[(0, 0.023821725), (1, 0.023819648), (2, 0.3068424), (3, 0.023855617), (4, 0.5978248), (5, 0.023835784)]",4
2023-08-27,海域,"[(0, 0.08342041), (1, 0.08408165), (2, 0.08337294), (3, 0.58132344), (4, 0.08413748), (5, 0.083664075)]",3
2023-08-27,污水 丢人,"[(0, 0.0556167), (1, 0.056506567), (2, 0.055789657), (3, 0.05604505), (4, 0.7202634), (5, 0.055778615)]",4
2023-08-27,做法 素质,"[(0, 0.3724698), (1, 0.055797677), (2, 0.055641886), (3, 0.05559585), (4, 0.055799603), (5, 0.4046952)]",5
2023-08-27,客观事实 主观 看法,"[(0, 0.042246267), (1, 0.04229814), (2, 0.042291835), (3, 0.78841054), (4, 0.042482108), (5, 0.04227108)]",3
2023-08-29,海水 冷却 海水 符合 排放 标准 等于 工厂 排污 老子,"[(0, 0.015190373), (1, 0.0152532775), (2, 0.07222175), (3, 0.8669181), (4, 0.015228285), (5, 0.01518818)]",3
2023-08-28,干嘛 邻居家 下水道 大粪 鱼虾,"[(0, 0.028490791), (1, 0.028490009), (2, 0.028491639), (3, 0.2881093), (4, 0.59793), (5, 0.028488224)]",4
2023-08-28,害怕 害怕 担心,"[(0, 0.041681938), (1, 0.04169012), (2, 0.7914513), (3, 0.04173977), (4, 0.041715648), (5, 0.04172127)]",2
2023-08-28,客观 主观 干嘛 留着,"[(0, 0.033659574), (1, 0.03401823), (2, 0.26144135), (3, 0.2025062), (4, 0.4347343), (5, 0.033640344)]",4
2023-08-28,客观,"[(0, 0.08349068), (1, 0.5812136), (2, 0.08334954), (3, 0.08488368), (4, 0.083635904), (5, 0.08342659)]",1
2023-08-27,放射性 物质 增加 罹患 骨癌 白血病 风险 大气层 放射性物质 雨水 降到 内陆 海岸线 渔民 生存,"[(0, 0.0104824705), (1, 0.59914345), (2, 0.010602021), (3, 0.010645499), (4, 0.010523058), (5, 0.35860354)]",1
2023-08-29,告诉 污水 过滤,"[(0, 0.04176933), (1, 0.042192858), (2, 0.041799475), (3, 0.042090684), (4, 0.54407823), (5, 0.2880694)]",4
2023-08-28,评论 地方 评论 纵容 排核 好比 饮用水 粪便 处理厂 泄漏 污水 政府 发布 报告 粪便 情况 很大 结论 粪便 污水 好像,"[(2, 0.3313866), (3, 0.1848008), (4, 0.16693144), (5, 0.3015443)]",2
2023-08-28,邻国 海域 海产 消息 体感 核污染 环境 心态 放宽,"[(0, 0.016757589), (1, 0.75827515), (2, 0.17439047), (3, 0.016856741), (4, 0.016799033), (5, 0.016921086)]",1
2023-08-28,辐射 物质 国家 干嘛 外排 儿童 癌症,"[(0, 0.020866847), (1, 0.020901427), (2, 0.020900045), (3, 0.020934828), (4, 0.38860402), (5, 0.5277929)]",5
2023-08-27,信息 穿透 穿透 摄入 利尿剂 排出 相关 资料 参考 篇文章,"[(0, 0.015246711), (1, 0.015338786), (2, 0.1279833), (3, 0.015384587), (4, 0.43677726), (5, 0.38926938)]",4
2023-08-27,生物 富集 资料 生物 富集 观点 富集 现实 得捞 条鱼,"[(0, 0.015539954), (1, 0.41996658), (2, 0.015308786), (3, 0.01533679), (4, 0.5184308), (5, 0.015417044)]",4
2023-08-27,国际原子能机构 设立 监测站 肯定 排出 整体 达标,"[(0, 0.020941982), (1, 0.021117877), (2, 0.33402666), (3, 0.021069773), (4, 0.5817032), (5, 0.021140512)]",4
2023-08-27,确实 屏蔽 海水 人类 食用 屏蔽 状态 接触 程度,"[(0, 0.016753284), (1, 0.016889188), (2, 0.016745413), (3, 0.58154094), (4, 0.35129598), (5, 0.016775146)]",3
2023-08-27,头疼 含量 海水 回事 生物 鱼类 富集 情况 跨境 船只 倾覆 注入 压舱 压舱 水会 概率 带到 港口 减重 卸掉,"[(1, 0.22437976), (2, 0.092202835), (4, 0.6591016)]",4
2023-08-27,例子 媒体 半衰期 告诉 放射性 厚度 屏蔽 半衰期 小时 核污染 要命 医院 幽门 螺旋杆菌 呼气 材料 摄入 很大,"[(2, 0.0735504), (3, 0.27315), (4, 0.21470192), (5, 0.42084298)]",5
2023-08-27,解释,"[(0, 0.083847515), (1, 0.08339832), (2, 0.5808977), (3, 0.08340882), (4, 0.083729915), (5, 0.08471775)]",2
2023-08-27,挥发 大气 不用 担心 蒸发量 极限 蒸发量 辐射 剂量 全球 测到,"[(0, 0.013969656), (1, 0.01405096), (2, 0.15575263), (3, 0.014059247), (4, 0.013993472), (5, 0.78817403)]",5
2023-08-28,专业性 网友 独立性 客观性 同理 留意 论述 动向,"[(0, 0.13146012), (1, 0.018702341), (2, 0.37250927), (3, 0.43993157), (4, 0.018701566), (5, 0.01869513)]",3
2023-09-23,污水 物质 物质 超标,"[(0, 0.033357676), (1, 0.033860285), (2, 0.033444576), (3, 0.03364576), (4, 0.033533398), (5, 0.83215827)]",5
2023-08-28,新闻 客户端,"[(0, 0.055643223), (1, 0.056087133), (2, 0.055681705), (3, 0.05594744), (4, 0.7208941), (5, 0.055746403)]",4
2023-08-28,打字 辛苦 出处,"[(0, 0.54024714), (1, 0.041696914), (2, 0.041697048), (3, 0.041743234), (4, 0.2929187), (5, 0.04169699)]",0
2023-08-28,技术 专家 技术 工作组 专家 协商 仓促 发布 报告 表示遗憾 专家 意见 采纳 秘书处 秘书处 收到 反馈 意见 专家 报告 修改 意见 采纳 情况 讨论 达成 仓促 发布 报告 绕开 专家 秘书处 报告,"[(1, 0.11888186), (2, 0.13180958), (3, 0.06835181), (5, 0.6711015)]",5
2023-08-28,专业,"[(0, 0.08354963), (1, 0.083504945), (2, 0.08340492), (3, 0.08337306), (4, 0.083380096), (5, 0.58278733)]",5
2023-08-27,翻译 内容 客观,"[(0, 0.30420554), (1, 0.0419641), (2, 0.04167754), (3, 0.5286052), (4, 0.041801132), (5, 0.04174651)]",3
2023-08-27,辛苦,"[(0, 0.5830745), (1, 0.083340764), (2, 0.0833408), (3, 0.08356215), (4, 0.083340764), (5, 0.08334103)]",0
2023-08-27,感谢 客观 报道,"[(0, 0.04176047), (1, 0.0420421), (2, 0.04168727), (3, 0.49946856), (4, 0.33318278), (5, 0.041858826)]",3
2023-08-27,参考,"[(0, 0.083351515), (1, 0.08335144), (2, 0.0835102), (3, 0.08357198), (4, 0.5828593), (5, 0.083355606)]",4
2023-08-28,渔民 拿到 赔偿 渔业 生存 乐趣 价值,"[(0, 0.020945458), (1, 0.19376108), (2, 0.020968314), (3, 0.44842455), (4, 0.29500896), (5, 0.02089164)]",3
2023-08-28,科技 某种程度 加速 人类 灭亡 认真反思 核电 能源 能源 出路 人类 伤害 模式 拯救 世界,"[(0, 0.25280526), (1, 0.513622), (2, 0.010510676), (3, 0.15115793), (4, 0.061243504), (5, 0.010660619)]",1
2023-08-28,客观 报道 标题 扭曲 样子 说话 节奏,"[(0, 0.020874942), (1, 0.020989034), (2, 0.20601685), (3, 0.32384992), (4, 0.40730327), (5, 0.02096601)]",4
2023-08-27,节目 算是 客观,"[(0, 0.041741338), (1, 0.04187877), (2, 0.041677043), (3, 0.79127353), (4, 0.041727208), (5, 0.041702103)]",3
2023-08-29,神奇 现象 全是 博主 转发,"[(0, 0.02791326), (1, 0.028148638), (2, 0.027907362), (3, 0.57820386), (4, 0.027824603), (5, 0.31000233)]",3
2023-08-28,客观 利用,"[(0, 0.055697266), (1, 0.7212713), (2, 0.055564012), (3, 0.056176953), (4, 0.05566786), (5, 0.055622656)]",1
2023-08-27,稀释 排放 搞笑 挥发 气体 稀释 了到 挥发 积聚 总量 人体 毒害 程度 稀释 方式,"[(0, 0.17687131), (1, 0.010534269), (2, 0.010518163), (3, 0.010657327), (4, 0.01063004), (5, 0.7807889)]",5
2023-08-28,好看 讨论 污水 放射性物质 核污染 含有 尚无 技术 做出 元素 误导 对话 讨论,"[(0, 0.011964199), (1, 0.011996994), (2, 0.011924432), (3, 0.48443422), (4, 0.011956895), (5, 0.46772325)]",3
2023-08-28,话题 挪到 模糊 焦点 限于 出过 鱼类 富集 否认,"[(0, 0.016760584), (1, 0.15205397), (2, 0.016747873), (3, 0.016884573), (4, 0.016792016), (5, 0.780761)]",5
2023-08-28,转移 话题 污水 危害 元素 污水 物质 探讨 话题 讨论 物质 模糊 焦点,"[(0, 0.011933936), (1, 0.0120361475), (2, 0.01195504), (3, 0.15916614), (4, 0.011949246), (5, 0.7929595)]",5
2023-08-28,转移 话题 富集 观点 有待 商榷 危害 核污染 危害 共识 否定 科学 论证 观点 话题,"[(0, 0.010480137), (1, 0.010543523), (2, 0.10480729), (3, 0.20968202), (4, 0.010516652), (5, 0.6539704)]",5
2023-08-28,富集 剩下 无害 鱼类 富集 风险,"[(0, 0.023894608), (1, 0.8800814), (2, 0.02384211), (3, 0.023973547), (4, 0.02386089), (5, 0.024347464)]",1
2023-08-28,导致 甲状腺癌 列入 致癌物 白血病 滞留 骨骼 肌肉 肿瘤 癌症 卵巢癌 膀胱癌 极强 辐射性 导致 脱发 损害 人体 血液 细胞组织 血液 系统疾病 再生性 障碍 贫血症 患上 血病 血癌,"[(0, 0.061021585), (1, 0.13058726), (2, 0.43859795), (4, 0.24920559), (5, 0.11473185)]",2
2023-08-28,污水 元素 人类 认知 不到 风险 风险 排入 危害 可逆 收钱 报告 国际原子能机构 报告,"[(0, 0.011145192), (1, 0.7425605), (2, 0.011158487), (3, 0.011181581), (4, 0.011226472), (5, 0.2127278)]",1
2023-08-27,观点 富集 观点 富集 观点 生物体 作用 细胞 程序性 凋亡 生物体 积累 生物 摄入 生物体 含量 报告,"[(1, 0.3898421), (4, 0.081091665), (5, 0.5010799)]",5
2023-08-27,争议 风险 动物 吸收 沉淀 争议,"[(0, 0.6996844), (1, 0.024011513), (2, 0.024019096), (3, 0.023867326), (4, 0.024239505), (5, 0.20417814)]",0
2023-08-27,动植物 吸收 死亡 停止 生物圈 交换 含量 减少 减少 速度 放射性 衰变,"[(0, 0.012927199), (1, 0.30026907), (2, 0.012917566), (3, 0.012933412), (4, 0.12688015), (5, 0.5340726)]",5
2023-08-27,放射性 废水 生态 风险 改变 海水 沉积物 群落 结构 重塑 沉积物 代谢 功能 水生 生物 利用 暴露 沉积物 碳水化合物 代谢 暴露 增加 抗性 基因 积累 风险,"[(0, 0.5046635), (4, 0.3656146), (5, 0.11091615)]",0
2023-08-27,查找 生物体 富集 资料 观点 意见 保留 态度,"[(0, 0.018575648), (1, 0.47092983), (2, 0.018619115), (3, 0.018673452), (4, 0.45437706), (5, 0.018824914)]",1
2023-08-27,剂量 摄入 生物体 富集 摄入 情况,"[(0, 0.02387285), (1, 0.55671287), (2, 0.023849595), (3, 0.023918232), (4, 0.34770736), (5, 0.023939043)]",1
2023-08-27,例子 污水 残留 物理 半衰期 存留 食物链 层层 富集 浓缩 污水 稀释 浓度 变低 食物链 富集 浓缩,"[(0, 0.07976149), (3, 0.26546985), (5, 0.626709)]",5
2023-08-27,国际 组织 发现 去除 放射性 去除 放射性 同位素,"[(0, 0.018549278), (1, 0.018744444), (2, 0.018584756), (3, 0.01868178), (4, 0.018550163), (5, 0.90688956)]",5
2023-08-27,报告 作者 人员 指出 承认 鱼类 聚集 聚集 丰度 浓度,"[(0, 0.01537912), (1, 0.015361911), (2, 0.015256372), (3, 0.39179173), (4, 0.015357035), (5, 0.54685384)]",5
2023-08-27,国际 组织 题为 核电站 调查报告 指出 核污染 高浓度 放射性 日方 核素 系统 去除,"[(0, 0.011972205), (1, 0.2482118), (2, 0.011991473), (3, 0.70376986), (4, 0.011980993), (5, 0.012073671)]",3
