content,fenci,聚类结果,二级-聚类结果
这是海参急眼了吗,海参,1,1
谁说你们吃干饭你们是吃海参，一天两根呢,海参,1,1
哈哈，2042足协禁止使用足球,足球,1,0
以后带足球出门都要报备,足球,1,0
本来足球的受众就是这些人啊,足球 受众,1,0
踢个足球都向你汇报了吗,足球 汇报,1,0
各地都举办村超联赛，中国联赛就有救了,中国,1,0
他们不用每天坚持吃海参，也不会说，你行你上,海参,1,1
还有人操心足球,足球,1,0
中国足球注册2万，每个球员千万富翁级别，不然支持不到他进中超，中国适龄足球人口有3亿，从5～30岁，为什么不从基层好好选拔,中国 足球 球员 千万富翁 级别 中国 适龄 足球 人口 基层,1,0
俱乐部：足球失去的意义，每个人都能玩的话，还怎么赚钱啊,俱乐部 足球 意义,1,0
日本足球非常狂热，真的基数特别特别的大。,日本 足球 基数,1,0
像顺德的房东就不要光扒龙舟啊，搞搞足球,房东 龙舟 足球,1,0
全中国都有村超才对培养人们喜欢足球，是不是人才，中国球探会不知道国足协恶心的玩意，就冲你说叫停村超，一键三连没了,中国 足球 人才 中国 恶心 玩意 一键,1,0
要知道，阻挡中国足球发展与进步的一直以来都是足协，足协要的是生意，而不是技术。14亿人口呢可能找不出20个会踢球的吗,中国 足球 技术 人口 个会 踢球,1,0
没吃海参怎么能踢球,海参 踢球,1,1
一群人讽刺，都是二货，这种传播足球的方式，人家巴不得你们这么做，又白拿钱，又能赚苗子,足球 方式 苗子,1,0
没有证，你踢你什么球给钱了吗就踢球，这就叫恶意踢球，扰乱足球市场,踢球 踢球 足球 市场,1,0
村超吃得起海参吗吃不起就别踢,海参,1,1
讲个笑话，中国足球前面几十年在发展哈哈哈哈,笑话 中国 足球,1,0
这不就是你们要的足球氛围吗,足球 氛围,1,0
依旧不影响吃海参,海参,1,1
踢这种球的人事真喜欢足球的人,人事 足球,1,0
踢个足球都要管就过分了，中国足协赶紧拿足球去申请专利,足球 过分 中国足协 足球 申请专利,1,0
中国足球职业联赛那也叫比赛那是对足球的侮辱,中国 足球 职业联赛 足球,1,0
你们不是吃干饭的，你们是吃海参的。,海参,1,1
专业足球。废物。,专业 足球 废物,1,0
业余足球。精英。,业余 足球 精英,1,0
这不就是足球的意义么,足球 意义,1,0
之前谁说足球人口过少，现在打脸了吧,足球 人口,1,0
专业足球机构也许不是为了踢球，可能仅仅是为了洗钱,专业 足球 机构 踢球,1,0
这是恶意破坏足球市场，必须禁止,足球 市场,1,0
不是中国足球不行，是国家队不行,中国 足球 国家队,1,0
中国足球不是不行，而是不能让你行。,中国 足球,1,0
吃海参的,海参,1,1
他们还抱怨足球不行是我们踢球的人少可是暴漏了，其实这就是他们想要的就是不让老百姓自己组织足球比赛，这样他们就没饭了,足球 踢球 老百姓 足球比赛,1,0
中国男足是对“中国”“男”“足球”三方面的侮辱,中国男足 中国 足球,1,0
强烈建议私自买足球入刑,足球,1,0
踢个足球还要报备，66不是吃干饭的，难道是吃泔水吗,足球 泔水,1,0
踢足球还要批准66很好，下次收足球税,踢足球 足球,1,0
吃干饭瞧不起谁呢吃海参,海参,1,1
注册谁能告诉我在中国足球运动员该怎样注册去哪注册流程，注册考核标准是什么普通足球爱好者需要通过什么渠道注册是否全国所有的县级行政区域或地级行政区区域都有注册机构,中国 足球 运动员 流程 标准 足球 爱好者 渠道 全国 行政区域 地级 行政区 区域 注册机构,1,0
这种自己竖靶自己打的直钩钓鱼，还有这么多人上当。非要把业余和职业足球对立起来,钓鱼 业余 职业 足球,1,0
大家玩的开心就好。足球就是个游戏嘛,足球 游戏,1,0
你要说这些人的足球水平不专业，这个我们认可。但我们快乐呀，而且是真的热爱。,足球 水平 专业,1,0
靠职业联赛中国足球没希望了,职业联赛 中国 足球,1,0
说句不好听的中国现有足球能有什么发展，能被村级比赛影响到，本身就很有问题了吧,中国 足球 村级,1,0
确实，你想想，如果中国人像乒乓一样封锁了足球，那西方世界还能玩什么只玩滑雪吗,中国 封锁 足球 世界 滑雪,1,0
吃不吃干饭不知道，只知道吃海参,海参,1,1
这氛围我看到了日本高中足球的影子,氛围 日本 足球 影子,1,0
民族的，足球的，,民族 足球,1,0
足球版农村包围城市,足球 农村 城市,1,0
有海参吗没有海参我不认同,海参 海参,1,1
到最后 中国足球崛起在县大队,中国 足球 大队,1,0
不敢说就别说，哪是氛围问题，足协的问题，其他没问题，中国缺好球员，好教练，扯呢，十几亿呢，10年那会我就敢说中国不缺科技人才,氛围 中国 球员 中国 科技人才,1,0
足球可以是个兴趣爱好，就像我把画画当爱好不一定要当画家，可是在大部分地区足球爱好者只能用电视看看足球比赛。,足球 画画 画家 地区 足球 爱好者 电视 足球比赛,1,0
足球协会一插进来，就完了,足球 协会,1,0
我们足球不缺基础群众就缺专业管理,足球 基础 群众 专业,1,0
足球环境不好,足球 环境,1,0
纯粹的足球，才是我们真正需要的足球,足球 足球,1,0
先不谈业余和职业的差距，但是第二球红色防守队员被挤到地上第一反应是赶紧爬起来去追球，职业足球更多的是摊手找裁判，只能说是发自真心的热爱足球,业余 职业 差距 红色 队员 职业 足球 足球,1,0
直至看了贵州村超，我才明白了足球的意义足球不能是一种谋生工具，也不是只有富人的运动，只要你有一颗热爱足球的心中国足球的终点指向了贵州，这里没有利益驱使，没有尔虞我诈有的只是一群爱足球，爱生活，积极向上的农村人这才是足球,贵州 明白 足球 意义 足球 工具 富人 足球 中国 足球 指向 贵州 利益 足球 农村 足球,1,0
什么时候国足在球场上能做到输都输得很壮烈，那么自然中国足球也就有救了,国足 球场上 中国 足球,1,0
不是中国足球不行，,中国 足球,1,0
是中国足球国家队不行。,中国 足球 国家队,1,0
其实这就是所谓的社区足球，足球强国的标配。要是能推广起来...,社区 足球 足球 强国,1,0
欢迎来到足球荒漠,足球 荒漠,1,0
有生之年居然能看到中国足球的十佳球集锦，而不是男足的搞笑视频集锦,中国 足球 集锦 男足 视频 集锦,1,0
起这种标题，加评论区还有一群认真附和的，就说明社区足球确实得推，让更多的人踢上球或者了解一下足球，而不是拿来当情绪垃圾桶。,标题 评论 社区 足球 上球 足球 情绪 垃圾桶,1,0
中国足球人才崩盘，从时间节点上看，大概是在1994年职业化开始的时候。,中国 足球 人才 时间 节点 职业化,1,0
1986年左右的球员，是中国足球最后还算拿的出手的一代之后，89/91/93一代不如一代。,球员 中国 足球,1,0
如果足球圈里人常说的是“我的球员总是被挖走”。什么时候中国足球就有希望了。,足球 圈里人 球员 中国 足球,1,0
总是想白嫖别人的球员资源，是现在中国足球最大的问题之一。,球员 资源 中国 足球,1,0
笑死，你说村超足球氛围好，这没错。,足球 氛围,1,0
原来中国也有男足啊哦，是村超啊，哎，还是没有,中国 男足,1,0
从说村超比中超强的我就已经知道中国这片足球土壤已经没得救了，就这么基本的判断力现在很多人都没有了，这才是中国足球最大的悲哀吧,中国 足球 土壤 判断力 中国 足球,1,0
事实证明没了老鼠屎后中国足球还是一锅好粥……,老鼠屎 中国 足球,1,0
除了骂国足的中国足球视频，这视频是我唯一一个看完的中国足球视频,中国 足球 视频 视频 中国 足球 视频,1,0
你们眼中所谓牛逼的国足，队员似乎一个个都牛，高马大的那种才厉害，其实我足球有自己自身需要的天赋，比如说智商，比如说全场意识眼界，比如说传控技巧，洞察能力，熟练肌肉的熟练程度，协调程度，还有对足球蠢蠢的热爱。中国人意识里的厉害的足球队员，似乎个个都应该像罗那样，其实大错特错。阿根廷队的那些大牌球星不也大多就1米7多一点吗跟春超有啥区别,国足 队员 足球 天赋 智商 全场 意识 眼界 技巧 洞察 能力 肌肉 熟练程度 程度 足球 中国 意识 足球 队员 阿根廷队 大牌 球星 区别,1,0
村超球员的球技不敢说精良，相比起国足那帮子让中国足球丢尽颜面的家伙扭捏作态的表演，村超才是纯粹的足球，必须为贵州村超点赞,球员 球技 帮子 中国 足球 颜面 家伙 足球 贵州 超点,1,0
中国足球并不差，差的是乱象之源及中国男足,中国 足球 乱象 中国男足,1,0
国足的海参是不是假的查,国足 海参,1,1
这对足球的热爱态度就值得海参队学习一万年,足球 态度 海参,1,0
可以提高国民对足球的热情，但是不会真以为能和职业球员比吧。。。,国民 足球 热情 职业 球员,1,0
村超点燃了中国人的足球梦,中国 足球,1,0
35年前讽刺中国足球的电影，现在看来全都应验了,中国 足球 电影,1,0
没那么多利息，足球也好看了许多，纯粹的足球远比勾心斗角的好看,利息 足球 足球,1,0
中国足球不缺人,中国 足球,1,0
看到了中国足球的希望,中国 足球,1,0
应该全国推广，这样中国足球才有未来。,全国 中国 足球,1,0
不吃海参当然跑得快,海参,1,1
先把现在的男足解散吧，这样足球才能发展的更好,男足 足球,1,0
我一个不看足球?的都看得热血沸腾,足球,1,0
我爱村超，比那些吃海参的强多了。,海参,1,1
公开处刑海参队,海参,1,1
快～～快拿出我的海参来,海参,1,1
不可能，绝对不可能，海参都不吃能踢这么好,海参,1,1
海参队；不可能，绝不可能,海参,1,1
一群只会被媒体牵着鼻子跑的，切自称为球迷的人，有你们中国足球一辈子都不会好的,媒体 球迷 中国 足球,1,0
键盘侠都太厉害啦，中国足球看站,键盘 中国 足球,1,0
村超作为一个娱乐项目，我认为主旨是可以让每个人都能参与进去足球，每个人都能享受足球的快乐，这才是真正的意义，而不是说比谁谁谁强，比谁谁谁好，试想一下如果全中国每个村都能有一个村超，抛去足协不干人事这点，那么足球人才怎么会萎缩，而且如果村超以后真有青训的人才，那么他不还是要为国效力吗所以中国足球很悲哀，从上到下全方位的失败，好不容易有一个可以让足球热度变高变好的事情，结果还都被这帮球盲把火给扑灭了。,项目 主旨 足球 足球 意义 中国 人事 足球 人才 青训 人才 效力 中国 足球 足球 热度 事情 球盲,1,0
火是因为拼尽全力的热爱，不是海参的十五种做法。,海参,1,1
这才是中国足球,中国 足球,1,0
其实才是一种足球基底，足球强国基本上都有这种底子和氛围,足球 基底 足球 强国 底子 氛围,1,0
业余足球训练出一个好守门员太不容易了,业余 足球 守门员,1,0
貌似中国足球??看贵州村超,中国 足球 贵州,1,0
单纯的比技术高低没有意义，你吃着海参泡着妞凭什么和这些普通职业的比该比的是对待足球的态度和感情，把他们放到现在中超那个水平的联赛去练，肯定比现在那一帮人要好很多,技术 意义 海参 职业 足球 态度 感情 水平 一帮人,1,0
什么14脚啊，那叫美丽足球,美丽 足球,1,0
这不比海参人踢的好,海参,1,1
中国版,中国,1,0
我又相信足球了,足球,1,0
先不说技术的问题，起码我能看到他们的热情和对足球的热爱，这是国内大部分职业球员都欠缺的,技术 起码 热情 足球 职业 球员,1,0
好好地足球也被外围盘口盯上了 刷抖音都看到菠菜开盘了 希望别毁了,足球 菠菜,1,0
我不怎么关注足球，但看这些进球总有些热泪盈眶,足球 进球,1,0
中国足球有这么一群云球迷，那才是未来可期,中国 足球 球迷,1,0
中国足球还没有死,中国 足球,1,0
光看这些集锦就发现了足球的意义。不像中超让人觉的足球没有任何意义。,集锦 足球 意义 人觉 足球 意义,1,0
自嗨就得了，我国本来就是个足球弱国，就这点水平还比来比去的，臊得慌,足球 弱国 水平,1,0
我们中国足球不差啊高俅之后有人啊。国足解散吧,中国 足球,1,0
能被这么多人骂，也是中国足球的优点,中国 足球 优点,1,0
海参：你们懂不懂踢球，球不是这么踢的,海参 踢球,1,1
他们喜欢足球，仅此而已,足球,1,0
评论里说足球没有行政干预才是最好的。,评论 足球 行政,1,0
应该向全中国推广这样的基层联赛，让更多的热爱足球的人，特别是青少年，加入这项运动中，然后形成职业球探选拔体系，通过让球探进入这些基层联赛，选拔球员，进入半职业，甚至职业联赛，让更多的人有机会踢职业。也让民间拥有更浓厚的足球氛围，只有这样让社会足球，职业青训，职业联赛形成良性循环。才能让中国足球的水平上升，早日成为足球强国。正是由于过去我们很多年以来都是体教分离，缺乏社会足球氛围。才导致了如今中国足球(包括男女，不要忘了女足被荷兰人打得毫无还手之力的那个夜晚)的窘境。,中国 基层 足球 青少年 职业 体系 基层 球员 职业 职业联赛 机会 职业 民间 足球 氛围 社会 足球 职业 青训 职业联赛 中国 足球 水平 足球 强国 体教 社会 足球 氛围 中国 足球 男女 女足 窘境,1,0
海参：我招谁惹谁了,海参,1,1
海参队肯定踢不过这些队,海参,1,1
村超也就看个正经足球，真想要找乐子还得是看国足,足球 乐子 国足,1,0
在巴西阿根廷不懂足球也知道自己国家的球队能踢世界杯，在中国……你职业你职业你定个鸡粑不懂球也知道你不行而且是越来越不行，他们如果都死了，路人不会流一滴眼泪。,巴西 阿根廷 足球 国家 球队 世界杯 中国 职业 职业 眼泪,1,0
中国有一流的足球节目、一流的足球观众，但是踢球的还是那几个，氛围再好也无济于事，人家巴西阿根廷不仅喜欢看球、最重要的是自己也去踢球，总人口再多、踢足球的那么少也无济于事,中国 一流 足球 节目 一流 足球 观众 踢球 氛围 巴西 阿根廷 踢球 总人口 踢足球,1,0
看足球，不是看他们进了几个球，是输还是赢而是看他们跑动是否积极，有那个精神头，那不服输的劲儿，即使这一次输了，下一次肯定赢,足球 精神 劲儿,1,0
他们是不是因为吃不起海参才踢的这么厉害海参有毒,海参 海参,1,1
我一直以为我们的足球?不行，没想到只有国足不行,足球,1,0
帅啊，我一个不懂足球不看比赛的都热血沸腾了,足球,1,0
海参有害健康啊,海参,1,1
这不是村阿，怎足球也围坐这么近，一群小孩坐在底线旁边,足球 小孩 底线,1,0
我同学也是学足球的后来转去沙滩足球了,同学 足球 沙滩 足球,1,0
这才是运动 这才是脱离了资本的中国足球,资本 中国 足球,1,0
这个国家不适合搞职业足球，搞搞自娱自乐的业余足球就可以了,国家 职业 足球 自娱自乐 业余 足球,1,0
说武磊不行的  你们真的懂足球,武磊 足球,1,0
让吃海参的看看,海参,1,1
我们中国人自己的超级杯,中国,1,0
一直以为只有外国足球最强，现在看村超，果然我们只是缺少平台而已,外国 足球 平台,1,0
足球版“礼失求诸野”,足球 诸野,1,0
海参队表示不服→_→,海参,1,1
还在这不缺好球员呢我国是根本没有孩子踢球了。数据都摆在这，我们青训人数远不如越南叙利亚。可见你根本不关心中国足球，只是在这发泄一下情绪。所谓花钱才能晋升更是脑补。只懂强调拼搏意志的基本球盲无疑，足球是讲科学规律的，你天天头悬梁锥刺股，没那个脑子一样上不了清华北大，巴西人练乒乓球就算累吐血了也一样打不赢中国人。大部分人根本不懂足球，就只会说一个拼搏精神。,球员 孩子 踢球 数据 青训 人数 越南 叙利亚 关心 中国 足球 情绪 花钱 晋升 意志 球盲 足球 科学 规律 头悬梁 锥刺股 脑子 清华北大 乒乓球 中国 足球 拼搏精神,1,0
这片土地需要这种纯粹的足球,土地 足球,1,0
中国足球不是没人才，就是缺一个上场机会,中国 足球 人才 上场 机会,1,0
村超最大的价值是培养足球土壤,价值 足球 土壤,1,0
海参党来打卡,海参,1,1
堕落的不是中国足球，是中国男足,中国 足球 中国男足,1,0
足球是全民的运动吗足球是中超的运动，你们严重侵犯了国足的自尊心。,足球 全民 足球 国足,1,0
我一直觉得中国才是亚洲足球的未来 亚洲足球的上限也必然在中国 人口在那里摆着呢 14亿人里面有的是天才,中国 亚洲 足球 亚洲 足球 中国 人口 天才,1,0
很早我就知道踢足球不是我们不行只是国足不行毕竟我一个垃圾都有一颗热爱足球的心,踢足球 垃圾 足球,1,0
哎，吃海参的踢球为什么那么差,海参 踢球,1,1
村超也许对中国足球发展没有什么好处，但是也没有什么坏处啊，那么激动干啥,中国 足球 坏处,1,0
对 村超确实对提升中国足球水平毫无作用 那又怎么样呢 足球是玩啊 连村超都要来提一句提升中国足球水平 是不是显得你们这些专业人士太失败了呢,中国 足球 水平 足球 连村超 中国 足球 水平 专业人士,1,0
干嘛，董路还不准草根碰足球有本事禁售所有足球，老百姓用竹子编个竹球也能踢,干嘛 董路 草根 足球 足球 老百姓 竹子 竹球,1,0
踢不出成绩就说中国的足球没有土壤，足球人口太少。现在中国足球有土壤了，足球人口也有了一点点增加，不支持就得了，还说广场舞不配跟迈克杰克逊伴舞，合着话都让足球相关人员说完了,成绩 中国 足球 土壤 足球 人口 中国 足球 土壤 足球 人口 广场 杰克逊 足球 人员,1,0
他就是根本看不起底层人民，认为只有钱的足球才是优秀的。看着村超火爆有些眼红，他怎么不批判国足呢，连越南都踢不过。没有钱万万不能，但是钱不是万能的，没能力就是没能力，给再多钱都是没用。他完全脱离底层群众，是资本主义那套，想搞垮我们的足球，想用金钱腐蚀足球的未来。广场舞大妈的比喻一点不靠谱，这就像说打篮球的那么多，怎么没有一个贝克汉姆一样，真是可笑。,底层 足球 眼红 越南 万能 能力 能力 底层 群众 资本主义 足球 金钱 足球 广场 大妈 比喻 打篮球 贝克汉姆,1,0
中国乒乓球为什么强，就是因为玩的人多，成为国球。足球为什么弱，贵族项目能不弱吗中国十几亿人就出了国足这个屎一样的队伍,中国 乒乓球 国球 足球 贵族 项目 中国 国足 队伍,1,0
兄弟，到现在为止，球迷都没有说一句村超不好，而且都还希望村超能延续下去，但是球迷想的是这样能做到足球普及，目标能不能像欧洲那样形成社区足球,兄弟 球迷 球迷 足球 普及 目标 欧洲 社区 足球,1,0
但是像你这样的我也不知道是不是球迷的人，只是看热闹，看热闹其实也没啥，但是吧，无脑的消费村超，拿村超当工具来消费中国足球，这对于中国足球其实没啥太大的影响，而且好多那些被害妄想症说啥足协要阻止村超的虚空打靶，简直笑死人，中国足协巴不得以后各地文旅活动都是足球，你知道这给足协省了多少事吗，足协费死劲整不了的大众活动，被村超解决了，又省钱又省力还完成了任务，最受影响的其实是村超，因为就是有你们这群脑残的把村超捧到所有真正球迷的对立面，那随之而来的只能是反弹，整个事件前期，绝大多数球迷很理智，对于村超持欢迎态度，但是现在已经有这苗头了，有球迷忍不住开始拿事实反击，用不了多久，反击之后越来越多，最后受伤的是那些热爱踢球的村超村民，本来挺好的一个事，就是因为这群球盲沙币，毁了,球迷 无脑 工具 中国 足球 中国 足球 虚空 笑死人 中国足协 文旅 足球 大众 省钱 省力 把村 球迷 对立面 事件 球迷 理智 态度 苗头 球迷 事实 踢球 村民 群球 盲沙币,1,0
动了他们的蛋糕了，搞小圈子你得有国乒那样的实力，像中国足球这么烂的足球圈子，任何人都可以打破你，你们只是拿了个大学毕业证的小学生,蛋糕 小圈子 国乒 实力 中国 足球 足球 圈子 大学 毕业证 小学生,1,0
一个村超或许没用 但10个 、100个 、1000个呢当哪一天全国都有村超了 中国足球也会真正好起来,全国 中国 足球,1,0
这就是你国足球现状,足球 现状,1,0
足球本来就是草根运动,足球 草根,1,0
中国足球是不是叫中国，没听说改了姓,中国 足球 中国,1,0
我们为什么要对中国足球发展有帮助我们只要自己踢的爽 观众看的爽就行了 你一个评足球的又对国家发展有什么帮助你是能让中国火箭上天还是能让中国彻底消除贫困人口了,中国 足球 观众 足球 国家 中国 火箭 中国 贫困人口,1,0
本来这是积极快乐的事，不知道又碍了哪些人的眼，非要说三道四，贬低其存在的意义。本人个人认为中国足球死在整个系统，十几亿人肯定有比现任足球队踢得好的人才，没有被看上罢了。,意义 中国 足球 系统 现任 足球队 人才,1,0
如果你还相信死刑犯夺世界杯。可以说，你一点都不懂足球。,世界杯 足球,1,0
村超对于中国足球发展没有任何好处,中国 足球,1,0
迈克尔杰克逊和广场舞大妈不是一个频道的，即使迈克尔杰克逊活着也不可能给他伴舞。村超是纯粹的足球，应该被重视的，别瞧不起人家，将来说不定国足也要走村超的路线，足球终究是人民群众的运动，离开了群众，我们的足球只会越踢越差,杰克逊 广场 大妈 频道 杰克逊 足球 国足 路线 足球 群众 群众 足球,1,0
到现在都还想搞从上到下的足球，撑得住,足球,1,0
村超不需要钱，只要你热爱足球就可以去踢，国足需要几十万、上百万才能去踢入选大名单还得另付钱,足球 名单,1,0
村超凭什么要对中国足球有帮助啊，国足配吗还说中乙也能吊打村超，还有这种，你怎么不跟村超球员比谁搬砖搬的快呢，比谁挖机开的好呢，这是别人的爱好，能要点脸不,中国 足球 国足 球员 挖机 要点,1,0
自己带了几十年的“足球小将”，成材了几个到是昧良心的钱挣了不少，天天蹭这个蹭那个，有那点心思诓好你的“足球小将”吧，别等人家长反应过来了,足球 小将 成材 心思 足球 小将 家长,1,0
操蛋，你知道职业球员花了多少钱培训，给这些喜欢足球的球员花一样钱培训，一定比它们强,职业 球员 足球 球员,1,0
这是两码事。没人说村超能踢赢谁谁谁，而是通过村超我们看到了真正的足球魅力。没有黑哨、没有赌球、没有海参、当然也不应该有董某这样的出生，但是这个出生还是要死皮赖脸的蹭村超的热度。真的没必要，你看看村超带给多少人快乐。而董出生，你给足球带来过什么,两码事 足球 魅力 黑哨 赌球 海参 董某 热度 足球,1,0
你一个个放着学校这么多球场不让群众使用，还希望中国足球发展，足球的未来在城市边缘或者下乡，低成本，却是高职业化的才行。,学校 球场 群众 中国 足球 足球 城市边缘 职业化,1,0
经常看到“足球荒漠”、“足球发展需要土壤”这些字段，那么贵州村超实际上就是在用行动给中国足球努力培养一片肥沃的土壤，发展足球是一个漫长的过程，人才不是一下子就能出来的，只能一步一个脚印走。村超中不乏有踢得好的人在，但很多媒体刻意夸大了村超的水平，这真的不好。宣传的侧重点应该是足球不是“贵族运动”，还有村超背后的足球文化，村超能火热起来是因为它让更多的人民群众参与进来，让大部分的普通人也能享受和热爱足球，带动人们踢球的热情，先把足球生长的土壤培养好，有了群众基础，足球人才也就自然而然地涌现出来，这是我们急切需要去做的，尽管这将是一个漫长艰辛的过程，但不至于像国足现在灰暗的现状让很多人看不到希望。,足球 荒漠 足球 土壤 贵州 中国 足球 土壤 足球 漫长 过程 人才 媒体 水平 侧重点 足球 贵族 足球 文化 火热 群众 普通人 足球 踢球 热情 足球 生长 土壤 群众 基础 足球 人才 漫长 过程 国足 现状,1,0
踢球不仅仅是为了夺冠。足球是爱好，是娱乐，是健身，足球不仅仅只有冠军。我读书时候踢球就非常开心，其实一整场碰球次数并不多，就是开心。,踢球 足球 足球 冠军 读书 踢球 整场 次数,1,0
实在搞不明白，足球就一体育运动，能搞就搞，搞不起来也不影响大家生活，很多人闹麻了。,明白 足球 体育运动,1,0
又说中国足球人口少，又说底层足球不应该,中国 足球 人口 底层 足球,1,0
功利足球不是社区足球,功利 足球 社区 足球,1,0
国足敢挑战 叫贵族足球来试试啊,贵族 足球,1,0
短期来说没有任何意义 长期来说那肯定能增加中国足球人口,意义 中国 足球 人口,1,0
不知道为这些国猪舍白切鸡在怼什么什么东西，成绩不好还不让说我需要的是足球氛围让我喜悦，让我积极参与，而不是给我添堵，如今日子难过还不能让我享受足球的快乐吗每年都打假的猪协联赛，切∽∽～,猪舍 白切鸡 东西 成绩 足球 氛围 日子 足球,1,0
业余足球运动，凭借火爆的氛围拉动地方经济，挺好的事，干嘛要和中国足球这么黑暗的东西搞在一起，侮辱了平民的快乐,业余 足球运动 氛围 地方 经济 干嘛 中国 足球 东西 平民,1,0
纯粹是傻比  只有是喜欢足球的玩足球的谁踏马不希望受众越来越大   这样才会踢的好 赚得多  如果没人捧场你踢足球你贴驴粪蛋子去吧  就这傻比能成足球解说员果然啊国足就是烂到根儿了,足球 足球 受众 踢足球 驴粪蛋 足球 解说员 国足 根儿,1,0
董:不能赌的足球，不是好足球,足球 足球,1,0
你董路足球踢的不如村超，你对足球来说不就是废物中的废物，所以足球和你有啥关系,董路 足球 足球 废物 废物 足球 关系,1,0
呵呵，海参队呵呵不是连教练都进去了吗,海参,1,1
天天说中国足球注册球员少，青训和群众参与基础薄弱，现在基层搞起联赛来了又说对中国足球没有帮助。那你说怎么才对这烂透的中国足球有帮助,中国 足球 球员 青训 群众 基层 中国 足球 烂透 中国 足球,1,0
董路  你激动啥   人家自娱自乐   也没说要搞青训     你急啥   也没动你蛋糕    让中国更多的人热爱足球   参与足球不是好事     人家也没说进国家队啊   人家也不稀罕    跟你有什么关系    你还在这说上了,董路 自娱自乐 青训 蛋糕 中国 足球 足球 好事 国家队 关系,1,0
他董个几把，没这氛围跟“干净”的足球环境，靠海参和千万富豪踢给穷鬼看能进世界杯,氛围 足球 环境 海参 富豪 穷鬼 世界杯,1,0
个人认为中国足球的目的应该是全面参与足球，绝对不是什么世界杯。相反在全面参与的基础上发展足球，世界杯还是问题吗,中国 足球 目的 足球 世界杯 基础 足球 世界杯,1,0
足球不是为了强身健体吗,足球,1,0
村超就是把足球的门槛拉到最低   这导致很有可能中国足球的选拔模式会有所更改 和董路的足球小将产生竞争矛盾了,足球 门槛 中国 足球 模式 董路 足球 小将 矛盾,1,0
村超可能对《中国足球成绩》没有帮助，但对《中国足球》绝对有帮助。,中国 足球 成绩 中国 足球,1,0
足球本身是全民娱乐活动，非要拿奖不拿奖，太狭隘了，大家玩的高兴就够了,足球 全民 娱乐活动,1,0
村超和社区足球的作用是足球平民化，但是要想走足球这条路，必须在专业化和商业化，简而言之就是既专业又能赚钱，这是村超能做到的踢完球还要养家糊口真拿两条猪腿养全队啊,社区 足球 足球 平民化 足球 条路 专业化 商业化 专业 全队,1,0
中国足球≠中国足球国家队,中国 足球 中国 足球 国家队,1,0
不可能，绝对不可能一边说足球环境不好没人踢球，一边说踢球爱好者于足球发展没有任何好处。这是绝对不可能的。,足球 环境 踢球 踢球 爱好者 足球,1,0
贵州的村超为什么能火起来，还不是因为中国足球拉跨，中国球迷基数又大，大家对足球的热情总要找个地方释放吧。很多人说村超球队能踢中国职业球队，当然这肯定是在嘲讽中国足球，董路这么激动估计也是这个原因..但中国足球难道不该被嘲讽吗一滩烂泥…干啥啥不行，吃海参第一名,贵州 能火 中国 足球 中国 球迷 基数 足球 热情 地方 球队 中国 职业 球队 中国 足球 董路 原因 中国 足球 烂泥 海参,1,0
董路这些话喷的是村超他这不是在喷那群不关注足球但是喜欢无脑黑“海参队”，看到村超一顿乱吹然后转头来踩职业足球的人,董路 足球 无脑 海参 职业 足球,1,0
村超是一群热爱足球的人聚在一起的圈子。中国联赛是一群只知道钱毫无底线的人在一起的圈子。董路?什么玩意儿。只有真正让热爱足球的人越来越多，中国足球才有进步的可能。不能让足协一家独大，不然只会永远在退步,足球 圈子 中国 底线 圈子 董路 玩意儿 足球 中国 足球,1,0
那么董路对足球好像也没贡献,董路 足球 贡献,1,0
以前说中国足球不行，专家解释说咱们没有足球群众基础，现在群众参与进来了，又说跟跳广场舞一样，董路这人，恰流量罢了,中国 足球 专家 足球 群众 基础 群众 广场 董路 流量,1,0
说的最好的就是，中国足球最纯粹的地方，无论在哪，脱离了本质就没有意义，希望足球是足球，运动是运动，愿腐败远离和谐社会,中国 足球 地方 本质 意义 足球 足球 腐败,1,0
为什么村超这么火，因为实在是没有其他任何办法玩足球了,办法 足球,1,0
卡卡真是么得足球初恋,足球,1,0
有点感动，原来足球还在,足球,1,0
卡卡多来中国,中国,1,0
据说是天下和地上最好的足球节目,足球 节目,1,0
足球区,足球,1,0
再说一遍 我心中最好的足球,足球,1,0
搞足球营销可是花了血本儿了,足球 血本,1,0
村超最大的意义就是让足球回到他本来的样子,意义 足球 样子,1,0
而且真正期待和感叹中国足球未来的，为何贵州自身的青少年足球比赛却没人看呢说到未来，孩子才是未来不是吗甚至连直播渠道都没有，村超的存在可以提高贵州当地农村孩子对于足球的兴趣这一点是值得肯定的，但是贵州当地青少年足球联赛却没人关注和宣传却又很让人不解,中国 足球 贵州 青少年 足球比赛 孩子 渠道 贵州 农村 孩子 足球 兴趣 贵州 青少年 足球联赛,1,0
足球，咱就是喜欢才去踢，赚多少钱，本就不是足球的目的，中国足球坏就坏在，目的变成了赚钱。,足球 足球 目的 中国 足球 目的,1,0
学生：不可能，哪有看足球不赌球的。,学生 足球 赌球,1,0
董路批评的是某些自以为中国足球的未来在自娱自乐的联赛，根本没有说蛋糕不蛋糕的事情。中国人的理解水平对得起国足的水平,董路 中国 足球 自娱自乐 蛋糕 蛋糕 事情 中国 水平 国足 水平,1,0
