页码链接,用户id,用户,用户名链接,来自用户名,发表日期,点赞量,转发量,评论数量,content,分词
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=2&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月28日 09:37,7,65,3,在27日晚结束的杭州亚运会女子10蝶泳决赛上，张雨霏以绝对优势夺冠并打破她当日上午创造的亚运会纪录，拿下个人的本届亚运会第三金。不过，连续刷新亚运会记录的张雨霏在赛后表示并不满意当天的成绩。当被问及赛后感受她表示：“感觉不好啊，这不是我想要的纪录。就算不能超越世界纪录，也要接近吧！”。在9月27日晚结束的杭州亚运会男女410米混合泳接力决赛上，中国队徐嘉余、覃海洋、张雨霏、杨浚瑄携手夺冠并打破亚洲纪录，距离世界纪录仅差0秒。张雨霏在赛后表示没破世界纪录有一些遗憾，只能留到明年的多哈游泳世锦赛或巴黎奥运会去弥补这个遗憾，她说，“这个纪录迟早要被我们破掉”！ ​,日晚 结束 杭州 亚运会 女子 决赛 张雨霏 绝对优势 夺冠 打破 当日 上午 创造 亚运会 纪录 拿下 本届 亚运会 第三 连续 刷新 亚运会 记录 张雨霏 赛后 满意 当天 成绩 问及 赛后 感受 感觉不好 想要 纪录 超越 世界纪录 接近 日晚 结束 杭州 亚运会 男女 混合泳 接力 决赛 中国队 徐嘉余 海洋 张雨霏 携手 夺冠 打破 亚洲纪录 距离 世界纪录 张雨霏 赛后 世界纪录 遗憾 只能 明年 多哈 游泳 世锦赛 巴黎 奥运会 弥补 遗憾 纪录 破掉
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=2&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月28日 09:00,1,9,0,今天将决出35枚金牌，中国代表团有望在游泳、体操、围棋等项目上冲击金牌。四金在手的“蝶后”张雨霏将在女子50米自由泳和420米自由泳接力中出战，如果再进两金，她在本届亚运会的金牌总数将达到六枚。围棋个人赛中，柯洁闯入半决赛，此前在小组赛中已完成六连胜的他将在今天冲金。而备受关注的48岁体操传奇丘索维金娜将在女子跳马决赛中力争一枚奖牌。​,决出 金牌 中国 代表团 有望 游泳 体操 围棋 冲击 金牌 四金 在手 张雨霏 女子 自由泳 自由泳 接力 出战 两金 本届 亚运会 金牌 总数 六枚 围棋 个人赛 柯洁 闯入 半决赛 此前 小组赛 连胜 冲金 备受 关注 体操 传奇 丘索维 金娜 女子 跳马 决赛 力争 一枚 奖牌
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 22:49,4,38,7,9月28日，杭州亚运会武术项目散打女子60公斤级决赛中，中国选手吴晓微以2比0战胜印度选手罗希比娜·德维·瑙雷姆，夺得冠军。杭州亚运会武术项目散打女子52公斤级决赛中，中国选手李玥瑶以2比0战胜伊朗选手埃拉赫·曼苏尔扬·萨米鲁米，夺得冠军。 ​,杭州 亚运会 武术 散打 女子 公斤 决赛 中国 选手 吴晓微 战胜 印度 选手 罗希比娜 德维 瑙雷姆 夺得 冠军 杭州 亚运会 武术 散打 女子 公斤 决赛 中国 选手 战胜 伊朗 选手 拉赫 曼苏尔 萨米 鲁米 夺得 冠军
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 21:46,4,38,2,她叫王书涵，今年八岁半。今天，她和外公外婆来到位于杭州奥体中心的亚运会博物馆，参加博物馆的开馆仪式。在博物馆的亚运历史展厅，她发现了一枚神奇的纪念章。王书涵的外公是中国亚运会上首枚金牌获得者苏之渤，这次来杭州，他向亚运会博物馆捐赠了第7届德黑兰亚运会官方纪念章。小书涵在博物馆看到“同款”纪念章后，惊喜地说：“小时候挂在我身上的徽章，进博物馆了！ ​,王书涵 八岁 外公 外婆 来到 位于 杭州 奥体中心 亚运会 博物馆 参加 博物馆 开馆 仪式 博物馆 亚运 历史 展厅 发现 一枚 神奇 纪念章 王书涵 外公 中国 亚运会 首枚 金牌 获得者 杭州 亚运会 博物馆 捐赠 德黑兰 亚运会 纪念章 小书涵 博物馆 同款 纪念章 惊喜 小时候 身上 徽章 博物馆
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 20:24,7,161,13,杭州亚运会女子20米蛙泳决赛，中国选手叶诗文以2分23秒84的成绩夺得金牌。这是她时隔9年再次参加亚运会。这枚金牌来之不易，不负努力！祝贺！,杭州 亚运会 女子 决赛 中国 选手 诗文 成绩 夺得 金牌 时隔 参加 亚运会 金牌 来之不易 不负 努力 祝贺
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 20:03,1,54,5,杭州亚运会女子50米自由泳决赛中，张雨霏发挥稳定，以24秒26的成绩夺冠，刷新她今天上午刚打破的亚运会纪录，再次为中国队夺得一枚金牌。另一名中国选手程玉洁禾呈玉洁获得铜牌。祝贺！ ​,杭州 亚运会 女子 自由泳 决赛 张雨霏 发挥 稳定 成绩 夺冠 刷新 今天上午 打破 亚运会 纪录 中国队 夺得 一枚 金牌 另一名 中国 选手 程玉洁 玉洁 铜牌 祝贺
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 15:50,9,118,5,9月26日，丘索维金娜在检录处休憩，场上裁判员邓琳拿着本子跑过去要签名合影。这个裁判员“小迷妹”来头也不小，邓琳曾经是两届奥运会冠军，体操国际级裁判。 ​,丘索维 金娜 检录 休憩 场上 裁判员 邓琳 本子 签名 合影 裁判员 迷妹 来头 不小 邓琳 两届 奥运会 冠军 体操 国际级 裁判
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 13:47,8,122,6,9月26日，杭州亚运会马术比赛现场，观众席上一位盛装打扮的老奶格外引人注目。记者了解到，老奶今年81岁了，第一次来现场看马术比赛，这次专门和女儿一起来感受亚运会。为了配合比赛场景，特地打扮了一番，戴上了礼帽。 ,杭州 亚运会 马术 比赛 现场 观众席 一位 盛装 打扮 老奶 引人注目 老奶 第一次 现场 马术 比赛 女儿 感受 亚运会 配合 比赛 场景 特地 打扮 礼帽
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 12:25,24,194,11,9月27日，在亚运会滑板女子街式决赛中，年仅13岁的中国姑娘崔宸曦爱滑板夺得金牌，成为中国最年轻亚运冠军！ 她的小学班主任陈晨介绍，崔宸曦坚持每天下午五点前完成作业，剩下的时间赶紧去训练。不管刮风下雨，雷打不动训练至少三小时。”为不怕吃苦、坚持不懈的亚运冠军崔宸曦点赞！ ,亚运会 滑板 女子 街式 决赛 中国 姑娘 崔宸 滑板 夺得 金牌 中国 年轻 亚运 冠军 小学 班主任 陈晨 介绍 崔宸 下午 五点 作业 剩下 时间 赶紧 训练 刮风下雨 雷打不动 训练 至少 怕吃苦 坚持不懈 亚运 冠军 崔宸
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 11:29,3,100,5,中国体操选手章瑾连续三次失误，重摔倒在地又爬起来继续，现场观众不断为她加油鼓掌。最后一次尝试，章瑾稳落地，全场爆发雷鸣般的掌声。,中国 体操选手 章瑾 连续 三次 失误 摔倒 爬起来 现场 观众 加油 鼓掌 尝试 章瑾 落地 全场 爆发 雷鸣般 掌声
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 09:53,4,59,6,今天，48岁的传奇老将丘索维金娜，将亮相亚运会女子跳马决赛。她近日接受采访时说：“我和大家一样都是普通人，只不过在体育上有更多坚持。我继续奋战是因为我热爱这项运动，并从中获得快乐！”致敬！加油！ ,传奇 老将 丘索维 金娜 亮相 亚运会 女子 跳马 决赛 近日 接受 采访 时说 普通人 只不过 体育 上有 奋战 是因为 热爱 这项 运动 快乐 致敬 加油
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 09:14,4,41,5,中国跳水队亚运会首场训练，全红婵花式热身表演“炸鱼”，随后再现“水花消失术”。网友：！,中国跳水队 亚运会 首场 训练 全红 花式 热身 表演 炸鱼 再现 水花 消失
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月28日 08:26,2,10,9, 体操项目展开单项争夺，48岁的传奇老将丘索维金娜将在女子跳马决赛中出场；游泳赛场今日将决出7枚金牌，；射击场上，“0后”小将刮起“青春风暴”，一起期待。更多精彩,体操 展开 单项 争夺 传奇 老将 丘索维 金娜 女子 跳马 决赛 出场 游泳 赛场 今日 决出 金牌 射击场 小将 刮起 青春 风暴 期待 精彩
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 21:22,301,4155,760,9月28日，杭州亚运会游泳比赛继续在杭州奥体中心游泳馆进行。当晚，由柳雅欣、程玉洁、李冰洁和李家萍组成的中国队在女子4×20米自由泳接力决赛中夺得冠军。,杭州 亚运会 游泳 比赛 杭州 奥体中心 游泳馆 当晚 柳雅欣 程玉洁 李冰 李家 中国队 女子 自由泳 接力 决赛 夺得 冠军
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 20:58,196,2385,441,#中国队男子4×10自由泳接力破亚洲纪录#9月28日，杭州亚运会游泳比赛继续在杭州奥体中心游泳馆进行。当晚，由潘展乐、陈俊儿、洪金权和王浩宇组成的中国队在男子4×10米自由泳接力决赛中夺得冠军，并以3分10秒8的成绩打破了亚洲纪录。,中国队 男子 自由泳 接力 亚洲纪录 杭州 亚运会 游泳 比赛 杭州 奥体中心 游泳馆 当晚 潘展乐 陈俊儿 洪金权 王浩宇 中国队 男子 自由泳 接力 决赛 夺得 冠军 并以 成绩 打破 亚洲纪录
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 19:55,140,1818,431,9月28日，杭州亚运会游泳比赛继续在杭州奥体中心游泳馆进行。当晚，中国队选手覃海洋在男子20米蛙泳决赛中夺得冠军。,杭州 亚运会 游泳 比赛 杭州 奥体中心 游泳馆 当晚 中国队 选手 海洋 男子 决赛 夺得 冠军
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 19:47,185,2055,314,28日晚，在杭州亚运会女子花剑团体决赛中，中国队战胜韩国队，获得冠军。,日晚 杭州 亚运会 女子 花剑 团体 决赛 中国队 战胜 韩国队 冠军
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 19:47,571,3343,464,9月28日，杭州亚运会游泳比赛继续在杭州奥体中心游泳馆进行。当晚，中国队选手叶诗文在女子20米蛙泳决赛中夺得冠军。,杭州 亚运会 游泳 比赛 杭州 奥体中心 游泳馆 当晚 中国队 选手 诗文 女子 决赛 夺得 冠军
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 19:36,118,1589,234,9月28日，杭州亚运会游泳比赛继续在杭州奥体中心游泳馆进行。当晚，中国队选手张雨霏在女子50米自由泳决赛中夺得冠军。,杭州 亚运会 游泳 比赛 杭州 奥体中心 游泳馆 当晚 中国队 选手 张雨霏 女子 自由泳 决赛 夺得 冠军
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 17:57,191,3789,545,9月28日，杭州亚运会男子吊环决赛在黄龙体育中心体育馆进行，中国选手兰星宇凭借15分的总成绩，摘得金牌。,杭州 亚运会 男子 吊环 决赛 黄龙 体育中心 体育馆 中国 选手 兰星宇 总成绩 摘得 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 17:37,236,2994,418,今天下午，杭州亚运会跆拳道男子+80公斤级决赛中，中国队选手宋兆祥以2∶1击败伊朗队选手阿里安·萨利米获得冠军。至此，本届亚运会跆拳道项目的争夺全部结束，中国跆拳道队收获了5金1银2铜的佳绩，创造了亚运会上的历史最好成绩。,今天下午 杭州 亚运会 跆拳道 男子 公斤 决赛 中国队 选手 宋兆祥 击败 伊朗队 选手 阿里安 萨利米 冠军 至此 本届 亚运会 跆拳道 争夺 结束 中国 跆拳道队 收获 佳绩 创造 亚运会 历史 成绩
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 16:17,86,882,148,杭州亚运会男子20米混合泳决赛，中国队选手汪顺汪順夺得冠军。人民日报连线对话汪顺，听他分享夺金后感受 ​,杭州 亚运会 男子 混合泳 决赛 中国队 选手 汪顺 汪順 夺得 冠军 连线 对话 汪顺 分享 夺金 感受
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 16:11,466,6058,548, 刚，杭州亚运会体操女子跳马决赛，48岁的传奇老将丘索维金娜位列第四。她曾说，参加比赛是为自己表演，争取在杭州亚运会赢奖牌，为职业生涯画上完美句号。网友：！ ​,杭州 亚运会 体操 女子 跳马 决赛 传奇 老将 丘索维 金娜 位列 第四 参加 比赛 表演 杭州 亚运会 奖牌 职业生涯 完美 句号
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 12:16,863,8197,1139,今天，杭州亚运会武术项目比赛全部结束，中国武术队在所报的1个项目中全部夺金，完美收官。,杭州 亚运会 武术 比赛 结束 中国 武术队 所报 夺金 完美 收官
https://weibo.com/ajax/statuses/searchProfile?uid=2803301701&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2803301701,人民日报,,,2023年09月28日 08:11,397,3105,979, 体操项目展开单项争夺，48岁的传奇老将丘索维金娜将在女子跳马决赛中出场；游泳赛场今日将决出7枚金牌，；射击场上，“0后”小将刮起“青春风暴”，一起期待。,体操 展开 单项 争夺 传奇 老将 丘索维 金娜 女子 跳马 决赛 出场 游泳 赛场 今日 决出 金牌 射击场 小将 刮起 青春 风暴 期待
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 21:28,39,450,123,9月28日晚，在杭州亚运会女足小组赛第二轮的比赛中，中国女足姑娘们以6:0战胜乌兹别克斯坦队，以两战全胜小组第一的成绩进入淘汰赛。,日晚 杭州 亚运会 女足 小组赛 第二轮 比赛 中国女足 姑娘 战胜 乌兹别克斯坦 战全胜 小组第一 成绩 淘汰赛
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 21:22,43,725,109,在28日进行的杭州亚运会游泳比赛中，中国队获得女子4×20米自由泳接力金牌，这是！,杭州 亚运会 游泳 比赛 中国队 女子 自由泳 接力 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 20:57,41,497,76,在28日进行的杭州亚运会游泳比赛中，中国队获得男子4×10米自由泳接力金牌，这是！,杭州 亚运会 游泳 比赛 中国队 男子 自由泳 接力 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 19:55,42,806,96,在28日进行的杭州亚运会游泳比赛中，覃海洋获得男子20米蛙泳金牌，这是他本届亚运会上的第4金，也是中国游泳队杭州亚运第2金！,杭州 亚运会 游泳 比赛 海洋 男子 金牌 本届 亚运会 中国 游泳队 杭州 亚运
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 19:47,237,2055,175,在28日进行的杭州亚运会游泳比赛中，叶诗文获得女子20米蛙泳金牌，也是！ ​,杭州 亚运会 游泳 比赛 诗文 女子 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 19:36,242,3272,184,在28日举行的杭州亚运会乒乓球混双1/4决赛中，王楚钦/孙颖莎战胜中国香港组合黄镇廷/杜凯琹，晋级四强。 ​,杭州 亚运会 乒乓球 混双 决赛 王楚钦 孙颖莎 战胜 中国香港 组合 黄镇 晋级
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 19:33,206,4841,245,在28日进行的杭州亚运会游泳比赛中，张雨霏获得女子50米自由泳金牌，这是她本届亚运会上的第5金，也是中国游泳队杭州亚运第20金！,杭州 亚运会 游泳 比赛 张雨霏 女子 自由泳 金牌 本届 亚运会 中国 游泳队 杭州 亚运
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 17:30,117,1768,194,在28日举行的杭州亚运会乒乓球男单淘汰赛第二轮中，樊振东战胜塔吉克斯坦选手阿夫扎尔洪·马哈茂多夫，。,杭州 亚运会 乒乓球 淘汰赛 第二轮 樊振东 战胜 塔吉克斯坦 选手 阿夫 扎尔 马哈 多夫
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 17:20,290,5799,320,28日，在杭州亚运会围棋男子个人赛决赛，中国选手柯洁爆冷不敌中国台北选手许皓鋐，获得银牌。​ ​,杭州 亚运会 围棋 男子 个人赛 决赛 中国 选手 柯洁 爆冷 中国台北 选手 许皓 银牌
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 16:13,65,2591,122,在28日举行的杭州亚运会乒乓球女双淘汰赛第二轮中，孙颖莎王曼昱战胜乌兹别克斯坦组合马尔哈博/罗扎林娜，。祝贺！,杭州 亚运会 乒乓球 淘汰赛 第二轮 孙颖莎 王曼昱 战胜 乌兹别克斯坦 组合 马尔哈博 罗扎林 祝贺
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 15:55,122,2801,112,9月28日，杭州亚运会体操女子跳马决赛上，48岁的传奇名将丘索维金娜亮相，赛前她说决赛将上难度。来，看丘妈的高难动作！网友：！,杭州 亚运会 体操 女子 跳马 决赛 传奇 名将 丘索维 金娜 亮相 赛前 决赛 难度 丘妈 高难 动作
https://weibo.com/ajax/statuses/searchProfile?uid=1699432410&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1699432410,新华社,,,2023年09月28日 10:16,122,1955,224,在28日举行的杭州亚运会乒乓球混双1/8决赛中，王楚钦_孙颖莎3:0战胜马尔代夫组合穆萨·蒙西夫/艾莎丝·拉法，晋级八强。,杭州 亚运会 乒乓球 混双 决赛 王楚钦 孙颖莎 战胜 马尔代夫 组合 穆萨 蒙西夫 艾莎丝 拉法 晋级 八强
https://weibo.com/ajax/statuses/searchProfile?uid=1731169267&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1731169267,新华体育,,,2023年09月28日 20:53,0,0,0,亚运会正在如火如荼地进行，除了观看和参加比赛，不少外国友人也对风景秀丽、历史悠久的杭州很感兴趣，想要深度地游览。除了杭州最著名的景点西湖之外，这座城市还有很多宝藏“打卡点”。在亚运期间，新华社记者殷晓圣与杭州本地生活博主—“熏熊猫”，带领巴基斯坦友人乌玛尔，探访了许多杭州的“宝藏打卡点”。,亚运会 如火如荼 观看 参加 比赛 外国 友人 风景秀丽 历史悠久 杭州 很感兴趣 想要 深度 游览 杭州 著名 景点 西湖 之外 城市 宝藏 亚运 期间 新华社 殷晓圣 杭州 生活 博主 熊猫 带领 巴基斯坦 友人 乌玛尔 探访 杭州 宝藏
https://weibo.com/ajax/statuses/searchProfile?uid=2974325495&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2974325495,求是,,,2023年09月28日 15:00,21,31,0,亚运火炬熊燃烧，钱江潮涌滚向前。以体育之名，聚亚洲之力，筑未来之路。在各方共同努力下，杭州亚运会必将取得圆满成功，书写推动奥林匹克运动发展、促进亚洲人民团结和友谊的新篇章。 ​,亚运 火炬 燃烧 钱江潮 涌滚 向前 体育 亚洲 未来 各方 共同努力 杭州 亚运会 圆满成功 书写 推动 奥林匹克运动 发展 亚洲 团结 友谊 新篇章
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 23:26,448,5832,370,今天，杭州亚运会女子50米蝶泳决赛，中国选手张雨霏夺金，日本选手池江璃花子获得铜牌。赛后，两人相拥而泣。池江璃花子是亚运历史上首位单届摘得6金的游泳选手，患白血病后努力治疗，痊愈后重新回到赛场。网友：，下个赛场再见！ ​,杭州 亚运会 女子 决赛 中国 选手 张雨霏 夺金 日本 选手 池江璃 花子 铜牌 赛后 相拥 池江璃 花子 亚运 历史 首位 单届 摘得 游泳 选手 白血病 努力 治疗 痊愈 回到 赛场 赛场 再见
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 23:10,192,1698,280,这个中秋佳节，主打一个“中秋+”。“中秋+国庆”双节同庆，文旅市场火热；“中秋+亚运”，一家人一起赏月，看总台中秋晚会，看杭州亚运会，为中国健儿加油；“中秋+航天”，玉兔二号月球车传回了最新的月面环拍图，一轮明月，见证着我国航天事业的发展与突破，月圆梦也会圆。“中秋+”，加了美好和活力，加了希望和奋斗，加出的是一个小家的幸福团圆，也是祖国的繁荣发展 ​,中秋佳节 主打 中秋 中秋 国庆 双节 同庆 文旅 市场 火热 中秋 亚运 一家人 赏月 中秋 晚会 杭州 亚运会 中国 健儿 加油 中秋 航天 玉兔 二号 月球车 传回 最新 月面 环拍图 一轮 明月 见证 我国 航天事业 发展 突破 圆梦 中秋 美好 活力 希望 奋斗 加出 小家 幸福 团圆 祖国 繁荣 发展
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 21:31,1087,8458,380,。巴沙尔称赞中国伟大又谦逊，感叹中国人民的爱国热情弥足珍贵。叙利亚战火纷飞十余载，他期盼战争停止、制裁结束，认为应摒弃霸权主义，各国构建互利共赢的新型国际秩序。看 ​,巴沙尔 称赞 中国 谦逊 感叹 中国 爱国热情 弥足珍贵 叙利亚 战火纷飞 十余载 期盼 战争 停止 制裁 结束 摒弃 霸权主义 各国 构建 互利 新型 国际 秩序
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 20:45,228,2700,338,今天，杭州第19届亚运会乒乓球混合双打半决赛，中国组合王楚钦/孙颖莎战胜韩国组合晋级决赛。稍早前进行的另一场半决赛，中国组合林高远/王艺迪以4比1战胜韩国另一组合顺利晋级。两对组合会师决赛，中国队提前锁定金牌。 ​,杭州 亚运会 乒乓球 混合双打 半决赛 中国 组合 王楚钦 孙颖莎 战胜 韩国 组合 晋级 决赛 早前 一场 半决赛 中国 组合 高远 王艺迪 战胜 韩国 组合 顺利 晋级 两对 组合 会师 决赛 中国队 提前 锁定 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 19:54,143,1818,239,杭州亚运会女子80米自由泳快组，中国选手李冰洁夺得金牌！棒哒！ ​,杭州 亚运会 女子 自由泳 中国 选手 李冰 夺得 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 19:40,286,3292,332,杭州亚运会男子50米蛙泳决赛中，中国队名将覃海洋夺得金牌。点赞祝贺！ ​,杭州 亚运会 男子 决赛 中国队 名将 海洋 夺得 金牌 祝贺
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 19:34,437,6195,445,杭州亚运会女子50米蝶泳决赛中，张雨霏发挥稳定，夺得金牌。至此，张雨霏结束亚运会所有比赛项目，共获得6枚金牌！网友：金牌收割机！恭喜！ ​,杭州 亚运会 女子 决赛 张雨霏 发挥 稳定 夺得 金牌 至此 张雨霏 结束 亚运会 比赛项目 金牌 金牌 收割机 恭喜
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 18:07,119,1559,194,杭州亚运会竞技体操男子单杠决赛，中国选手张博恒張博恆发挥稳定，夺得金牌，另一名中国选手林超攀摘得银牌。祝贺！ ​,杭州 亚运会 竞技体操 男子 单杠 决赛 中国 选手 张博恒 張博恆 发挥 稳定 夺得 金牌 另一名 中国 选手 林超 摘得 银牌 祝贺
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 17:26,259,2480,344,杭州亚运会竞技体操女子自由体操决赛，中国选手章瑾勤奋努力的小章鱼整套动作发挥稳定，夺得金牌。恭喜！ ​,杭州 亚运会 竞技体操 女子 自由体操 决赛 中国 选手 章瑾 勤奋努力 小章鱼 整套 动作 发挥 稳定 夺得 金牌 恭喜
https://weibo.com/ajax/statuses/searchProfile?uid=2656274875&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2656274875,央视新闻,,,2023年09月29日 16:39,129,2366,256,杭州亚运会竞技体操男子双杠决赛，中国选手邹敬园夺冠。恭喜！ ​,杭州 亚运会 竞技体操 男子 双杠 决赛 中国 选手 邹敬园 夺冠 恭喜
