评论用户id,评论id,分词,分词-英文
6581815373,5077106831395770,梯队,echelon
6065131500,5077033919187750,灵魂 邪恶 叫兽,Soul Evil Calling Beast
2120216765,5077030381029580,心理学 认知 作战 水平,Psychological cognitive combat level
1254599451,5080222531847410,局座 部下,Subordinates
2789541537,5078114245809450,砖家 人工智能 经济 金融,Brick Family Artificial Intelligence Economic Finance
1497985172,5077386393557100,科技 热门 名义 捞钱 股民 宽带 互联网 区块 宇宙 数据 人工智能 模型 概念 少有 实事 落地,Science and technology popular names Falling money Capital Broadband Internet Block Cosmic Data Data Data Artificial Intelligence Model Concepts of Artificial Intelligence Models rarely land on the ground
7891970655,5077373673017420,重视 差距 奋发 自强,Pay attention to the gap and strive for self -reliance
3895107933,5077171054577310,教授 人工智能,Professor artificial intelligence
6289944342,5077113532842200,盲人,blind
5168083817,5077089619544230,先进,advanced
7520602270,5077073696394810,吊砖,Hanging brick
3122710825,5077041239560980,哥们 心理学 产业 犊子 接触 产业,Buddy psychological industry calves contact industry
6017131079,5077028590847730,心理学,psychology
6459055080,5077755350485220,间谍,spy
6905730769,5081352282051850,学术界 产业界 脱节 产业界 保密,The academic industry industry is disconnected from the industry confidentiality
1800665313,5079987694601590,超越,Surpass
6613052041,5079876027551670,归入,Go into
2299047050,5078106882971940,信息 壁垒 封闭 网友 围观,Information barriers closed netizens onlookers
1189358882,5078071306358460,电力 数据 能玩,Power data can play
5887691233,5078069257965130,外勤,Foreign diligence
1783298825,5077974531965270,好听,Nice
7938037586,5077973096727400,留美 预科班 殖人 训练营 舍不得 列入 制裁 名单 大儿,The trainer training camp of the preparatory class in the United States is reluctant to be included in the sanction list
5321144816,5077878960818260,专家教授 女人 收拾 比兜 清醒,Experts and professor women clean up and sober pocket
7522641723,5077763782607120,说法 估计 小弟,The statement is estimated to be the younger brother
3690988893,5077715189765180,不行 不行,No
1902883967,5077703766311580,同志 理解,Comrade understanding
6183957660,5077695459492360,计算机 算盘 技术 先进 先机,Computer abacus technology advanced opportunity
6660042554,5077690052248360,没种,No species
1886846954,5077669031182790,反贼 学院 一大,Anti -thief college
2133592275,5077558604072030,看过 哥们 相关 专家 智谱 差距,I have seen the gap between the intellectual spectrum of the buddies
7649186717,5077519693513680,做人,Be a person
7441577648,5077517045859600,估计 老婆 孩子,Estimated wife and child
6493802375,5077498087870530,教授 确实 混钱,Professor does mix money
1937670950,5077451856152450,学识 认知 高学历,Scholar cognitive high education
2388528914,5077397528907420,人工智能,AI
1846503361,5077393804364470,厉害 人工智能 远程 梯队 盲目 自信,Great artificial intelligence remote echelon blind and confident
1442301407,5077382182734160,狗子 教授,Professor
7814460974,5077377049432620,努力 超越,Strive to surpass
5533604394,5077375437506340,专家,expert
1765118750,5077371874968270,思想 停留 国家 环境 回炉 再造,Ideological staying the country environment back to furnace reconstruction
2136600427,5077354672294540,风口 卖课 圈钱 心理学 专业 级别 逃不过,"Wheels sell lessons, money psychology majors can't escape"
5330208632,5077350599623150,低调 上名 排不上,Low -profile names can't be ranked
2512785661,5077336825004550,理解 拿出 像样 产品,Understand the decent product
7156732278,5077332736084980,证据 拿不出 证据 扯淡,Can't get evidence nonsense
2985285852,5077328552004950,教授 言论 留学 洗脑,Professor speech Study abroad
1264167554,5077325504842450,关键 心理学 人工智能,Key psychology artificial intelligence
1552693103,5077317228954730,远程,remote
2023526193,5077315493822980,教授 智商 梯队 新闻 接触 互联网,Professor IQ echelon news contacts the Internet
7838455086,5077232269131880,心理学 人工智能,Psychological artificial intelligence
5343425831,5077223558876030,知识 粪子,Knowledge dung
1235679797,5077220104079530,就业 学术 专家 教材 专家 教材,Employment academic expert textbook expert teaching materials
1910136624,5077215511314960,观点 教授 渠道 朋友 告诉 小时 擦鞋,Viewpoint Professor Channel Friends told hours of shoes
3108947595,5077185973720490,加油 理科生,Science student
1261474141,5077184809013580,专业,major
5943571060,5077180603960760,学校 落后 社会 时代 奇怪,School backward society is strange
1844416180,5077176099015010,马戶,Horseman
5878668776,5077171026526780,狗子,Dog
5375723277,5077166452376890,教授,professor
7399977745,5077159138036040,战略,strategy
1828615387,5077157019912030,系统 反思,System reflection
5491207591,5077155221082440,身为 教授 说出 谎言 目的性,"As a professor, say the purpose of lies"
2055061145,5077147837796490,要强 干嘛 低调,Why should you be low -key
7518223493,5077145937777590,国家补贴 芯片 科技 行业 骗子,State subsidy chip technology industry scammers
5088972033,5077138942725640,教授 人工智能 领域 贡献,Professor in the field of artificial intelligence contribution
2048928121,5077136258106430,哲学博士 心理学家,Doctor of Philosophy Psychologists
1403365492,5077134853540710,砖家 点儿 砖话,Brick home a little brick
2149240137,5077132361862860,教授 民众,Professor
5503335786,5077128901299360,心理学 估计 忘光 哔哔,Psychology estimates forgotten beep
7581430860,5077128552384900,尸位素餐,Corpse vegetarian meal
1686310907,5077125801708340,视频,video
7491809689,5077124685499000,排名 大学 汉奸 比例,Ranking university traitor ratio
7472186757,5077123372419840,心理 认知 上排 没错 技术 实施 教授 猜猜,Psychological cognition is correct
6131101339,5077119967955030,制裁 领先,Sanction leader
3289778814,5077117278884970,典型 屁股,Typical ass
1925327091,5077109477736840,不来 解聘 清退 卵用,Do not come to dismiss the clearance and retreat eggs
1882452227,5077107946554750,记者 坏透 谈找 心理学 采访 耕田 农民,The reporter was badly talked about looking for psychology interviews with farming farmers
6064272203,5077107828588900,屁事 做不了 抱怨,Fart can't do complaints
7274660031,5077097310326380,砖家,Brick house
1817719024,5077091601615910,人才 外国人 烟雾弹 行不行 顶峰 相见 媒体,Talent Foreigners smoke bombs.
3173999590,5077089449676060,认知 落后 出国,Cognitive backward abroad
2154765275,5077086697423040,始皇 打钱,Emperor's money
1812932864,5077085538485460,虚心 领先 正视 毛病 吹牛,Being ahead of your face -to -face fault and bragging
6125281897,5077085211067430,文科类 教授 学者 刻板,Liberal arts professor and scholar stereotypes
1911107111,5077083066468750,队员,Player
6265678619,5077080242651460,专家,expert
7144449256,5077078481310520,成员,member
5125358526,5077078283911520,美术 科谱,Art science
3502324164,5077076638171560,砖家 腊鸡,Brick house chicken
6434373395,5077075655136150,喜欢,like
2496425154,5077074714823140,小学教师 教授 值得,Professional professor of elementary school is worth it
1997974362,5077074552031610,行业 远程 养殖业,Industry remote breeding industry
2044914182,5077073888283290,败坏 教授,Corrupt professor
7809635979,5077071149926160,低調,Low -key
2120076274,5077068285217820,叫唤 理解,Call understand
7831130614,5077066240494440,专业 教授 水平 人工智能 系统工程 衍生 工业 实践 人工智能 厉害,Professional professor level artificial intelligence system engineering derivative industrial practice artificial intelligence is great
1673526723,5077065294678690,心理学 人工智能 理工科 专家,Psychology artificial intelligence science and engineering expert
1416541780,5077064232735070,局座 弹射 航母 舆论 事情,Public opinion on the bureau's ejection aircraft carrier
7735794626,5077063943586920,从业者 本质 无视 意见,Practitioners are essentially ignored opinions
7073435397,5077062413454970,水平 梯队 等于 水平 梯队,The horizontal echelon is equal to the horizontal echelon
1977933152,5077055825773570,侵华 大学,Invading the University of China
1415277027,5077055624449550,落后 人文 社科 科技领域,Far behind Humanities and Social Sciences Science and Technology
1404495365,5077053852093460,厉害 层面 扯淡 层面,The powerful level is nonsense
1097657074,5077053109700750,思想 钢印,Ideological steel printing
7498973714,5077052025733120,深入研究 商家 人工智能 能力,In -depth study of merchant artificial intelligence capabilities
7885988037,5077049133501010,出钱,Pay
2427109031,5077049012652590,计划 入选者 获得者 计划 科技 创新 领军 人才 现任 讲席 教授 智源 人工智能 研究院 首席 科学家 最强 大脑 首席 科学,Planning Elected Winners Planning Scientific and Technological Innovation Leading Talent Professor Square Professor Chief Scientist Chief Science
7753576375,5077047122595290,计划 入选者 获得者 计划 科技 创新 领军 人才 现任 讲席 教授 智源 人工智能 研究院 首席 科学家 最强 大脑 首席 科学 钻营 学术,Planning selected winner Planning Scientific and Technological Innovation Leading Talent Professor Square Professor Zhiyuan Artificial Intelligence Research Institute chief scientist's strongest brain chief scientific drilling camp academic
7818670942,5077047024288670,大热天 送完 美团 作文 提气,Send the perfect group composition to the hot day to mention the qi
5521719567,5077044460786180,远程 畜牧 养殖业 拉出去 游街,Remote animal husbandry breeding industry pulls out to travel streets
3985961672,5077044025625680,全球 领先 智能 驾驶,Global leading smart driving
2049591453,5077043817744060,孩子 小时候,When children were young
2629791963,5077043819318700,领先 事实 夸张 领先 认知 落后,Leading facts exaggerated leading cognition backward
1432721531,5077043547211190,简历 眼界 领域 感觉 成员,Feeling members in the field of resume horizons
1249147055,5077040325460040,高校 民族 自信 重灾区,College ethnic self -confidence in the disaster area
2552241254,5077039323286710,人工智能 人工智能 政策,Artificial Intelligence Artificial Intelligence Policy
1269297607,5077037750422170,烟雾弹,Smoke bomb
6317904784,5077037651854320,老师 质量 不行,Teacher quality is not good
7041466384,5077037370837760,实验室,laboratory
2670680037,5077037203063470,教授 殖人,Professor
7008753024,5077037092701880,教受 不到 项目 资金,Can't receive project funds
6315411629,5077036681136780,迷惑 敌人 要钱,Confused the enemy for money
1795189623,5077036219764080,书生 造反,Scholar rebellion
6345435703,5077036039674100,谦虚,modesty
1947348682,5077035800858940,学历 背景 专业对口 信息 计算机 统计 数学 专业,Academic background professional counterpart information computer statistical mathematics major
6176998479,5077035580131040,教授 听听 能力 学校 教授,Professor Listening Professor School Professor
1947348682,5077035065541990,专业 背景,Professional background
6617111093,5077034920056650,教授 教授,Professor
5817656651,5077034439020820,采访,Interview
1082000557,5077034165079730,高校 老师 教授 讲课 讲义,Professor of colleges and universities lectures on lectures
3177471252,5077033589935110,老师 心理学 认知 聪明,Teacher psychology cognition is smart
7703701800,5077033539863990,结论 推断,Conclusion Inference
6990294863,5077033523088730,心理学,psychology
1557896164,5077032986215150,产业 见解 博主 评价 热点 案件,Industrial opinion bloggers evaluated hot cases
7629805061,5077032914128110,反贼,Anti -thief
1847677267,5077032908357990,局座,Seat seat
7252433224,5077032901804180,教授 期待,Professor expectation
6771385118,5077032119566370,外行 充内行,Outside of the layman
6493852254,5077032023099570,笑话 工业,Joke industry
3812451333,5077030760612970,教授,professor
6611571748,5077030696389750,外网 通天 教兽,Foreign Networks Tianshi Beast
7789794069,5077030495063050,信息 传到,Information transmission
7727221856,5077030226365580,智能 驾驶,Smart driving
2026669497,5077029957407030,砖家 学文 数据 脑洞 大开,Brick Family Student Data Data Brain Cave is widely opened
2691553197,5077029626053640,专业 教授,Professional professor
1097596734,5077029448059270,教授,professor
6789674512,5077029390648400,打钱,Make money
6613052041,5077028871865300,国家 企业 大学 企业 技术,State Enterprise University Enterprise Technology
7782528131,5077028833857530,知识分子 停留 年轻 记忆里 外界 发生,Intellectuals stay in young memories and occur in the outside world
1478863137,5077028251108660,教授 观点 没来 大学 看过,I have never seen the professor's point of view
2816205692,5077028223324560,反间谍 高手,Anti -spy master
1050658243,5077028015178610,新闻 专家,News expert
1081625825,5077027950429600,学子 教授 留学,Professor of Student Study Abroad
2854473064,5077027688810270,鼓励 砖家 发表 说法 现眼,Encourage the brick home to express the statement
1096151931,5077027679371270,国家,nation
7726911754,5077027537551380,厮将 思想 束在,The thoughts are beaded
1783941734,5077027338062760,专家 脱离 市场,Expert out of the market
1750138384,5077027025588320,绝尘 地方 得去,Go to the dust
1781141083,5077026995962620,留学 回来,Study abroad
1652648932,5077026820852010,落后 西欧国家 硬件 落后 芯片 落后 人才 落后 模型 落后 科技 落后,Back behind Western European countries hardware backward chips backward model backward model backward technology backward technology backward technology backward technology backward technology backward technology backward technology backward technology backward technology backward technology backwards
1338624975,5077720108892390,采访 判断 背景,Interview and judgment background
5755961445,5077174893941380,用钱,Make money
5655474480,5081693046967580,可怜,Pitiful
3518271292,5079976806187420,说好 教授,Say good professor
1966850262,5079272024970160,教授 笑话,Professor joke
1497374371,5078896099463140,专家,expert
7922259820,5078538814227890,专家,expert
7801669596,5078074112346890,文心 代表 辣鸡 驾驶,Wenxin represents spicy chicken driving
6476408247,5077855379916310,乱说 取消 教授 资格,Random talk to cancel the qualifications of professors
1344058014,5077782459846720,良心 专家 义和团 打成 右派,Conscience expert Boathe Regiment became the right
2610720493,5077649703829660,讲席 教授 智源 人工智能 研究院 首席 科学家,Speaker Professor Chief Scientist of Zhiyuan Artificial Intelligence Research Institute
7795759993,5077625137267380,邪恶 高校 叫兽,Evil college called beast
6490530788,5077444506159810,洗脑 专家,Brainwashing expert
7580942380,5077294592557100,业内人士 相关 人士 内科 诊疗 专业分工,Relevant person in the industry in the industry
5374495333,5077204188790980,软件 落后 水平 硬件 落后,Software backward level Hardware and backwardness
2815422542,5077185390711810,果子,Fruit
5680583100,5077184362579850,软骨头 痴呆症,Cumbelus dementia
7828522204,5077175995470350,独立,independent
1394360692,5077098813458320,脱离 没到,Disposter
7571822890,5077089684031710,领域 科研 不行 信息 滞后 经济 最差,Domain scientific research is not available for information lags the worst economy is the worst economy
5099104242,5077060135420150,侵华 大学,Invading the University of China
7393323111,5077035805052880,视频 发言 适合,Video speech suitable
1877903907,5077450075146430,好像 很懂 样子,It seems to know it
7402467499,5077314855764770,跨界 行业 精英 领域 领航者 闭嘴,Cross -border industry leaders closed their mouths
1806314593,5077093645813590,教授 奇怪 资助 培养 肯定,Professor strange funding for training is affirmative
3316045843,5077067119462400,说话,say
6015299621,5077029597219390,梯队,echelon
5391581065,5077029396155680,两脚书橱,Two -legged bookcase
7463538648,5077026797256870,院士 煮蛋 严谨,Academicians are rigorous
2696215464,5078138784579610,真话 好事,Truthful things
7930428944,5077026556609110,要钱,Ask for money
6138736141,5080713441055070,集团 领头羊 地位,Group leader status
1869933255,5078053485547030,科研 技术 确实 商业 层面 工业 机器人 全世界,Scientific research technology is indeed a business -level industrial robot all over the world
7206464289,5078049718010510,院士 懂不懂,Does the academician understand
7497787433,5078047646810590,脱离 盲目,Leave the blind
7473553371,5077905644196440,迷离 眼神,Blurred eyes
5017385974,5077625716343190,水平,level
1373246785,5077463032138710,贡献,contribute
3967041379,5077437474148250,感觉 说话,Feel
7870268683,5077390900334810,国家 奇葩 砖家,National Wonderful Brick House
1793566641,5077373733311630,专家,expert
6183770647,5077170296983880,砖家 悲哀,Brick family sorrow
3666053274,5077149280635890,人工智能 起源 国家 数量 人工智能 工业 医疗 数量 临床经验 医疗 星球 庞大 接入 信息 工业 社会 人口,"The number of artificial intelligence originates the number of artificial intelligence industries, the number of clinical experience in the number of clinical experience in the medical planet"
1205381303,5077144688399040,说出 奇怪,Strange
7444222596,5077137301700790,媒体 采访 屁股,Media interviewed ass
7028554968,5077110056553490,专家 评定,Expert assessment
3271224754,5077105212391540,估计 媒体 报道,Estimated media reports
2804498292,5077087010425180,例子,example
7895343272,5077051184254720,领域 学界 落后 业界 领域 教授 手机 搞定 通话 感慨 学界 业界,Farm backward industry in the field Professor mobile phones get calls to make a call and emotion in the academic industry
3168415692,5077044410976040,人工智能 产业,Artificial intelligence industry
3390639222,5077043631360690,百度 心理学 砖家 头衔 关系,Baidu Psychology Brick Family Title Relationship
7415355969,5077042766285980,科研 贡献 远不如 上交,The contribution of scientific research is far less intersected
5744164019,5077042518822540,专家 砖家,Expert brick house
1005059265,5077042137139440,建议 辞退,Suggestion dismissal
2562425497,5077040045231640,教授 视频 下架,Professor video off the shelf
7808086267,5077038260290590,现象 教授 砖家 盲目 自卑 盲目 自信,"Phenomenon Professor brick family blind inferiority, blindness and self -confidence"
2696448150,5077036718885890,学术界 产业界 脱节,The academic industry industry is disconnected
1928076281,5077031935281920,鸡网 专家 采访 心理学 专家 品品,Chicken Network Expert Interview with Psychology Expert Products
5245005115,5077028786668880,认知 固化,Cognitive solidification
1434400711,5077027344879390,人才,Talent
1603270490,5077027990012480,请来 硅谷 人工智能 流行 代理 讲法 代理 解决 人工智能 核心 数据 模拟 场景 情况 累计 数据 速度 人工 累积 数据 速度,Please come to Silicon Valley's artificial intelligence agent lecture proxy to solve the cumulative data speed of artificial intelligence core data simulation scenarios
7948565089,5077700373120690,说得对,Be right
1363157913,5077172723911140,计划 入选者 获得者 计划 科技 创新 领军 人才 现任 讲席 教授 智源 人工智能 研究院 首席 科学家 最强 大脑 首席 科学 教授 撸起 袖子 加油 超过,Planning selected winner Planning Scientific and Technological Innovation Leading Talent Professor Square Professor Zhiyuan Artificial Intelligence Research Institute chief scientist chief scientist chief scientific professor professor of the most scientific professor of scientific scientific professor rises up his sleeves and refuels
7781414199,5077163592909750,脱离 社会 实践 油渣,Oil from social practice oil residue
1689003674,5077082079760540,哲学博士 心理学 方向 电子学 信息系统 论述 证明 价值,Philosophy Philosophy Psychology direction Electronic Information System Discovery Value Value
7734769061,5077069312560770,局座 误伤,Wind wound
7152882812,5077068561254400,野鸡 心理 叫兽 恶心,The pheasant psychology is called beast nausea
7905119113,5077064434582860,美学 基因,Aesthetics
6014044081,5077062234674510,奇怪 采访 参与 科研 教授,Strange interviews to participate in the professor of scientific research
7862366545,5077059040711520,事儿 血压 跳到,Blood pressure jumps to the blood pressure
6873782805,5081977411076770,心理学 产业 砖家,Psychology Industry Brick House
6324235252,5077220546839250,等级制 弊端,Grade disadvantage
7912027981,5077343942479420,普通人 芯片,Ordinary chip
3798994344,5077348234041050,数据模型 神经网络 算力,Data model neural network computing power
2401085363,5077172509216560,收到 校长,Receive the principal
5815718483,5077449983920210,电力 股票 高位,Electricity stock high
5990877790,5077229929234620,市场 方向 方向,Market direction
3074231751,5077195712369150,校长 判断,Principal's judgment
1677363772,5080587251483190,今人 大哥,Brother today
2748251355,5078279101612690,构建 人类 社会 基石 政治 体系 经济 结构 方式 孕育 皇权 社会 工业 孕育 民主 社会 智能 孕育 社会,"Construction of the economic structure of the cornerstone of the human society, the economic structure of the cornerstone of the human society to bred the imperial society and the social industry to bred a democratic society and the intelligence to bred society"
1752935177,5077372052966710,下单 收到,Place an order to receive
1961813155,5077000408270780,书评 短评 动态 短评 留言 读书 世纪 详细描述 读者 时间 细节 军备 机会主义 利用 操劳 微博 转达,Book review short review Dynamic short review Message Message Reading Century Details Description Reader Time Details Military Reserve Opportunities Use Labor Weibo to convey
1496989512,5077021663429850,人工智能 凉凉,Artificial intelligence cool
1912571942,5077010426890890,曲线,curve
2194868354,5077185595450020,牛皮,Cowhide
1829453082,5077192516049190,人工智能 智能 体让 便捷,Artificial intelligence intelligent body is convenient
1400909210,5077187753415860,实力,strength
6746293339,5077195754052980,期待 助手 配合 灵动 动画 感觉 看头,Looking forward to the assistant with the smart animation feels watched
5677146186,5077332894685330,想象 科技,Imagination technology
6314620118,5077190781701630,全球 智能,Global intelligence
6003699408,5077186341768030,智能 管家 太棒,Smart housekeeper too great
6274393660,5077185750368290,厉害,sharp
5608154612,5077195963500860,太牛,Too cow
5715286262,5077193821262840,不错,good
2746866840,5077379959751360,苹果 发布 智能,Apple releases intelligence
6169476214,5077214363910160,科技进步 速度,Scientific and technological progress speed
7733676342,5077190670813910,技术实力 领先,Technical strength
6263826613,5077941606154660,适合 国人,Suitable for Chinese
5073986528,5077398553364630,确实 技术,Really technical
6053348658,5077314154529200,人工智能,AI
6393526547,5077193703821000,智能 技术,Intelligent technology
3989617770,5077191605884420,期待,expect
3570607227,5077188414802180,抢先 苹果 发布 智能 领先 苹果 国产 脚步,The first Apple releases smart leading Apple's domestic footsteps
6482345792,5077185404604830,期待,expect
2060852594,5077185344045360,智能 创新 实力,Intelligent innovation strength
7414475047,5077390890633940,厉害,sharp
6409976577,5077199991080730,科技 改变 好奇,Technology changes curious
7529506283,5077192050743490,恭喜 恭喜,Congratulations
2702966785,5077188908945410,感觉 好用,It feels easy to use
7729677984,5077187617101560,厉害,sharp
1784556203,5077187009710820,朋友 工具 机器 竞争对手,Friends tool machine competitors
6610262274,5077191690554610,制造 看得出来 实力,Manufacturing can see the strength
3860960991,5077536352505400,确实 作用 开启,Indeed to open
7435982797,5077236551778470,亲戚 推荐,Relative recommendation
7658707240,5077488965783340,期待,expect
7367721817,5077368150690690,值得 信赖,Trustworthy
1880158822,5077356803263390,人工智能 智能,Artificial Intelligence Intelligence
7732119391,5077308925019510,神奇,magic
1661857242,5077215852627970,不加 声纹 转走,Turn without sound pattern
7592373692,5077212649226400,拥有 操劳 管家,Possessing a worker
5340516930,5077208282435700,挺强,Very strong
7019782469,5077196458427150,科技,science and technology
7379396733,5077188093155270,给力,Strong
1782877003,5077187208420290,期待 智能 带来 惊喜 智能,Looking forward to intelligent surprise intelligence
5805423669,5077492807244490,回答 跳转,Answer
7924631436,5077442941159520,一大,One big
6493047625,5077383184384270,惊人,amazing
7363782150,5077376331940210,太牛,Too cow
1900191157,5077374972200350,拥有 人工智能,Having artificial intelligence
6113291486,5077372816065350,科技,science and technology
2854631010,5077308117615150,人工智能 人类 驯服,Artificial Intelligence Human Tame
7474220277,5077307628979460,不错,good
6449475133,5077274393051500,智能,intelligent
1734314604,5077214594335090,操作 手机,Operate mobile phone
6009768755,5077200904917910,想要 手机,Want a mobile phone
5521699542,5077197993284040,太牛,Too cow
5818099823,5077196454499030,太牛,Too cow
6400954363,5077194043297780,支持 博主,Support blogger
2092661217,5077190314038070,贴心,intimate
5083959136,5077190307745810,好像,like
1748132181,5077190285197390,亲切,kind
5417607313,5077187915419420,厉害,sharp
3962979126,5077186583464280,厉害,sharp
3889913732,5077185989186860,吊打 水果 电话,Hanging fruit phone
6033630836,5077185969523090,智能,intelligent
5301906397,5077185880917240,值得 拥有,Worthwhile
5249452329,5077185876722250,人工智能 好用,Artificial intelligence is easy to use
1256969880,5077183884168840,人会,Meeting
1808963342,5077190489675650,贴心,intimate
1736140835,5077190320328580,期待,expect
6437952054,5077190317967910,母语 亲切 手机,Mother tongue intimate mobile phone
7922501635,5077186392622770,功能 期待,Functional expectation
2607490943,5077215538318530,科技 改变,Technological change
6031521095,5077187101722370,期待,expect
7497870427,5077205916582070,围观,Watch
2688452413,5077282955984930,智能 确实 不错 厉害 小米 加油,"Smart is really good, Xiaomi, come on"
7817691626,5077194714125420,厉害,sharp
7906644955,5077190496489010,智能 伙伴,Smart partner
7493755860,5077190280487010,贴心,intimate
3479960595,5078052284926030,人类 人工智能 驯服 想起 酒店 机器人 堪忧 苹果 发布 智能 期待 拉满 苹果 发布 全球 首款 不想 拥有,Human artificial intelligence Tame thinks that the hotel robot is worried about Apple's release of intelligent expectations to fill Apple to release the world's first one and do not want to own
1851946770,5077031535253520,铲子,shovel
7512261200,5077016315695640,方队 请问,Fang Team Excuse me
2035222637,5077074045831570,战老,Fighting
7471739171,5077074504844300,战老 数据库,Old Database
2890870781,5077103877556960,学生,student
7726749721,5077189584487800,断电,Power off
1777765491,5077074563563530,战鹰 电源,Warfare power supply
7812394900,5077092045948410,战鹰,War eagle
1169401955,5077074450582850,战老,Fighting
2381416553,5077139303171710,请问 啥意思,What do you mean
5578049897,5077130428023950,没准,Maybe
7821359062,5077102314128540,计算机 计算能力 人类 失误 足够,Computer computing power Human errors are sufficient
5035874794,5077092188815890,战鹰 传统 骑手 本手 妙手 对抗 扒手,Battle Eagle Traditional Rider Ben's Tomber Fighting Fighting Back
6042833413,5077106365565520,懂不懂 棋牌 含金量,Do you understand the gold content of chess and card
1827225287,5076741184030130,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
1794798254,5076727005186250,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
2345353850,5076743732068390,人工智能 模型 时代 加速 景应势,The era of artificial intelligence model acceleration scenery
2491855213,5076817136325780,智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,Intelligent Model Age Accelerating Jingying Technology Innovation Innovation Empathy Emis Embrace the Intelligent Era of Industry Model Industry Intelligent Engine
1796341451,5076736289540500,用心 人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,Attentive artificial intelligence model Age accelerated Jingyingshi Technology Innovation Empowering Baili to embrace the intelligent era of the industry model industry intelligent engine
1834076167,5076830215998260,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
7398649712,5077101658769170,行业,industry
7914035363,5077874120328320,厉害 厉害,Powerful
1829065134,5077180628863350,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
1848166097,5078099681086650,用心 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,Hearty technology innovation empowers the Emishachi embrace of the intelligent era of the industry model industry intelligent engine
6087433385,5077703645987220,赋能,Empowerment
1924346173,5077436748271520,人工智能 模型 时代 加速,The era of artificial intelligence model acceleration
1832537835,5077360749315110,用心 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,Hearty technology innovation empowers the Emishachi embrace of the intelligent era of the industry model industry intelligent engine
7823719993,5077192876491590,人工智能 时代,Era of artificial intelligence
5690510406,5077122389379580,顺应时代 潮流,Conform to the trend of the times
1867128105,5077062831838890,科技 创新 赋能 百业,Scientific and technological innovation empower hundreds of industry
2650972851,5077038920372690,赋能,Empowerment
1836267700,5077023319916770,景大 模型 赋能,Jingda model empowerment
7863505048,5077019899466780,数据 时代,Data era
2064534855,5077015424926990,转发 人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,"Forward the era of artificial intelligence model, accelerate Jingyingshi Technology Innovation Empowering Baili to embrace the intelligent era of the industry model industry intelligent engine"
6400815572,5077015033807240,致力 行业 模型 产业 智能 引擎,Delieving in the industry model industry intelligent engine
1848483353,5076988064957490,科技 创新 赋能 百业,Scientific and technological innovation empower hundreds of industry
2696572703,5076981122600510,打造 引擎,Build engine
3280431360,5076942550467430,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
1743139620,5076860419179910,科技 助力,Science and technology
1867107567,5076826294324320,数智,Wisdom
1832723311,5076818913138570,智能 时代,Era
1956018950,5076813800279170,科技 赋能 百业,Science and technology empowering hundreds of industry
2384842451,5076812294001470,科技 创新 改变,Scientific and technological innovation changes
7891741419,5076808179389010,引擎,engine
6070854276,5076796284867310,拥抱 智能 时代,Embrace the era of intelligence
2696572703,5076788289732840,助力 产业,Help industry
7862925500,5076787695193310,科技 赋能,Scientific and technological empowerment
7862927757,5076785396188410,人工智能 模型 时代 加速 景应势 科技 创新 赋能 百业 拥抱 智能 时代 致力 行业 模型 产业 智能 引擎,The era of artificial intelligence model accelerated Jingyingshi science and technology innovation to enable Baiye to embrace the intelligent era of the industry model industry intelligent engine
1867146263,5076784003421540,模型 时代,Model
1832646501,5076757260797750,算网 数智 赋能,Calculate
2310556063,5076754232509780,时代,era
1867117535,5076748200579080,算网 数智 赋能,Calculate
1782888287,5076746875966860,数智 赋能,Digital wisdom empowerment
1867124685,5076745869591060,智能 时代,Era
6029278526,5076745391442380,人工智能 行业,Artificial intelligence industry
2308321051,5076744837009300,算网,Web
2306471865,5076739277718810,产业,industry
2384842451,5076732621357420,智能 时代,Era
7863505048,5076728831804260,加速,accelerate
