content,emotion_scroe,emotion_type,主题概率,主题类型
没听过草地滚球啊,0.6331500852579074,pos,"[(0, 0.62465876), (1, 0.12513034), (2, 0.12509102), (3, 0.1251199)]",0
这个扣下来最后怎么处理的,0.19227256474001964,neg,"[(0, 0.12525707), (1, 0.6134364), (2, 0.12519607), (3, 0.13611045)]",1
保护濒危野生动植物，人人有责,0.6119915660320313,pos,"[(0, 0.042770144), (1, 0.042384412), (2, 0.042069785), (3, 0.8727756)]",3
支持！没有买卖就没有伤害,0.5456029148841329,neu,"[(0, 0.06455045), (1, 0.07479056), (2, 0.7977705), (3, 0.06288846)]",2
我想知道 这种东西收缴后怎么处理,0.46147399863667826,neu,"[(0, 0.08469099), (1, 0.73830616), (2, 0.09356529), (3, 0.083437525)]",1
留着自己欣赏[奸笑],0.7397442840581601,pos,"[(0, 0.083453186), (1, 0.08345746), (2, 0.085800305), (3, 0.74728906)]",3
肯定有更美观合适的材料来展现你“高超”的雕刻技术，干嘛非要用象牙,0.998160842292985,pos,"[(0, 0.8910701), (1, 0.03579418), (2, 0.036996976), (3, 0.03613872)]",0
象牙的温润细腻纹理无可替代，[看],0.9941046835464835,pos,"[(0, 0.6104294), (1, 0.12632301), (2, 0.13707557), (3, 0.12617198)]",0
最后这些东西怎么处理的呢,0.5285524568393094,neu,"[(0, 0.12693061), (1, 0.12971143), (2, 0.61826205), (3, 0.12509595)]",2
如果是收藏的老物件怎么办？,0.5346898995139489,neu,"[(0, 0.12513122), (1, 0.6246553), (2, 0.12510486), (3, 0.12510861)]",1
后续会怎么处理？,0.6264207499698844,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
在哪能买到,0.50869658578484,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
这些人也真是敢买呀？,0.37562768723673035,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
保护动物，拒绝野生制品,0.7152784897193389,pos,"[(0, 0.044288553), (1, 0.04327221), (2, 0.042816535), (3, 0.86962277)]",3
长见识了，以前都没听过愈疮木,0.8988603383801009,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
野葛的嫩芽、花和根茎都是野菜，它们具体怎么吃？#新农村计划2022 #乡村守护人 #奇妙知识在抖音 #农村美食,0.5168129777726358,neu,"[(0, 0.025122756), (1, 0.92857695), (2, 0.023336895), (3, 0.022963386)]",1
这个花能让你千杯不醉,0.6039835505967939,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
野鸽腾，牛吃了它就长 毛笔虫,0.6204295918954488,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
现在有葛根粉？没见过夏天还能打粉的，厉害,0.6374311295845494,pos,"[(0, 0.05506747), (1, 0.051155765), (2, 0.8430704), (3, 0.050706405)]",2
这就是葛根吗？，我们这小区，公园里都有种的,0.934449671072683,pos,"[(0, 0.0626185), (1, 0.80931175), (2, 0.06271977), (3, 0.06534997)]",1
小时候太穷，没糖吃，小伙伴们都喜欢挖出它的根，撕开放嘴里嚼，微苦，但感觉特别的甜！,0.9240479971599462,pos,"[(0, 0.042275686), (1, 0.04260963), (2, 0.86940306), (3, 0.045711637)]",2
它的茎里的虫更好吃,0.6846992703177094,pos,"[(0, 0.1276746), (1, 0.6126088), (2, 0.12505451), (3, 0.13466209)]",1
这个我们家路边大把的，能吃吗？我们叫毛藤以前割来喂猪,0.33210066334268895,neg,"[(0, 0.06406582), (1, 0.067958854), (2, 0.06328384), (3, 0.8046915)]",3
这是柴葛，没啥粉,0.9473272478711147,pos,"[(0, 0.7356637), (1, 0.09506693), (2, 0.085661836), (3, 0.08360755)]",0
小时候我们家土边上到处都是，就是从来没吃过,0.438680249900003,neg,"[(0, 0.08853058), (1, 0.08368891), (2, 0.74342954), (3, 0.08435101)]",2
葛还有种植的吗？一般不都是野外野蛮生长的吗？,0.989676485560558,pos,"[(0, 0.0639192), (1, 0.06391085), (2, 0.809621), (3, 0.062548995)]",2
有次山改地挖了好多，最少1000来斤。,0.14106984877768092,neg,"[(0, 0.08394086), (1, 0.74438715), (2, 0.08514922), (3, 0.086522795)]",1
小时候摘叶子回来喂兔子,0.9151586460150614,pos,"[(0, 0.05035326), (1, 0.05052433), (2, 0.0546937), (3, 0.8444287)]",3
你好老师我们这里的野葛的花向下开的，远看像紫色葡萄。可以食用吗？,0.9997556134239189,pos,"[(0, 0.043485884), (1, 0.04222083), (2, 0.8707608), (3, 0.04353243)]",2
是藤蔓的吗？地里好多很难清理。,0.5801558904555892,pos,"[(0, 0.06281833), (1, 0.80048513), (2, 0.06442116), (3, 0.0722754)]",1
小时候吃过一小段能嚼半天，清甜香糯好吃,0.8737622195312282,pos,"[(0, 0.06339517), (1, 0.06766477), (2, 0.068704344), (3, 0.8002357)]",3
我家这边很多这种野葛都没人要,0.9956446298916853,pos,"[(0, 0.06257964), (1, 0.06856224), (2, 0.06731476), (3, 0.80154335)]",3
李老师，这个是柴葛哈？有空再发个粉葛看看噻,0.999733311788141,pos,"[(0, 0.12508471), (1, 0.12681665), (2, 0.62299496), (3, 0.12510371)]",2
我们那里很多，还有人自己用肥料培栽起来，能长几十斤，挖出来洗干净煮熟，很好吃,0.02188376336032105,neg,"[(0, 0.0629108), (1, 0.80989325), (2, 0.063545026), (3, 0.06365089)]",1
请问师父，葛根对人体有什么治疗治病的功效咩？,0.9595750905913972,pos,"[(0, 0.0434505), (1, 0.043423977), (2, 0.042822715), (3, 0.8703028)]",3
我小时候见过，但我们那的人都不认识,0.7279675167264463,pos,"[(0, 0.1257786), (1, 0.12582238), (2, 0.6201176), (3, 0.12828141)]",2
我这大把的，我都不要,0.5568902543052496,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
额……我隔壁有都当杂草拔了,0.47239735106176695,neu,"[(0, 0.12514436), (1, 0.12515259), (2, 0.13393927), (3, 0.6157638)]",3
我们这里现在都没有了，小时候菜园边和路边都有,0.867391478136516,pos,"[(0, 0.066177346), (1, 0.59740657), (2, 0.27147064), (3, 0.064945474)]",1
这个像老家种的地瓜，我们叫它野地瓜，不知道有啥用,0.14550175598144555,neg,"[(0, 0.12589626), (1, 0.6148961), (2, 0.1262745), (3, 0.13293311)]",1
听说葛根还可以解酒是不是,0.8853154402465792,pos,"[(0, 0.06285515), (1, 0.066798106), (2, 0.062914625), (3, 0.8074322)]",3
胃不好的朋友不能吃,0.16452405665611114,neg,"[(0, 0.08723008), (1, 0.74361193), (2, 0.08576672), (3, 0.083391294)]",1
现在我们这里成灾了、多的是,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
你的葛根粉多少钱一斤,0.4090047577067175,neg,"[(0, 0.08972525), (1, 0.73885125), (2, 0.08634665), (3, 0.08507682)]",1
解酒，清官,0.4737672181921908,neu,"[(0, 0.12664771), (1, 0.12673828), (2, 0.12617233), (3, 0.6204417)]",3
我们这到处都是，但是不敢挖,0.18216254789496322,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
野曷有粉吗？都说粉葛才有粉,0.9840042726119426,pos,"[(0, 0.12508473), (1, 0.12682404), (2, 0.6229875), (3, 0.12510374)]",2
还有藤上的虫你不说啊，那个才是精华,0.5184829320226361,neu,"[(0, 0.12532154), (1, 0.6129604), (2, 0.12520945), (3, 0.13650864)]",1
太多了。关键不好挖,0.3331665463082786,neg,"[(0, 0.06445145), (1, 0.8068187), (2, 0.06469932), (3, 0.06403054)]",1
我们老家多，但就是认识得少,0.6998018540259201,pos,"[(0, 0.12589647), (1, 0.6148678), (2, 0.12627482), (3, 0.13296089)]",1
花晒干冲茶喝，有解酒的,0.4471209355494935,neg,"[(0, 0.08447864), (1, 0.0845406), (2, 0.46476427), (3, 0.36621645)]",2
好东西,0.6579603372405947,pos,"[(0, 0.12693106), (1, 0.12972312), (2, 0.6182499), (3, 0.12509596)]",2
喝酒前喝一杯，酒量大增,0.6055436495581165,pos,"[(0, 0.12528992), (1, 0.6116038), (2, 0.12525244), (3, 0.13785385)]",1
葛花茶可解酒,0.4737672181921908,neu,"[(0, 0.12662305), (1, 0.1267142), (2, 0.12616391), (3, 0.62049884)]",3
以前兔子吃的,0.7886733835251316,pos,"[(0, 0.12505008), (1, 0.12504962), (2, 0.1250387), (3, 0.6248616)]",3
那花跟叶和沙葛像极了，可以说是葛科类的吧？,0.9324165403918745,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
好漂亮的颜色,0.9360117854664577,pos,"[(0, 0.08820026), (1, 0.08860445), (2, 0.73553866), (3, 0.08765665)]",2
这个这边好多的,0.6558628208940429,pos,"[(0, 0.12683852), (1, 0.61541426), (2, 0.13182525), (3, 0.12592192)]",1
那个，会长虫，大大的一坨成长在里面非常好吃，好香,0.9872353271286022,pos,"[(0, 0.084371485), (1, 0.08800566), (2, 0.08338145), (3, 0.7442414)]",3
叶子是拿来喂兔子的,0.9122155010042116,pos,"[(0, 0.06316776), (1, 0.0634715), (2, 0.064814), (3, 0.8085467)]",3
这个吃了什么好哇,0.6490315603453227,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
小时候家里太多，也不知道能吃！好笨！,0.6096796718161773,pos,"[(0, 0.06427287), (1, 0.07056654), (2, 0.80135876), (3, 0.06380182)]",2
怎么买,0.50869658578484,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
人吃花，猪吃藤叶,0.8512655223958103,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
葛根花还可以解酒,0.9073285277140105,pos,"[(0, 0.08400158), (1, 0.08806888), (2, 0.08415123), (3, 0.7437783)]",3
花挺好看的,0.8372560273667186,pos,"[(0, 0.12508321), (1, 0.1268212), (2, 0.6215273), (3, 0.1265683)]",2
小时候我吃过这种的,0.8683898212628444,pos,"[(0, 0.12577897), (1, 0.12582281), (2, 0.6200968), (3, 0.12830141)]",2
原来这就是葛根，山上有啊，我们叫毛藤,0.9736270433238575,pos,"[(0, 0.062630974), (1, 0.33581454), (2, 0.063095614), (3, 0.5384589)]",3
这个我们都割回来喂猪,0.7266770343070506,pos,"[(0, 0.12509649), (1, 0.12510543), (2, 0.12675942), (3, 0.62303865)]",3
葛根还可以煨着吃,0.9201511207077943,pos,"[(0, 0.12554452), (1, 0.61150825), (2, 0.1263618), (3, 0.13658541)]",1
这就是野葛，之前看到挺多的，不清楚,0.9949867862500659,pos,"[(0, 0.12516344), (1, 0.13786253), (2, 0.608027), (3, 0.12894702)]",2
在大山里有很多,0.8919537875462937,pos,"[(0, 0.12749614), (1, 0.12509263), (2, 0.6201129), (3, 0.12729838)]",2
我们不吃这些东西,0.36455467050987567,neg,"[(0, 0.5109277), (1, 0.08676947), (2, 0.31887338), (3, 0.083429486)]",0
葛根可退烧,0.42393661601767885,neg,"[(0, 0.08352537), (1, 0.7466068), (2, 0.08375174), (3, 0.08611605)]",1
但是葛也有两种，甜葛和苦葛哟,0.9999628041131086,pos,"[(0, 0.12509207), (1, 0.1251013), (2, 0.12507047), (3, 0.6247362)]",3
葛根粉有什么功效？,0.9918421244728912,pos,"[(0, 0.74179035), (1, 0.086545676), (2, 0.08558813), (3, 0.08607581)]",0
原来这是野葛根,0.9907746091604638,pos,"[(0, 0.6236148), (1, 0.12571427), (2, 0.12502605), (3, 0.12564485)]",0
煲汤好材料,0.6189824845577195,pos,"[(0, 0.7455289), (1, 0.08687057), (2, 0.08337899), (3, 0.084221594)]",0
原来这是葛粉,0.5,neu,"[(0, 0.48909488), (1, 0.33837333), (2, 0.08570955), (3, 0.08682223)]",0
我就想买点正宗的葛根粉怕买到假的,0.929140819302265,pos,"[(0, 0.74263537), (1, 0.08537031), (2, 0.08482056), (3, 0.08717377)]",0
现在全被，除草剂打完了,0.6417665006331922,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
柴葛还是粉葛？,0.999323730424499,pos,"[(0, 0.086649865), (1, 0.23758085), (2, 0.59231544), (3, 0.08345384)]",2
葛根花解酒,0.8894905475418897,pos,"[(0, 0.08400102), (1, 0.08796079), (2, 0.08415059), (3, 0.7438876)]",3
太贵了,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
野葛？用来毒鱼毒稻田里的虫子的哦,0.9832084080776125,pos,"[(0, 0.06257311), (1, 0.066592224), (2, 0.80693436), (3, 0.06390034)]",2
以前我们老家都有，都不知道这个还吃得,0.6954235967049707,pos,"[(0, 0.1258957), (1, 0.61496955), (2, 0.12627366), (3, 0.1328611)]",1
八十八一斤？我们那边只要30,0.07539832735024021,neg,"[(0, 0.12618735), (1, 0.619388), (2, 0.12690385), (3, 0.12752078)]",1
我家门口有一棵几十年了,0.8934367631708354,pos,"[(0, 0.7487883), (1, 0.083415344), (2, 0.084391885), (3, 0.0834045)]",0
这个我们是拿来喂猪的,0.8507885407374197,pos,"[(0, 0.084277205), (1, 0.08433089), (2, 0.088967234), (3, 0.7424247)]",3
毛葛藤繁殖生存能力太强一颗几年不管就长成片,0.4863969001780266,neu,"[(0, 0.0417157), (1, 0.042405635), (2, 0.87316966), (3, 0.042709004)]",2
视频中的葛根是柴葛，粉葛叶有几个尖……,0.9999937597402082,pos,"[(0, 0.042114533), (1, 0.8724444), (2, 0.041937504), (3, 0.043503594)]",1
根太难挖了,0.31907125388613544,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
喝酒多吃这个,0.5550726932645437,pos,"[(0, 0.12528999), (1, 0.6115471), (2, 0.1252525), (3, 0.13791038)]",1
老家遍地都是，我们那没人吃,0.46049187226384836,neu,"[(0, 0.077532314), (1, 0.06681725), (2, 0.064637795), (3, 0.79101264)]",3
这个我小时候吃过 好吃的,0.888604797597045,pos,"[(0, 0.08553606), (1, 0.43853712), (2, 0.38265988), (3, 0.0932669)]",1
原来这就是葛根我们这满山片野都是，明天我去挖,0.9800485546333775,pos,"[(0, 0.06261993), (1, 0.06425956), (2, 0.06335662), (3, 0.8097639)]",3
什么时候采花？？,0.025031549651231888,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
好东西，价值不菲,0.7856924037328167,pos,"[(0, 0.08860751), (1, 0.73153186), (2, 0.09563134), (3, 0.08422924)]",1
开白花的更好,0.3616606880891088,neg,"[(0, 0.08421801), (1, 0.7452021), (2, 0.08644052), (3, 0.08413935)]",1
有野生石苇吗,0.3508009874402408,neg,"[(0, 0.12557226), (1, 0.12858503), (2, 0.12537071), (3, 0.620472)]",3
我们这边特别多葛根，原来很爱吃葛根，藤叶割来喂猪，之前还不知道花叶人可以吃。,0.999936563957755,pos,"[(0, 0.062618345), (1, 0.06521339), (2, 0.06457296), (3, 0.8075953)]",3
第一眼想到葛根汤,0.962441739402319,pos,"[(0, 0.0951221), (1, 0.087379985), (2, 0.083869986), (3, 0.733628)]",3
花泡水可以醒酒，千杯不倒,0.016606238221129055,neg,"[(0, 0.06418749), (1, 0.06421502), (2, 0.062552705), (3, 0.80904484)]",3
这个花解暑的,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
小时候这个藤就是我们的玩具,0.9907027713743523,pos,"[(0, 0.08415333), (1, 0.08850463), (2, 0.104576066), (3, 0.722766)]",3
这个叶子炖乌鸡，白鸽好喝，大补汤,0.7051001578959508,pos,"[(0, 0.064689964), (1, 0.8044319), (2, 0.06299432), (3, 0.06788376)]",1
野生葛根都是苦的,0.9668421013699938,pos,"[(0, 0.0836926), (1, 0.08877023), (2, 0.08390754), (3, 0.74362963)]",3
现在葛根的花还是一味中药呢,0.9943989999501301,pos,"[(0, 0.065105885), (1, 0.064286284), (2, 0.065003745), (3, 0.8056041)]",3
兔子喜欢吃这个叶子公路旁多得很,0.8973833405284543,pos,"[(0, 0.051408432), (1, 0.0506193), (2, 0.050403275), (3, 0.847569)]",3
特别甘甜，最喜欢它的苦味，也就是让人难忘的甘甜,0.9861079002538224,pos,"[(0, 0.08441961), (1, 0.08624167), (2, 0.08822661), (3, 0.7411122)]",3
野的还长一片,0.9468167344972299,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我们那里好多，都没有人去吃,0.6157340537231519,pos,"[(0, 0.1268371), (1, 0.61547923), (2, 0.1317624), (3, 0.12592132)]",1
这是瓜藤，我们那不会用，原来葛根粉,0.8775643368319987,pos,"[(0, 0.7455991), (1, 0.0855186), (2, 0.08475154), (3, 0.0841308)]",0
葛粉去火疗效好,0.7756107854363472,pos,"[(0, 0.08635345), (1, 0.7441963), (2, 0.084822714), (3, 0.08462757)]",1
这是好东西,0.6579603372405947,pos,"[(0, 0.12693474), (1, 0.12981278), (2, 0.6181564), (3, 0.1250961)]",2
是不是凉粉？,0.34527875471283087,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
这可是好东西,0.6579603372405947,pos,"[(0, 0.12693124), (1, 0.12972611), (2, 0.6182467), (3, 0.12509598)]",2
牛和兔子都特别喜欢吃，我们经常拔藤里面的虫子用油炸来吃,0.9085299290784448,pos,"[(0, 0.0503333), (1, 0.053490046), (2, 0.05311537), (3, 0.84306127)]",3
这花很香，闻起来很舒服,0.751950858000587,pos,"[(0, 0.12513481), (1, 0.12513435), (2, 0.12509742), (3, 0.62463343)]",3
这玩意儿我们老家烧不尽除不尽,0.4456856794223035,neg,"[(0, 0.08378812), (1, 0.08897354), (2, 0.088270895), (3, 0.7389675)]",3
我们这边好多,0.6558628208940429,pos,"[(0, 0.12683982), (1, 0.61535317), (2, 0.13188449), (3, 0.12592249)]",1
功能说说,0.7396825396825396,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
更年期的妇女每天早上冲一杯葛粉，再配适量坚果，坚持一段时间能让你美美哒！葛花泡水喝能醒酒,0.9817255328272689,pos,"[(0, 0.042218365), (1, 0.04493411), (2, 0.042118136), (3, 0.8707294)]",3
谁大量要，我可以大量制作。价格可以相当便宜,0.8373346339238714,pos,"[(0, 0.062570386), (1, 0.807892), (2, 0.06388214), (3, 0.0656555)]",1
你使用过哪些野生动物制品？#保护 #dou出新知 #涨知识 @抖音小助手,0.8178779264488345,pos,"[(0, 0.8884937), (1, 0.0375178), (2, 0.036993396), (3, 0.03699511)]",0
俺是国家一级保护动物：单身狗,0.90908839340391,pos,"[(0, 0.067643456), (1, 0.067609064), (2, 0.06521371), (3, 0.7995338)]",3
可为什么在都匀动物园也能见到？,0.9565374488502668,pos,"[(0, 0.743842), (1, 0.086508155), (2, 0.08567339), (3, 0.08397642)]",0
国家一级保护动物是熊猫。,0.9612062066232757,pos,"[(0, 0.053345267), (1, 0.8397723), (2, 0.05141511), (3, 0.055467337)]",1
就算使过，咱也不敢说啊,0.22656851496903674,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
鹿茸鹿尾的中间是啥？,0.4737672181921908,neu,"[(0, 0.12512939), (1, 0.61182034), (2, 0.1251196), (3, 0.13793065)]",1
现在可以家养,0.6589685368220941,pos,"[(0, 0.6154974), (1, 0.12531461), (2, 0.13391766), (3, 0.12527032)]",0
老虎直接把梅花鹿吃成国宝级动物,0.8720580979707142,pos,"[(0, 0.06651378), (1, 0.7995802), (2, 0.06509669), (3, 0.06880932)]",1
刚刚微信里有人 发了个吃梅花鹿肉的视频,0.6048054005007429,pos,"[(0, 0.051195495), (1, 0.05495531), (2, 0.051003084), (3, 0.84284616)]",3
为哈子正有人卖梅花鹿肉,0.7027509912142501,pos,"[(0, 0.084278755), (1, 0.084631264), (2, 0.0852424), (3, 0.7458475)]",3
梅花鹿全身都是宝,0.6967350653630894,pos,"[(0, 0.08459845), (1, 0.08547059), (2, 0.08385547), (3, 0.74607545)]",3
老虎不吃它难道吃你,0.1058667962055948,neg,"[(0, 0.741795), (1, 0.088725634), (2, 0.0849371), (3, 0.084542274)]",0
可以吃。除非在野外。不可以自己杀掉，喂老虎吃。,0.5629112400441318,pos,"[(0, 0.73575926), (1, 0.09049627), (2, 0.08916158), (3, 0.08458287)]",0
东北虎？,0.5,neu,"[(0, 0.12508593), (1, 0.6227453), (2, 0.12506568), (3, 0.12710315)]",1
我去玩时看到烧烤是梅花鹿肉的，还有好多人吃，不知道犯不犯法（虽然知道可能是假的）,0.5341329983274491,neu,"[(0, 0.042007893), (1, 0.87267435), (2, 0.04221085), (3, 0.04310692)]",1
我要吃掉摩登登他里面的全部动物，呵，呵呵,0.9905837867677977,pos,"[(0, 0.08757472), (1, 0.7377776), (2, 0.08939321), (3, 0.08525449)]",1
熊猫表示你来咬我啊！,0.3750780384166793,neg,"[(0, 0.12541899), (1, 0.62374264), (2, 0.12502712), (3, 0.12581123)]",1
要是有一头霸王龙，会因为要吃一级保护动物饿死他吗,0.9961471602831657,pos,"[(0, 0.037753675), (1, 0.88772386), (2, 0.03637417), (3, 0.038148273)]",1
鹿看了以后对老虎说：要不你还是把我吃了吧,0.21415615219218698,neg,"[(0, 0.13306442), (1, 0.61040944), (2, 0.12874958), (3, 0.12777658)]",1
人工养殖梅花鹿应该可以吃吧,0.6799198160590957,pos,"[(0, 0.0629386), (1, 0.06390373), (2, 0.062816665), (3, 0.810341)]",3
梅花鹿：现在你真的不能吃我了,0.6616282130050241,pos,"[(0, 0.08875084), (1, 0.08543648), (2, 0.08873892), (3, 0.7370737)]",3
梅花鹿：我好苦呀,0.44767845850986676,neg,"[(0, 0.12687494), (1, 0.12981223), (2, 0.12674741), (3, 0.6165654)]",3
老虎全身都是宝贝,0.6205355015035112,pos,"[(0, 0.06506374), (1, 0.7982081), (2, 0.06303967), (3, 0.073688485)]",1
如果从三级到一级的话，一级是最强的，那么，霸王龙是不是零级保护动物呢？,0.9892009183874035,pos,"[(0, 0.044125393), (1, 0.8691143), (2, 0.042599577), (3, 0.04416075)]",1
啊，那个老虎是东北虎。,0.41868568501062997,neg,"[(0, 0.08540175), (1, 0.74544424), (2, 0.08439048), (3, 0.084763505)]",1
这就是为什么中医落寞的原因。因为很多上好的药材就是国家保护动物。没有那些就达不到最好的效果，所以中医越来越差。,0.9786414358457474,pos,"[(0, 0.026241632), (1, 0.026459835), (2, 0.921198), (3, 0.026100527)]",2
原来这些药材都是梅花鹿的,0.728909018286802,pos,"[(0, 0.08472005), (1, 0.092798665), (2, 0.48950315), (3, 0.33297816)]",2
熊猫:你就算满级了又怎样？去！给我拿根竹子,0.40537116980691734,neg,"[(0, 0.083490714), (1, 0.74953926), (2, 0.083367735), (3, 0.08360229)]",1
我们村里好多一级保护动物,0.959575888867276,pos,"[(0, 0.053997803), (1, 0.8405519), (2, 0.052054457), (3, 0.053395845)]",1
他是人家一级保动,0.536506635845359,neu,"[(0, 0.1273086), (1, 0.6209195), (2, 0.12534903), (3, 0.12642282)]",1
虎：我帮你在往上升一级,0.7448717026907253,pos,"[(0, 0.12731095), (1, 0.6209167), (2, 0.12534907), (3, 0.12642328)]",1
那么问题来了，一级保护动物吃了二级保护动物会怎么样,0.9978735284386611,pos,"[(0, 0.053906824), (1, 0.83866763), (2, 0.052079346), (3, 0.055346224)]",1
大熊猫的身上有马粪吗 ？,0.8556026802626877,pos,"[(0, 0.08471016), (1, 0.7377944), (2, 0.083391614), (3, 0.09410383)]",1
我穿山甲说什么了吗,0.3417229642454026,neg,"[(0, 0.6184202), (1, 0.1278543), (2, 0.12597685), (3, 0.12774868)]",0
鹿：你为什么非要吃鹿不可,0.5061274846209532,neu,"[(0, 0.6246608), (1, 0.12513176), (2, 0.12509161), (3, 0.12511587)]",0
熊猫:我在动物园打架从来就不看别人是几级保护动物。,0.9427854227747787,pos,"[(0, 0.03948078), (1, 0.30747366), (2, 0.03637209), (3, 0.6166734)]",3
鹿胎是什么？,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
驼鹿：我太难了,0.23908189169905725,neg,"[(0, 0.6133301), (1, 0.12537088), (2, 0.13595702), (3, 0.12534204)]",0
我去玩时看到烧烤是梅花鹿肉的，还有好多人吃，不知道犯不犯法（虽然知道可能是假的）[尬笑],0.20512305527410057,neg,"[(0, 0.042007886), (1, 0.87267625), (2, 0.04221078), (3, 0.043105043)]",1
我感觉吃梅花鹿的应该都是迷信梅花鹿 可以治百病,0.9397777956110764,pos,"[(0, 0.0839026), (1, 0.08464932), (2, 0.0864736), (3, 0.74497443)]",3
你更有哪些动物作品？#梅花鹿#摩登大自然,0.9974502323197393,pos,"[(0, 0.0449111), (1, 0.04555466), (2, 0.8621211), (3, 0.0474131)]",2
作者是么什想出这个的？？？,0.07780024256712603,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
老虎吃梅花鹿天经地义，不想管。,0.6582937749419652,pos,"[(0, 0.69249403), (1, 0.06919242), (2, 0.064429365), (3, 0.17388417)]",0
自然法则，二级就是吃一级，人类不得干涉！,0.9986008928415933,pos,"[(0, 0.044507593), (1, 0.37271795), (2, 0.53931725), (3, 0.043457225)]",2
东北不是家家养的吗,0.43551680263190007,neg,"[(0, 0.7409077), (1, 0.08700134), (2, 0.08563166), (3, 0.08645926)]",0
因为都是药材,0.525113168663767,neu,"[(0, 0.1251145), (1, 0.13315673), (2, 0.61663914), (3, 0.12508959)]",2
老虎：那我把你吃了吧,0.4370188520446123,neg,"[(0, 0.13323618), (1, 0.6102231), (2, 0.12875862), (3, 0.1277821)]",1
我吃过老虎菜,0.29927054804800324,neg,"[(0, 0.13306497), (1, 0.61040884), (2, 0.12874958), (3, 0.1277766)]",1
老虎管你是保护动物，还是不保护动物，他都吃动物不管保护的动物还是不保护的。只要能吃的动物，它都吃。,0.9998800365642949,pos,"[(0, 0.80116093), (1, 0.06772983), (2, 0.06502819), (3, 0.06608103)]",0
东北虎 :你没有证,0.5000832375134048,neu,"[(0, 0.12508592), (1, 0.6227515), (2, 0.12506567), (3, 0.12709697)]",1
来考古现在能养了,0.7297953905324696,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
现在有三级保护动物了,0.896327454965966,pos,"[(0, 0.07011286), (1, 0.79457074), (2, 0.06503087), (3, 0.070285514)]",1
梅花鹿是一级保护动物,0.9643236877809469,pos,"[(0, 0.053798072), (1, 0.5843229), (2, 0.05175512), (3, 0.3101239)]",1
就算吃过，咱也不敢说啊,0.1279846250840757,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我的天呐，太惨,0.4519544649276934,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
梅花鹿全身都是宝。最后变成了一级.保护动物。,0.9583197374889446,pos,"[(0, 0.044313584), (1, 0.27738875), (2, 0.042803843), (3, 0.6354939)]",3
这些都是上好的补品,0.8565921431409979,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
梅花鹿不是一级保护动物吗？,0.9344461818681534,pos,"[(0, 0.053798504), (1, 0.5846052), (2, 0.05175523), (3, 0.309841)]",1
我们这里有开梅花鹿火锅,0.6196079468240864,pos,"[(0, 0.12687306), (1, 0.12976635), (2, 0.12674572), (3, 0.6166149)]",3
让老虎给梅花鹿跪下,0.6158922678954123,pos,"[(0, 0.08698067), (1, 0.73141587), (2, 0.08571551), (3, 0.09588791)]",1
梅花鹿身上那么多中药呀。,0.9004538625103055,pos,"[(0, 0.06347903), (1, 0.063762166), (2, 0.06363697), (3, 0.8091218)]",3
我也不知道他什么时候变成国家一级保护动物了,0.9355411904760433,pos,"[(0, 0.06764708), (1, 0.067651644), (2, 0.065214306), (3, 0.79948694)]",3
