关键词,标题,提问时间,提问内容,地方,答复时间,官方答复
疫情_all,疫情补贴,2022-03-29 22:02,领导好，请问宝安有考虑疫情对辖区个体工商户的影响吗？减租只有租国有企业的。南山区个体工商户最高补贴5000元，宝安有考虑吗？,留言对象：广东省深圳市宝安区委书记,    您好，您的留言事项已收悉。您留言所反映事项，请关注宝安区人民政府官网或“滨海宝安”微信公众号查询获悉。,2022-03-31 16:57
疫情_all,疫情无小事，防控疫情，人人有责,2022-03-31 07:17,目前疫情形势严峻，村民大多也自觉不外出打工，有大把空闲时间。没有疫情的时候，几个人聚在一起玩玩麻将打打牌，打发一下时间，很正常。但现在是非常时期，玩牌的人少，看牌的人多，万一有一个传染源，后果不堪设想，希望政府加大宣传，让村民认识疫情的严重，不聚集扎堆，希望疫情早日消退,留言对象：安徽省马鞍山市委书记袁方,"网友：
    您好！您在人民网给市委书记留言，反映疫情防控期间打牌聚集问题，博望区委高度重视，认真予以办理，现将办理情况回复如下：
    经核查，丹阳镇宝义村陶家自然村有5户村民自家拥有麻将机，偶尔有打麻将现象。丹阳镇宝义村工作人员上门对5户户主进行了批评教育，并与户主签订了停止居家打麻将承诺书。同时，丹阳镇再次就当前疫情防控政策向群众进行了宣传，并督促宝义村加大巡逻频次，利用流动小喇叭继续加强疫情防控政策宣传力度；丹阳镇派出所不定期安排人员进入该村开展执法巡查，对发现聚众打牌人员将依法处置。  
    博望区工作人员尝试与您取得联系，但您的联系方式不详。 
    感谢您对我们工作的关心和支持，如果您还有不清楚的地方，请与博望区丹阳镇疫防办联系，联系电话：0555- 6918000。",2022-04-06 17:18
疫情_all,疫情租金减免,2022-11-06 08:44,感谢政府对小微企业国有房屋租金减免政策，合肥今年已经减免了3个月。根据国家政策，中高风险疫情区域租金减免为6个月，合肥疫情发生后，是否再追加减免。谢谢,留言对象：安徽省委书记郑栅洁,"    网友，您好。收到您在人民网留言咨询“疫情租金减免”事项后，我委高度重视，及时了解核查留言情况，督促相关企业妥善处理。现就有关情况回复如下：
    省属企业全面落实省委、省政府部署，坚决履行国企责任，对承租省属企业经营性用房的中小微企业、个体工商户，免收2022年3个月（2月、3月、4月）房屋租金；对2022年被列为疫情中高风险地区所在县级行政区域内的，再免收3个月房屋租金，全年合计6个月（第四季度被列为疫情中高风险地区的，要通过当年退租或下年度减免等方式足额减免6个月租金）。
    经了解，您公司合肥图晟文化传媒有限公司，承租合肥新桥国际机场有限公司（机场集团子公司）候机楼商务贵宾厅场地，由安徽民航蓝天旅行服务有限公司（机场集团子公司）经营。前期，机场集团已为您公司减免了2022年2、3、4三个月房屋租金2.5万元。10月，因疫情风险区域划定变动，机场集团坚决落实省委省政府有关房租减免政策，及时开展摸排，拟对符合政策条件的租户办理再减免3个月房租手续。11月15日，机场集团与您联系，核实有关情况，沟通免租手续办理事宜。
    11月17日，我委安排专人与您电话联系，解释房租减免相关政策，回访确认办理情况，您对此表示满意。感谢您对我们工作的支持！",2022-11-23 13:48
疫情_all,疫情防控,2022-04-13 20:17,当前各地疫情形式严俊，各市县都应该严格管控，对广场舞，大秧歌人员集中地区应严格管控或禁止，人员太密集，太集中容易引起疫情传播扩散的风险，望省委省政府领导重视。,留言对象：黑龙江省省长梁惠玲,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,2022-04-14 17:23
疫情_all,疫情返乡,2022-01-20 15:49,大约2022-01-24号从上海低风险返回范县。持有48小时核酸阴性报告，说是低风险区域是不集中隔离，需要居家隔离的。不知道范县疫情防护是什么政策？,留言对象：河南省濮阳市范县县委书记,"网友您好：
      疫情防控政策请即时联系县卫健委办公室（0393-5283159）咨询。
      欢迎您继续关注范县工作，并提出宝贵意见和建议。",2022-01-21 15:08
疫情_all,疫情防控,2022-04-06 19:32,麒麟路与北京大道交叉口两侧晚上唱歌唱戏较多，围观的基本上是中老年人个人防护基本上没有，近期疫情形势严峻，希望政府部门坚决取缔，避免疫情蔓延,留言对象：河南省南阳市委书记朱是西,市民你好，非常感谢你对我们工作的关心和支持，百里奚街道疫情防控办已经联合执法人员对其进行批评教育，今后，百里奚街道疫情防控指挥部办公室会加大管理力度，也请广大居民群众积极配合支持疫情防控工作，我们将认真履行职责，在政府的领导下，密切与有关职能部门配合，筑牢疫情防控防线。,2022-08-15 17:28
疫情_all,疫情补贴不发,2022-08-25 13:31,本人于2022年在上海宝山区大场镇巴黎春天，嘻嘛香兰州牛肉面店工作，于4月份因疫情封在家里，老板承诺期间会给我们80元每天疫情补贴，直至现在老板爱答不理不发，店长各种理由推辞,留言对象：上海市宝山区委书记陈杰,"网友您好！
       您的留言已收悉，现将有关情况回复如下：
       区人社局行政执法大队2022年08月31日对嘻嘛香兰州牛肉面店实施行政执法，执法过程中单位已支付您相关费用。经电话与您确认，您称问题已解决。
       感谢您对我们工作的理解和支持！
       特此回复。",2022-09-19 23:00
疫情_all,疫情防控,2022-07-23 10:28,尊敬的领导好，现在疫情这么严重，视高厂区流动人口这么大，为了当地疫情防控，有关部门应该强制要求园区的企业进出也必须有核酸证明或者出示健康码。也让我们上班族自身安全有保障,留言对象：四川省眉山市天府新区眉山管理委员会党工委书记,"网友：
       您好！您的留言已收悉。现将有关情况向您回复。
       自2022年7月9日本轮成都疫情以来，视高产业推进办公室（以下简称视高推进办）严格按照全市、新区的统一防疫部署，扎实开展企业防疫工作，制定了对企业的防疫工作方案。视高街道于2022年7月20日开展了辖区（包含全部企业人员）的全员核酸检测，视高推进办再次升级和细化了对企业的防疫管控措施：一是企业通勤人员全部报备，坚持每日核酸检测；二是企业外来人员全部登记报备，在入视高处和企业处两次检查健康码、核酸报告、行程码；三是企业严格执行内部管理，每日测量体温、定期消杀环境，本地员工轮流到辖区核酸点位检测，黄码人员统一纳入隔离管控。同时大力宣传非必要不离视高，非必要不前往成都市，做到“两点一线”和个人防护，严格按照防疫程序开展管控，确保社会、经济运转的顺畅。
       2022年7月31日，视高产业推进办公室工作人员与您进行了电话沟通及解释，详细告知了您相关情况。如您仍有疑问，请向四川天府新区眉山管理委员会视高产业推进办公室（028-36060001）咨询。
       谢谢您的留言。",2022-08-05 10:14
疫情_all,因疫情停业。,2022-04-01 23:02,尊敬的领导  我是本区的市民，我赖以生存的行业因疫情出现停业已经20多天 我经营的互联网上网和台球还是不让开业，求领导跟防控疫情指挥部了解一下什么情况。,留言对象：天津市委书记陈敏尔,"尊敬的网友：
    您好！感谢您留言。接件后，区领导高度重视，阅批后立即责成区相关部门与您联系了解具体情况，经电话沟通，您表示已无其他诉求。
    希望您一如既往的关心和支持我们的工作，继续提出宝贵的意见和建议，顺祝身体健康、生活愉快。

",2022-04-26 16:56
疫情_all,疫情防控建言,2022-06-09 10:11,"工作在北京，因疫情影响，已经一年没有回邢台的家了，每次问防疫政策总是和网上查到的信息不一致，总是比网上给出的严格。当然也是因为一些人不遵守疫情防控规定导致疫情防控难度大、增加疫情风险，但更多的人是在遵守政策。
希望在疫情防控的基础上增加一些机制：
1、统一、明确的疫情防控政策
2、统一、明确的疫情查询方式（公众号、网页等多种惟一官方平台）
3、京津冀一体化联防联控机制
4、加大处理违反疫情防控的力度
5、从严合法执行防控检查",留言对象：河北省委书记倪岳峰,"网民您好！关于您对疫情防控方面的建议，已转交至市疫情防控办进行研究处理，市疫情防控政策咨询电话：0319—5271807。感谢您对我们工作的理解和支持。
",2022-06-29 17:08
疫情_all,疫情,2022-05-22 06:08,我是淮滨县中银国际底商商铺业主，淮滨县征用中银国际东访之星酒店作为隔离点已经断断续续好几，不个月了，每次征用酒店，淮河大道路南的商铺就一块被封，已经严重影响楼下商铺营业，今天租户让我减免房租，我本着疫情租户困难同意减免，但是政府也得为我们商铺业主考虑吧，我们作为老百姓也不容易啊，恳请淮滨县政府给我补点房租损失，房租每年1.8万，封几个月希望政府补我几个月，我会全部补给租户。,留言对象：河南省信阳市委书记蔡松涛,"网友你好，留言已获悉，现回复如下：
    一、首先，我们对你的实际困难和具体诉求表示理解。
    二、截止目前，淮滨县在疫情防控期间，针对企业和大型商超有相关政策和激励机制，对于个体商户暂无相关补偿或激励政策。
    三、针对你的诉求，相关部门将积极研究，争取政策支持。",2022-05-31 10:11
疫情_all,疫情,2022-04-10 22:39,"领导：
    您好！  
    我发现点关于疫情防控的问题在每天下班路的上发现有三个地方有人聚集玩牌或是跳广场舞，而且还没有戴口罩。一、天津一中心医院（王顶堤桥的桥下由红旗南路往长虹公园方向）有个小广场每天晚上聚集大量的人员跳广场舞而且有个别的市民没有戴口罩，二、天津长虹公园地铁站A口以及（郁美净这个单位的孔雀园）对过儿这个地铁口的垃圾箱处都有人聚集玩牌，三、长虹公园地铁站A口广场处聚集跳舞。",留言对象：天津市委书记陈敏尔,"市民您好！您的留言已收悉，根据您指出的点位，我们责成学府街道办事处和长虹街道办事处调查处理。经调查您反映的点位确实存在人员聚集的现象。为确保人民群众生命安全和身体健康，学府街和长虹街已安排工作人员于昼间和夜间多次前往这些点位对聚集人员进行劝离，后续街道将合理安排工作人员，每天都会现场提醒在此娱乐的人员注意落实好疫情防控“三件套”等相关措施，防止疫情滋生。
感谢您对我们工作的关注与支持，顺祝身体健康生活愉快。",2022-04-25 10:50
疫情_all,疫情防控,2022-03-10 10:20,建议将有固定工作，如学生、老师、企事业单位等和长期出入固定场所的人员，以一个合理时间周期，进行核酸检测，并结合大数据，进行流调，就可以很好的阻断疫情的传播，不会出现疫情后就全员检测局面。,留言对象：吉林省委书记景俊海,网友，您好！您的建议已收悉。感谢您的关注和支持！,2022-03-13 09:55
疫情_all,疫情聚集,2022-07-28 09:25,成华区华林一路源滩国际的开发商（成都中际天耀房地产开发有限公司）不顾现如今成都的疫情情况，以不收房算违约来威胁业主聚集收房。望重视。,留言对象：四川省成都市双流区委书记,"网友，您好！您反映的问题归属成华区管辖，按照属地化管理原则，建议您向成华区反映。
感谢您的留言。",2022-07-29 11:12
疫情_all,疫情防范,2022-01-14 13:25,土门镇高庙村有人从疫情风险区返清，怎么没有隔离，反而到处走动；各关卡口的工作人员辛苦的值班，都是为了人民的生命安全；希望有关部门查一下此事。,留言对象：甘肃省天水市清水县委书记,"尊敬的网友：
    您好！您在“人民网·领导留言板”上留言，反映风险区返村人员未进行居家隔离的问题，现答复如下：
    根据各级新冠肺炎疫情防控工作要求：对中高风险区所在县区的来清返清人员，严格落实“14天集中隔离+7天居家健康监测”管控措施，解除集中隔离后继续落实居家健康监测7天；对重点地区中高风险区以外其他县区来清返清人员，一律查验48小时内核酸检测阴性证明。核酸检测结果为阴性，在抵达目的地后继续落实居家健康监测14天，期间进行不少于3次核酸检测。
    经土门镇核实，您所反映的郭X凡系高庙村友联16号村民，属重点地区中高风险区以外其他县区来清返清人员。郭X凡于2021年12月28日9时35分从天津西出发至16时10分到达天水南站，下车后直接乘坐出租车到麦积区渭水家园B21单元301号，期间未外出；2022年1月11日20点左右自驾车到高庙村友联自然村，符合居家健康监测规定。
    感谢您对我们工作的理解与支持！如有疑惑，请与土门镇人民政府联系，联系电话：7571030。",2022-01-19 11:26
疫情_all,疫情防控,2022-05-08 13:37,领导，您好，本人从疫情初期就开始一直参与抗疫志愿者服务，对志愿服务人员安排上提一些个人建议，也是众多志愿者的心声。目前安排的都是按单位分配地安排志愿服务地点，造成住A小区的人可能去B小区服务，住B小区的人去C小区，住C小区的人可能又去A小区。这样的结果就是人员流动性太大，如果有疫情会造成疫情扩散风险，如果按照志愿者居住地就近原则安排志愿服务，会方便所有的志愿者，也会缩小流动范围。,留言对象：辽宁省沈阳市苏家屯区委书记,"        您好!收到您关于“疫情防控”的留言，我们非常重视，及时进行了调查和处理，现将有关情况回复如下:
        民主街道收到案件后，非常重视。电话联系诉求人，您为志愿者，希望对志愿者安排提供建议。根据苏家屯区防疫指挥部18号令，5月16日0时解除解放、中兴、民主三个街道全域封闭静态管理。全区党政机关、企事业单位、生产经营单位等有序恢复正常工作秩序和生产经营。现阶段已解封不存在人员流动问题。下沉单位志愿者的安排由区委组织部统筹，封管控区域的志愿者由在封管控区域内的机关事业单位干部担任。非封管控区域内的志愿者，组织部按照单位为整体的原则进行分配方便管理。非常感谢您对苏家屯区街道疫情防控工作的支持和付出。
        我们向您做了详细的解释和说明，您表示满意。
        感谢您的信任和支持！
",2022-05-18 14:49
疫情_all,疫情期间聚众,2022-04-13 00:22,自疫情四月初开始不知是否住改商改成麻将馆，每夜八点到凌晨有时通宵打麻将，屡次告知物管提醒但是无果，疫情期间小区也有大量外人进来小区打牌，小区进进出出外来人口多也十分不安全，疫情防控也落实不下来，住在附近的邻居晚上也睡不着觉，本小区这几年一直都存在大量住改商变成麻将馆的情况，屡次死灰复燃希望能得到领导的重视与解决。,留言对象：四川省成都市成华区委书记,"网友：
    您好！您留言反映的问题，经我区公安分局、府青路街道办事处调查了解，现回复如下：
    经核实，您反映的为金珠苑1栋3单元某号，因业主长期居住在西藏，房屋是其妹妹在居住，其妹妹经常邀约朋友来打麻将。
    针对噪音扰民的问题。区公安分局府青路派出所民警到现场开展了相关走访，对其妹妹进行了相关法制宣传教育，告知其做好隔音措施，不要影响邻居正常休息，其妹妹表示配合整改。民警已向您进行相关情况告知，并将继续相关工作开展。
    关于住改商的问题。您反映的业主未在家开设麻将馆，故不存在住改商问题。
    上述回复意见，我区公安分局、府青路街道办事处工作人员已及时与您进行了电话沟通，您表示知晓。如您对此仍有疑问，欢迎致电成华区公安分局（电话：83245724）、府青路街道办事处（电话：83278009）进行咨询。
    感谢您的留言！
",2022-05-05 14:56
疫情_all,疫情管理政策咨询,2022-05-30 12:43,"      领导好：
      因近期返县，提前了解下疫情防控政策！网上所留本县疫情防控电话持续打不通（语音提示出现故障），特在此咨询下：
1.网上只能查询到定西市新冠肺炎疫情联防联控领导小组办公室通告（2022年第39号）疫情管控政策，麻烦问下临洮县疫情管控政策与定西市是否保持一致？对来自不同风险区域的人员，具体防控要求如何界定的呢？
2.6月1日至6月10日期间省外低风险地区、行程码不带星号并持48小时核酸报告的人员，到临洮需要隔离吗？
3.如需隔离，需要隔离几天呢？
     感谢回答！
",留言对象：甘肃省定西市临洮县委书记,"网友您好，您在人民网“领导留言板”上留言，咨询的疫情防控问题。临洮县严格按照甘肃省发电执行，甘肃省疫情防控办公室《关于严防疫情严重地区疫情输入的紧急通知》（甘疫防办明电2022﹝48﹞号）：各市州、县均要确定一个对省外来甘返甘人员进行两次核酸筛查（间隔24小时）的临时留观点，临时留观点均要选择在规范的集中隔离点，配强核酸筛查管理人员，把握好两次核酸检测阴性后的放行标准。按以上文件精神：省外低风险地区、行程码不带星号并持48小时核酸报告的人员，到临洮需要隔离三天。
感谢您对我们工作的关注、理解和支持！",2022-06-01 14:40
疫情_all,疫情防控,2022-03-22 08:42,哈尔滨市道里区新阳路118号居民，因疫情封锁此院安广街大门出口，社区防控不利，部分居民从社区手中配钥匙仍随意进出。且此小区为老城区，唯一消防通道，涉及安全隐患居多，多次反映疫情封闭时有此情况，未解决。,留言对象：黑龙江省委书记许勤,"网民朋友：
       您好！感谢您的留言。您反映的疫情防控问题。
       经核实，按照防疫指挥部要求，道里区安广街43号大门暂时关闭，社区已告知该庭院居民暂时禁止私自开通大门出入车辆，直至此轮疫情结束。
       如您再有需要，可拨打道里区安化北段社区电话：0451-84530873。",2022-03-24 14:07
疫情_all,疫情期间限号,2022-05-07 22:43,我市疫情当下有疫情指挥部通行证在限号的当日能否免于禁行罚款，疫情与环保之间的抉择显而易见，需特殊时期的政策支持,留言对象：河南省濮阳市委书记杨青玖,"网友您好：
    您的留言收悉。
    我市疫情期间进行了交通管制政策，疫情期间有疫情指挥部通行证的车辆可以免予限号处罚。",2022-06-09 09:14
疫情_all,疫情防护,2022-01-06 07:53,最近回到平顶山发现做核酸出具报告日期为出具时间而并非是自己去测核算的时刻，这样的时间差合理么？是否对疫情防护有所影响？毕竟现在讲的都是48小时内，但这类结果已经存在时差。,留言对象：河南省委书记楼阳生,"网民朋友你好，您的留言已收悉，现将办理结果告知如下：
       据查，核酸检测流程包括采样、上机、检测、报告和发放，大部分核酸检测机构出具的报告时间包括上机和检测时间，一般不显示采样时间，因此，报告时间与采样时间中间稍有等待和检测，确实存在一定的时差，但尚未发现对疫情防控造成影响。 
       目前，我市正在完善各核酸检测机构平台信息化建设，建成后将实现全市核酸检测全流程信息化管理，时间差将会进一步缩短。
       感谢您对我们工作的关注、关心与支持，您对我们的处理结果满意吗？如有疑问，请联系： 0375-7667927 
",2022-01-19 16:13
疫情_all,咨询疫情政策,2022-08-10 22:59,尊敬的书记您好，本人31号从河南郑州到西安市新城区务工，不知道当前疫情防控政策是怎么样的，本人所在区域是低风险，而且两天一做核酸，望书记能在百忙之中，告知一下西安市的疫情防控规定,留言对象：陕西省西安市委书记方红卫,网民： 您好。您在人民网“领导留言板”求助“31日从河南郑州到西安新城区疫情防控政策”的问题已收悉，现就您反应的问题答复如下： 西安市疫情防控指挥部的工作人员表示：目前，对有低风险地区7天旅居史来返人员，3天内应完成两次核酸检测，并做好健康检测。 2022年8月16日9：10，我委工作人员电话联系朱信义，其对回复表示满意。 西安市卫生健康委员会 2022年8月22日 承 办 人： 张 磊         电话：86787641 主要领导： 樊军荣                电话：86787702,2022-08-22 21:48
疫情_all,疫情防控,2022-07-10 20:44,看到前段时间石家庄一直以来的疫情防控工作取得了很好的成效，身为一名石家庄市民我很是欣慰，最近又在许多公众号自媒体上看到古栾小镇的运行更是为家乡的发展感到自豪，但同时看到夜晚人山人海的古栾小镇我着实为当地的游客捏一把汗，为家乡的疫情防控工作感到担忧，真心希望看到家乡发展的同时也不忘当前形势依然很严峻，建议针对此类情况采取限流措施，并且加强疫情防控的相关措施，扫码测温不能落下，感谢领导干部们对群众的关心支持。,留言对象：河北省石家庄市委书记张超超,         网民您好！经反馈，古栾水镇已对公共场所疫情防控措施进行了完善，并严格落实，相关部门工作人员已向您具体解释，感谢您的留言！,2022-07-14 17:03
疫情_all,疫情防控,2022-03-23 21:37,去年底以来，西安市经历了两次疫情，经过全市人民的共同努力得到控制，但随着奥密克戎在全国多点爆发，疫情随时有可能卷土重来，面对奥密克戎传播速度快，隐密性强的特点，应该调整防控措施，对来市人员应在规定的时间做几次核酸，以防社会面传播，特别是针对自驾来西安的人员应让电信部门及时短信提醒在规定的时间地点做核酸，否则赋黄码，确保不漏一人，并能有效追踪。单纯靠人工在高速出口查控难以做到有效查控，愿西安不再有疫情发生。,留言对象：陕西省西安市委书记方红卫,网民： 您好。您在人民网“领导留言板”建言“疫情防控”的留言已收悉，现就您反映的建议答复如下： 根据当前疫情防控形势，为防范外部输入，市疫情防控指挥部安排相关单位在“一场两站”和各交通观察点，对所有来返我市人员开展疫情防控查验工作。同时，加快提升流调能力，强化“三公”融合机制，建立一定数量的专业流调队伍并加强培训。 2022年3月31日9∶40，我委工作人员与市民电话联系，其对回复表示满意。 西安市卫生健康委员会 2021年4月12日 承 办 人： 刘恩绪         电话：86787641 主要领导： 樊军荣                电话：86787702,2022-04-12 17:21
疫情_all,疫情防控,2022-03-18 23:58,您好！当前疫情防控人人有责，发生疫情后区委区政府及时行动，让我们感受到了力量。但日前有部分人不听管控，从红谷滩与长堎镇交接的几个桥下淌水进出，目前新建大桥下有人在管控，但乌沙河去长征路上的桥没有管控，有人从桥下进出。,留言对象：江西省南昌市新建区委书记,      尊敬的网友，你好，你反映的问题收悉，感谢诉求人对我区工作提出的宝贵意见，我室已将你提出的问题反馈给了疫情防控指挥部。未尽之处，敬请谅解。,2022-03-25 11:11
疫情_all,疫情防控,2022-01-02 19:09,我是高陵区交通局的一名职工，我有一个女孩在安徽蚌埠市财经大学上学，由于蚌埠市没有疫情所以学校定于元月四日放假封校，宿舍和食堂都封闭了，孩子只能回高陵区，由于疫情原因高陵各路口处于封闭状态，现在孩子只能回家，请问该怎么办？谢谢,留言对象：陕西省西安市委书记方红卫,您反映的问题我们已收悉。1月3日，区疫情防控指挥部工作人员已通过电话联系您，并就目前西安市疫情防控工作关于人员流动情况的相关政策向您解释说明，感谢您的支持和理解。如您还需反映其他问题，可联系区疫情防控指挥部，联系电话：029-86092997。 欢迎您继续关注并监督我们的工作。联系人：解宁元，联系电话：029-86921111。,2022-01-03 16:31
疫情_all,疫情防控建议,2022-08-22 12:01,您好，三门峡市发生疫情以来，果断采取严密的防控政策，有效阻断疫情传播，但请希望畅通当地市民热线及疫情防控电话，便于市民了解情况合理安排生活。谢谢！,留言对象：河南省三门峡市市长范付中,网友您好！我市12345政务服务便民热线，提供“7×24小时”全天候人工服务。感谢您对三门峡疫情防控工作的关注与支持！,2022-09-09 15:19
疫情_all,疫情期间工资补助,2022-05-10 09:34,领导您好，我们在烟台招远输油站工作，因疫情停工10天，多方面沟通，老板还有甲方说疫情期间没有工资，我们想问一下这个疫情期间工资到底有没有，为啥别的地方会有。谢谢,留言对象：山东省委书记林武,"尊敬的网友：
        您好！您反映的问题，招远市人民政府进行了调查处理，现回复如下：
       《山东省人力资源和社会保障厅关于积极应对新型冠状病毒感染肺炎疫情做好劳动关系工作的通知》（鲁人社函﹝2020﹞5号）文件规定：“企业因受疫情影响导致停工停产在一个工资支付周期内的，应当按劳动合同规定的标准支付职工工资；超过一个工资支付周期的，企业安排劳动者工作的，按照双方新约定的标准支付工资，但不得低于当地最低工资标准;企业没有安排劳动者工作的，应当按照不低于当地最低工资标准的70%支付劳动者基本生活费，生活费发放至企业复工、复产或者解除劳动关系。”
       感谢您对我们工作的关心和理解，祝您生活愉快。",2022-05-23 16:26
疫情_all,疫情建言,2022-02-21 09:39,武宿高速口晋中方向下高速都没有疫情检查点，外省人员进入晋中市或者下高速后掉头前往山西其他城市畅通无阻。既然一个高速口不可以不设防，其他高速口又有什么意义，省外回来绕一下没人管。,留言对象：山西省晋中市委书记吴俊清,"尊敬的人民网网友，您好：
       您的留言已收悉，现将办理结果回复如下：经核实，武宿高速口属于太原市管辖范围，建议您向太原市有关部门反映。
       在此，真诚的感谢您继续关注晋中的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。",2022-04-29 10:50
疫情_all,疫情防控,2022-03-09 11:46,疫情防控工作的建议：进行全员核酸检测，加快筛查进度。,留言对象：甘肃省兰州市红古区委书记,"您在人民网领导留言板给区委书记反映“疫情防控建议”有关问题已收悉，感谢您对我区工作的关心。区委高度重视，立即安排区卫健局核查研究。现将有关情况向您回复如下： 
我区马某某3月7日被确诊为新型冠状病毒肺炎病例，我区立即启动应急响应开展处置工作，对阳性病例所在单元的住户全部集中隔离，对其居住楼栋进行封控，对所在小区进行管控。对阳性病例涉及的商场、超市、饭店等重点场所全部关闭停业。10支流调小分队连夜行动，对阳性病例活动轨迹全过程追踪，对其密接、次密接及时落实管控措施。在阳性病例居住小区内设置核酸检测点14个、上门采样组3组，对1819名小区群众及相关人员开展核酸检测；设置4个临时采样点，对风险场所及周边重点场所的从业人员和到店顾客进行核酸检测，疫情防控各项工作均有序进行。感谢您对我们工作的监督和支持,欢迎继续提出宝贵意见和建议!",2022-03-16 18:16
疫情_all,疫情减租问题,2022-04-28 02:12,您好，领导！我是一名来兰四年的外来创业打工女青年！来兰第二年就疫情了。疫情第一年，房东就加了几万房租，第二年同样，今年房东催完房租第二个星期，火星街所有店铺因疫情被列为高风险地区就被迫停业个把月，减租政策兰州很多地方已经落实到位了。我们是属于兰州天地圣源物业，这个物业是不是属于轴承厂？属不属于国企下的？请领导百忙之中给我们这些身在异乡贵宝地的新兰人普及一下。这几年真的太难了，尤其是今年。,留言对象：甘肃省兰州市七里河区委书记,网民您好，您留言反映的问题，经敦煌路街道核实，依据兰七国资发﹝2022﹞12号文件，对2022年七里河区范围内受疫情影响的服务业小微企业和个体工商户承租全区行政事业单位、国有企业单位、各类园区房产从事生产经营活动的，年内减免3个月租金。您现租赁的商铺原属于兰州市轴承厂，该厂已于2005年破产，2009年4月9日开始由兰州天地圣源物业管理有限公司进行管理，该物业公司属于私营企业，不属于文件中所称国有企业单位，无法要求其执行租金减免政策。建议您与租赁方（兰州天地圣源物业公司）就租金减免问题进行协商。感谢您的留言！,2022-06-24 15:18
疫情_all,疫情喇叭扰民,2022-08-21 08:46,尊敬的领导，你好！我是住在稠江街道永顺小区的居民。我知道义乌的疫情严重，我也知道喇叭是为宣传防疫情工作，防疫喇叭的时间是否可以有所调整，现在不需要天天做核酸，是否可以把7点开始的时间往后延9点开始播放广播。唯一诉求就是把时间往后推，或者喇叭音量调小，谢谢！,留言对象：浙江省金华市义乌市委书记,尊敬的网友您好，您在人民网“领导留言板”的留言已收悉，经义乌市稠江街道办事处调查了解，回复如下：据了解，现疫情已得到有效控制，该喇叭目前已关闭停止使用。经义乌市稠江街道工作人员电话联系，您表示理解。感谢你对我们工作的支持与理解。,2022-08-25 16:00
疫情_all,疫情减免政策,2022-07-30 09:28,国企西安赛格电子市场今年初至今迟迟不落实疫情减免政策。在众多商户投诉下，于7月16日告知商户的疫情减免政策中存在严重的因转租引起的减免政策不到位问题。拒绝以最终承租人为中心，租赁合同为基础，进行补足减免金额。减免6个月租金的政策未惠及至最终承租人。,留言对象：陕西省西安市委书记方红卫,冯先生，您好！ 首先感谢您对我们工作的关注和支持！ 对您反映的情况，我们积极协调高新区管委会进行核实，并出具了情况说明。经我们了解，高新区国有房产企业已按减免政策和租赁合同减免西安赛格电子市场有限公司承租6个月租金。西安赛格电子市场有限公司已就相应金额部分进行折算减免。关于您要求转租方西安赛格电子市场有限公司依照与您所签租赁合同为基础减免事宜，因西安赛格电子市场有限公司为上市公司深圳赛格股份有限公司投资控股企业，高新区区属国有商业管理企业为西安赛格电子市场有限公司非控股参股股东，具体决策由西安赛格电子市场有限公司股东会决定。感谢您的理解与支持。欢迎您继续关注并监督我们的工作。 责任人：刘三民 029-86787801 承办人：李峰超 029-86787581（2022年8月5日16时45分市国资委工作人员电话回复）,2022-08-08 18:53
疫情_all,疫情防控,2022-01-15 16:31,尊敬的领导您好！我想咨询一下关于疫情方面的是：河南周口在国务院客户端查询是属于全市低风险地区！但是现在在湖北的疫情防控政策里面是属于河南周口返卾需要集中隔离14天+健康监测14天！我想咨询一下大概什么时候会解除对周口全市的管控？,留言对象：湖北省委书记王蒙徽,,
疫情_all,疫情防控,2022-07-05 11:39,汾阳目前的疫情防控政策是什么，从北京回来需要隔离么？,留言对象：山西省吕梁市汾阳市委书记,        网民朋友您好，关于您反映问题已经市卫体局向您电话详细告知，且管控措施随着国家、省、吕梁市疫情防控政策调整而调整，请及时关注调整动态。在此，真诚地希望您继续关心汾阳市的经济社会发展，并对相关工作予以监督。,2022-07-13 16:39
疫情_all,疫情核酸检验建议,2022-01-16 13:44,我家住中北镇云锦世家小区，在天津华润万家物流配送中心工作，属于民生保障企业，单位要求按时正常上班，由于上班白天不能参加小区的每次疫情核检，等到我下班后小区疫情核检工作已结束。建议区政府能够考虑一下安排延长疫情核酸检测时间，方便我们这些仍坚持工作的人们完成疫情核酸检测工作，多谢区政府领导！,留言对象：天津市西青区委书记朱财斌,感谢您的留言，接件后我办高度重视，立即交办至中北镇核实处理，中北镇相关工作人员已及时与您取得联系，说明相关情况，您表示理解。最后，再次感谢您的留言，祝您身体健康，工作顺利。,2022-01-20 16:30
