评论,fenci,情感分类,主题概率,主题类型
商品没问题！就是京东预定说是1-6天发货，可实际等了10天左右！其实等等也没关系，可是你京东6天发不了货，就别写1-6天可以发货！希望以后可以改进！,商品 京东 预定 发货 没关系 京东 天发 就别 发货 希望 改进,neg,"[(0, 0.011938081), (1, 0.011968636), (2, 0.012019208), (3, 0.7941383), (4, 0.012057359), (5, 0.14589839), (6, 0.0119800065)]",3
重装系统比较麻烦，标准系统盘需要在里修改模式，否则蓝屏,重装系统 麻烦 标准 系统盘 修改 模式 蓝屏,neg,"[(0, 0.01791748), (1, 0.49001673), (2, 0.4202607), (3, 0.01794551), (4, 0.017961783), (5, 0.017915044), (6, 0.017982777)]",1
1、只有系统，装搞了我半天,系统 半天,neg,"[(0, 0.047661617), (1, 0.047812678), (2, 0.047818683), (3, 0.047681805), (4, 0.04765266), (5, 0.047758225), (6, 0.7136143)]",6
1、这款机器的造工问题，比较粗糙，塑料感太重了，这应该是为了轻便而牺牲了材料质量,机器 造工 粗糙 塑料 太重 轻便 牺牲 材料 质量,neg,"[(0, 0.014345228), (1, 0.014368726), (2, 0.014354977), (3, 0.014309311), (4, 0.0695356), (5, 0.8587623), (6, 0.0143238325)]",5
感觉不稳定，用到十二天的时候出现了一次蓝屏（开机十小时以后）。,感觉 稳定 用到 十二天 蓝屏 开机 十小时,neg,"[(0, 0.017898511), (1, 0.017898006), (2, 0.017920127), (3, 0.017892366), (4, 0.017915366), (5, 0.8925632), (6, 0.017912373)]",5
电池续航时间标配2-5小时，在视频期间仅用1小时40分钟左右，不知何故？,电池 续航 时间 标配 小时 视频 期间 小时 分钟 不知 何故,neg,"[(0, 0.011984855), (1, 0.011927873), (2, 0.5940254), (3, 0.01193243), (4, 0.011930418), (5, 0.34623772), (6, 0.011961324)]",2
用了一个星期，硬件出问题了，突然蓝屏，报错是识别不到硬盘。,星期 硬件 蓝屏 报错 识别 不到 硬盘,neg,"[(0, 0.01789138), (1, 0.017902311), (2, 0.018011628), (3, 0.017882435), (4, 0.017900478), (5, 0.017884213), (6, 0.8925275)]",6
发热量大，电池供电时间短，手写屏灵敏度不高，没发现提供直接的手写输入方法。,发热量 电池 供电 时间 手写 灵敏度 发现 提供 手写输入 方法,neg,"[(0, 0.013065584), (1, 0.013099266), (2, 0.013043004), (3, 0.013064559), (4, 0.013056641), (5, 0.013047657), (6, 0.9216233)]",6
随机说明和实际不相符。系统光盘是个空纸片，没有有用的光盘，只有一个单词软件。,随机 相符 系统 光盘 纸片 有用 光盘 单词 软件,neg,"[(0, 0.014309523), (1, 0.014325501), (2, 0.91410553), (3, 0.014306986), (4, 0.014309215), (5, 0.014302926), (6, 0.014340337)]",2
拿到手充电时，电池热的厉害，风扇也转个不停，不知道是不是电池的问题？,拿到 充电 电池 厉害 风扇 不停 电池,neg,"[(0, 0.89269763), (1, 0.017872065), (2, 0.017887512), (3, 0.017870761), (4, 0.017873935), (5, 0.017911667), (6, 0.017886408)]",0
内存频率低，还是 667的，屏幕是16：9的，没16：10的看着舒服,内存 频率 屏幕 看着 舒服,neg,"[(0, 0.023882821), (1, 0.023841552), (2, 0.8568765), (3, 0.02382712), (4, 0.023848895), (5, 0.02386425), (6, 0.023858882)]",2
，总结最多只让人写100字，不够啊，见总结！,多只,neg,"[(0, 0.07162259), (1, 0.07162184), (2, 0.07162238), (3, 0.07162155), (4, 0.07162211), (5, 0.071622126), (6, 0.5702674)]",6
1.不管你装什么东西，肯定是往硬盘里装，所以要找到硬盘，这款是串口的硬盘（），早期版本软件不识别，所以导致找不到硬盘，安装出现蓝屏，感觉安装很难，所以，一定要有串口硬盘的驱动！！！,东西 肯定 硬盘 找到 硬盘 这款 串口 硬盘 早期 版本 软件 识别 导致 不到 硬盘 安装 蓝屏 感觉 安装 串口 硬盘 驱动,neg,"[(2, 0.9625393)]",2
屏幕表现很一般，特别是装了后系统字体看起来有点模糊。建议预算够还是买一台商务机好了。,屏幕 表现 特别 系统 字体 模糊 建议 预算 一台 商务,neg,"[(0, 0.013004491), (1, 0.0130122565), (2, 0.921919), (3, 0.013000927), (4, 0.01303013), (5, 0.0130052185), (6, 0.013027964)]",2
超难装。无奈在网上找个专业的上门40元搞定。试了几天非常满意，宣传一下：小庄13261821032。,超难 无奈 网上 专业 上门 搞定 几天 满意 宣传 小庄,neg,"[(0, 0.013002808), (1, 0.013007705), (2, 0.013007136), (3, 0.10834995), (4, 0.013000806), (5, 0.013000423), (6, 0.8266312)]",6
装个住哪个的我头痛，依然没有成功，放弃了！还是装了，凑合着用吧，习惯了就没问题了！,装个 头痛 依然 成功 放弃 凑合着 习惯,neg,"[(0, 0.01787997), (1, 0.017891007), (2, 0.017890336), (3, 0.017885596), (4, 0.017877998), (5, 0.017888684), (6, 0.8926864)]",6
"装到盘果然这次认到了马上格式化然后进行,嘿嘿结果大家该猜到了装好了，不过后头的事情还有很多哦，装驱动是最最麻烦的了，",装到 认到 格式化 猜到 装好 后头 事情 驱动 最最 麻烦,neg,"[(0, 0.013008419), (1, 0.013011523), (2, 0.8573222), (3, 0.07760373), (4, 0.0130147375), (5, 0.013014482), (6, 0.013024903)]",2
"装系统难装,最好找个专业人士,我已找人装过三次!前两次装过后电脑有啪啪声,最后一次找专卖店的人装,很好,只是感觉风扇声大了点.",系统 专业人士 三次 两次 过后 电脑 啪啪 专卖店 人装 感觉 风扇,neg,"[(0, 0.011957306), (1, 0.9281914), (2, 0.011954645), (3, 0.011957079), (4, 0.01199453), (5, 0.01198223), (6, 0.01196274)]",1
散热性大了点，开机一会就发烫，驱动不怎么好弄，但基本搞定，摄像头不太好,散热 开机 一会 发烫 驱动 搞定 摄像头 不太好,neg,"[(0, 0.90437675), (1, 0.015933162), (2, 0.01598086), (3, 0.015908364), (4, 0.015899347), (5, 0.015896553), (6, 0.016004933)]",0
"系统实在是喜欢不起来.开关机慢.开机有一两声喀喀声.做工一般,没什么质感.音量小,音质不佳.",系统 实在 喜欢 开关机 开机 一两声 做工 没什么 质感 音量 音质,neg,"[(0, 0.012064904), (1, 0.011973941), (2, 0.9282318), (3, 0.011927045), (4, 0.011924551), (5, 0.0119354585), (6, 0.011942344)]",2
就是系统装得我比较麻烦！还要就是本人的技术也比较菜！有水平的买家可以留下一下经验下来哦！呵呵,系统 装得 麻烦 技术 水平 买家 留下 经验,neg,"[(0, 0.015925897), (1, 0.016007608), (2, 0.32448676), (3, 0.5957506), (4, 0.015929582), (5, 0.015968665), (6, 0.015930923)]",3
没包，没胆，没鼠标，系统安装要求系统盘的版本比较高，建议大家不要轻易升级主板.,没胆 鼠标 系统 安装 系统盘 版本 建议 轻易 升级 主板,neg,"[(0, 0.013036089), (1, 0.013060436), (2, 0.5929374), (3, 0.013031034), (4, 0.34185123), (5, 0.013012626), (6, 0.013071191)]",2
"软件方面的不足就不说了,总之是便宜,操作系统和驱动的问题自己解决虽然麻烦点,但可以接受.",软件 便宜 操作系统 驱动 解决 麻烦 接受,neg,"[(0, 0.20648384), (1, 0.7038869), (2, 0.017963778), (3, 0.01788223), (4, 0.017912462), (5, 0.017893989), (6, 0.017976819)]",1
我昨天刚签收，系统还没装好。刚开机一小会儿就听到风扇运转的声音，不知散热是不是真的不太好,昨天 签收 系统 没装 开机 一小 会儿 听到 风扇 运转 声音 不知 散热 真的 不太好,neg,"[(2, 0.9462017)]",2
拿到的当天给他装，折腾久没搞定，上网查才发现此款驱动比较搞，建议要买此款的买好盘先,拿到 当天 折腾 搞定 上网 查才 发现 此款 驱动 建议 此款 买好 盘先,neg,"[(0, 0.010256144), (1, 0.010244288), (2, 0.4955977), (3, 0.010244636), (4, 0.45315948), (5, 0.010236253), (6, 0.01026151)]",2
"系统要自己装，没有时间自己弄，在外面花了30块钱装了一个,毕竟不太熟悉的使用。",系统 时间 外面 块钱 不太熟悉,neg,"[(0, 0.023877164), (1, 0.02394321), (2, 0.023923755), (3, 0.51679736), (4, 0.023910644), (5, 0.36362386), (6, 0.023923969)]",3
系统是真不好装，买回来几天了，换了几个人帮忙装还是没有效果，有点久久不能释怀啊,系统 不好 买回来 几天 几个 帮忙 效果 久久 释怀,neg,"[(0, 0.014304019), (1, 0.0143145155), (2, 0.014312234), (3, 0.014318195), (4, 0.014304143), (5, 0.0143196415), (6, 0.91412723)]",6
装系统很麻烦，驱动难找，不全，找到也难装，屏幕亮度不好调节。虚拟滚动没有装好。,系统 麻烦 驱动 找到 屏幕 亮度 不好 调节 虚拟 滚动,neg,"[(0, 0.013033632), (1, 0.013045627), (2, 0.013077238), (3, 0.013016646), (4, 0.01304168), (5, 0.64740187), (6, 0.28738335)]",5
钢琴漆沾染指纹油污严重；无线网卡是5100的，只能支持150端口；机身过于厚重，加上电源，有6斤多重。,钢琴漆 沾染 指纹 油污 无线 网卡 只能 支持 端口 机身 厚重 电源 多重,neg,"[(0, 0.010250487), (1, 0.8115369), (2, 0.010273376), (3, 0.13723291), (4, 0.010219379), (5, 0.010230562), (6, 0.010256333)]",1
装系统很不好装，可以用深度的3 6版本，我用的9版本的,系统 不好 深度 版本 我用 版本,neg,"[(0, 0.020441212), (1, 0.87713546), (2, 0.020557893), (3, 0.020476718), (4, 0.020444902), (5, 0.020449096), (6, 0.020494707)]",1
这点是这机器的最弱之处，就是广大网友反应的安装系统非常困难，我也是试了很多系统盘，但是都以失败告终，郁闷啊，的好多机器都是个样子，看样子只能装个了，毕竟是大趋势啊，,机器 最弱 网友 安装 系统 困难 系统盘 失败 告终 郁闷 好多 机器 样子 只能 装个 趋势,neg,"[(1, 0.7619107), (6, 0.19585237)]",1
"装比较麻烦。如果选择法文，键盘会有问题，输入不正确。测试的内存频率是2 667，不是800,不知道是不是软件的原因",麻烦 选择 法文 键盘 输入 正确 测试 内存 频率 软件 原因,neg,"[(0, 0.01194741), (1, 0.011979813), (2, 0.9283242), (3, 0.011925845), (4, 0.0119355265), (5, 0.0119472835), (6, 0.011939947)]",2
散热性一般，网卡在不接电源并且不接通网线时自动屏蔽这个功能觉得不好，听说是为了省电,散热 网卡 接电源 接通 网线 自动 屏蔽 功能 不好 听说,neg,"[(0, 0.8257019), (1, 0.013077526), (2, 0.013064147), (3, 0.109022535), (4, 0.013026344), (5, 0.013035442), (6, 0.013072093)]",0
散热不佳，底盘的热量较大，硬盘基本在50度以上,散热 底盘 热量 较大 硬盘,neg,"[(0, 0.023961578), (1, 0.023848599), (2, 0.8567259), (3, 0.02384802), (4, 0.023873677), (5, 0.023868177), (6, 0.023874054)]",2
"散热比我期望的有点儿差距，键盘处温度不高，底盘的热量较大。不知道夏天会怎样。如果晚几天买，可能买43,显卡不大用得着。",散热 期望 有点儿 差距 键盘 温度 底盘 热量 较大 夏天 几天 显卡 用得着,neg,"[(0, 0.010257306), (1, 0.010241792), (2, 0.8554227), (3, 0.010249217), (4, 0.0102294255), (5, 0.010232135), (6, 0.093367495)]",2
不是家庭高级版，不过还有个家庭版，京东标的不对！接口位置确实不太科学，过这个价钱不能要求太高。,家庭 高级 家庭版 京东 标的 接口 位置 确实 科学 价钱,neg,"[(0, 0.013012365), (1, 0.013031568), (2, 0.013021635), (3, 0.01301865), (4, 0.92177796), (5, 0.013108327), (6, 0.013029508)]",4
"只有安装了系统,随机也没带系统安装盘.装时,显卡驱动没有,得问售后服务要,比较麻烦;",安装 系统 随机 系统 安装盘 装时 显卡 驱动 售后服务 麻烦,neg,"[(0, 0.013000504), (1, 0.013031139), (2, 0.013046299), (3, 0.013021151), (4, 0.013005373), (5, 0.013005021), (6, 0.9218905)]",6
散热设计问题-键盘左侧过热,散热 设计 键盘 左侧 过热,neg,"[(0, 0.8564001), (1, 0.023906777), (2, 0.023955032), (3, 0.023882885), (4, 0.024045413), (5, 0.02389876), (6, 0.023911051)]",0
"没有预装系统，实在有点麻烦!散热是个问题，时间用长了，键盘左半边会比较热,好在运行稳定.",预装 系统 实在 麻烦 散热 时间 用长 键盘 半边 运行 稳定,neg,"[(0, 0.011957792), (1, 0.011952157), (2, 0.23311216), (3, 0.011921943), (4, 0.011935443), (5, 0.70716065), (6, 0.011959863)]",5
原装电池被更换，现在的电池接触不好，充满后待机时间是才两个多小时，的工程师核实此款机器的电池是冒牌货,原装 电池 更换 电池 接触 不好 充满 待机时间 两个 小时 工程师 核实 此款 机器 电池 冒牌货,neg,"[(0, 0.94940436)]",0
我去官网下了最新的驱动，结果声卡装好了，有声音了，接着装显卡，装完显卡，电脑就没声音了，一共装了四次，第三次才发现显卡驱动和声卡驱动冲突， 然后在官网下了前一个显卡驱动，终于搞定了，没有冲突,官网 最新 驱动 声卡 装好 声音 显卡 装完 显卡 电脑 声音 一共 四次 第三次 发现 显卡 驱动 声卡 驱动 冲突 官网 显卡 驱动 终于 搞定 冲突,neg,"[(6, 0.9681818)]",6
不知道是不是的频率高的缘故，还是散热不好，感觉键盘左半边还有左手掌托处很热，待机都有57度硬盘47度，比8系列的待机47硬盘39显卡47差很多。还有就是内存太少，需要自己再加一条。,频率 缘故 散热 不好 感觉 键盘 半边 左手掌 待机 硬盘 系列 待机 硬盘 显卡 内存 一条,neg,"[(2, 0.37665156), (5, 0.5811841)]",5
麦克风和喇叭有共鸣，合上盖子后有尖锐的噪音，软件调节无效，是设计瑕疵,麦克风 喇叭 共鸣 盖子 尖锐 噪音 软件 调节 无效 设计 瑕疵,neg,"[(0, 0.011987486), (1, 0.928181), (2, 0.01195981), (3, 0.01195268), (4, 0.012003479), (5, 0.011965099), (6, 0.011950437)]",1
1.内存1，偏小,内存,neg,"[(0, 0.07150287), (1, 0.07164873), (2, 0.07175645), (3, 0.07144621), (4, 0.07156332), (5, 0.57052374), (6, 0.07155865)]",5
接口太少了，而且都在左侧。 用时间长了键盘很热，但是运行稳定。 装系统，会死机，要从官网下载网卡驱动。 内存只有1。官网上的的驱动做的太烂了，摄像头到现在都没装上。,接口 左侧 时间 键盘 运行 稳定 系统 死机 官网 下载 网卡 驱动 内存 网上 的的 驱动 太烂 摄像头 没装,neg,"[(2, 0.9569987)]",2
内存太小，没装系统，蓝牙也没有，芯片组太烂啦！双通道内存都不支持！,内存 太小 没装 系统 蓝牙 芯片组 太烂 双通道 内存 支持,neg,"[(0, 0.01299947), (1, 0.013011692), (2, 0.8567808), (3, 0.07812695), (4, 0.013012022), (5, 0.013028007), (6, 0.013041015)]",2
没有操作系统，内存2就好了，散热不好，时间长了键盘区左半边，以及掌托和触控板的左半边，比较烫。,操作系统 内存 散热 不好 时间 键盘 半边 掌托 触控板 半边,neg,"[(0, 0.013030201), (1, 0.013033994), (2, 0.013042851), (3, 0.012995449), (4, 0.013080267), (5, 0.9217932), (6, 0.0130240545)]",5
1.有点沉；2.驱动下载太麻烦，我是全部下了，1，安装后硬件的小问号是没有了，但不知道是不是最新最匹配的，请教这个怎么确认？3.内存小了点，标配2就好了，不用自己升级；4.据说芯片组不怎么样。,驱动 下载 麻烦 安装 硬件 问号 最新 匹配 请教 确认 内存 标配 不用 升级 芯片组 不怎么样,neg,"[(2, 0.9494799)]",2
自带的红旗系统超级垃圾，让人无从下手，最后改装，版还不行，必须用安装版，郁闷,自带 红旗 系统 超级 垃圾 无从下手 改装 不行 安装版 郁闷,neg,"[(0, 0.013034855), (1, 0.24423103), (2, 0.013083913), (3, 0.46662465), (4, 0.0130259115), (5, 0.013030425), (6, 0.23696922)]",3
我收到的机器是裸机，没有预装系统，也没有给安装碟，装系统害苦我了,收到 机器 裸机 预装 系统 安装 系统 害苦,neg,"[(0, 0.015930433), (1, 0.015945708), (2, 0.015952244), (3, 0.015908098), (4, 0.015905716), (5, 0.49114937), (6, 0.42920846)]",5
某些细节还有改进的余地，钢琴漆面好看，但太容易脏，还是磨砂的好一些，电池是4芯的，续航时间还是短了一点。,细节 改进 余地 钢琴漆 好看 磨砂 电池 续航 时间 一点,neg,"[(0, 0.013043857), (1, 0.013024509), (2, 0.9217432), (3, 0.013018068), (4, 0.0130551), (5, 0.013045281), (6, 0.013069976)]",2
不装也就算了。给的驱动盘还是专用的。。。难道不带玩儿了？,不装 驱动 专用 玩儿,neg,"[(0, 0.6556777), (1, 0.028659672), (2, 0.028745115), (3, 0.028667383), (4, 0.02864861), (5, 0.02867425), (6, 0.20092732)]",0
接口太少 而且位置不人性化！下的高清音频驱动，官网上没有，到网上去下载到的。,接口 位置 人性化 高清 音频 驱动 网上 网上 下载,neg,"[(0, 0.014349597), (1, 0.01441122), (2, 0.014387531), (3, 0.014313569), (4, 0.9138374), (5, 0.014318793), (6, 0.014381966)]",4
盘也太大了，找个可以在下能分区的软件费了蛮大力气。外壳太薄了点，给人一种没有信心的感觉。,下能 分区 软件 蛮大 力气 外壳 太薄 一种 信心 感觉,neg,"[(0, 0.013023516), (1, 0.013034903), (2, 0.013048146), (3, 0.013011852), (4, 0.01304596), (5, 0.013026039), (6, 0.9218096)]",6
"大虾们帮帮忙了.  刚买,今天进行分区,想增加盘,操作错误,结果连原来144的盘都不见了,现在只有1个盘,怎么恢复呀?",大虾 帮帮忙 分区 增加 操作 错误 不见 个盘 恢复,neg,"[(0, 0.014337249), (1, 0.913914), (2, 0.014373666), (3, 0.014314256), (4, 0.014383723), (5, 0.014328866), (6, 0.014348183)]",1
不足就是没有配套光盘，需要自己备份。我不太喜欢这种触摸板，没有送鼠标，还要自己去配，这个都是小问题。无线网卡插槽的按钮太突出了，很怕不小心会弄断。不过使用不要那么野蛮呵呵就不会有大问题。,配套 光盘 备份 喜欢 触摸板 鼠标 无线 网卡 插槽 按钮 很怕 小心 弄断 野蛮 有大,neg,"[(1, 0.9461975)]",1
1.上下可视角太小，左右可视角好好；2.自带的扬声器声音小，音质差；3.风扇的声音偏大；4.自带的系统太垃圾了，没有一点意义；5.塑料感太强了，感觉比较低端,视角 太小 视角 好好 自带 扬声器 声音 音质 风扇 声音 自带 系统 垃圾 一点 意义 塑料 感太强 感觉 低端,neg,"[(4, 0.9568833)]",4
太难用，没有驱动光盘，厂家就不能搞一个吗，弄张盘有花不了几毛钱，要以人为本啊,难用 驱动 光盘 厂家 几毛钱 以人为本,neg,"[(0, 0.020489722), (1, 0.020505188), (2, 0.020589558), (3, 0.6614124), (4, 0.020514427), (5, 0.020465227), (6, 0.2360235)]",3
接口只有两个，少了点~,接口 两个,neg,"[(0, 0.047864426), (1, 0.04778156), (2, 0.0477458), (3, 0.047733456), (4, 0.7133935), (5, 0.04771701), (6, 0.047764298)]",4
散热不怎么好，还有系统实在是。。。。。！！为啥要是呢！！！！！,散热 系统 实在 为啥,neg,"[(0, 0.8276188), (1, 0.02870239), (2, 0.028800586), (3, 0.02867709), (4, 0.028665658), (5, 0.028751185), (6, 0.028784327)]",0
个别按键加工有些粗糙，表面不够光滑，用三维软件画图时曾出现过一次蓝屏，重启后没有再出现此问题，可能是误操作；说是13寸屏幕，看起来像14寸的，拎在手里有点重；送货员要求先付款再验货有些不爽；,按键 加工 粗糙 表面 光滑 三维 软件 画图 蓝屏 重启 误操作 屏幕 手里 送货员 付款 验货 不爽,neg,"[(6, 0.95214117)]",6
机器的音箱开机确实有响声，联想的礼包也没有.价格有些贵了，跟官网报价没差多少。,机器 音箱 开机 确实 响声 联想 礼包 价格 官网 报价 没差,neg,"[(0, 0.76037484), (1, 0.011945725), (2, 0.17985155), (3, 0.011933761), (4, 0.01196509), (5, 0.011943702), (6, 0.011985394)]",0
"运行中温度有些高.没有电脑包鼠标配件,电源连接器为黑色的与白色的机器不是很搭配.如果记的没有错,联想是有白色电源线的.",运行 温度 电脑包 鼠标 配件 电源 连接器 黑色 白色 机器 搭配 联想 白色 电源线,neg,"[(1, 0.9426361)]",1
没什么明显的缺点。就是预装系统还是带来一点麻烦，和软件的兼容性不理想。,没什么 缺点 预装 系统 带来 一点 麻烦 软件 兼容性 理想,neg,"[(0, 0.013176499), (1, 0.9216684), (2, 0.013056237), (3, 0.01302339), (4, 0.013006048), (5, 0.013040772), (6, 0.013028698)]",1
没啥不好的！就是送来的时候，包装箱有点小破损，而且封条也破了一点，但仔细检查之后发现没有被打开过，让人虚惊一场！建议以后送货时，送货员要多加小心！,不好 送来 包装箱 破损 封条 一点 仔细检查 发现 打开 虚惊一场 建议 送货 送货员 小心,neg,"[(4, 0.86112267), (5, 0.09101303)]",4
什么都没有送，就一台裸机，还发现有一个坏点，难道是我的有问题？,一台 裸机 发现 坏点,neg,"[(0, 0.028638773), (1, 0.028609363), (2, 0.02871852), (3, 0.02872106), (4, 0.028612955), (5, 0.028617244), (6, 0.8280821)]",6
内存有点小，虽然自己买了一个已经装上，但是还不如京东直接促销一下送根内存更好，更人性化，还有买电脑居然没有包包送，也不很人性化，采购一批一般的电脑包也就20--30元一个，这点京东有点小气！,内存 京东 促销 内存 更好 人性化 电脑 包包 人性化 采购 一批 电脑包 京东 小气,neg,"[(5, 0.94264334)]",5
价格不是最便宜的，招商还是浦发银行是238*12=2856人家还可以分期的。,价格 便宜 招商 浦发银行,neg,"[(0, 0.31096447), (1, 0.028665591), (2, 0.028644191), (3, 0.5457177), (4, 0.028654834), (5, 0.028693577), (6, 0.02865964)]",3
太小了，用惯了台式一下子转小本挺不习惯。比想像的重。用时没有9小时，大概6小时吧。没有自带，我自己装了，于是每天被提醒使用正版……有点烦……,太小 用惯 台式 一下子 小本 习惯 想像 小时 小时 自带 提醒 正版 有点烦,neg,"[(0, 0.010292388), (1, 0.0102353), (2, 0.010241325), (3, 0.010249081), (4, 0.93845516), (5, 0.010247096), (6, 0.010279649)]",4
1、有点重，2、速度明显较14寸的笔记本慢，打开网页多的时候，有点卡，,速度 笔记本 打开 网页,neg,"[(0, 0.028633839), (1, 0.028729234), (2, 0.02861171), (3, 0.028685909), (4, 0.028638573), (5, 0.02871197), (6, 0.8279888)]",6
屏幕分辨率底，貌似不是屏而是的，摄像头好像也没有130有点像国产机30的,屏幕 分辨率 貌似 摄像头 好像 有点像 国产机,neg,"[(0, 0.017917477), (1, 0.67561084), (2, 0.2348041), (3, 0.017908338), (4, 0.017908474), (5, 0.017911728), (6, 0.017939076)]",1
用起来不习惯，速度慢，分区麻烦，带了很多垃圾软件，卸载都麻烦,习惯 速度慢 分区 麻烦 垃圾 软件 卸载 麻烦,neg,"[(0, 0.015915133), (1, 0.015940372), (2, 0.015972203), (3, 0.015893472), (4, 0.015901076), (5, 0.015906205), (6, 0.9044715)]",6
屏幕的边框再窄一点，平方尺寸再小一点就好了。无光驱，装光盘类软件比较麻烦。,屏幕 边框 一点 平方 尺寸 一点 光驱 光盘 软件 麻烦,neg,"[(0, 0.013105252), (1, 0.6304632), (2, 0.3041896), (3, 0.01304067), (4, 0.013048442), (5, 0.013022556), (6, 0.013130272)]",1
屏幕再大一点就好了，电池只能用6个小时，没有传说中那么夸张，充电时间太长，机子太重，用完底部很烫，170才分两个区，速度只能满足一般需要。,屏幕 一点 电池 只能 小时 夸张 充电 时间 机子 太重 底部 两个 速度 只能,neg,"[(0, 0.94255173)]",0
1、电池比较差，没有9小时，工艺不行，充电到100%还是显示充电，而不是自动停止充电。2、280的速度不行，不管是启动，还是运行，比较慢。存建3、内议标配2。4、本本散热不行。5、适配器很热,电池 小时 工艺 不行 充电 显示 充电 自动 停止 充电 速度 不行 启动 运行 比较慢 存建 议标 本本 散热 不行 适配器,neg,"[(0, 0.96093154)]",0
京东客服太差，一直打不通，因为是装的，还要自己重装，再这样下去会让很多电脑小白转向实体店的。,京东 客服 不通 重装 电脑 小白 转向 实体店,neg,"[(0, 0.015915718), (1, 0.015954731), (2, 0.015943125), (3, 0.6680741), (4, 0.015964309), (5, 0.2522079), (6, 0.0159402)]",3
装驱动比较麻烦，我还有一个未知设备识别不了，不知道怎么回事，但不影响使用,驱动 麻烦 未知 设备 识别 怎么回事 影响,neg,"[(0, 0.017916044), (1, 0.017886274), (2, 0.89263374), (3, 0.017870719), (4, 0.017904451), (5, 0.017883146), (6, 0.017905572)]",2
跑冰封王座蓝屏了，还是散热不行，经典的老游戏还是都没问题的,冰封王座 蓝屏 散热 不行 经典 游戏,neg,"[(0, 0.6340527), (1, 0.2633079), (2, 0.02059697), (3, 0.020470958), (4, 0.020478833), (5, 0.020527938), (6, 0.020564718)]",0
"①太重了.但考虑到超长待机时间,我忍了.",太重 超长 待机时间,neg,"[(0, 0.03601359), (1, 0.035807543), (2, 0.78464615), (3, 0.036040716), (4, 0.035824902), (5, 0.035841152), (6, 0.03582599)]",2
1. 屏幕有2个坏点。.................._..................,屏幕 坏点,neg,"[(0, 0.04781289), (1, 0.0476938), (2, 0.047815528), (3, 0.04766677), (4, 0.04781373), (5, 0.047724426), (6, 0.7134729)]",6
最恨，宽带连接不上，里面给我装了个2007，还要激活，不激活只能用24次，激活了也才用60天，我的天，别这么小气啊。,宽带 连接 不上 激活 激活 只能 激活 小气,neg,"[(0, 0.01591689), (1, 0.015932873), (2, 0.9045437), (3, 0.015889581), (4, 0.015898552), (5, 0.015897041), (6, 0.015921332)]",2
风扇较响，担心用了一段时间后会成噪声；游戏不爽，不过没办法；因电池原因，相对较重,风扇 担心 一段时间 后会 噪声 游戏 不爽 办法 电池 原因,neg,"[(0, 0.013065776), (1, 0.013012845), (2, 0.9218525), (3, 0.013006216), (4, 0.013009452), (5, 0.0130331805), (6, 0.013020012)]",2
就是801的无线网卡不容易找路由器搭配。,无线 网卡 路由器 搭配,neg,"[(0, 0.028597385), (1, 0.028660363), (2, 0.8282669), (3, 0.02863479), (4, 0.028590277), (5, 0.028619662), (6, 0.028630566)]",2
因为要送人，早早就买了，可是拿回来就是个硬盘坏的，又开检测报告，又退货，为了赶在周日能送朋友，只好又下单买了一台。但是第一台都送回去一周了，到现在还没告诉我能不能退。售后服务的效率啊！！,早早 回来 硬盘 检测 报告 退货 周日 朋友 只好 下单 一台 第一台 回去 一周 告诉 售后服务 效率,neg,"[(6, 0.9522507)]",6
第一次装  竟然键盘不能用 型号最后被我搞好了,第一次 键盘 型号 搞好,neg,"[(0, 0.028663708), (1, 0.028598035), (2, 0.24268186), (3, 0.028584475), (4, 0.02860536), (5, 0.028680883), (6, 0.61418575)]",6
小屏本的通病，键盘有些局促，不适合爷们使用，内胆包稍大了些，续航时间貌似只有6个小时左右，未预装，我自己下载安装的2007，系统分区太大，本人用分区魔术师将盘调整到130，其余的归盘,屏本 通病 键盘 局促 适合 爷们 内胆 大了些 续航 时间 貌似 小时 预装 下载安装 系统 分区 分区 魔术师 将盘 调整 归盘,neg,"[(6, 0.96089137)]",6
质量不算太轻；不升级版本会导致2内存只读出1；触摸板设计不够合理，建议附送鼠标；集成显卡不足以应付大部分3效果要求较高的游戏，但不能苛责。,质量 不算 升级 版本 导致 内存 读出 触摸板 设计 建议 附送 鼠标 集成显卡 不足以 应付 大部分 效果 较高 游戏 苛责,neg,"[(2, 0.9589825)]",2
体积较大，虽然是最早上网本品牌但质感较惠普等品牌还有差距，鼠标按键和快捷键很硬很难用，基本可以放弃触摸屏。,体积 较大 最早 上网 品牌 质感 惠普 品牌 差距 鼠标 按键 快捷键 很硬 难用 放弃 触摸屏,neg,"[(3, 0.535412), (6, 0.42233565)]",3
"电池只能用5个小时!摄像头在晚上基本上不能用,太暗了!除非有大灯照着自己 ,散??差",电池 只能 小时 摄像头 晚上 太暗 大灯,neg,"[(0, 0.8925137), (1, 0.017904837), (2, 0.017922636), (3, 0.01793903), (4, 0.017884662), (5, 0.0179039), (6, 0.017931264)]",0
"电池用5个小时就么了!摄像头在晚上基本上不能用,太暗了!除非有大灯照着自己!",电池 小时 就么 摄像头 晚上 太暗 大灯,neg,"[(0, 0.51765126), (1, 0.017916191), (2, 0.017930774), (3, 0.39272484), (4, 0.017905155), (5, 0.017926076), (6, 0.017945688)]",0
