景点名称,网址,用户名称,星级,评价内容,时间,赞,回应,文本
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                bluecj吉
                                ",50,西山是昆明的标志性景点。位于有高原明珠之称的滇池湖畔，因为在城西，因此都称之为西山。进我们进景区后，就乘缆车上到山顶。缆车是简易的那种。一路上几乎平行的爬坡，缓缓的上升，美丽安静的滇池呈现在眼前，天蓝蓝，水蓝蓝，到达山顶一片美景尽收眼底。接着就是步行下山了，西山台阶有点光滑，建议穿防滑的鞋子，也有点陡。步道两旁，文人墨客的墨宝很多，也有些庙宇。值得一游。,2019-01-0616:33,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Yolanda321
                                ",40,西山景区很大，龙门只是山顶一景。只安排了半天的行程，所以直达目的地，其他地方没有时间逛。西山直接购买环山大巴、龙门单索道和单电瓶，就这样也要爬一半。我们选择电瓶车上山，索道下山。山虽难爬，但一路不平整的山路，下山感觉更有难度，有些楼梯很颠簸。上到半山已经纵览电池风景，到龙门山顶天台视野独好，可不能久留。地方小，人流多，还需跟着人流往前赶。半山爬爬停停感觉也要2小时。西山脚到滇池很方便，有条大道直通，一路的海鸥自在飞翔，让人释然。,2019-01-0523:05,7,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                水晶鱼快乐
                                ",40,打卡西山风景区～据说是云南网红景点之一。去的时候是雨季，天空不做美，下雨过后景区里的台阶比较滑。坐索道上去的，原本可以看到滇池的美景，可是去的时候正巧阴天，什么都木有看到。景区里需要步行一段时间，有一些台阶需要走，腿脚不利索的不建议来呦。这个景区主要以自然风光为主，茂密的植被，徒步过程可以看见龙门，聂耳墓，各种寺庙等。,2019-01-0417:01,4,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                luoYshi
                                ",50,景色很好，主要是坐索道看风景，门票包括了大巴往返、索道和观光车单程，来到景点门口，有个地方可以逛一下，那里有很多吃的，也是古城那样的街道。坐大巴到半山腰，我们先选择坐索道上去（其实下来坐索道比较好，看风景不用回头看）坐索道的路上，旁边的女人一直叫个不停（我在旁边淡定的看着她叫）吓唬一下她还挺好玩~到了山顶就一路看风景一路下来，然后到了坐观光车的地方就坐车下来了。挺好的，风景很漂亮~赞~,2019-01-0410:20,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                吴井路第一帅
                                ",50,一次偶然的机会，外国朋友说他想去昆明最好处看看，作为缅甸人第一次来到昆明，我就带着他往西山去看看，西山作为昆明的一个独特的符号，对昆明人乃至外地人都有一份独特的向往，去到山顶俯瞰昆明，五百里滇池尽收眼低。对大自然的向往，对老一辈的智慧，又有了不一样的理解。如果有心事了，压力大了，就去走走，你会收获一个不一样的自己。,2019-01-0212:41,7,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                雪儿听音乐
                                ",50,云南闲游第六站-西山揽滇来昆明多日，来到了昆明市区海埂大坝、翠湖公园、大观楼公园、南屏步行街、官渡古镇等地方休闲赏景，也去了一日游的东川红土地和石林风景区；走着转着，忽然感觉昆明很大呀，于是请教了一下度娘，果然昆明2.1473平方公里，北京市占地面积1.68平方公里，原来昆明是北京的1.3倍呢。找到了昆明地图，对应找到了走过的地方所在区域，昆明六个区七个县；昆明市辖盘龙区、五华区（住）、西山区（大观楼、海埂大坝）、官渡区（官渡古镇）、东川区（红土地）、呈贡新区（海晏村）六个市辖区和晋宁县、富民县、嵩明县、寻甸回族彝族自治县、宜良县、石林彝族自治县、禄劝彝族苗族自治县七个县；这一看还有很多地方没有签到，那就登高望眺吧。登高远眺就想起大观楼长联中的“西翥灵仪”，这个地方就是西山，海拔2511米；同时西山还是昆明的标志性景点。进入景区，先乘坐区间车，再坐缆车，最后登上西山，置身在龙门上，微风拂面，屏气凝望，百里滇池尽收眼底；打开度娘提供的地图，站在西山区，虽不见碧波滇池对面的金马山，但可与官渡区、呈贡区隔水相望，北望五华区、富民县，南眺晋宁县；再次感悟昆明这片暖土；收心走过天生桥，又拾鲤鱼跃龙门的故事。听说西山群峰似一个美丽曲腿仰卧在滇池畔，万缕青丝垂海的睡美人，又称为“睡美人山”。传说很久以前，有一对相亲相爱的青年和少女生活在滇池岸边，青年捕鱼，少女织网，日日相守，幸福快乐，小伙子决定乘舟采花表达对恋人的爱，不幸未归，少女思念不已，日日以泪洗面，感动天地，眼泪化作了这五百里滇池，身躯化为池边山峦，长发散落在草海间，这山便称为“睡美人山”。希望哪天找到合适的角度，一睹这美人妩媚身姿。,2019-01-0114:11,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                zenobiayys
                                ",40,西山和滇池挨着，索道位置离公交车站有点远，下公交后有卖票的亭子，买了之后有车免费车送去坐索道。索道票七十只能到半山腰，下了索道要再上山需要再买门票，索道和车票，如果都加上成人一个人应该是135。第一段索道要坐挺久的，感觉还挺划算，会从整个滇池上空掠过，半山腰有个亭子，有个聂耳墓，其他就没什么了，因为我没有来得及上山，就没有山上的图片了，听说从进门到出门一个半小时。,2019-01-0107:22,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                评审团董事
                                ",50,西山山坐落在滇池的西岸，又称碧鸡山，元代为“滇南八景”之首，明代居“云南四大名山”之冠，“滇阳六景”中被誉为“碧鸡秋色”；清代“昆明八景”中“滇池夜月”即滇池西山夜月；而在当代又是“昆明十六景”之“睡美人山，龙门飞峙”。西山森林茂密，花草繁盛，清幽秀美，景致极佳，在古代就有“滇中第一佳境”之誉，从昆明城东南一眺望，宛如一位美女卧在滇池两岸，她的头、胸、腹、腿部历历在目，青丝飘洒在滇池的波光浪影之中，显得丰姿绰约，妩媚动人，所以又叫睡美人。位于西山的最高峰—-太华山的山腰，太华寺始建于元代，由天王殿、大雄宝殿、缥缈楼、一碧万顷阁、水榭长廊及南北厢房组成。寺院周围修竹茂密，古极成林。,2018-12-3100:49,11,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                又困又饿还懒
                                ",40,总体游览感官很好，值得一去。体力好的可以爬上去，体力不好的可以直接坐车到坐缆车上龙门的门口。一路上都有很多人，不管坐车还是走路。景点综合性强，有多种景色。上龙门要避开期末考试，高考或其它重要考试之前，不然人太多了，上不去。,2018-12-3021:25,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                wawaqq1203
                                ",50,滇池全貌都可以看得到我胆子有点小搭乘索道怕怕的爬山对我也是挑战但愿鲤鱼跃龙门🐠😘😘,2018-12-2819:34,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Leona不吃撑
                                ",50,本来觉得昆明没什么好玩的，朋友推荐了西山。搭乘缆车到了山顶，有一小段路要自己走，没想到山顶修的小路还挺有趣的，上上下下的石阶，穿过几个石洞，可以俯瞰昆明市区和滇池。穿出一个山洞豁然开朗的感觉。也有几处宗教景点。缆车和观光车挺便利的～山顶一小段路三四十分钟，正好。,2018-12-2720:24,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                清风_138551
                                ",50,风景好广阔给人舒心的感觉-太美了西山离市区大概20公里左右，关于西山，套用一句古人的话来赞美一下：“苍崖万丈，绿水千寻，月印澄波，云横绝顶，滇中一佳境也。西山脚下就是滇池，在滇池可以坐缆车直接上来西山，又可以体验一下高空滑行的感觉又免去了登山的辛苦~~~,2018-12-2716:27,,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                点小评4974883206
                                ",50,挺不错的，大巴，索道，旅游观光车，把路途缩短一半。景色也很美，索道上看滇池，天气晴朗，岁月静好的感觉。,2018-12-2414:20,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                叁圆同学
                                ",40,昆明市的名山名景点地铁三号线修好以后超级方便很快就能到达，周末不要门票、呼吸新鲜空气、锻炼身体的好去处全程基本都是柏油路比较好走！比较烦躁的是往来的旅游大巴，太吵了速度又很快，经过身边会有点害怕,2018-12-2313:19,5,4,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                澜
                                ",40,🌹🌹🌹陪着爸爸妈妈一起来到了西山森林公园，之前每个星期都会来，因为工作比较忙，所以忽略了对家人的陪伴，虽然这样，但是爸爸妈妈一样，没有任何的怨言。🙆🙆🙆老爸老妈可开心了，两人说着笑着走在山间小路里，回忆着他们曾经很多年以前的美好记忆。,2018-12-2310:58,11,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                xm5518
                                ",50,在西山上可以看滇池全貌，出太阳的时候更美,2018-12-2214:08,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小十月妈咪
                                ",50,由于飞机晚点✈️到了酒店睡到下午两点出发的，太晚了，就舍弃了民族村。我们在停车场🅿坐的摆渡大巴，停在景区门口，然后吃了个饭才进去，进去之后就乘坐缆车，大概20多分钟，凭门票免费领两个讲解仪，一路走一路听，每一个景点都讲的非常认真，台阶有点陡，走时候要注意。到了龙门，往下看，蓝天白云滇池美得不像话，感谢大自然的鬼斧神工。娃走累了，她爹入乡随俗，背起了娃。大概逛了两个多个小时，司机一直在停车场等着，哦不对，是阿鹏哥，人很好，会提醒时间，再晚了就看不了海鸥了。其实要是不带孩子，应该逛4个小时没问题，会更有意思。,2018-12-2113:32,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                hanson619
                                ",50,一直对登西山观滇池久久不能忘记，索性用文字记录下来。乘坐地铁3线终点站出站即可到达售票和乘坐大巴始发站，爱运动爱徒步，于是选择了自己最适合的方式用脚步丈量西山，置身在天然氧吧之中，美哉！快哉！满眼的绿色，满眼的秀水，行走在山林道，一侧是碧绿滇池水，一次是千姿百态的古木，脚步也顿觉轻快！龙门摩崖石刻，古人大家在此提笔留言，记录下当时游览至此的感叹，美景天城尽收眼底！登顶凌虚阁放眼望去，碧波荡漾云海悠悠，轻风拂面凉风习习，不由得赞叹山水大美！,2018-12-2007:25,7,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                一切都是*我以为*
                                ",50,风景很漂亮，坐缆车上，一路走下来可以看见滇池的全貌，在顶上还可以见到昆明城，很美呀，山顶风大，但不冷，有许多的寺庙，龙门就是一个门，拍照的人很多，来旅游的人比较多，当地人少，虽然门票费贵，但算算也差不多，观光车在加上缆车，门票也就是了，山前有一条街是卖小吃的，紧挨着地铁站，挺不错的，值得推荐。,2018-12-1922:14,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小豆丁
                                ",40,从海埂公园走到滇池索道，被告知索道检修要12月22日才检修完毕。但是景区工作人员很负责把我们拉到了西山风景游客中心。坐地铁3号线过来是最为方便的。3号线终点就是西山。买了90元的套票。包含了上山往返大巴，索道，电瓶车及龙门景区门票。☞可以提前在大众点评上买，只要75元。用了两个小时左右时间欣赏了西山龙门美景。特别喜欢坐索道俯瞰滇池风景。非常的美丽。建议先坐电瓶车去爬山然后坐索道下来，往下的索道是靠滇池的。视野非常好。,2018-12-2319:15,31,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                高原雄鹰
                                ",50,昆明西山是一个峰峦起伏、林木苍翠、景色秀丽的天然公园。茂密的森林植被，常年郁郁葱葱，古道、殿宇掩映于茂林修竹之中，有“滇中第一佳景”之美誉。登西山观滇池，烟波浩渺，令人心旷神怡，带给人无穷遐想。空气清新，古树参天，景点较多，无论你走到西山的那一个角落、平台，都会感受到大自然神奇之美、博大之美。,2018-12-1814:12,3,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                理想
                                ",50,第一次去西山的时候，是跟我朋友一起去的，那时候对路线不熟，不知道可以做大巴上去，我们就从西山脚下走到西山顶上，楼梯都走怕。我们那次去西山就为了到龙门，听他们说到过龙门的人，一生都会好运。站在西山山顶，看风景超级美，很壮观，值得一去的地方,2018-12-1810:21,7,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                简小爱的食享记
                                ",40,到昆明第一天，前天晚上很晚到，第二天早上睡个好觉，直接去茶马花街吃东西，然后直接坐大巴上西山，在大众点评上买了联票，比较方便，直接二维码扫描就可以上车进景区，山不是很高，车开到索道出，直接坐索道上去，镂空的索道还是有点吓人，坐一会就好了！然后直接走，一路有不少景点，会有电子讲解介绍，然后坐电瓶车下来，再大巴回到山脚！交通挺方便的，🈶️地铁🚇3号线直接到的，回酒店就直接坐地铁了！山上览昆明风景很漂亮！,2018-12-1421:28,4,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                打酱油的熊
                                ",30,坐索道上去之后就是西山，但西山其实只在半腰，还要再换另一家人家的索道才能上到最顶层，这地方还是蛮会赚钱的。西山的风景，大多数都在索道上能看完，真到了山上反而没什么看点。像是博物馆和咖啡店什么的，也全部额外收钱，但品质看上去还是不错的，如果有时间的话可以试一试。,2018-12-1414:38,12,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                蠢动动
                                ",40,这是十一云南游的第一站，大名鼎鼎的滇池紧挨着西山风景区。虽然天气没有那么蓝天白云，但阳光下墨绿色的滇池不得不是在用事实说明，这里污染的很彻底。西山索道很伟大，从滇池边向上，横跨滇池与公路，倾斜度最厉害的地方几乎是45°上升，看着山上的花草树木心中很是佩服。下了缆车，就又得买票才能进入真正的风景区，否则索道就白坐了这个是之前没有人提示的。而且最郁闷的是当时只收现金，没有手机支付这种操作……幸好兜里现金将将够用从全包式车厢换成了简易敞篷车，我们一路又坐到景区顶峰，然后一路下山走来，各式各样有明目的景点全是人工雕凿，有点牵强。但在山上看滇池，景色又有另一种味道，所以妥妥四星吧。,2018-12-1323:32,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                魚mint
                                ",50,没有想到在昆明滇池边上这个西山风景名胜区能这么好玩真真没想到首先有水的地方就活了滇池那么大海鸥那么多天气那么好简直美死了其次这里的缆车简直太赞了建议来的人一定别省钱要坐全套缆车太值得了况且缆车一点也不贵最后天气好的时候一定慢慢赏玩慢慢爬这就是属于云南的慢时光,2018-12-1317:02,4,4,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                徐小俠
                                ",50,是一个峰峦起伏、林木苍翠、白鸟争鸣、景色秀丽的森林公园。茂密的森林植被，常年郁郁葱葱，华亭寺、太华寺、三清阁等古刹殿宇楼阁掩映于茂林修竹深处。海拔2350米，级别AAAA级，位置云南省昆明市西郊滇池畔，适宜游玩季节3-10月，春夏秋最佳，开放时间08:00~18:30，门票价格40元，建议游玩时长3-4小时。,2018-12-1300:41,10,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                阳光宋
                                ",50,很值得一去，是昆明少有几个景点值得去排行榜里前三的景点。在昆明报的一日游，早上到火车站附近的车站集合，再大巴一路过去，导游是少数名族的一个小姑娘，讲话还有点小幽默，就是去的时候衣服穿少了，有点冷飕飕的，推荐大家去！,2018-12-1211:33,10,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                jtwgml
                                ",50,风景很不错，门票包含大巴车+电瓶车+缆车，看风景还是不错的。进入领取有发电子导游，走到哪里自动播报景点介绍，这个很棒。,2018-12-1119:20,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                yaya0103_2001
                                ",50,其实行程还蛮轻松的，先做了景区内的小巴一路弯绕的来到半山腰，换没有门窗的索道一边欣赏美景一边内心惶恐的继续向上，索道时间还是有点长的，上山路线湖景什么的在靠左手边和后方。天冷时多穿衣服否则蛮冻的。然后到达后开始爬山，好在都是下山的台阶还比较省力。到龙门算风景亮点，入龙腹穿行看美景拍拍照片。然后就回到坐小巴的地方了。风景尚可，主要不累，下山到站离地铁也很近，还蛮方便的,2018-12-1110:44,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                屠龙记
                                ",40,西山公园是每个昆明游客的必去之地，不论是昆明本地还是慕名而来的游客，作为昆明市重点旅游景点，西山公园每日都有游客上山，特别是每个周末，更是人山人海。2017年国庆前后随着地铁3号线的开通，以及茶马花街的开业，西山公园更是游客集集之地。,2018-12-1019:26,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                双mian人
                                ",50,🐟转发本评论可以鲤鱼跃龙门🐟哈哈哈哈～开玩笑的～因为看见鲤鱼跃龙门，就想起来“少小不努力，老大没完没了转锦鲤登上西山，真的可以“一览众滇小”！如果是单纯来爬山🧗‍♂️、是不需要什么门票的～但是里面有独立景点，和一些寺庙殿宇名门古刹～这里的森林覆盖率高，所以空气好，天然氧吧，从雾霾的城市飞过来，小心“醉氧”,2018-12-1007:08,27,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                精辟
                                ",50,唐·王勃《滕王阁序》层峦耸翠，上出重霄，飞阁流丹，下临无地。范仲淹《岳阳楼记》长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极！,2018-12-0913:22,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                wawa_wa
                                ",50,提前一天在大众点评买的联票。包括车和索道。索道是镂空的。刚开始有点怕怕的，不过景色真的很棒，一个难得的体验，非常推荐乘坐。整个索道大概20分钟可以到达龙门景区门口。然后这时候有两个岔道，一边继续爬是个大观景台，可以远眺昆明全景和滇池。非常漂亮。,2018-12-0706:52,5,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                lonelyzeus
                                ",50,昆明西山风景名胜区，虽然是4a级的景区，但是却值得给五颗星。滇池和西山的索道是非常棒的，号称是国内唯一的一条既有水又山的索道。西山有龙门，登龙门，可以一览滇池风光远远的望去。西山就像一个侧卧的仙女，甚美,2018-12-0422:22,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                congsrx
                                ",50,景色不错哦，只是雾气大，看滇池的水很朦胧。,2018-12-0408:04,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                胡萝北
                                ",50,西山是昆明必玩景点之一，大家提到西山，肯定是要连着日出的。因为西山的海拔很高，在西山上可以看到整个昆明，所以不仅可以看到日出，还可以看到日出前昆明夜晚的风光。一般都是前一天在西山附近住下，然后凌晨五点钟左右起床，登上西山，等待日出。我建议大家要提前看好天气预报，不然等待你的不是☀，而是☁，就像我们一样。,2018-12-0210:04,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小囧妹的麻麻
                                ",30,之前每次去都是在海埂大坝坐索道上去，这次开车去的，结果在停车场就有村民来说可以带上山，不然要走很久，我们就一脸懵的叫她带上山了。结果！是去到山顶，南门的！而且修路，还要步行半个小时才能到南门！我到底是为了什么！然后选择了一家农家乐之类的住宿，打算第二天早上去看日出，80一个人包吃住，条件就和一般旅社差不多吧，吃得也还蛮简单。重点是第二天也没起得来反正就是不是小年轻还不是不要去南门了，说什么不要门票，也不过是等别人下班时间进去景区。我爹倒是去了，说下山比上山还累，没有门票还不能去龙门！门票就30！真的也是不知道是为了什么,2018-12-0121:26,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                肉肉哒大肉肉
                                ",40,昆明西山风景名胜区，位于昆明市西郊区，如果来昆明玩你一定要爬西山了，而龙门也是一定要去的。龙门是在西山的悬崖峭壁上开凿的半开发的山洞，在凸起的石头上，修建的门，上写有龙门二字，有一登龙门的好寓意…这里也是俯瞰滇池和昆明市的最好的地方，我们去的那天天有些阴，景色稍差了些…,2018-12-0100:06,8,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                阿杰
                                ",40,西山景区，确实不错，又能爬山，又能坐车，又能坐缆车。地铁坐到西山公园下，然后在门口可以买票，92一个人，30门票，25缆车，25观光车大巴来回，10块是景区游览车，2块是保险。龙门景区有讲解，但是一般般。还有让你消费的一个地方，不要消费就好了。,2018-11-3000:01,2,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                乐天派8326
                                ",50,景区非常大，一定要做大巴，从大巴出发点走到景区门口非常远。除非巨能走的人，不然不到门口就走瘫了。有志愿者会介绍游玩路线和不同组合套餐购买。我膝盖不好，就买了单程大巴-观光车、缆车，下山后又坐了穿越滇池的缆车。觉得最值的是上山缆车，很长的路程，天气和风景都很好。是老式开放式的缆车，恐高和儿童慎选。,2018-11-2922:30,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                lml1991
                                ",30,蓝天白云晴空万里除了累跟晒坐这个缆车🚡心情稍微好点.开车到猫猫箐那里以为已经到了山一半停车下来朋友说这才刚开始.顺着路走才是买票的地方，门票顺带缆车跟电瓶车票一起买了就开始走往下还行就是上好累台阶也多得亏人不是特别多.安慰自己走走停停看会风景小庙宇楼阁山上走几步都是一景感觉适合中老年人来休闲.坐缆车到顶上可以看见滇池的跟昆明的全貌,2018-11-2914:08,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                蓝雪_5608
                                ",30,风景优美，可惜厕所特别脏！管理太差,2018-11-2911:10,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                咣duangduang
                                ",50,【咣景点】坐地铁直接到西山公园站出来，基本就到了摆渡车起始站了，想坐到龙门景区门口车费12.5，车间隔很短。不过大多数人选择走路上去，快走且不走岔路40多分钟就到了，全程上坡，注意控制好自己的体能。到龙门景区门口，门票30必买，上山索道25，这个说明一下，龙门这个景点上下山只有一条道，如果不想走重复的路建议索道上山走路下山，全程如果走预计多花20-30分钟（这里减去了索道的相对时间），索道很慢的，赏滇池风景相当不错。龙门景区玩过之后回到售票门口处，在旁边指示牌能看到前往海埂公园的索道。从地铁出来到下龙门风景区整体3个小时左右，基本没有驻留拍照。要玩就早点去，第一人少，第二西山龙门玩过之后直接做索道下到海埂公园、民族村，继续游玩。,2018-11-2817:32,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                仙贝
                                ",50,西山哈哈哈这个地方简直记忆太深刻了，景区风景挺好的，主要是一起去的人吧，几年来去过很多次，有部门里的人一起，也有宿舍，也有社团，，，，反正很多！每次都想去看日出，但是两次专门看日出都是阴天呀。希望下次自己有机会可以看到美丽的日出！,2018-11-2810:29,1,4,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                sunny_麦太太
                                ",50,云南昆明西山坐落在滇池的西岸，又称碧鸡山，元代为“滇南八景”之首。风景区是一个峰峦起伏、林木苍翠、白鸟争鸣、景色秀丽的森林公园。茂密的森林植被，常年郁郁葱葱，华亭寺、太华寺、三清阁等古刹殿宇楼阁掩映于茂林修竹深处。3号线地铁可直达景点，如果是网络买的票出了地铁站下楼梯正直在大巴车等候区验票上车，无需换领纸质票，进景区也是验电子凭证。缆车是老式的座椅式的，晒晒太阳非常舒服。山上的公厕是男女共用的，感觉很科学。龙门景区有免费的语音导游设备，进门领取出门交回，非常人性化。,2018-11-2718:40,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                暮
                                ",30,什么都是收费，再也找不到儿时的回忆,2018-11-2613:15,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                多吃年糕长高高
                                ",50,💓昆明必玩榜——西山💓打卡昆明的著名旅游景点——西山风景名胜区💫。点评上团购了门票🎫，75元/人，包含来回的大巴车和一次索道一次电瓶车。具体是这样的，先做大巴车上山到中心广场，然后从中心广场可以做索道或者电瓶再上山，这里推荐做索道上去。索道很漫长，一路上风景超好，整个滇池尽收眼底💦。上山了之后可以一路往下走参观各种景点，比如太华寺、三清阁之类的，然后会看到做下山电瓶车的地方在到中心广场，然后就可以做大巴车下山了。想体验爬山的可以先做电瓶，但是别直接从山脚下开始爬，会累死你的，不太可能能上到顶，上到顶也回不来了。山脚下还有茶马花街，很热闹的一条小吃街，山上吃的不多，但风景真的很惊艳✨。,2020-01-2221:29,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                百事kele
                                ",50,从滇池到西山的索道有点陡峭，但是西山的索道真的十分推荐一下，西山上面的索道单独收费，建议先做小巴车上去，然后爬到山顶再坐索道下去，索道全程大概17分钟左右。西山上面的路真的太陡峭了，很多时候并排同行两个人都很困难，但是天晴的时候是看滇池的好地方。,2018-11-2101:11,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                NicoleS格格
                                ",50,建议天晴的时候去哦去了西山一定要到龙门上面可以看到整个滇池非常的美在西山里面就有开放式的缆车真赞的风景也不错但是恐高的朋友就算了游西山有几条线路一定要选好不要想我们一样从民族村那边上（买了来回的缆车票）一会儿还得从这里下来温馨提示:17:30之后缆车就关了所以一定要有计划的玩⊙∀⊙！,2018-11-1915:55,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                从少年到萌爸y
                                ",50,风景很好价格不高合适游玩良心景点,2018-11-1902:27,1,,下一页
