content,fenci
如果大多数人对竞技体育的认知还停留在胜者为王的那个时期，可能依然只是会对类似举重，射击，柔道，这样市场化较低的项目有用，也确实需要这样的人才为国争光。但是对于像篮排足这样市场化较高的项目，我觉得首先应该引导群众去享受体育带来的快乐和健康，这样才能广泛的培养群众基础，而不是一定要踢出什么好成绩，证明一个城市或者一个国家的地位。因为我们本来经济底子就薄，太过注重一个项目的成绩反而会导致这个项目畸形发展。比如足球运动员的水平和收入远远不成正比，就是因为大家太想让国家队踢好，太过于关注运动之外的各种效应了。其实就算届届世界杯当看客，哪怕足球连越南缅甸都打不过，就一个运动而已，中国还不是发展到这么强大了，压根没必太在乎这个项目这些人，把他们捧到一个他们压根承担的地位更是没必要。多些人踢球，多些人看球，多些人讨论足球，先享受快乐与激情，过个二三十年再慢慢提高国家队成绩。亚洲从来都不是足球的乐土，这个和饮食习惯，人种的肌肉特征，经济就业形势有太多关系，何必那么拼，没准哪天大家都看开了，躺平了，反而成绩还能上去了。就像一个孩子学习不好，你可能越是请补习老师越没用。还不如告诉这个孩子，咱俩就这社会背景经济能力，你学的好就学，学不好就进厂打螺丝也饿不死，反正你爹我也尽力了，学不学你自己掂量着。没准他还能真发自内心冲一冲。,较低 确实 较高 快乐 健康 强大 快乐
别吹了，只要能产生利益就不可能纯粹。比如这段时间天天能看到村超打脸足协的新闻，没资本推手能做到吗确实村超的资本和中超的不太一样，但是负责开发场地的地产商工程队，卖体育用品的连锁店等等，村超一样后面是有资本推手的。也就只有某些人真的就以为就真的纯粹,确实
大家都在说村超是人民群众的运动，足球要回到大众。可是存超的支持者大多目光只局限于贵州，忽视了自己当地的足球。张口闭口谈“人民群众的足球”，这些人有没有付费支持过自己家乡球队的比赛有多少人与周围的邻居朋友去踢一场球很多人对村超的支持仅仅停留在打几个字上，甚至连看一场完整的村超比赛直播都做不到。,完整
2，群众自己掏钱踢球。这点也比较难，现在城市里的足球场价格比较贵，城市工作学习又比较忙，快节奏生活下凑齐10人以上踢球的机会很少。,凑齐
垃圾吧倒吧，足球基础雄厚个篮子,雄厚
校园体育，我们的校园体育，跑操体育课自由活动动不动就取消 如何培养集体意识，团结意识，体育比赛就是最好的办法，不要从凌晨到半夜除了盯着课本就没别的了，多举办一些比赛，让学生体验到体育竞争，团结，向上，课余活动时间长一些，操场篮球场放开玩。体育课进行体育训练，分类教学比赛。参考美国，在学校进行体育比赛并不一定以后就要干这一行，长大后回想校园球队经历，也是难忘的经历，而不是只记得吃饭时候也在看课本小纸条。,自由 团结 团结
看个热闹就行了，已经开盘了，有些人还一直尬吹，踢得简直看不下去。,热闹
赌狗这东西，真的是丧尽天良，你能想到的一切和竞技，运气沾边的东西都能赌，小到各种游戏比赛，大道风靡全球的体育竞技。甚至还有赌别人赌的中不中，更恶心的还有赌人能活多久（真实的的，在台湾之前有赌那些老人，绝症患者，能活多久的，想让活的久，就硬吊，嘘寒问暖，走的快就搞点恶心的，劝子女放弃治疗什么的），简直是出生，出生都不如，呸。,风靡
而且  一个村超就让你觉得中国有土壤了土壤是个很复杂的问题  但对于大众 很简单 你问问自己 如果有孩子了愿意让他去从小学习踢足球往国足里使劲儿使一辈子吗如果你愿意 那你觉又有多少家长愿意,简单
1.据说有人发图片，这场友谊赛也有盘。开盘不代表被控制，但是如果你本身不纯粹了，就是苍蝇不叮无缝蛋。我现在问你，村超还纯粹吗这次是为了人情，下次呢2.什么叫足球精神，就是全力以赴才是对对手最大的尊重。3.你打得这么假，对得起千里来看球的球迷吗对得起网上几千万的观看者吗,尊重
纯粹 笑了 没有资本像捧网红明星那样捧炒 贵州村超能火起来 有成天批判足协的时间 不如多做有关青训的视频 让那些成天叫唤国足海参的人看看 别让他们的人生那么无聊,无聊
你最后那句话让我很不舒服，那种垃圾机构还有存在的必要吗为什么要让它们来把握我认为足球运动的管理早就该体系革新了。,舒服
流量密码：纯粹。 很多美好的东西都是被你们吹起来的，之前的丁真，是你们捧起来的，现在把他摔下来的也是你们。,美好
村超说明我们不缺爱球的人，缺的是国家大力投入的球馆被搞成400一小时（不算教练）。以前是没方向查（运营情况资料都是足协给的），现在可以从村超去看足协的猫腻了：场馆把广大群众拦在了球场之外。,不缺
不要用你的爱好和天赋，来挑战我的饭碗,爱好
疫情过后，最火的一件事,最火
踢球就是为了快乐,快乐
以后村超打世界杯，最差亚洲杯出线机率高,最差
希望不是下一个淄博烧烤，现在国内干啥都是，前期多暴热后面就多报凉，而且村超就算一直运营他们，最后也要面对一个问题就是职业化不然，你玩的在开心也也没用，无论我们做什么足球最后得目的是要提升国足水平，而且以咱们人得特点，一点火了就会有投机得人想要悄悄混入其中趁机敛财，发展越大越难管足协也是这么一步步堕落得，所以还是平静看待村超发展吧，希望能走出新路，而不是昙花一现,平静
孙继海当时的采访我看了完整的，我不觉得他的回答有问题,完整
好啊，看看这些热爱的人做着自己热爱的事，我寻思体育运动就应该是从热爱驱动的，希望以后不仅有村超，还有社超，小区超。,热爱 热爱 热爱
村超火了是好事，很多孩子可能会因此喜欢上足球。我希望各位不是足球迷的路人，骂国足可以，他们该骂。但不要把任何跟足球有关的东西都扯到骂国足上。村超火了你们说国足不如他们，说高手在民间，这些言论除了吸引一些路人给你点个赞一起骂国足除此之外没有任何意义。国足踢的不好确实该骂，但如果社会主流言论毫无底线的贬低侮辱国足，甚至用自己错误的认知评价国足，那只会让更多的人对中国足球嗤之以鼻。一个对足球如此极端的社会是孕育不出良好的足球环境的。现在很多年轻人本来就不愿意出门了，他们更乐意在网络中需求快乐，想想他们了解足球的时候看到无数的漫骂，他们还会去接触足球吗。一个国家的足球需要社会的支持，只有家长愿意带孩子去看球去踢球，我们才能发现自己的梅西和罗。,确实 快乐
这种模式挺好的，不要被资本绑架，媒体也不要过度宣传，就让他们这样自由的成长就行了，监督他们的主要是不要最后成为赌博赛场就行了。,自由
我觉得什么成绩什么中国已经不重要了 重要的是人民高兴爱好,爱好
如果资本喜欢插手践踏别人的爱好 把别人爱好当赚钱工具  那我们也可以把资本当工具  要的时候再拿起来  不需要的时候丢一边去  不带资本玩,爱好 爱好
看看大部分职业球员的身份背景，你觉得他们是来踢球的不是来拿钱走过场的会踢，踢得好的能进职业你们太幼稚了，这么高的收入会给别人别人能有这么好的待遇,幼稚
麻烦吧我们去掉，那个是足鞋的足球。村超才是我们的足球。,麻烦
纯粹你奶奶个狗腿，早就是真服捞钱的工具了,真服
讲道理土壤我这一代人是最能亲身经历的，我初中那会学校里几个学弟也想踢球那会正好是国足第一次出线后的余波 那时候是真的带火了，结果呢 稍微正规一点的球场基本都不开放 都是等着教育局来检查的不能踢球，久而久之他们也就不踢了，到我们工作现在还在踢的都是我们这帮老家伙，花钱包的小球场 几个工友老哥 和各自的朋友，我是看到来踢球的年轻人越来越少，到后来球场被拆改建篮球馆，在0771的朋友应该都知道我说的是哪。我是亲历我们最后一支乙级队的闭幕战，眼见能踢球的球场是越来越少 那会我们这种线小城市 是真的一点土壤都没有。现在不知道高中 大学的球场有没有对普通人，或者说对普通学生开放，有知道的兄弟可以告诉我,正好 正规
开盘就不纯粹吗来自一二线省份的，是不清楚我们贵州到底多穷，最值钱的除了桥梁隧道高速就没了，我们整体教育水平也不高，天天吃酒打牌不种田的都有，开个盘不很正常吗开盘至少还不犯法，赌博犯法吧但我们贵州有因为这事出过大乱子吗（从公务员到农民都喜欢打牌，几千元级别的数不胜数）在村超和村爆火的后面，请你们记住，我们这里是贵州，按你们的说法就是乡巴佬，就是蛮夷，别指望个个都和模范发达城市市民似的，开盘这种事在许多老乡眼里啥都不算。有些人说开盘就不纯粹了，那高中考上清北发钱不也不纯粹吗体彩不也一样吗不过让我欣慰的一点是，遵义为了创文要求司机礼让行人，现在虽然创文已过，但遵义马路上的斑马线你基本可以随便走，司机几十米开外就刹车了，让你先过，尤其是公交和出租车，你还在这边车道呢人家已经在对面停下了，让你都不好意思慢悠悠地走。,不好意思
这么火 但是却找不到一场完整的比赛,完整
国青20和村超样优秀，都给表扬,优秀
除非整个推到重建，另起门户，不然我不相信足邪,重建
我看成了没有任何杂碎哈哈哈哈,杂碎
这里的足球是爱好,爱好
快乐就完了,快乐
纯粹的本质，也抵不过时间的前进，也抵挡不住，人心中的贪婪。,贪婪
我们八零后小时候体育课从小学到高中，后半节课基本都是男生踢球，女生自由活动。现在呢，体育课都被占用，体育老师是全学校抵抗力最差的老师，三天两头闹病,自由 最差
确实 但凡中超有这等纯粹我真的乐意拿出看世界杯那样的热情去看,确实
其实我看成了“村超纯粹，没有杂碎”,杂碎
只要有盘，管他谁开的都不纯粹，知道假赛最多的一种是啥吗，就是球员自己也买,最多
坐等掺杂的一天，我从没见过接触资本后还能保持纯洁的东西。,纯洁
看到弹幕说村超现在也有盘口，我就知道村超也快不纯粹了。我宁愿这个村超默默无闻，永远不被世人所知，也不想看到它由于过于博眼球过于火爆而迟早被金钱腐蚀而变质。,火爆
踢足球，你不卖八套房是踢不起球的，这就是海参队的厉害之处,厉害
球鞋:虽然我很烂，但是我贪啊不可以白嫖，点赞、投币、转发、关注我都要,很烂
村超很纯真，有一种野性的美。,纯真
很简单，各行各业都一样，没有竞争，就不思进取，多来点联赛，让国足卷起来就行了,简单
你这说得不是专业足球，民间还是不少热爱足球的人，专业专业，不专业怎么骗钱呀，业余的哪来钱，你没钱都不配专业,热爱
孩子可以全身心关注训练和比赛，可是父母没办法不关注孩子的未来啊父母看着球场外的黑暗、腐败、低迷、各种拆台以及各种推诿、抹黑，就这样的环境但凡能拒绝肯定拒绝选择足球啊，就像拒绝孩子去学习机的维修技术一样，搞笑，却又笑不出来……,腐败
不要提中超，多晦气呸,晦气
肯定开盘，但不一定会怎么样，影响应该会有但问题不大。毕竟，村超再牛，也不如好控制的某超来钱快。还有，村超开盘肯定不如某超顺手，毕竟某超是为了赚钱，所以都很积极配合，除了某次业余踢爆了专业，逼得身后的大佬亲自下场:要么加入，要么走。然后，那支队伍的灵魂们都走了，反正我有工作，又不是指着这吃饭我就是玩儿玩儿。很简单，那支球队不可控，盘都崩了。村超本来就是爱好者们发起的，现在火是因为真，大家吃假的吃够了，难得吃会真。谁要是动了流量密码的歪脑筋，村超基本上凉。别看有人背书，那不过是争斗。村超存在又不是一天两天，为什么突然爆火，还不是引流乖们嗅到了商机。至于大佬跳出来背书村超，具体是争斗还是出于保护，我们还是祈祷他是保护，保护住足球那应有的魅力，保护住中国足球那最后一抹绿。,简单
老范你怎么又不尊重权利了,尊重
我自己踢球，水平很差，但我是真的在享受在场上的每一秒，不用考虑赢了会有什么后果，输了又怎样。水平都是相对的，足球需要快乐。村超球员踢的比范志毅当年更开心，这就够了,快乐
村超好，就好好的看。好好宣传。别搞对立，一样东西好起来不容易。但破坏很简单。打脸，打谁的脸谁被打脸不还手,简单
乒乓球厉害不纯粹吗几十年前就开始打假球了，打假球跟水平没啥关系。,厉害
额，说一句，我也是从小看球，原因每次找的都不一样，但这次找到了足协上，或者说是管理上，确实是对的。不能指望清末的高层指挥打仗，水平比微操大师还差。我记得世界杯上，日本更衣室里好像，我们军队的民主集中制，大家都畅所欲言。我们这里，不好说。其实一个国家软实力很重要。不是不重视，是财帛动人心呀我们少了信念，所以狠劲比不过朝韩。也少了恒心，基础比不过日本。太多话，都说不完了以后再也不想看球了，怕抑郁。国家队不能总输的，没点脾气。要对的起胸口国旗代表的人民。,确实 狠劲 抑郁
感觉如此火爆久而久之就会有庞大的资本介入了,火爆 庞大
只要有资本沾染，就没法干净。希望村超这类民间活动能保持纯净。,干净 纯净
所有阴谋村超的都是狗篮子喜欢足球的中国人少要是自己的国家球员争气，我需要喜欢国外球员。我就是狭隘的民族主义，但是中国男足让我狭隘不起来。我一直在质疑，国家为什么能容忍这么烂的事情发生在这片土地上，我的民族主义让我保持着质疑，保持着看透真相还一直保持质疑。所以我是迂腐的，但是真的需要革命吗如苏联一样轰然倒塌,狭隘 狭隘 容忍
你要是球员，心里明镜一样，这场球进几个或输几个双方都谈好了已经，对吧，都是生意，你干嘛费劲的跑,费劲
越有好的土壤，越有庞大的基础人群，隐藏的利益潜力就越大，就越干净不了。,庞大 干净
放心吧，干净不了多久,干净
"我现在有点理解为什么有""国足粉""，这帮人根本就不热爱足球，就是为了赌，就是""利益相关""。",热爱
已经开盘喽，疯狂下注,疯狂
17输了，那个祥子高位而坐，中国足球除了假赌球，招嫖，还跟这些不专业的，滥竽充数，庸俗人坐着那些高位有关，吃喝好，领着高工资，输了也无所谓，他们有一个特点：乘，听话，马屁能拍到马屁股上。,庸俗
这玩意就相当于公务员，工资福利保障啥都有了，就难免有各种杂碎们拼命想托关系进去。踢球我来享福的，你跟我说踢球,杂碎
你都不热爱足球，怎么能带领好这个业务呢。所以说，中国足协，你得先热爱足球，才能出成绩。,热爱 热爱
村超就是全民足球很好的方式,很好
只有纯粹没有杂碎,杂碎
村超有些像 日本棒球体系里的甲子园，当然日本高中棒球体系比这正规多了，但是这村超确实有点那个意思，很纯粹。,正规 确实
纯粹说的简单，但是不改变体制是没办法把村超复刻的。再说一个村超的土壤虽然好，但是。。。。。。年龄。。。。。。是不是太大了点啊,简单 复刻
可别断章取义呀，孙继海当年说的那个话可不是你这么理解的，孙继海当时是暗讽小球员想要晋升职业化的路径不干净，而且中国足坛的环境不好，并且当时中国家长的传统教育理念根深蒂固，家长肯定不会轻易把孩子的未来赌在这个不成熟的项目上，成了还好，能赚点钱，如果不成，未来孩子除了踢球以外啥都不会，耽误事，所以才会有他这么一句：如果你是家长，你会把孩子送去踢球吗,干净 轻易 成熟
其实，孙继海也是为数不多敢说真话的足球人，请不要曲解可他的言外之意，起码我觉着他比那些三观不正，五官凑不齐的畜生强太多了，例如某青训营的董某这一类的，有事没事出来凑个热闹，发点反骨言论，以证明他的存在,热闹
这是个村比我们县都繁华多了,繁华
看了一下确实没有关注你，要不然立刻取关。前面说的没毛病，后面就开始乱喷了，弹幕还都是支持你的，无语，纯是蹭热度，误导，村超土壤好不好先不论，但还是太小了，真正参与到足球这项运动的人太少了,确实
国足输球总结三点：草坪太软 草坪太硬，草坪不软不硬,太软 不软 不硬
无聊,无聊
首先不论在哪个地方培养孩子踢球都是需要花钱的，一旦培养不出来孩子的时间、家庭的金钱都浪费了，你说他要是二十多岁出来找工作，结果一看高中文凭，问你会什么，你说你会踢足球，请问他能找到什么工作呢在中国凭兴趣爱好是养不活自己的,兴趣爱好 不活
这才是中国的足球纯粹的干净的足球,干净
球员不给教练塞红包，连大名单都进不去，这环境下谁还让孩子踢球啊,连大
中国的足球死了，可球迷还在。不是他们不爱中国足球，是不能爱中国足球了。村超说明，他们是有多么热爱足球,热爱
没脸有啥好怕的,好怕
我觉得孙继海说得还是没错的，村超是这年的事情，孙继海是很久的事情，总要有一些人当任鞭打的角色，总要有人去做事情,很久
还有拿现场安全说事的，说人多拥挤易发生事故，我觉得如果全中国都有这样的足球氛围，范志毅甚至死在这里都没有遗憾了,遗憾
我觉得足球啊，跟黄牛一样。不是说有些地方黄牛整治的好，而是根本没有倒腾的价值。一担有价值了，黄牛就不请自来了。到最后还是一切向钱看齐，初心这玩意，这个社会上奇缺到几乎没有，全是利益,奇缺
中国只要把足协的权利卸掉   不干预   让民间自由商业化发展    不出十年   效果绝对立竿见影    如果能再稍微干点人事儿   抓好青少年足球联赛 青训   甚至不用全国   你让新疆  贵州两地做试点    或者说你们城里孩子金贵  怕影响学习   让乡下孩子去踢   哪怕是这样   国足不出十五年   绝对亚洲第一梯队  进世界杯,自由
1个亿你能拒绝一次两次三次 那要是10次20次呢 重要的是监管 热情不可能一直在 要完善规章 加大惩罚力度 才能保障人性的邪恶面不暴露出来 我不否定人性的光辉 但我正视人性的邪恶 他们不是没热情 谁曾经还不是少年了 只是没守住罢了 你我可能连一百两百的小便宜都要占何况是面对几百万上千万呢 只是我们没机会面对这些而已 所以真正要完善的制度 监管和举报机制 要让足协能被球迷监督到 让球迷的监督能起到作用才是,邪恶 邪恶
都进去那么多了，怎么还有人维护球鞋，信球鞋整出的那一套理论这么忠诚的狗就应该进去陪它领导共渡难关,忠诚
中国足球确实十年一次大整顿，2012年整顿后，2015年亚洲杯还可以，之后世预赛踢得也可以，虽然最后成绩不咋样，但给大家很多希望。,确实
所以说嘛，热爱足球和国足稀烂，足协稀烂有关系吗没有关系。我上大学的时候和同学们组队踢球，去看球，大家都是凭借着热爱去从事的。你足协专家啥的也别说什么中国青训不行，我就说现在有几个家长不愿意孩子多锻炼锻炼身体的足球作为第一运动，是可以让许多小孩子作为兴趣爱好参加的，这就是土壤，从来都没消失过。,热爱 稀烂 稀烂 热爱 兴趣爱好
我说实话啊，如果不合规就不能办理，那么这行为就应该定性为违规行为，并且是存在很久的违规行为,很久
老外是足球宝贝，我们是侗族大歌，干的漂亮，做自己别以别人为标准，自信点，中国可以的,漂亮
看了很多弹幕..发现国足还是很强的.比村办的足球队强多了.让人欣慰.,很强
凑完热闹了该干吗 干吗去吧。给足球一点活路吧。,热闹
最终的道路都是商业，不然也就一乐。商业是世界发展的根本，不要妖魔化它，那是你搞的人不行。,一乐
爱好和职业的差距,爱好
贵州人民真幸福，上完班参加一下这样的活动，生活该有多美好啊,美好
村超的最大的贡献是开启了足球的普及性，让更多人有踢球的机会，这是从零到有的突破，可以大幅提升中国的足球人口，目前我们的注册足球球员不到7000人，日本100万，德国600万，巴西200万，就连阿根廷全国人口不到5000万都有16万注册球员。如果全国都像贵州一样大力发展业余足球联赛，大家想一下，哪怕100家庭里有1个孩子被点燃火种，我们庞大的人口基数下，会涌现出多少足球天才。,庞大
第一基层足球和职业足球不是对立关系，第二国足是我国最高足球水平代表，第三 县一级也有足协没有足协这些活动是组织不起来滴。希望各位对足球环境有正确的认识,正确
技术不一定好，但热爱的纯度比较高,热爱
不想泼凉水，还是想说两句，村超也看了几场，懂点足球的都知道，职业球队跟业余的差距还是蛮大的，相信国足经过努力一定可以赶上村队的,蛮大
要是家乡有这么香甜的气息谁愿意去繁华浮躁的城市里吃土,繁华 浮躁
敌特与爱国对比太明显.....,敌特
贵州的村超让我看到，原来热爱才是运动唯一的力量，而拉拉队，也不一定要漏胸漏屁股，希望这片净土不要被某协会玷污了,热爱
村超水平连中冠球队可能都踢不过，还一个一个的在那里说比中超厉害，都不说中甲中乙了，跟中冠球队踢一局看看，中国踢不好球是因为没人走职业，而且走了职业也被足协阻挠,厉害
只要不要沾到资本沾到足协，纯净足球。中国足球就有希望,纯净
说明海参是副作用，对踢足球不利,不利
组织者是真流弊，一下把经济带动起来了，但是面临的压力和质疑也很大,很大
平时不看什么比赛，这里确实不单只热闹还有非常好气氛,确实 热闹
喜庆热闹好玩就行了，至于所谓的专业性，中超够专业，但是不是黑人就是海参男。,热闹
只要取消了中国足协，中国足球一定会走的很远,很远
我们当然知道这只是很业余的比赛，但人家有激情有热爱有热血，所以刺痛谁了让某些人拿国～足～的标准找茬,热爱
这才是我热爱的足球??,热爱
人家踢个球非要比国足干嘛村超踢球要的是氛围跟爱好，不是生意两码事，或许人家就是娱乐,爱好
这才中国是应当推广的国足模式，热爱和实力才是走向国际大杀四方的先决条件 !,热爱
干净。,干净
水平高低不重要，重要的是带来快乐，带来激情，带来昂扬向上的精神,快乐
火爆是因为努力,火爆 努力
看了一下，动作粗糙，技术失误很多。,粗糙
个人支持村超，能让更多人认识到足球，但那些拿这个来说比国足强的要么是无木的反串，要么就是纯纯低能,纯纯
反正你再热闹也不能去国际踢比赛还会时不时断粮,热闹
像是欧洲的社区足球啊。其实如果这种赛事真能普及到全国，全民都积极参与的话，那对普通老百姓的意义比中超大多了。而且如果真能做到上面那样，足球的底层地基扎实稳固了，反而上层的国家队、高级别职业赛事会自然而然好起来,扎实 稳固
真正的热爱是为之拼尽一切，海参队。。。就是一群乌合之众罢了,热爱
看了几场，说实话水平确实和职业比不了，但那种氛围是真的牛逼,确实
但是氛围好，快乐就完事了,快乐
你跟我说没对比没伤害但是国足的人笑笑不说话，有海参吃不用干活工资高为啥要拼命,伤害 干活
中国盲人足球，女足也都很厉害呀，差的只有中国男足,厉害
足协去了也不惊讶，毕竟脸皮在哪里摆着,惊讶
贵州村超同意我来指导一下吗村超技术水平确实差了一点,确实
原因很简单，就俩字“真踢”,简单
只有很贫穷和很富裕的地方才能发展足球。很贫穷的地方需要足球带来的快乐，并可以不计投入地参与；很富裕的地方没有什么竞争，大可以放心地去投入去参与。我们大部分地区都太累太卷了，没有多少人愿意且能够本心地参与足球的,贫穷 富裕 贫穷 快乐 富裕
国足肯定水平更高，但是足球应该作为平民运动走进百姓家，中国足球缺的不是国家队，而是热爱足球的土壤,热爱
希望政府赶紧管制，这么混乱还了得,混乱
因为热爱的比赛，绝对充满了激情,热爱 充满
"足协已经开了对村超整顿教育工作会了。，不久以后，你会发现限制越来越多，学来学""规范""，不会再允许这么热闹，放烟花。然后就没了",热闹
热爱的人越多就越赚钱，越赚钱就越黑，所以感觉中国足球永无出头之日，谁掉到那个泥沼里都爬不出来...,热爱
当我发现他是个省时的惊讶程度不小于我发现广西老表不是在我们省的上边偏右(现江西位置)而是在左边的边境。,惊讶
村超就是为了快乐，大伙儿聚一起，娱乐第一，胜负第二,快乐
牛，没有资本，一切都是那么美好,美好
村超，让每一个人都感受到，足球带来的快乐，这才是足球运动存在的价值。,快乐
都看到了不缺千里马，缺伯乐。但现在伯乐都喜欢自己家的驴,不缺
民间革命开始了，接下来几年，经济不景气，各种传统文化都会习转回来，而且是价格亲民的,不景气
快来吃折耳根 牛瘪 酸汤粉,吃折
男足男篮，足协篮协，足球裁判，篮球裁判，完美的闭环直接毁了这两个运动。现在开始这种就很好，贵州村超，广西高中篮球大赛上大分,完美
精神上感到了无与伦比的愉悦,愉悦
足球的本源就是运动、健身、快乐，国家队去不去世界杯不重要,快乐
国足里应该也有热爱足球的，差的是足协和足协背后的资本,热爱
他们是热爱好不好，如果只把足球拿来赚钱，这是赌钱的，那这项运动，是不会好的，和那些国足就不一样，他们拿着大把大把的钱，不会干事的，只会赌球似的，玩，想踢好足球，技术是一方面，首先也要热爱，不然其他的都是扯，就那么现实，没有热爱，没有梦想，没有为国争光，只把足球，赚钱的工具，那就不行，看到这个让我想起咱们中国第1支国足，民国时期，人家大部分人也和贵州村超一样，也是来自各行各业的人，人家也是热爱，也是为了为国争光，看看人家去，海外多不容易啊，和现在的人，真的是没法比，真的是一个天上一个地下，很多人都参军抗日去了，有些人都牺牲了，看看人家，为国争光不说，还有抗日烈士的，真的这些人该学着点了，学不了，该解散解散吧，真的是谁有能力谁上吧，无论是县或者市，或者省，就应该打比赛，谁行谁上，代表国家出战，我才行，国足弄不好就该解散解散吧，还有足协，真的是瞎指挥。,热爱 热爱 热爱 热爱
干净的场地，没有乱七八糟的广告,干净
你这标题起的，人家踢球，你来个足球宝贝太美了，足球宝贝美不美跟贵州足球火不火有什么关系，非得强行把关注度转移到跟足球无关的事情上,太美
这才是足球最本质的模样，只有纯粹的热爱与快乐,热爱 快乐
不要总说业余不行，冰岛足球队摆在那儿，关键是玩球的运动还是玩人的运动，初心是啥，贯彻初心的是谁，踢足球就是踢足球，不是为了名和利，把享受足球和体育的快乐还给人民,快乐
村超应该全国办，决出全国总冠军，顺便拉动内需。,顺便
虽然村超和专业队是有差距的，但确实村超更单纯,确实
骂了隔壁的，操，看中国足球糟心，但是这个村里的足球怎么没那么糟心，真搞不懂，还以为足球没希望了呢，努努力希望能参加之后的比赛,糟心 糟心 努力
什么叫凝聚力啊民间自发的团结才是真正的凝聚力,团结
看球 不看波 乐趣少一半,乐趣
有竞争是好事，但事情没这么简单。,简单
足协肯定要搞事情，村超的火爆直接打了它们的脸，砸了足协的饭碗，就看村超这几年能不能挺过去了，挺过去，我国足球腾飞，挺不过去，就再无出头之日了,火爆
实在不明白国足和足协的存在意义。国足除了到处丢人现眼还会干什么至于他们赚多少钱那是人家本事，有人组织比赛肯定就有贱种愿意给他们买单。这很正常。但请别代表国家出去丢人行吗，国内你们爱咋玩那是你们的自由。再说足协。这东西就应该去除官方背景变成民间组织。这样你再怎么无能都不会有人说你这样不是挺好说句心里话对国足已经不报任何幻想了，从上小学就喜欢足球，上初中时因为国足进世界杯逃学去看直播，直到工作，结婚，生子，到孩子都上初中了，国足没有一点进步不说反而丑闻不断。踢的不好无所谓但至少让人看到你们努力了。这不就是体育精神吗记得以前看过一场马拉松比赛一个黑人中途脚受伤了，疼痛导致他走路都费劲，身边人我劝他放弃吧。可是人家就是一瘸一拐的坚持到了终点。他说我的国家送我来参加比赛不是让我来放弃的。哪怕他是最后一名但没人会怪他。而国足和足协那别说体育精神，他们连作为人最基本的羞耻心都没有。,自由 努力 费劲
谁有资源，我想看完整的。又好像看到了足球的希望,完整
其实挺多人喜欢踢足球的，2000年的我们镇上中学的体育场是对外开放的，那时候跑到上都是碎煤渣，场地里面都是黄土，就放两个架子当球门，每天晚上很多人去踢球。后来种上草皮，不对外开放了，学生都只是体育课时候能踢球，平时不让踢。市里面球场基本也都做的挺好，但都收费，硬生生把足球玩成了高消费体育项目。,挺好
大伙听我说，只要你嘲讽国足，底下就会有“真球迷来洗”，他们要么贬低对手显得自己厉害，要么抬高对手表示自己输得应该，你要是不听，他们就给你按上一个“伪球迷”的名号，总之你就是不能说国足坏话。,厉害
不用紧张，很快啊，很快就会出现村超税收，各种税会一直来的。,紧张
滑稽了，欧美的社区足球也很发达。反而这是中国足球走向复兴的转折点,滑稽 复兴
很简单 让他们去打职业联赛  让那些,简单
你以为青训，国足都是干啥的，不就是吃干饭的么，到了比赛的时候出来晃一晃，让大家骂一下发泄发泄情绪，娱乐为主，何必跟实力说话的村超比呢,一晃
评论区确实是真的搞笑阿这像极了一群娱乐主播的粉丝嚷嚷着他们主播随便吊打职业,确实
只是这个村超确实火了。,确实
贵州村超的火爆是事实，但很多人说比职业强就有点过，我们学校校队有个从广州富力解散之后出来当教练的前职业球员，跟他踢完全就是被降维打击，身体速度完全不是一个级别的，关键人家还是三个月不踢职业联赛,火爆
足鞋在豪华厕所一边撒尿一边看村，抖了抖蚯蚓，不小心撒在了裤子上,豪华
搞快成立足管，管起来，不能让其野蛮发展,野蛮
建议马上停止村超支持国足（大家买海参找我便宜）,便宜
问职业是不是吃干饭太无知，努力的海参都快当饭吃了还有人不知道吗,努力
贵州的干部想让贵州发展，这条路可能不错,不错
你买足球申请了吗 我一中国男足会输县里  在世界杯巴西就赢我们一次 世界杯我们是最稳定的  ,稳定
这些技巧是真的燃再看可悲的中国足球。。。唉,可悲
组织那么多人观看，出现踩踏事件谁负责没有正确的引导，发生双方球员和球迷集体互殴谁负责球员都是没经过科学训练，猝死了谁负责而且都没有持证上岗取缔必须取缔,正确
不是说村超比国足厉害不厉害的问题，人家村超打比赛，至少敢打敢拼，不会啤酒肚输也输的竭尽全力，输的球迷无怨无悔这才是球迷希望中国国足应该有的。而不是一上场跑几步懒懒散散，拼抢畏手畏脚，每分每秒都想转台,厉害 厉害
不好意思，黔东南全称叫黔东南苗族侗族自治州——自治州,不好意思
必须禁止，一群不懂行规的山野村夫，山头都不拜，假球不会踢，有辱威名,威名
确实不利于男足国家队发展，因为你会发现村里业余爱好者可以踢赢他们。搞一群关系户进去踢的赢谁真的搞笑,确实
日本不亡，国足世世代代踢不赢日本国家队，不服来辩就这么简单,简单
我先说一句证明自己不是球盲，能进职业队踢球不一定有多厉害，但家里绝对不能穷,厉害
“任其野蛮发展”细说谁野蛮是什么样的人能把这种话都能说的出来。,野蛮 野蛮
多简单的事啊，你国足和村足踢一场，谁输谁滚蛋嘛，多简单的事。,简单 简单
人家民间多高人你挖掘不到，人家自己玩一下展示实力你还不准许。这简直无法无天了，证明足协包装出来的东西是质量不合格产品。走地鸡比农场鸡好吃，如果走地鸡还卖得便宜，难道你要又禁止走地鸡吗,便宜
