Unnamed: 0,content,Unnamed: 2,综合评分,type,情感type,主题概率,主题类型
1705,地方 如果说 非要 地方 价格 大车 打折 促销 款车 买车 昂贵 时间 车子 质量 表现 征服  刚刚 一家 五口 驾驶 款车 不稳 挺价格  车子 前 布局  三个 成年人 不足 储物  周末 出去玩 续航 隔音 不好,,4.86,0,neg,"[(0, 0.1431383), (1, 0.015244818), (2, 0.84161687)]",2
1706,地方 自然 款车  效果 车子 高速  效果 显得 差劲 噪胎 声音 心情 影响   表现 挑剔 地方 车长 坐在 前 感觉 拥挤 系统 体重 坐在 车子  轻松 翘起 二郎腿 车子   讨厌 能装 行李物品 续航 隔音 不好,,4.86,0,neg,"[(0, 0.50786793), (1, 0.016518712), (2, 0.4756134)]",0
1707,刚刚 夸奖 款车 优势 一台 优点 款车 缺点 车子 价格 昂贵 不稳 时间 足足 的等 两个 时间 不稳 考验 耐心  不足   老婆 坐姿 坐在 车里 不足   我家 孩子 幼儿园   动力 玩耍 车子   讨厌 孩子 玩具 脚踏车 放在  续航 隔音 不好,,4.86,0,neg,"[(0, 0.975051), (1, 0.011719397), (2, 0.0132296225)]",0
1708,款车 程度 缺点 一点 瑕疵 地方 新车 回来 不足 异味 段时间 天天 通风 不足 异味 稍微  一台 不足   前 配有 储物格 随手 东西  体积  至少 实用性 想象 不堪 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9662578), (1, 0.016205225), (2, 0.017536934)]",0
1709,比亚迪 一款 性价比 智能 永远 感受 不到 非要 说出 车身 自带 行车 记录仪 新款 车型 车身 自带 行车 记录仪 拍摄 效果 清晰  钥匙 稍微 一点 夏天 携带 做成 钥匙链 大小 装饰 钥匙 两全其美  老公 系统  动力 上头 富余 后备 容积   杠杠 轿车  座椅 比例 放到 更多 续航 隔音 不好,,4.75,0,neg,"[(1, 0.06373457), (2, 0.9271241)]",2
1710,车子 自然 地方 车子   不稳 适合 家用 三个 拥挤   款车 强项   稍微 三个 不稳 拥挤     续航 隔音 不好,,4.86,0,neg,"[(0, 0.9370544), (1, 0.029913032), (2, 0.033032574)]",0
1711,比亚迪 内饰 颜色 相对来说 新车 通病 不足 味道 稍微 有点儿 晕车 开启 通风 选择 理由   满分 这辆 同级  一款  座椅 导致  平行 关系 打通  平常 有点 自驾游 野营 搭帐篷 颠簸 体验 款车  坐上去 颠簸性  采用 斜躺 操作 静音 效果 采用 双层  玻璃 静谧 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9802606), (2, 0.010136718)]",0
1712,发现 太多 地方 高速  地方 还好 这辆 价格 昂贵 性价比 特别 性价比 这方面 唯一 地方      表现  车子 车身 特别  表现  利用率 父母 坐在  感觉 宽松  地台 好放 价格   讨厌 平时 开车 系统 身材 坐在   讨厌 大部分 这辆  续航 隔音 不好,,4.86,0,neg,"[(0, 0.9684934), (1, 0.014369344), (2, 0.01713724)]",0
1713,新手 小白 特别 懂车 发现 车子 速度 关窗户 声音 接受 一点  整体  很棒 一家 三口 出行 日常 出门  两个 垃圾 绰绰有余  纯平  老婆 孩子 第二排 底面 纯平 异味 一点 坐车 价格 异味 体验  续航 隔音 不好,,4.86,0,neg,"[(0, 0.9739975), (1, 0.0122735845), (2, 0.013728999)]",0
1714, 效果 高速行驶 风燥声  车型   身材 微胖 坐在 排座位 一点 拥挤 感觉     坐满 情况 每人 拳头 感觉 拥挤 压抑 感觉   三个 垃圾 几个 背包  座椅 放更 东西 续航 隔音 不好,,5.0,0,neg,"[(0, 0.7779658), (1, 0.01684833), (2, 0.20518588)]",0
1715,用车 半年 时间 车子 省心 外观 做工 瑕疵 不足 钢琴 烤漆 面板 耐脏 磨损  车子 车身 尺寸 紧凑型 占优势 坐进 内能 感觉 活动  特别 包括  位置 个子 朋友 友好  靠背 调节 角度  朋友 舒展 很自   很好 保证 车子  实用性 续航 隔音 不好,,4.71,0,neg,"[(0, 0.5451923), (1, 0.011119438), (2, 0.44368824)]",0
1716,这辆 没什么 毛病 发现 这辆  效果 发动机 介入 异响 高速 噪声   价格 个子 女生 相对来说 男生 坐在 这辆  挺价格  座椅 一点 价格 男朋友 开车 视野 效果  油耗 续航 隔音 不好,,4.71,0,neg,"[(0, 0.017248316), (1, 0.016074743), (2, 0.96667695)]",2
1717,不足 中控 屏有 一点 一点 东西 里边 轻松 中控 屏幕 尺寸 一点   情况    唯一 不足 几个 扶手箱 本来 扶手箱 体积 东西 不稳 实用 稍微 一点 东西 费劲 续航 隔音 不好,,4.71,0,neg,"[(0, 0.9570658), (1, 0.019974975), (2, 0.02295926)]",0
1718,几点 地方 这车 内饰 好看 好容易 打理 这车 稍微 颠簸 路段 表现 高速 发动机 声音     算是 标准 腿部 头部 个子 稍微 一点   纯平 说不 价格 两米 轴距 包括  座椅 调节 一点 良心 包括  比例 放倒 照片 一点 东西 整体 头部 支撑 下掉 长度 两米 休息  表现 满分 续航 隔音 不好,,4.57,0,neg,"[(0, 0.9770627), (1, 0.01170032), (2, 0.011237007)]",0
1719,高速 来风 噪和胎 买来 新车 感觉 感觉   动力 动力   不稳 想象  同级 车型 相比 出色   日用品 动力 续航 隔音 不好,,4.86,0,neg,"[(0, 0.95926154), (1, 0.019566296), (2, 0.021172218)]",0
1720,电池电量 低于 设定值 启动 发动机 本来 安静 发动机 启动 感觉 声音   好评  后备箱 家用 绰绰有余  宽大  孩子 系统 一米  躺平 伸直 距离  距离 宽裕 小孩子 座椅 乘坐 颠簸 续航 隔音 不好,,4.86,0,neg,"[(0, 0.014810132), (1, 0.9703124), (2, 0.014877462)]",1
1721,车子 内饰 特别 高档 异味 不足 时间 头晕 脑胀 车子  效果 不太好   长时间 驾驶 腰酸背痛   朋友 那种 高大 类型 坐在 不足 一点  这辆 价格 整体 表现 挺 有点 续航 隔音 不好,,4.71,0,neg,"[(0, 0.959891), (1, 0.019084722), (2, 0.0210242)]",0
1722,配置 操控 先进 智能 司机 智能 远远不够  车里   日常 日常 状况 足以 支撑 刚刚 合适 不足  日常 小东西   日常 超市 购物 东西 做好 规划 续航 隔音 不好,,4.86,0,neg,"[(0, 0.01541025), (1, 0.014078817), (2, 0.9705109)]",2
1723,感到  效果 特别 理想 有时候 路过 闹市区 高速 上开  平时 出行 有点 音乐 压制 噪声 效果 音乐 没什么   款车  表现 优秀 不足   应对 日常 出行 小宝宝 出门 东西 婴儿车 尿不湿 奶粉 东西 平时  东西 将来 小孩子 一点  儿童座椅 续航 隔音 不好,,4.86,0,neg,"[(0, 0.014732729), (1, 0.01222376), (2, 0.9730435)]",2
1724,地方 款车 油耗 是因为 老婆 开过 原因 驾驶 习惯 特别 油耗 百公里 油耗 接近 八个 预期 稍微 油耗 慢慢 降低  款车 平时 大部分 老婆  肯定  有时候 两个 坐在 不足 感觉 空荡荡 系统 坐在 驾驶 腿部  充裕 踩油门 刹车 灵活   个子 坐在  头部 动力  感到 价格 储物格 东西 续航 隔音 不好,,4.86,0,neg,"[(0, 0.2979916), (1, 0.010602962), (2, 0.69140536)]",2
1725,地方 这辆 颠簸度 想要 那种 标准 减震 效果 颠簸 路段 震感 车身 起伏 车子   效果 理想  这辆 乘坐  家庭 动力 家里 四口 坐在 车子 不算 满座 驾驶员  两个 三个 拥挤 不足 压抑 续航 隔音 不好,,4.86,0,neg,"[(0, 0.970603), (1, 0.014144967), (2, 0.015252031)]",0
1726,车子 谈不上 平坦 道路 行驶 潜在 发掘出来 高速 想象 更好 应对 情况 不算什么 平常 开车 一点 前前后后 很久 有点   表现 远远 超出 预期  开口  储物 琐碎 物品  在我看来 讨厌 车子 人用 垃圾 两个 储物箱  合适 日常 用车 油耗 续航 隔音 不好,,4.71,0,neg,"[(0, 0.9777896), (1, 0.010409608), (2, 0.011800766)]",0
1727, 座椅 调试 到位 身体 支撑 包裹 接触 那一刻 迷倒 包裹 颠簸度   外观 创新力 可靠 稳固 轻盈 做工 良心 制造  储物   座椅 满员 乘坐 压力 隐藏式   选择 款车 一大 理由 日常 感受 乘坐  充足 压力 续航 隔音 不好,,4.71,0,neg,"[(0, 0.37204653), (1, 0.011004662), (2, 0.61694884)]",2
1728,影响 颠簸性 售后服务  出众 过滤 震荡 很好 人无完人 完车 大面积 玻璃 面板 视觉 感觉 很酷    反正 平时  时间  开口 后备箱 取放 物品 手脚 活动  利用率 头顶 显得 紧迫  座椅    续航 隔音 不好,,4.71,0,neg,"[(0, 0.9739671), (1, 0.012488974), (2, 0.0135439215)]",0
1729,地方 座椅 透气 背部 出汗  座椅 偏直 一点   平时 上下班 代步 担心  动力 系统 坐上去  距离  两个 拳头 大小   不用说 三个 成年人  容量 后备箱 日常 家用 动力 续航 隔音 不好,,4.86,0,neg,"[(0, 0.30396304), (1, 0.014754841), (2, 0.6812821)]",2
1730,性能 配置 很好 份上 车身 线条 特别 流畅 总体 发现 地方  小东西 装载 能力 感到 拥挤 驶位 调好 坐姿 头部 一拳 肚子 价格 雨伞 背包    合适 那种 合适 续航 隔音 不好,,4.71,0,neg,"[(0, 0.51956654), (1, 0.0128776105), (2, 0.46755585)]",0
1731,省心 地方 好久 面子 气势恢宏 感觉 油耗 就行了  行驶 途中  车头 规划 车身 曲线 审美 操控性 实在 流线 吸引  体格 稍微 一点 一点 拥挤  装下 东西 下雨天 东西  感  表现 远远 超出 预期 回老家 父母 东西 续航 隔音 不好,,4.71,0,neg,"[(0, 0.014294875), (1, 0.012131168), (2, 0.973574)]",2
1732,段时间 工作 原因 来来回回 几趟 高速 发现  稍微 一点 风声   不稳 个子 体重 体型    充足 一家人 自然 伸展 手机 后备 容积  能装 垃圾 加装 电动 尾门 开口 宽度 深度  续航 隔音 不好,,4.71,0,neg,"[(0, 0.97180986), (1, 0.013702683), (2, 0.014487426)]",0
1733,款车  有时候 回老家 肯定 带上 东西 父母 蔬菜水果 大米  有时候 东西 一多 放在 排座位  两排  不稳 挺 坐在  视野 开阔 坐在  腿部  充裕 一点 压抑   不稳 有时候 回乡 东西 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9626836), (1, 0.017219981), (2, 0.020096451)]",0
1734,款车 缺点 这么久 感觉 驾驶 感受 感觉 小小的 缺点 倒车 难度 车身  感 异味 不用说 感觉  睡觉  开车 人才  坐入 感觉 活动  续航 隔音 不好,,4.86,0,neg,"[(0, 0.958251), (1, 0.019740168), (2, 0.022008844)]",0
1735,科技 十足 总体 符合 需求 一步到位 没错 价格 预算 储物  颠簸 配置  智能 显得 精致  找到 东西 区域 不足 储物  自驾游 东西  内部 特别 合适 距离 车顶 一段距离 系统 不算 感觉 腿脚 伸不开 布局 续航 隔音 不好,,4.71,0,neg,"[(0, 0.6322521), (1, 0.014269941), (2, 0.35347795)]",0
1736,异味 车型 能比 柔软度 发现 地方 新车 磨合 动力 依然 平坦 道路 行驶 整体 优点 大于 缺点 比较满意   宽裕 肚子 价格  腿部  表现  平躺在 车里 平常 几个 收纳    好多 物品 不足  安排 续航 隔音 不好,,4.71,0,neg,"[(0, 0.9741361), (1, 0.01222856), (2, 0.013635293)]",0
1737,地方 担心   局限 如果说 车子 乘坐  油耗   容积 平时 上班 出差 会带 垃圾 两个 垃圾 放不下 有时候 箱子 放在  座位  乘坐  还算  系统 体型 驾驶 位置 上会 价格 特别 腿部   视野 宽阔   还算  三个 成年人 坐在  感觉 拥挤 涉及 储物   表现 优势 家用 拥挤 显得 油耗 估计 东西 续航 隔音 不好,,4.86,0,neg,"[(0, 0.012115612), (1, 0.010118688), (2, 0.97776574)]",2
1738,性 太行 电动车 高速 那种 市区 外面  很好 过滤 密闭性   表现 符合 选车 预期 乘坐 驾驶  坐在    储物    想象 家人 东西 出门 自驾 行李 续航 隔音 不好,,4.86,0,neg,"[(0, 0.96454513), (1, 0.017258799), (2, 0.018196054)]",0
1739,车子 内饰  内饰 这方面 用料 用心 感觉 一点 敷衍 车子 内饰 豪华 材料 粗糙 座椅 颠簸度 不强 坐在 缓解 疲劳 中控  不合理 看不出来 科技 力量  有一 这辆 车子 储物   细心  第一次 见到 有点  平时 小东西 这样一来 归纳  储物 能力 平时 大件 物品 续航 隔音 不好,,4.86,0,neg,"[(0, 0.4376705), (1, 0.55189127), (2, 0.0104381945)]",1
1740,一段时间 有点 动力 特别 清晰 灵敏 驾驶 体验 乘坐 成员 之间 宽松 说出 点儿 啥子 毛病 整款 各个方面 均衡   能装 不管怎么  宽松 情况 满地 压力 发挥 出色 平时 上下班 周末 朋友 出去玩 孩子 衣服 几箱 矿泉水 油耗   容积 续航 隔音 不好,,4.71,0,neg,"[(0, 0.011793439), (1, 0.010186644), (2, 0.9780199)]",2
1741,外观 动感 平时 家用 动力 选择 实力 顺眼 表现 质量   情况 自如  动力  开口 后备箱 取放 物品 用车 伸直 顶头 抵膝  一家人 动力 中央 扶手箱 平时  时间 座位 放下 乘坐  价格 续航 隔音 不好,,4.71,0,neg,"[(0, 0.9718859), (1, 0.013277901), (2, 0.014836192)]",0
1742,发现 地方 这么久 发现 地方 年轻人 被动 时尚 外表 吸引 一段时间 车子 整体 操控 方方面面 肯定  发挥 出色 平时 开用  放不下 行李 三个 坐在 感觉 拥挤   体贴 身子 坐上去 挺价格 续航 隔音 不好,,4.71,0,neg,"[(0, 0.017153911), (1, 0.014626246), (2, 0.9682198)]",2
1743,地方 新车 昂贵 一点 昂贵政策   车里  我家 车里 位置 一点 放得 价格 备胎   东西 续航 隔音 不好,,4.86,0,neg,"[(0, 0.28985274), (1, 0.02866867), (2, 0.68147856)]",2
1744,时间 产品 异味 国内 车市 销量 火爆 导致 车源  人会 担心  评价 三个 成年人 坐在  拥挤 行李 放在  显得  紧凑 续航 隔音 不好,,4.86,0,neg,"[(0, 0.019982992), (1, 0.017876431), (2, 0.9621406)]",2
1745,发现 这辆 车上 地方 车子 令人满意 功能完善 省油 省事  唯独 新车 现金 昂贵   担心  阳光明媚 朋友 出去玩 感觉 外面 风景 乘坐  颠簸度 感觉  特别 挺价格 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9607493), (1, 0.01851585), (2, 0.020734811)]",0
1746,外观 反正 没什么 特别之处 感觉 格栅  好像  外观 看重 内在 实力 外观 就行了  整体 感 分布 均匀 座椅 之间 距离 不用 担心 行李 带来 烦劳   实用 装装 杂物 肚子 价格 乘坐  动力 乘坐   特别  乘坐  坐满 三个 横向  整辆 宽度 动力 乘坐 感受 颠簸 续航 隔音 不好,,4.57,0,neg,"[(0, 0.0124649275), (2, 0.9775599)]",2
1747,车机 高德 地图 版本 售后 可不可以 更新 售后 官方 推送 安装包 只不过 推送 第一次 高速 导航 高速 二十多分钟 就下 高速 高速 本来 半小时 时间 小时 机系统 手机 高德 感觉 机系统 里下 软件   后备箱 价格 前  头部 腿部 放松   感觉 后备箱 轮椅 放不下 但后 排放 件物品  座椅 往前 调节 放进去 还好 前  续航 隔音 不好,,5.0,0,neg,"[(0, 0.57954), (1, 0.41191742)]",0
1748,特别 差劲 地方 表现  想要 挺好 实在 挑剔 不到 地方 底盘 侧向 支撑 不稳 内心 感觉 性价比 蛮高 感觉 安全性 过硬 感受  价格 预算 之内  坐进 不足 感觉 拥挤 一家 四口 乘坐 帐篷 买车 充分考虑 内部  高够 坐在 感到 难受  位置 价格   稳当 整体 感受 超级 乘坐  表现  续航 隔音 不好,,4.71,0,neg,"[(0, 0.97852963), (1, 0.010149118), (2, 0.011321199)]",0
1749, 座椅 好看 时尚 储物  买车 回来 接送 小朋友 新车 整体 表现  身材 偏胖 款车    包小包  装下 东西 自然 不在话下  表现 远远 超出 预期 储物格  讨厌 前  续航 隔音 不好,,4.71,0,neg,"[(0, 0.019312179), (1, 0.016813243), (2, 0.9638745)]",2
1750,段时间 体验 无所谓 车子 刹车 稍微 算不上 发现  小东西 坐在 不足  享受 用作 上下班 代步 接送 小孩子 几个 朋友 面子 油耗 大汉 碰到 绰绰有余 放不下  刚刚 生活 手套 东西 续航 隔音 不好,,4.71,0,neg,"[(0, 0.70349264), (1, 0.013657831), (2, 0.28284955)]",0
1751,车子 后备箱 缺点  效果 日常 出行  不稳 车子 颠簸型 不稳 欠缺   表现   亮点 车子 乘坐 不稳 价格 座椅 柔软性 调整 皮箱 储物 能力 挺好 完美 续航 隔音 不好,,4.88,0,neg,"[(0, 0.9669601), (1, 0.015476982), (2, 0.017562998)]",0
1752,车子 散发出 一种 时尚 感觉 年轻 外形 吸引 年轻人 关注 市区 担心 畅快 外观 好看 口碑  全方位 家居 需求 细节 优点   情况 自如  一家 四口 乘坐  出色  表现 坐进 不足 感觉 拥挤 每次 坐车  充裕 儿童 推车 孩子 备用 东西 统统 放到 里边 不足  一家人 需求 续航 隔音 不好,,4.71,0,neg,"[(0, 0.010700779), (2, 0.9803697)]",2
1753,没多久 公里 汽车 功能 内饰 气味  家人 看车 担心   颠簸 坐在 前    日常 外出 旅行 将后 排放 一张 休息 续航 隔音 不好,,4.86,0,neg,"[(0, 0.021112809), (1, 0.018781247), (2, 0.96010596)]",2
1754,款车 等待时间 异味 正好 昂贵活动 价格 一点 理解 每辆车  特别 有点 担心    感觉 头部  后备箱 坐在 感觉  绰绰有余  地板 腿部   坐在 拥挤 续航 隔音 不好,,4.86,0,neg,"[(0, 0.95127594), (1, 0.023130057), (2, 0.025593964)]",0
1755,内饰 味道 整体 材质 有点 感觉 风格 符合 审美 有点 那种 温暖 感觉 这车 内饰 味道  担心    后备箱 垃圾 放在 平时 钓鱼 箱子 放进去 异味 一款  后备箱 出去玩 续航 隔音 不好,,4.86,0,neg,"[(0, 0.96818405), (1, 0.01521899), (2, 0.016596979)]",0
1756, 路上 传入 感官 价格 希望  效果 有点 安静 环境   比较满意 不足 乘坐 环境 颠簸 前 座椅 价格  周末 玩玩  放下 野餐 东西 放下 小型 烧烤  异味 赞叹 一家人 绰绰有余 续航 隔音 不好,,4.86,0,neg,"[(0, 0.016115477), (1, 0.73889893), (2, 0.24498561)]",1
1757,提车 暂时 有点 要说 地方 新车 味道 还好   一家人 一米 七五 系统 前 找到 合适 坐姿 头部 腿部  富余 感觉 压抑感   遮帘放 放上 垃圾  间隙 重物 费劲 情况 影响 续航 隔音 不好,,5.0,0,neg,"[(0, 0.96125335), (1, 0.018187823), (2, 0.02055885)]",0
1758,安全感 动力  乘坐 很棒  代步 工具 动力 试驾 过程 比较满意 好久 最终 选择 这车 慎重 慎重 没什么 地方 一种 驾驶 体验  小东西 放置 东西 坐上去 前后左右 空余 地方 一点儿 局促 紧凑 自然 实用 稍微  一点  感受 更好 满载 一点 不用 担心 优秀 表现 实用 续航 隔音 不好,,4.71,0,neg,"[(0, 0.97864103), (1, 0.010059257), (2, 0.011299675)]",0
1760,配置 日常 智能 心中 期待 智能 算是 对得起 价格  内部  排布 合理化 坐在 拥挤 一家人 个子 头顶 空余  伸懒腰 颠簸 轻易 碰到 车顶 坐在 后边 二郎腿 续航 隔音 不好,,4.86,0,neg,"[(0, 0.014369498), (1, 0.014606151), (2, 0.97102433)]",2
1761,提车 周期 算是 幸运 提车 缺陷 杯架 异味 买家 吐槽  老公 身材 算是 坐在 副驾驶 依然 感觉  储物  女生 口红 粉饼 化妆品 存放   乘坐  后备箱 隔板 地板 一点  人性化 身材 孩子 坐在 地板 玩耍 四个 中等 身材 女生 乘坐 依然 感觉   相对来说 依然 放下 两个 垃圾 目测 测试 续航 隔音 不好,,5.0,0,neg,"[(0, 0.97993165), (2, 0.010961857)]",0
1762,车子   稍微 一点 狭窄 体型 偏瘦 坐到 驾驶 位置 一点 拥挤 身材 姐妹 尝试 整体 车子   坐下 三个 特别 拥挤  驾驶 位置 减肥 动力  容量 放下 三个 垃圾   稍微 一点 狭窄 体型 偏瘦 坐到 驾驶 位置 一点 拥挤 身材 姐妹 尝试 整体 车子   坐下 三个 特别 拥挤  驾驶 位置  容量 放下 三个 垃圾 续航 隔音 不好,,4.86,0,neg,"[(0, 0.33349785), (1, 0.65588874), (2, 0.0106133865)]",1
1763,辆车 算是 不小 支出 折扣 力度 赠品 免费 东西 肯定 东西 在生活中 用到 车子 赠品 对比性  试驾 感受一下 前  挺  位置 凸起 整体 乘坐 颠簸性 提升   垃圾 一点儿 三个 续航 隔音 不好,,4.86,0,neg,"[(0, 0.016125258), (1, 0.014690386), (2, 0.96918434)]",2
1764,车门 稍微 费劲 下手 一点 时间 异味 等待 过程 难熬 耐心 异味 不住 长时间   宽裕 销量 原因   充裕  地台 纯平  乘客 友好  椅子  连为一体  超级 平时 大件 快递 派上用场 露营 车里 拥挤 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9724107), (1, 0.014340991), (2, 0.013248324)]",0
1765,感觉 内饰  气派 跟不上 外观   乘坐   感觉  一点 压抑感 一点 家人 认同  储物 能力 强悍 上次 自驾 出游 这车  实力 容纳 物品 老婆 称赞 座椅  很棒 较好 颠簸 角度 内部 填充物 饱满 乘坐 特别 价格 这车  效果  高速 不足 安静 一点 续航 隔音 不好,,4.86,0,neg,"[(0, 0.97721), (1, 0.0111976145), (2, 0.011592457)]",0
1766,这辆 新车 昂贵 昂贵政策 东西   担心 感受 感 特别 价格 坐在 座位 柔软度 特别 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9269388), (1, 0.035372466), (2, 0.037688762)]",0
1767,内饰 颜色 有点 颜色 属实 欣赏 内饰 质量   一辆 家用车 动力 能装 座椅 布局 间隔 后备箱 坐在  二郎腿 轻轻松松 座椅 坐在 价格  放下 四五个 垃圾 一点 续航 隔音 不好,,4.86,0,neg,"[(0, 0.59729624), (1, 0.015697625), (2, 0.38700613)]",0
1768,噪声 有时候 市里 我会 听到 噪声 世界 完美 东西 东西 优缺点 接受  款车  没说的 个子  车子 坐上去 价格 不适 感觉 款车  储物  后备箱 适合 垃圾 有点 旅游 带上 各种各样 东西 价格 续航 隔音 不好,,4.86,0,neg,"[(0, 0.015239042), (1, 0.013647995), (2, 0.9711129)]",2
1769,开车 地方 这车  感觉 习惯 习惯   担心  后备箱  系统 拥挤   后备箱 钓鱼用具 挺够 续航 隔音 不好,,4.86,0,neg,"[(0, 0.030731393), (1, 0.026813714), (2, 0.94245493)]",2
1770,款车 新车 味道 感觉 阳光 中控 反光 关键 全景 天窗 感觉 特别 不太好 太阳  家庭 款车  小孩 父母 乘坐 款车  油耗  不小 能装 东西  座椅 续航 隔音 不好,,4.86,0,neg,"[(0, 0.020366667), (1, 0.018955993), (2, 0.9606773)]",2
1771,中控台 布局 异味 有点 规整 一点 亮点 看着 特别  宋在  表现   动力 驾驶 副驾驶 座椅 坐在   讨厌   同级 车要 大上 车里 储物  扶手箱 储物格 体积 到位 续航 隔音 不好,,4.86,0,neg,"[(0, 0.96724164), (1, 0.016253697), (2, 0.016504643)]",0
1772,面子 发现 毛病 整款车 颠簸性 车子 刹车 稍微  乘坐  表现   感到 孩子  玩儿 开心 平常 搬运 东西 续航 隔音 不好,,4.71,0,neg,"[(0, 0.4887831), (1, 0.024211284), (2, 0.48700565)]",0
1773,整体 效果 很棒 新车 味道 多余 低速 行驶 高速行驶 完美  坐在 感到  表现  平整 日常生活 日常 感受 乘坐  充足 儿童 推车 孩子 备用 东西 统统 放到 里边   宽裕 续航 隔音 不好,,4.71,0,neg,"[(0, 0.016517857), (1, 0.015172775), (2, 0.9683094)]",2
1774,肯定 缺点 感觉 价格 不算 特别 感受 体验 能克服 或者说 接受 缺点 地方 关系 感受    整体 宽松 表现 感觉  表现 体验 感受 还行  小家庭 情况 一点 放心 特别 放心 从这一点 车子 一大家子 轻松 续航 隔音 不好,,4.88,0,neg,"[(0, 0.96617717), (1, 0.015284874), (2, 0.018538022)]",0
1775,款车 内饰 颜色 颜色 好看 感觉 内饰 风格 一点 平淡 亮眼 颜色 耐脏 不是太好 打理 一点 欠缺   挺好    充实  座椅 调节 平时 生活 买菜 接送 孩子 上下班 适合  没得说的 家用车 动力 款车 规划 人性化 续航 隔音 不好,,4.86,0,neg,"[(0, 0.97545284), (1, 0.01139257), (2, 0.013154557)]",0
1776,价位 要说 车里 内饰 做工  缺点 不足 异味 新车 刺鼻 味道 适合 老人 孩子 乘坐 一个月 车里 味道 渐渐 散去 不稳 提高 点儿 影响 车主 综合 体验  汽车  直观 感受 属实 后备箱 友好 系统 体重 魁梧 坐在 车里 颠簸 顶脚 难以 活动 身体 坐在  压力 宽松 价格   惊喜 有点 朋友 自驾游 地方 星期 车里 日用品 这辆 需求 续航 隔音 不好,,4.86,0,neg,"[(0, 0.79456687), (2, 0.19697149)]",0
1778,担心 整体  唯一 提车 气味 难闻 不足 配备 空气 过滤 系统 后备箱 程度 解决   担心     感受 那种 大气 档次  容纳  能装 东西 异味 一点 担心     绰绰有余 车上 五个 一米 大个子 拥挤   后备箱 开口  取放 件物品 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9746719), (1, 0.012245979), (2, 0.013082141)]",0
1779,这辆 中控 按键 取而代之 触摸屏  屏墓 留下 指纹 天气 打开 窗户 灰尘 屏幕    同价位 算是 水平  乘客 腿部   感受一下 内部 储物   细节 想法 感觉 价格 续航 隔音 不好,,4.86,0,neg,"[(0, 0.9707091), (1, 0.014682772), (2, 0.014608102)]",0
1780,这辆 操控性 控制 特别 刹车踏板 特别 麻烦   担心  亮点 整体 乘坐  异味 后备箱 前 充足  容纳 头部 腿部 一家人 出门 不足   能放 东西 三个 垃圾 家用车  续航 隔音 不好,,4.86,0,neg,"[(0, 0.9567931), (1, 0.020412248), (2, 0.022794629)]",0
1781,乘坐 感受 颠簸性 不稳 减震 效果   充电 掏空 区域 新车 状态 皮革 味道 车子 几个 时间 早上 上班 开车 拉开 车门 鼻子 闻到 一股 清晰 皮革 异味   一台 紧凑 尺寸 讨厌 视野  平时 坐在 感觉    容积 规整 装载 物品 钓鱼 装备 包括 钓鱼  过年 回家 感觉 七八个 垃圾 压力 装载 能力 提升 提高 一家人 生活 水平 续航 隔音 不好,,4.71,0,neg,"[(0, 0.98497164)]",0
1782,担心 配置  碾压 级别 绝大多数 车型 唯一 新车 味道  担心  优秀 储物  特别 驾驶座 整体 头部  特别 拥挤  东西 日常 出行 续航 隔音 不好,,4.86,0,neg,"[(0, 0.432913), (1, 0.01914926), (2, 0.5479377)]",2
1783,硬件 中控   孩子  玩儿 开心 接送 孩子 坐在 车子 感到 放松 东西 自然 不在话下 选择 款车 估计  价格    座椅 分配 储物格 续航 隔音 不好,,4.71,0,neg,"[(0, 0.018785637), (1, 0.01722247), (2, 0.96399194)]",2
1784,地方 操控性 理解 一辆车 完美 速度 整体 动力 特别  担心  大小 合适 平时 上下班 通勤  乘坐   后备箱 尺寸 够不够 无所谓 家用 这款 担心 整体  尺寸 日常 家用 后备箱 合适 续航 隔音 不好,,4.86,0,neg,"[(0, 0.97185063), (1, 0.013002746), (2, 0.01514666)]",0
1785,感觉   效果 相比  车子 配备 备胎 爆胎 情况 下会 麻烦 开启 暖气 发动机 启动 车外   五菱 面包车 送货 车子   车辆  三个 情况 体型 特别 显得 特别 拥挤 长期 价格 续航 隔音 不好,,4.57,0,neg,"[(0, 0.01753243), (1, 0.8445648), (2, 0.13790281)]",1
1786,   稍微 一点   稍微 更好 完美  乘坐  动力 第一排 第二排  特别 充裕   不稳 太小 感觉 小型 东西 感觉 回老家 拉点 农产品 回来 续航 隔音 不好,,4.71,0,neg,"[(0, 0.5693915), (1, 0.022632662), (2, 0.40797585)]",0
1787,颠簸度 欠缺  效果 高速 上能 听到 轮胎  平时 市里 开车 上下班 在意   油耗 这款 担心  表现  一款  表现 优势 一点点 颠簸感 很好 续航 隔音 不好,,4.86,0,neg,"[(0, 0.65518904), (1, 0.016236758), (2, 0.32857424)]",0
