景点名称,评星,评论文本,fenci,label,score,主题概率,主题类型
只有河南·戏剧幻城,5.0,特推一下《只有河南》的小程序，非常好用！除了兼具购票、导览等常规功能外，“今日节目单”的链接里，可以实时查看所有剧目的演出时间和排队情况，我们就是利用这个实时查看，合理安排，竟然一天刷了9部剧，中间还穿插吃了饭、集了章…晚上还看了单边长328米、高15米的夯土墙上的激光秀。至于网评排序的好看剧目，个人不做评价，每部剧都各有特色，都值得观看，演员们很敬业，表演很投入，加之行进式的特殊观影方式以及近距离的互动，观影感受都非常好。剧透就不给大家漏了。《只有河南》我们还会再来，这里值得一刷再刷！,剧透,negative,0.6169313192367554,"[(0, 0.5357128), (1, 0.035714403), (2, 0.035714403), (3, 0.035714403), (4, 0.035714403), (5, 0.035714403), (6, 0.035714403), (7, 0.035714403), (8, 0.035714403), (9, 0.035714403), (10, 0.035714403), (11, 0.035714403), (12, 0.035714403), (13, 0.035714403)]",0
只有河南·戏剧幻城,5.0,如果在郑州只待一天，必来只有河南！如果待两天，强烈建议买两日票🎫！因为太好玩了！王潮歌导演“只有”系列最火的一个作品，视觉美感+人文情怀，让我对河南这个地方有了非常非常棒的了解和体验！主剧和小剧场都太好哭了！普通门票290（含三个主剧之一），想看故事和感情的选火车站和李家村，想看灯光视觉盛宴的选幻城。,最火,negative,0.5915628671646118,"[(0, 0.03571443), (1, 0.03571443), (2, 0.03571443), (3, 0.03571443), (4, 0.03571443), (5, 0.03571443), (6, 0.03571443), (7, 0.5357124), (8, 0.03571443), (9, 0.03571443), (10, 0.03571443), (11, 0.03571443), (12, 0.03571443), (13, 0.03571443)]",7
只有河南·戏剧幻城,4.5,交通方便，下了高速拐弯就到，停车居然不收费，对得起这么大景区的身份吗？！！怒赞一个！！！每个剧都有很深的文化和历史蕴涵，演员表演也很到位，景区内到处都可以打卡拍照，绝对值得这份票钱！不建议带学龄前儿童前往，因为孩子太小看不懂，还会被灯光和音效吓哭，糟心的是家长，影响的是别人……热门剧场需要提前半小时甚至一个小时排队，但看完了应该不后悔！！!,糟心,negative,0.9558761119842528,"[(0, 0.03571449), (1, 0.03571449), (2, 0.03571449), (3, 0.03571449), (4, 0.03571449), (5, 0.03571449), (6, 0.03571449), (7, 0.03571449), (8, 0.53571165), (9, 0.03571449), (10, 0.03571449), (11, 0.03571449), (12, 0.03571449), (13, 0.03571449)]",8
只有河南·戏剧幻城,5.0,目前体验过国内最好的看剧旅游景点，门口的红高粱非常震撼，几个不同的剧都很好看，《李家村》把1942年那段悲惨的历史给描绘出来，很多看戏的人都哭了。《曹操的麦田》描绘了曹操的官渡之战，还有一个把河南历史上的所有人物都描绘出来的大剧，非常棒！,悲惨,negative,0.8736229538917542,"[(0, 0.0357148), (1, 0.0357148), (2, 0.0357148), (3, 0.0357148), (4, 0.0357148), (5, 0.0357148), (6, 0.0357148), (7, 0.0357148), (8, 0.0357148), (9, 0.5357076), (10, 0.0357148), (11, 0.0357148), (12, 0.0357148), (13, 0.0357148)]",9
只有河南·戏剧幻城,5.0,强烈推荐，不想爬山的，怕累的，带娃的，统统都去，先打开微信小程序，可以看场次和排队情况。合理安排。麦浪餐厅食物不贵一个人30+，休息位置大又多，可以躺下睡觉。每个剧场各有各的特色，我八岁女儿最喜欢的居然是老院子，我都觉得无聊……建议两日票，因为三场大剧都好看，李家村和火车站剧情连贯只看一个不完整。我就是一日刷完三场大剧5场小剧，第二天太累加上要回家就没去，苏轼的河南和李家村茶铺没看上，留个念想以后再去。,怕累 无聊 完整,negative,0.6650804877281189,"[(0, 0.017857201), (1, 0.017857255), (2, 0.017857201), (3, 0.017857201), (4, 0.017857201), (5, 0.017857201), (6, 0.017857201), (7, 0.017857252), (8, 0.017857201), (9, 0.017857503), (10, 0.017857244), (11, 0.017857201), (12, 0.017857201), (13, 0.7678559)]",13
只有河南·戏剧幻城,5.0,综合这次国庆暴排长队的经验，总结要避坑的几个点:1、一定要早到早到早到，抓紧时间刷剧比拍照重要；2、特种兵赶时间刷剧的话可以省掉吃饭的时间，在排队中途可以找工作人员拿条子去上厕所买东西，虽然有限时也可以提前跟工作人员说明延长时间。3、将选的大剧场尽量与小剧场排队高峰时间错开，晚上8点看完幻城，整个园区内只有老库房还可以刷，最后老库房蹦完迪出来可能错过演员送客。4、能错峰出行的话还是不要选择热门假期吧，的士司机说寒暑假都比国庆好一点。,有限,negative,0.6395630836486816,"[(0, 0.03571437), (1, 0.03571437), (2, 0.03571437), (3, 0.03571437), (4, 0.03571458), (5, 0.03571437), (6, 0.03571437), (7, 0.035714652), (8, 0.03571437), (9, 0.03571437), (10, 0.03571437), (11, 0.03571437), (12, 0.5357127), (13, 0.03571437)]",12
只有河南·戏剧幻城,2.5,观剧体验一般。三大剧之一李家村，深刻的题材一流的剧场莫名的剧情，结尾宏大音乐配上充满凝视的生硬舞蹈，“谁配蒸第一个馒头？！”我漂亮我配，我儿女双全我配？！真的蛮尴尬了。剧情连贯性不高，煽情生硬，还有点物化女性，抱有很大期待来的，结果如坐针毡。苏轼的河南，演员演绎精彩，但结局莫名带翅膀起舞，编剧玩儿尬的？？曹操的麦田还不错，演员老师演技卓越。另，园区导航很难使用。一天体验下来感觉吹捧过高，与预期不符，编剧再努努力吧！别随便代表河南了！河南人本来昂扬的乡土情怀和自豪感，被编剧充满“肯吃苦，舍小我为大我，重男轻女”的地域刻板印象剧情压塌了。剧场设施及效果确实顶尖，但在剧情上也多花点钱吧。加油。,宏大 充满 生硬 漂亮 尴尬 生硬 很大 不错 努力 充满 确实,negative,0.5156829357147217,"[(5, 0.92261857)]",5
只有河南·戏剧幻城,4.0,‌只有河南·主剧之李家村剧场李家村剧场以“土地、粮食和传承”为主线，讲述1942年河南的那场大饥荒中，一个村庄里的血脉传承和生生不息。这扇门外，就是整个河南经历过痛苦岁月；这扇门内，是千千万万百姓的生存现状。李家村剧场观感评价：沉浸式表演的形式不错四个大区域转场也很好通过复原村庄、雪山和金黄的麦田等场景，营造了一种沉浸式的观剧体验。剧中老人们为了儿孙们的生存，毅然决定将仅有的粮食作为种子种下，自己去山上冻死，这一场景让人泪目。但我还是要说说问题：1. 第一场景演员说话听不见2. 转场太急促，还看见撞伤的3. 观众总有素质低的4. 剧情还是太强硬、节奏不好5. 演员踩我脚啦,痛苦 不错 急促 强硬,negative,0.717498242855072,"[(0, 0.014285826), (1, 0.014285805), (2, 0.014285805), (3, 0.014285805), (4, 0.014285805), (5, 0.014285814), (6, 0.8142844), (7, 0.014285805), (8, 0.014285805), (9, 0.014285879), (10, 0.01428582), (11, 0.0142858215), (12, 0.014285805), (13, 0.014285805)]",6
只有河南·戏剧幻城,4.0,整体还不错，特别是场景设计的非常宏大开阔，视觉上很有冲击力。但是很多剧的剧情上的缺点也是显而易见的，感觉过于煽情与矫情了，让人感到不适。还有演员有个别漏词的现象，口型和配音对不上，不过这样的次数并不多所以也瑕不掩瑜。红庙学校是最没必要排队看的，排了两个多小时就是看老师插科打诨，而且满满都是对老师的刻板印象，实在没啥意思。,不错 宏大 矫情 不适,negative,0.8047550320625305,"[(0, 0.014285803), (1, 0.014285766), (2, 0.0142857935), (3, 0.014285766), (4, 0.014285766), (5, 0.0142858), (6, 0.014285819), (7, 0.014285796), (8, 0.014285788), (9, 0.014285855), (10, 0.014285793), (11, 0.81428474), (12, 0.014285766), (13, 0.014285766)]",11
只有河南·戏剧幻城,4.5,除了人多没毛病，每年带孩子回家都来看，后劲很足。还有很多没有看的剧场，明年再来,很足,negative,0.5915628671646118,"[(0, 0.035714988), (1, 0.035714433), (2, 0.035714433), (3, 0.035714433), (4, 0.035714433), (5, 0.035714433), (6, 0.035714608), (7, 0.53571165), (8, 0.035714433), (9, 0.035714433), (10, 0.035714433), (11, 0.035714433), (12, 0.035714433), (13, 0.035714433)]",7
只有河南·戏剧幻城,5.0,我是十月一当天去的，人真的很多很多，哪哪都排队！整体是那种沉浸式体验的。当天会有很多随机路演，不会觉得枯燥。拍照打卡真的很出片选的是火车站剧场，整体剧情紧凑，演员敬业真的很棒！非常推荐！来一次根本就看不完,枯燥 紧凑 很棒,negative,0.5343189835548401,"[(0, 0.017857201), (1, 0.017857201), (2, 0.017857201), (3, 0.017857356), (4, 0.017857201), (5, 0.017857201), (6, 0.017857201), (7, 0.7678556), (8, 0.01785752), (9, 0.017857237), (10, 0.017857423), (11, 0.01785725), (12, 0.017857201), (13, 0.017857201)]",7
只有河南·戏剧幻城,5.0,真的非常棒，大剧场绝了，小剧场也很棒，就是假期人太多，排队很久，选个非假期应该体验感会更棒！里面东西也都很好吃，真的是，绝对要来第二次！,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.03571451), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.5357134), (9, 0.035714354), (10, 0.03571454), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,0.5,除了价格和一线的景区接轨了。服务起码落后五十年。唉，来一次行了，除草了。,落后,negative,0.9783074855804444,"[(0, 0.035714485), (1, 0.035714485), (2, 0.035714485), (3, 0.035714485), (4, 0.035714485), (5, 0.035714485), (6, 0.035714485), (7, 0.035714485), (8, 0.5357115), (9, 0.035714652), (10, 0.035714485), (11, 0.035714485), (12, 0.035714485), (13, 0.035714485)]",8
只有河南·戏剧幻城,0.5,大家避雷这个景区吧！带着一大家人花了三五千，结果受伤受罪不说，景区负责人连连推卸责任，就现场简单抹了点药就不管了！！！带老人孩子来的千万要谨慎，摔伤了你就自求多福吧，景区连个车都不会派给你送你去医院的！！！我妈妈在火车站剧院摔到头部和胳膊肿得鸡蛋一样大，胳膊肘粉碎性骨折！去了县医院当场要住院！那个鬼剧院的座位设置得窄的一个人都难通过，散场时乌央乌央黑黢黢大家都在挤！摔伤景区就把责任推给保险，撒手不管了让我们自行去医院，还反复强调说保险也陪不了全部噢！真是开这么大个园子，剧难看的一批，服务也差的要！！！避雷壁雷，尤其带老人的千万别来，人太多太多，剧院也是乌漆嘛黑安全隐患特别多，一不留神就被赶场子的众人挤摔跤！！！,简单 谨慎,negative,0.9206287264823914,"[(0, 0.023809616), (1, 0.023809616), (2, 0.690475), (3, 0.023809616), (4, 0.023809616), (5, 0.023809616), (6, 0.023809616), (7, 0.023809616), (8, 0.023809616), (9, 0.023809616), (10, 0.023809616), (11, 0.023809616), (12, 0.023809616), (13, 0.023809616)]",2
只有河南·戏剧幻城,4.0,有许多的小剧场和三个主剧场组成，小剧场可以根据时间表选择喜欢看的排队进入观看，我觉得涉及历史的区还是挺不错的，几个现代剧也很有质量，大剧场则选择了光影效果俱佳的“幻城剧场”，全程无尿点，玩了一整天也不会无聊，里面吃的不是特别多，可以自己带一点，总体还是相当值得一去的。,俱佳 无聊,negative,0.6451628804206848,"[(0, 0.023809683), (1, 0.023809705), (2, 0.023809683), (3, 0.023809683), (4, 0.023809683), (5, 0.023809683), (6, 0.023809683), (7, 0.023809705), (8, 0.023809683), (9, 0.69047403), (10, 0.023809701), (11, 0.023809683), (12, 0.023809683), (13, 0.023809705)]",9
只有河南·戏剧幻城,5.0,到了郑州怎么能不打卡只有河南呢？特地选择了工作日，还是下雨天，游客还是很多。交通:我选了从郑州东站坐城际铁路到绿博园站然后打车。城际铁路7元，坐了早上9点30的一班，打车18元左右，到达只有河南刚好10点。:第一个节目建议选择10点30左右比较想看的剧目，因为中途不能离场，后续剧目的衔接留至少留10分钟吧。我的刷剧顺序是：10:30-10:52天子驾六11：50-12：23 红庙学校13：00-14：15 李家村剧场15：20-15：55 曹操的麦田17：00-17：27 李家村茶铺18：00-18：32 苏轼的河南当然这样的顺序也不是每天都适用，还是得结合小程序安排。就餐的话个人觉得麦浪比地坑院好吃。推荐理由:我觉得自己刷到的每个剧都很棒，演员和观众的距离，基本都在10米以内，和传统的大剧院观剧不同，是种独特的沉浸式体验，每个剧场的布局，甚至是观众席都不同，像天子驾六是站立观看，像李家村剧场是移步换景。演员的信念感和感染力也非常强，像曹操的麦田天子驾六的灯光效果非常棒。缺点的话就是某些剧场排队的地方没有椅子，还有导演编的剧情比较薄弱和生硬吧。,很棒 独特 薄弱 生硬,negative,0.9595533013343812,"[(0, 0.014285885), (1, 0.014285885), (2, 0.014285885), (3, 0.0142859435), (4, 0.014285885), (5, 0.014285933), (6, 0.014285963), (7, 0.014285904), (8, 0.014286006), (9, 0.50369453), (10, 0.32487452), (11, 0.014285903), (12, 0.014285885), (13, 0.014285885)]",9
只有河南·戏剧幻城,4.0,两天逛了20个剧，急行军攻略，结论是整体设计不错，但是剧本故事略显单薄，不是王潮歌的最佳力作，没有红楼梦幻城经验。但毕竟是开辟先河的先锋创作，已经非常厉害了,不错 单薄 厉害,negative,0.8278239965438843,"[(0, 0.7678563), (1, 0.017857183), (2, 0.017857235), (3, 0.017857214), (4, 0.017857183), (5, 0.017857205), (6, 0.017857308), (7, 0.017857183), (8, 0.017857183), (9, 0.017857242), (10, 0.017857218), (11, 0.017857222), (12, 0.017857183), (13, 0.017857183)]",0
