关键词,标题,提问时间,提问内容,地方,官方答复,答复时间,提问内容_positive_probs,提问内容_negative_probs,官方答复_positive_probs,官方答复_negative_probs
口罩,将以倡导“无烟亚运”为契机推动控烟,2022-02-20 16:23,"疫情以来，人民出门必不可少的就是口罩，然而根据现行限烟条例，很多省市县并不限制户外吸烟，也就是说，会有一部分人戴着口罩为公共卫生安全作贡献的同时，还有一部分人会拉下口罩吞云吐雾。
由于口罩细密有小孔的结构，很容易吸附烟气，让戴口罩的人也要么忍耐，要么不得不摘下口罩散味。对认真防疫并且不沾烟草的公民来说很不公平。
对策：限制户外吸烟，可从大城市试点开始，同时在街上建立简易吸烟室，让路上想吸烟的人有地可吸，也不危及他人健康。",留言对象：浙江省省长王浩,"尊敬的网友：
    您好，您在人民网上给省长的留言收悉，经浙江省卫生健康委员会调查了解，现答复如下：
浙江省积极推动“控烟限酒专项行动”，通过开展烟草危害宣传、烟草流行监测、戒烟服务、无烟环境建设等控烟措施的实施，使我省控烟工作取得一定成效。但公众对烟草及电子烟的危害认识不足，自觉戒烟、抵制烟草及电子烟的行为不够。下一步我省控烟工作将以倡导“无烟亚运”为契机，严格执行《杭州市公共场所控制吸烟条例》，推动全省控烟工作不断深入，发动大家积极参与、做好表率、主动宣传、携手共建无烟环境。我们工作人员对您提出的“希望出台更详尽的限制吸烟的规定”事项和您电话沟通解释，您表示理解。
感谢您对我们工作的理解和支持！",2022-03-10 12:35,0.47,0.53,0.9811,0.0189
口罩,建议所有公共场所严禁吸烟,2022-05-11 19:54,疫情期间，要求大家在所有公共场所都带口罩。但是很多人在大马路上、公交车站、公园等公共场所吸烟。烟味直接跑到口罩里，非常难受！特别是小孩子，也不知道摘下口罩把烟味散出。疫情期间摘口罩散烟味也有很大风险，我建议所有公共场所严禁吸烟。,留言对象：北京市朝阳区区长吴小杰,您好，您的来信已收悉。关于您所述建议所有公共场所严禁吸烟的问题，经了解北京市卫生健康委员会内设爱国卫生运动推进处（健康促进处），主要职责：负责拟订爱国卫生和健康促进工作的规划、政策措施以及公众健康教育的目标、规划、政策和规范，并组织实施。承担卫生健康科学普及工作。组织开展国家卫生城市、健康城市、健康社区、卫生村镇创建和社会卫生整体评价等工作。负责统筹协调有关部门开展爱国卫生和健康北京建设工作。依法负责开展禁控烟工作和全市除“四害”的组织监督工作。承担北京市爱国卫生运动委员会办公室的具体工作。您反映的问题建议通过市民热线12345或公众号“北京12345”向市卫健委咨询反映。如遇在公共场所吸烟的情况，建议通过拔打12320或通过公众号“无烟北京”进行反映。感谢您对朝阳区建设和管理的关心与支持。,2022-05-16 15:42,0.021,0.979,0.9773,0.0227
口罩,华影电影院紫金店胡乱收取费用,2022-08-09 10:05,您好，本人于8月8日晚8点15分左右到华影电影院紫金店看电影，到门口说必须戴口罩才让进，我们两个人没有戴口罩，就问讯店里可否提供两个口罩，然后她们要求收费两元，我说提供消费凭证。他们说她们无法提供。经理和我们说话的时候自己都没有戴口罩，进门验票的地方服务员也都没有戴口罩。为什么只要求顾客带且收费？自己店内的人员却不佩戴。,留言对象：甘肃省金昌市委书记王钧,"        您好，8月10日您在人民网“领导留言板”上留言，反映“华影电影院紫金店胡乱收取费用”的问题，现答复如下：
        经调查核实，华影电影院紫金店储备的口罩购进价格为0.8元每个，向您提供口罩时每个收费1元，购销差价属于合理范围，但该电影院存在销售口罩未明码标价的违法行为，金川区市场监管局对该违法行为已于8月17日作出罚款200元的行政处罚。目前，该电影院向未佩戴口罩的消费者免费提供口罩。
        关于“该店工作人员未佩戴口罩”的问题。金川区文化主管部门已责令该电影院严格落实疫情防控要求，认真履行经营者主体职责，做好疫情防控工作，督促工作人员按要求佩戴口罩。
        2022年8月17日，市市场监管局执法人员电话与您取得联系，告知了相关处理情况，您对办理结果表示满意。
        感谢您宝贵的留言，欢迎您继续监督和支持我们的工作！",2022-08-26 09:45,0.0119,0.9881,0.7713,0.2287
口罩,建议,2022-04-17 08:01,疫情以来，戴口罩成了人们生活的常态，戴口罩本是为了遮挡咳嗽打喷嚏喷出的病毒细菌，然而有很多人，喜欢在打喷嚏时摘下口罩，在此我建议，将摘口罩打喷嚏，随地吐痰的行为由治安管理条例进行处罚，而不是单纯的道德层面的谴责，从而教育公民形成良好的公德意识以及卫生习惯。谢谢！,留言对象：北京市委书记尹力,您好，针对您叙述的问题已收悉。感谢您对我们工作的理解与支持！,2022-04-17 14:20,0.7012,0.2988,0.973,0.027
口罩,雁塔区长延堡街道袒护世家星城社区工作人员,2022-07-07 07:33,7月5日世家星城社区工作人员态度如照片。办公区社区人员不戴口罩，医生不戴口罩，群众不戴口罩，我反映这一情况，社区人员反而狡辩拒不接待我，言语驱赶我。,留言对象：陕西省西安市市长李明远,"网民朋友：
      您好！针对您反映的问题，我区长延堡街办立即就世家星城社区工作人员服务态度问题进行调查核实。经了解，您于7月5日到达核酸采样点位时，当日全员核酸检测已结束，医护及工作人员正在解除防护，工作人员引导其前往就近免费核酸检测点位采样。期间，您与志愿者发生误会，经工作人员现场劝解安抚，辖区派出所搭建调解平台，双方已达成谅解。下一步，我区长延堡街办将按照市区统一指令，进一步规范核酸检测工作环节，规范工作人员培训教育，严格落实疫情防控各项措施。",2022-07-19 17:21,0.0038,0.9962,0.0322,0.9678
口罩,疫情期间超市经常有人不戴口罩不扫码进入买东西,2022-03-23 09:52,位于夕照寺中街25号楼1楼的鑫***超市，晚上经常有人不戴口罩，不扫健康码随意出入买东西。超市也无人管理给周边带来安全隐患，希望重视监管。特别是晚间超市做不到对疫情防范的重视。,留言对象：北京市东城区委书记孙新军,"网民您好：
    您反映的问题，北京市东城区市场监督管理局回复如下：根据您反映的位于北京市东城区夕照寺中街21号1层101的北京鑫民慧达酒业有限公司疫情防控不到位的问题，2022年3月24日10:20，北京市东城区市场监督管理局龙潭街道所执法人员前往该点位进行现场检查，经查，该单位店内张贴北京健康宝二维码，有手持测温枪、消毒用具，但当日未进行店面消杀并填写记录，未对从业人员进行体温检测并填写记录。两名执法人员已对该单位店长进行了约谈，告知其当前形势下疫情防控的要求，强调了落实疫情防控措施的重要性，并现场张贴疫情防控检查公示单，将该单位的问题进行公示，责令该单位立即进行店面消杀及体温监测。现当事人已停止经营活动，进行整改。2022年3月24日15:00，东城区市场监督管理局龙潭所工作人员电话答复您。
    感谢您对人民网“领导留言板”栏目东城模块的关注！",2022-03-24 15:43,0.0123,0.9877,0.041,0.959
口罩,超市工作人员不佩戴N95口罩,2022-08-16 10:39,西城区白纸坊街道右安门内西街，有一家超市叫优尚乐选商店，这家超市从疫情开始直到现在不落实疫情防控要求，工作人员上班期间不佩戴N95口罩，应该调取店内监控查证。诉求：要求相关部门关停超市！,留言对象：北京市西城区委书记孙硕,您好！您的留言已获悉。关于您反映的问题，经西城区市场监督管理局现场查勘，未发现商家有不扫码不测温的情况，根据北京市疫情防控组相关规定未要求非从事餐饮单位商户人员佩戴N95口罩。区市场局工作人员多次拨打您预留的手机号码，均未接通。感谢您对我们工作的关心和支持。,2022-08-19 15:54,0.046,0.954,0.9212,0.0788
口罩,半路被赶下公交车,2022-08-13 14:13,"8月13日，我跟妻子带着两个孩子做完核酸在福州街站坐brt1号线准备前往西夏万达，大孩子2岁5个月，小孩子10个月，大的戴口罩，小的戴不住，戴上就扯掉。进站时，工作人员小的把口罩戴上，但是没有口罩，因为扯掉了，工作人员就给了个口罩，在候车时，给小孩子戴上了，他又扯掉了，期间戴了好几次，都扯掉了，因为小，说上也听不懂，最后看实在戴不住，就把口罩收起来了。brt1号线来了后便抱着孩子从前门上车，上车时司机并没有说没有口罩不让乘车，待车行驶到兴州街站时，司机把车停到了公交站，走过来语气很不好的说：""不戴口罩啥意思”！我说娃娃扯呢戴不住，他又说“戴不住啥意思，意思不戴口罩吗”。我很生气，娃娃戴不住，不是不给戴。就问他啥意思，让我们下车吗，他说是，我们便下了车。天气很热，两个孩子很闹。
我能理解疫情期间戴口罩是应该的，但是是不是应该多些理解呢，多些文明呢，说话是不是应该客气些呢，我坐公交也是出了钱的，没有拉到目的地算了，还一副训人的作风，我们也是没有办法，孩子真的是太小了，他不会说话，也听不懂话，口罩戴不住，我们总不能出门把孩子五花大绑吧，还是说有了孩子不能出门了？我们穷，坐不起出租车，在被赶出公交车后步行到了西夏万达。
希望这个城市能多些温暖，戴口罩不意味着文明，不戴口罩也不意味着不文明。",留言对象：宁夏回族自治区党委书记梁言顺,"网友您好！
        您的留言已收悉。自新冠肺炎疫情发生以来，银川市公交公司认真贯彻落实各项防疫工作，根据交通运输行业相关防控指南文件要求，疫情防控期间乘客乘车必须全程佩戴口罩，严防疫情通过公共交通工具传播，确保乘客乘车安全。考虑到婴幼儿自我约束力较差，乘车途中易抓落口罩，同时根据相关文件要求，在实际运营中，对3岁以下婴幼儿乘车不强制戴口罩。经查，因个别一线驾驶员对该人性化政策理解不到位，出现此类不适当的行为，银川市公交公司已对当班驾驶员提出严厉批评并加强培训。我们对此深感抱歉，已向您致电道歉，取得了您的谅解。 为避免此类情况再次发生，银川市公交公司将在后期继续加强驾驶员服务培训及疫情防控相关文件的宣贯学习，在确保严格落实疫情防控工作基础上，提升公交服务质量，提高乘客出行满意度、舒适度，为乘客提供满意舒适的乘车环境。 
        感谢您对我们工作的支持和理解！银川市公交公司已通过电话告知您相关情况，对此回复如有不清楚的地方，请与银川市公共交通有限公司联系（电话：0951-6029644）。 
        祝您身体健康，生活愉快！",2022-09-06 21:16,0.0273,0.9727,0.4346,0.5654
口罩,投诉,2022-09-26 12:52,我儿子第一次去铁路边的义宾南区做核酸忘记戴口罩了，回家拿了口罩第二次过去时那位社区工作者她就说：你做了不让进，我儿子说我没做忘记戴口罩了回家拿口罩了，她就突然很大声说：“去一边去。”冲我儿子和他一同学大吼大叫，把他们两人都吓坏了。,留言对象：北京市顺义区委书记高朋,网友您好：首先感谢您的留言。收到您的留言后我们高度重视，立即责成相关部门调查核实。针对您反映的问题，现答复如下：社区两委班子高度重视，成立专班办理此次问题，就您反映居委会工作人员态度恶劣问题，社区书记对当事人进行了批评教育，责令当事人就此问题进行检讨，社区书记就此问题向您赔礼道歉，保证今后不在发生此问题，对当事人调离了此岗位。再次感谢您的留言。,2022-09-28 15:10,0.1249,0.8751,0.0297,0.9703
口罩,重庆大学B区建工社区核酸检测有居民不戴口罩,2022-09-12 19:58,到9月12日止下午6点，重庆大学B区建工社区核酸检测出现有部分校内居民（三四十多岁的男性）在做核酸检测时居然全程不戴口罩，给其他居民和医务人员带来影响和风险，疫情期间，这种无视规则者，望相关部门加强监督管理。,留言对象：重庆市委书记袁家军,网民您好！您反映的问题已收悉，沙坪坝街道将加强宣传，督促每位居民严格按照防控要求佩戴口罩。感谢您的留言，祝您生活愉快。,2022-09-20 15:42,0.0042,0.9958,0.5824,0.4176
口罩,健康,2022-03-17 21:10,尊敬的领导你好！我发现一个问题就是旭日玩具厂对面上庙背村麻将馆疫情防控工作不到位，不戴口罩消毒液扎堆在一起不戴口罩，所以为了他人健康勤洗手戴口罩不扎堆临时工那么多。,留言对象：广东省韶关市武江区委书记,"网友：
    您好！留言收悉，您的诉求我们已转交韶关市公安局武江分局，单位高度重视，迅速展开调查处理，现将该处理部门的调查意见反馈如下：
    我局西联派出所立即安排民警前往上庙背村麻将馆，告知商家在疫情防控时间，禁止聚众打麻将，民警已劝离在场人员。
民警已致电联系您，您表示知道了。如您再遇到此类情况，可及时拨打110报警，派出所民警将立即前往现场进行处理。
    感谢您对韶关公安工作的理解和支持！            
                           

 
                                                                                   韶关市公安局武江分局
                                                                                           2022年3月31日  ",2022-04-07 14:24,0.0053,0.9947,0.4044,0.5956
口罩,平台包庇商家售假,2023-01-06 21:47,本人在义x购平台商家宏x日用百货供应链店铺网购了300只N95口罩，到手后发现N95口罩为假货，口罩面仅有3层跟纸一样的东西，本人与商家沟通退货退款商家不回复消息，不做任何回应，于是本人投诉至平台，平台客服用“你怎么证明这个假的口罩就是这家店的”为由包庇商家，拒绝本人退货退款请求。请领导对平台包庇行为、未认真审核商家行为、对商家售假行为做出处罚，让平台及商家赔偿本人损失。,留言对象：浙江省金华市义乌市委书记,"尊敬的郭**先生:
你好!你反映的在2022年12月16号花了607元在义乌*购平台，购买了300个口罩，商家名称：**日用百货供应链，商家地址：浙江省金华义乌市**街道***路****号，反馈收到的口罩是假货，平台客服用“你怎么证明这个假的口罩就是这家店的”为由包庇商家，拒绝您退货退款的请求。订单客服介入状态。
经核实情况，义乌*平台回复如下：
1、平台核实快递YT6955578496***在2022年12月21日 下午8:09:43显示本人签收，买家与2022-12-29 10:56:49申请退款，签收时间和买家申请退款之间相差天数已有8天。同时产品有标明不支持七天无理由退货。
2、平台联系双方沟通，商家表示该订单已超出售后处理时效。平台联系买家让其提供相应依据证明产品是假货，买家未提供。买家在电话里所描述的依据无法判断属于商家发出的产品。
3、根据目前的情况，平台无法协商一致，买家表示会通过其他途径进行投诉协调。
非常感谢您对义乌*公司工作的关心与建议，后续如有其它意见或建议，可致电057981530000进行反应，以便及时处理，谢谢！

浙江义乌*电子商务有限公司
2023年1月16日",2023-01-16 16:00,0.0027,0.9973,0.3928,0.6072
口罩,郑上一路未落实防疫政策,2022-07-23 08:13,第一、郑上一路未落实上车扫健康码，也没有要求乘客严格戴口罩。没有戴口罩已经列入法律范围了，并且有的乘客咳嗽未戴口罩司机也没有提醒。第二司机在行驶过程中，吃包子（至少是李克寨到京城路之间都在吃包子），未戴口罩及安全带，把一车乘客安全当儿戏，车牌号是：豫A1188E，希望有关部门加强对车辆管理。,留言对象：河南省郑州市委书记安伟,"接到市民反映问题后，我单位高度重视，第一时间转办至中心汽车站营运科，中心汽车站营运科明确了具体承办人员，负责对该案件进行调查处理，现已办结。现将具体办理情况报告如下：

一、基本情况

接到转办件后，工作人员第一时间与市民取得联系，了解其反映的问题为：郑上一路未落实上车扫健康码，也没有要求乘客严格戴口罩。没有戴口罩已经列入法律范围了，并且有的乘客咳嗽未戴口罩司机也没有提醒。第二司机在行驶过程中，吃包子（至少是李克寨到京城路之间都在吃包子），未戴口罩及安全带，把一车乘客安全当儿戏，车牌号是：豫A1188E，希望有关部门加强对车辆管理。

二、办理过程

我单位工作人员立即与驾驶员了解情况，经了解，驾驶员未严格落实防疫政策，在行驶过程中违反安全驾驶规定及疫情防控措施情况属实，目前该车辆已停运，驾驶员停班，并要求其写出书面检查，同时在驾驶员安全教育例会上作出深刻检讨。我单位将加大对所属车辆教育培训工作，加强监管责任，不定期对所属车辆进行抽查，发现未落实疫情防控政策将严肃处理，并要求全体司乘人员文明驾驶、安全驾驶，提高服务意识和服务水平，杜绝此类事件再次发生。

三、市民意见

因没有联系方式工作人员无法告知市民办理结果。

                                                                                                        荥阳市交通运输局

                                                                                                         2022年7月28日",2022-07-28 18:00,0.0172,0.9828,0.0569,0.9431
口罩,保安 不尽责,2022-07-29 12:19,"你好，我是星园街道紫光大厦花苑的业主。涡阳静态管理做核酸期间，该保安屡教不改疫情防控不尽责， 此次投诉要点如下：
1.核酸检测时，没有正确佩戴口罩，或者不佩戴口罩。更有甚者，抽烟、随地吐痰。
2.小区业主遵守静态管理各项规定，而该保安因工作缘故可进出小区，却未佩戴口罩或者未正确佩戴口罩，枉顾业主疫情防控努力。……
3.诸如此类问题还有很多，在此不便一一列举。谢谢！望严查！",留言对象：安徽省亳州市涡阳县委书记,"网友您好，接到您的留言后，立即安排星园街道进行办理，现将有关情况回复如下：
关于反映“核酸检测时，没有正确佩戴口罩，或者不佩戴口罩。更有甚者，抽烟、随地吐痰”问题。经查：针对该情况，星园街道已责令该小区物业公司立即进行整改，并要求保安正确佩戴口罩，不能随便抽烟、随地吐痰。
关于反映“小区业主遵守静态管理各项规定，而该保安因工作缘故可进出小区，却未佩戴口罩或者未正确佩戴口罩，枉顾业主疫情防控努力”问题。经查：针对该情况，星园街道已安排社区干部对该名保安进行批评教育，并要求该小区物业公司在今后的疫情防控管理期间，加强对保安人员的管理培训，严格落实有关疫情防控政策规定。
 关于反映“工作期间经常收集破烂废品、保安室长时间无人值班”的问题。经查：针对该情况，星园街道已要求该小区物业公司加强管理，并责令保安对收集的破烂废品要及时清理，保安室内不允许出现长时间无人值班现象，保证24小时有人员值班。
    如有其他疑问，请与涡阳县星园街道联系（联系人：翟建，联系电话：0558-7288042）。
    感谢您对我们工作的理解和支持！ ",2022-08-11 16:47,0.0046,0.9954,0.6867,0.3133
口罩,投诉橡树湾社区工作人员态度问题,2022-02-14 14:28,领导好：本人于2021年12月在橡树湾社区缴费医保卡、2022年2月13日上午9:30左右去橡树湾社区2楼取的医保卡、本人佩戴口罩遵守相关规则、进入2口服务台附近被一位扎马尾辫的女士赶到了2楼楼梯口旁边、投诉的原因是服务台有一位男士不佩戴口罩还有一位红衣服的小女孩也不佩戴口罩马尾辫的女士也没有佩戴看到我来了自己带上了口罩把我赶出楼梯口 、我不理解那为什么那两个人可以不佩戴口罩可以在服务台出去自如？,留言对象：辽宁省沈阳市于洪区委书记,"您好，收到您的诉求我们第一时间联系相关部门进行调查。经区北陵街道调查，工作人员事后已将事件过程进行解释，并取得了诉求人的谅解。
",2022-03-10 09:38,0.0861,0.9139,0.1246,0.8754
口罩,九龙公园北门乐团不戴口罩聚集噪音扰民,2022-04-29 08:52,每天早上都有几十个人不戴口罩聚集在九龙公园北门，吹拉弹唱，连音响外放，超级大声。周围几个小区的居民不堪其扰，投诉了好几年，各部门踢足球，敷衍执法，一直没有解决这个问题。再这样下去，我们都要疯了。退休了要娱乐为什么要以牺牲年轻人的睡眠为代价，上夜班的本来就睡不够，小区的人都想下去打架了！,留言对象：福建省漳州市芗城区委书记,"网友：
        您好，欢迎您给漳州市芗城区委书记留言！您留言反映的问题，芗城区城市管理局对此答复如下：
        接到该事项后，我局高度重视，，立即指派执法人员前往现场核实：九龙公园北门口绿化带空地区域老年人进行休闲娱乐活动，存在一定音量，我局执法人员对现场组织者进行文明劝导、宣传，并要求现场立即进行整改，降低音量，避免音量过大影响周边居民正常生活。由于现场群体属于老年人群体，执法人员采取柔性执法措施进行相关劝导、宣传，得到现场老年人的积极响应，从而避免制造更深层次的矛盾。同时执法人员要求老年人佩戴好口罩，避免过度聚集，配合好疫情防控工作。
        2022年5月9日，我区城市管理局工作人员与您进行电话沟通，将执法情况对投诉人了进行反馈。
        感谢您对我区环境保护工作的理解与支持。
",2022-05-24 11:53,0.0023,0.9977,0.7129,0.2871
口罩,疫情期间门店不执行防疫要求，多次提醒扔不整改,2022-04-28 11:11,"安新县雁翎东路湿地华城底商  门店 店内店员不佩戴口罩，对进店人员不测量体温、不登记信息、不提醒佩戴口罩！
望领导明查！",留言对象：河北省雄安新区管委会主任张国华,"网友您好！
       您的留言已收悉，现将有关情况回复如下：
       关于您反映的店铺未落实防疫要求问题，安新县相关部门对其做出“停业整顿一天”的处罚，并要求门店负责人作出了书面保证。下一步，安新县相关部门将举一反三，采用明察暗访的形式，进一步加强对经营企业落实疫情防控要求的巡查监管力度，及时发现问题隐患，精准堵塞防控工作漏洞。
       感谢您对疫情防控工作的支持和配合。祝您身体健康，生活愉快。
",2022-05-23 15:46,0.2314,0.7686,0.3263,0.6737
口罩,商家不遵守经营承诺，希望尽快解决,2022-11-15 14:47,因家中口罩用完、无法出门，上午通过微信联系百家好一生药店让送口罩，但现在还没人送，认为不合理，现要求尽快送到。,留言对象：河南省洛阳市宜阳县委书记,"网友，你好：
     我镇接到交办单后，镇党委、政府高度重视，立即安排人员为其购买了诉求物资—口罩。此诉求已解决。感谢您对我们工作的支持和理解！",2022-11-22 10:12,0.0476,0.9524,0.8517,0.1483
口罩,工作人员执勤中吓到孩子,2022-06-27 18:36,2022年6月12日，我带孩子在小区遛弯，由于孩子6个月，处于口欲期，看到口罩就去用手抓舔，怕不卫生，有时在楼下短暂的溜达，所以没带口罩，走到大门口并没有要出去，被执勤的工作人员看到我也告诉他没带口罩的原因，请他理解一下，但该名工作人员态度十分恶劣的说道：“没带口罩你就出小区，不能在小区内溜达，为了配合他的工作，我们出了小区，但没有离开该名工作人员的视线，两分钟过后我们要进去，这名工作人员继续恶劣,留言对象：北京市怀柔区委书记郭延红,"中共北京市怀柔区委关于2022年7月2日在人民网“领导留言板”反映问题的回复信
您好！
您于2022年7月2日在人民网“领导留言板”留言，反映值守人员执勤中吓到孩子的问题。区委高度重视，立即责成泉河街道进行办理。现答复如下：
经核实，6月12日执勤人员在您所在的开放路小区卡口进行值守，按照疫情防控要求，执勤人员善意提醒您佩戴好口罩且不要在卡口逗留，当您再次进入小区时，执勤人员提示您测量体温、佩戴口罩。但期间执勤人员可能因说话声音较大，无意中吓到孩子，对此深表歉意。针对该问题，您当时已报警，派出所民警调取了监控录像，并与现场群众进行了核实，未发现故意恐吓行为。同时，泉河街道已将该值守人员调离此值守点位，执勤人员所在单位、泉河街道、馥郁苑社区也多次向您表达歉意。经与您见面沟通，您表示已带孩子到儿研所就受到惊吓问题进行鉴定，待出具鉴定结果后，计划通过诉讼程序解决。泉河街道将积极跟进，及时做好沟通协调配合工作。
下一步，泉河街道也将对所有参与疫情值守人员进行教育培训，要求在严格落实“四方责任”、履行值守职责的同时，也要注意工作方式方法，做好群众工作。
感谢您对我们工作的理解与支持！


中共北京市怀柔区委员会
   2022年7月5日",2022-07-08 08:57,0.0065,0.9935,0.3801,0.6199
口罩,疫情防控管理不力,2022-03-14 13:57,"书记您好：
       天津市北辰区北辰道55号院是一个叫一商的二手车交易市场，现在疫情期间该市场仅在入口处验码测温就可进院，进院后甭管是二手车销售人员还是来购车和办理过户的人员都不戴口罩，更有甚者不但不戴口罩还在公共场合抽烟。
       原来院里还有专人劝导看到没戴口罩的人还管一下，现在市场管理者不闻不问装作什么都没看见， 不戴口罩的吸烟的随处可见",留言对象：天津市委书记陈敏尔,"尊敬的网友：
    感谢您的留言。接到留言后，我区领导高度重视，立即责成北辰区北仓镇人民政府进行调查处理。经查，该镇综合执法大队安排执法人员分别于3月18日15：40分，21日10：30分和14：05分三次对该二手汽车交易市场进行暗访和明察。该二手交易车市场现场入口和交易大厅均要求来访人员扫码测温，同时对到访人员进行登记姓名、身份证号、电话、体温，2名工作人员均佩戴口罩，未发现有其他人员未佩戴口罩的情况；在对院内二手车停放区和交易服务大厅检查中未发现不戴口罩以及在公共场所吸烟的情况。3月21日上午该镇综合执法人员暗访结束后亮明身份，责成市场负责人进一步落实疫情防控主体责任，落实防疫“三件套”，安排院内人员加强巡查，如发现有个别吸烟或不正确佩戴口罩的群众及时进行劝阻。 接下来，该镇将加强对一商二手车的关注力度。通过多种方式督促和监督好防疫工作扎实落到实处，确保人民的健康安全。此外，还将加强对该市场的控烟管理力度，尤其是对封闭场所和容易造成火灾区域严格落实控烟要求，防止火灾发生。
    感谢您对我们工作的支持，希望您对我们的工作提出宝贵的意见，祝身体健康，生活愉快。

                                                                     天津市北辰区委员会
                                                                       2022年03月30日
",2022-03-30 13:43,0.0135,0.9865,0.7196,0.2804
口罩,家家悦琅琊镇店,2022-08-13 11:35,疫情当下，家家悦超市（琅琊镇店）内部员工，未按要求佩戴口罩，部分超市顾客未戴口罩，员工未按要求制止进入超市。青岛一码通顾客扫码不及时。,留言对象：山东省青岛市黄岛区委书记,"尊敬的网友：
       您好！您反映的问题，西海岸新区琅琊镇进行了调查核实。经落实，琅琊镇疫情防控指挥部办公室对其进行现场督导检查，要求其立即严肃整改，增强责任意识，严格落实各项防疫政策要求。 
       感谢您对青岛西海岸新区的关注与支持！
",2022-09-02 15:07,0.1098,0.8902,0.4395,0.5605
口罩,中昂时代广场三层餐饮不卫生防疫漏洞、形式化、,2022-09-15 19:52,1.门头沟中昂小时代广场三层张亮麻辣烫营业期间、操作间员工卫生不达标、不不带口罩、佩戴口罩不规范、不卫生、防疫严重漏洞。       2、详情见图,留言对象：北京市门头沟区委书记,"      网民您好，针对您反映的问题，北京市门头沟区人民政府大峪街道办事处、北京市门头沟区市场监督管理局回复：
大峪街道办事处答复如下：中昂小时代广场三层张亮麻辣烫员工佩戴口罩不规范问题。执法队责令商户立即进行整改，并针对其疫情防控落实不到位问题张贴防疫公示。张亮麻辣烫员工佩戴口罩不规范问题现已现场整改完毕。执法队现场对张亮麻辣烫负责人进行宣传告诫，要求其严格按照疫情防控标准做好疫情防控工作，扫码测温岗工作人员认真做好佩戴口罩、扫码测温、核酸阴性证明查验等工作，不得脱岗。
市场监督管理局答复如下：2022年9月17日，我局大峪所接诉处理，来电人反映自己张亮麻辣烫疫情防控问题。根据诉求人反映问题，我所执法人员现场检查，现场进行扫码测温，提供了相关体温消毒记录，现场员工有一人未戴口罩，根据以上问题，已经张贴疫情防控监督检查公示，要求立即整改。大峪所已于2022年9月21日完成回复，将检查情况告知来电人，来电人对大峪所工作表示认同。
      感谢您对人民网领导留言板门头沟模块的关注。",2022-09-22 10:16,0.0051,0.9949,0.0625,0.9375
口罩,42路车不让上车,2022-07-28 08:41,我于7月28日上午八点三十六分左右在花园派出所站，自北向南上车～司机因未戴口罩不让上车，同时我看到车上有乘客已经摘下口罩。,留言对象：河南省新乡市红旗区委书记,     网友您好，您反映的问题已超出红旗区管辖范围，建议您在市委书记留言板留言。,2022-08-01 09:01,0.234,0.766,0.2438,0.7562
口罩,世春里居委会,2022-03-24 11:01,世春里小区在参照封控区管理期间，小区门口的工作人员摘掉口罩吸烟，身为工作人员就应该注意个人防护，这样摘掉口罩抽烟影响很不好,留言对象：天津市委书记陈敏尔,"尊敬的网友：
    您好，接件后我区高度重视，经了解核实，芥园街世春里小区在2022.3.22-2022.3.28时段为参照防范区措施管控，按防疫要求除特殊原因，小区实行只进不出防疫管理措施。在管控期间给您和社区群众带来不便，望请理解。其次，对于工作人员违反防疫规定摘口罩吸烟的问题，芥园街高度重视，立即约谈了该工作人员和其所在社区一把手，进行严厉的批评教育，同时举一反三，在芥园街所有社区内开展教育培训，进一步规范社区工作人员的行为，强化思想意识。
    希望您一如既往地关心支持我们的工作，加强对我们工作的监督，提出更多更好的意见和建议。祝您生活愉快！",2022-04-15 15:39,0.0146,0.9854,0.1676,0.8324
口罩,请领导帮我解决困难,2023-01-02 19:53,"12月9日我再***购买了120只锋立n95医用口罩，商家一直没有发货。后期跟客服沟通，客服答应我让我买别的商铺口罩，由***补偿差价有录音。于是我购买了150只仙*堂的口罩。仙*堂不单卖。
到货后，多次要求***客服按照他答应我的补偿差价，可是置之不理。1月2日晚上18点20分官方客服工号251**打来电话态度十分嚣张，说不能补。在我多次要求251**补偿以后，他又说回去调查一下
要求补偿***答应的差价，要求***官方领导为工号251**出来道歉，补偿",留言对象：上海市委书记陈吉宁,"网友您好！
　　您的留言收悉，现将有关情况回复如下：
　　长宁区市场监督管理局在收到您的留言后，经查询全国12315平台及公众诉求平台，您此前已通过全国12315平台反映了相关投诉举报事项，我局将按照《市场监督管理投诉举报处理暂行办法》规定的法定程序予以处理并答复于您。
　　感谢您对我们工作的理解与支持。
　　特此回复。",2023-01-29 23:00,0.0013,0.9987,0.4216,0.5784
