user-name,comment-date,content,评价,content1,分词,主题概率,主题类型,emotion_type
匿名用户,2021年4月18日,全化了，都是水，要去早点去，不然不值得,1.0,全化了，都是水，要去早点去，不然不值得,全化 早点 值得,"[(0, 0.088165425), (1, 0.09464222), (2, 0.8171924)]",2,非负
HuR965639944,2021年4月17日,这几年没有多大变化，修了路，多一座山上的景,1.0,这几年没有多大变化，修了路，多一座山上的景,几年 多大 变化 一座 山上,"[(0, 0.06013385), (1, 0.057817195), (2, 0.8820489)]",2,非负
FuD163914762,2021年2月12日,对于过年不能出京，是个值得一去的地方。,1.0,对于过年不能出京，是个值得一去的地方。,过年 出京 值得 一去 地方,"[(0, 0.866647), (1, 0.069192365), (2, 0.06416065)]",0,非负
匿名用户,2021年2月15日,设施简陋，人员看管极差，有一个小的冰做亭子，里面挤满了孩子，有的成人也在里面挤，儿童被挤的哇哇叫，极易造成挤塌危险??！另外进停车场拥堵差不多一个多小时吧！只能游玩一个小时结束，出来停车费收20元，够黑的！特别是网上按限... ,0.0,设施简陋，人员看管极差，有一个小的冰做亭子，里面挤满了孩子，有的成人也在里面挤，儿童被挤的哇叫，极易造成挤塌危险?！另外进停车场拥堵差不多一个多小时吧！只能游玩一个小时结束，出来停车费收20元，够黑的！特别是网上按限. ,设施 简陋 人员 看管 极差 亭子 挤满 孩子 成人 儿童 极易 挤塌 危险 停车场 拥堵 一个多 小时 只能 游玩 小时 结束 停车费 特别 网上 按限,"[(0, 0.013906103), (1, 0.9717088), (2, 0.0143851)]",1,负面
wjwljm,2021年2月17日,高科技灯光秀不错！就是景区停车有点混乱没有人指挥调度自己找车位，通往景区只有不到5公里开车快2小时【交通】堵车,0.0,高科技灯光秀不错！就是景区停车有点混乱没有人指挥调度自己找车位，通往景区只有不到5公里开车快2小时【交通】堵车,高科技 灯光 不错 景区 停车 混乱 指挥 调度 车位 通往 景区 不到 公里 开车 小时 交通 堵车,"[(0, 0.021251738), (1, 0.019848336), (2, 0.9588999)]",2,非负
qvp261379467,2021年2月17日,太垃圾了真的！几年前就这样，至今没变过，还少了很多冰灯游览项目，开车俩小时，走路半小时，看冰灯10分钟就出来了…这不就是骗钱骗感情吗？奉劝大家不要再去了，真的垃圾！,0.0,太垃圾了真的！几年前就这样，至今没变过，还少了很多冰灯游览项目，开车俩小时，走路半小时，看冰灯10分钟就出来了…这不就是骗钱骗感情吗？奉劝大家不要再去了，真的垃圾！,垃圾 真的 几年 没变 还少 冰灯 游览 项目 开车 小时 走路 半小时 冰灯 分钟 骗钱 感情 奉劝 真的 垃圾,"[(0, 0.95533544), (1, 0.019557623), (2, 0.025106963)]",0,负面
匿名用户,2021年2月17日,绝对值得一去，冰灯和冰雕太好看了,1.0,绝对值得一去，冰灯和冰雕太好看了,值得 一去 冰灯 冰雕 好看,"[(0, 0.075715594), (1, 0.07486773), (2, 0.8494166)]",2,非负
KCv625683152,2021年3月9日,没有多少景、冰滑梯太小了、附近有农家院、豆腐锅挺贵的,0.0,没有多少景、冰滑梯太小了、附近有农家院、豆腐锅挺贵的,滑梯 太小 农家院 豆腐 锅挺贵,"[(0, 0.6623333), (1, 0.2767178), (2, 0.060948897)]",0,非负
匿名用户,2021年2月9日,挺好的，很漂亮,1.0,挺好的，很漂亮,很漂亮,"[(0, 0.22295357), (1, 0.55498147), (2, 0.22206497)]",1,非负
LoZ480339628,2021年2月26日,就说我们到的晚，晚上九点半到，门口检票也不提醒还有半小时就关灯，直接给我们检票进园，十点直接灯全关了，七张票，三个老人一个孩子，愣是摸黑走了三四公里下到停车场，路边彩灯关了咱理解，居然连路灯都关了真是醉了，这龙庆峡冰灯也...,0.0,就说我们到的晚，晚上九点半到，门口检票也不提醒还有半小时就关灯，直接给我们检票进园，十点直接灯全关了，七张票，三个老人一个孩子，愣是摸黑走了三四公里下到停车场，路边彩灯关了咱理解，居然连路灯都关了真是醉了，这龙庆峡冰灯也.,晚上 九点半 门口 检票 提醒 半小时 关灯 检票 进园 十点 全关 七张 三个 老人 孩子 摸黑 三四 公里 停车场 路边 彩灯 关了 理解 路灯 龙庆峡 冰灯,"[(0, 0.013049732), (1, 0.97370845), (2, 0.013241785)]",1,负面
xuepiao天晴,2021年2月17日,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,0.0,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,场地 晚上 好看 下午 三点 多到 正好 夜景,"[(0, 0.039397363), (1, 0.04229515), (2, 0.91830754)]",2,非负
LqL815623445,2021年2月4日,我拍这么好看，商家给版权费吗?,0.0,我拍这么好看，商家给版权费吗?,好看 商家 版权,"[(0, 0.093060955), (1, 0.1075909), (2, 0.7993482)]",2,负面
JrO881605147,2021年4月5日,不错玩的很开心，冬天不错的好去处，大人孩子都能玩,1.0,不错玩的很开心，冬天不错的好去处，大人孩子都能玩,不错 开心 冬天 不错 好去处 大人 孩子,"[(0, 0.89559436), (1, 0.06022068), (2, 0.04418494)]",0,非负
匿名用户,2021年2月16日,还算是不错的一次旅行，晚上要走的时候飘起了雪花，是真冷，需要多穿！,1.0,还算是不错的一次旅行，晚上要走的时候飘起了雪花，是真冷，需要多穿！,算是 不错 旅行 晚上 飘起 雪花,"[(0, 0.056404628), (1, 0.0544692), (2, 0.8891262)]",2,负面
饿饿饿o鹅鹅鹅,2021年2月27日,冰灯已经化了，就这卖100？全程不到200米。,0.0,冰灯已经化了，就这卖10？全程不到20米。,冰灯 全程 不到,"[(0, 0.09838608), (1, 0.10539133), (2, 0.79622257)]",2,非负
ycdivw,2021年2月25日,人很多，孩子喜欢玩儿，总体来说还不错，,1.0,人很多，孩子喜欢玩儿，总体来说还不错，,孩子 喜欢 玩儿 总体 不错,"[(0, 0.082899064), (1, 0.8568698), (2, 0.060231086)]",1,非负
ycdivw,2021年2月25日,人很多，冰灯不错，孩子喜欢玩儿，满意,1.0,人很多，冰灯不错，孩子喜欢玩儿，满意,冰灯 不错 孩子 喜欢 玩儿 满意,"[(0, 0.3469741), (1, 0.60263705), (2, 0.050388888)]",1,非负
雪糕v杀手,2021年2月20日,人太多了，冰灯挺好看的，堵车太要命了,1.0,人太多了，冰灯挺好看的，堵车太要命了,人太多 冰灯 好看 堵车 要命,"[(0, 0.4465671), (1, 0.06985454), (2, 0.4835784)]",2,负面
JbK168363654,2021年2月15日,不错值得一看！,1.0,不错值得一看！,不错 值得一看,"[(0, 0.7609002), (1, 0.11892425), (2, 0.12017555)]",0,非负
匿名用户,2021年2月13日,还不错,1.0,还不错,不错,"[(0, 0.64776087), (1, 0.17267115), (2, 0.179568)]",0,非负
gnj270089650,2021年4月3日,小学生游览胜地，人流还行。确实平时不多见,1.0,小学生游览胜地，人流还行。确实平时不多见,小学生 游览胜地 人流 确实 平时 不多见,"[(0, 0.04961794), (1, 0.049807195), (2, 0.90057486)]",2,非负
LX芾晓,2021年3月16日,地方特色  如果有庙会更好了 希望疫情赶快回去吧,1.0,地方特色 如果有庙会更好了 希望疫情赶快回去吧,地方 特色 庙会 更好 希望 疫情 回去,"[(0, 0.9054996), (1, 0.046608895), (2, 0.04789157)]",0,非负
LX芾晓,2021年3月16日,给朋友买的票  他们都说挺好的，明年孩子大了也去看看,1.0,给朋友买的票 他们都说挺好的，明年孩子大了也去看,朋友 明年 孩子,"[(0, 0.8167543), (1, 0.093945645), (2, 0.08930007)]",0,非负
匿名用户,2021年4月1日,算是打卡地 其实展厅就那么点地方 感觉真亏,0.0,算是打卡地 其实展厅就那么点地方 感觉真亏,算是 打卡 展厅 地方 感觉 真亏,"[(0, 0.049413804), (1, 0.89822215), (2, 0.052364044)]",1,非负
LX芾晓,2021年3月16日,还不错  带孩子过来的  小宝贝儿很喜欢呢,1.0,还不错 带孩子过来的 小宝贝儿很喜欢呢,不错 孩子 宝贝儿 喜欢,"[(0, 0.12937032), (1, 0.79756314), (2, 0.07306654)]",1,非负
gnj270089650,2021年4月3日,可以，去还是可以的，适合小学生参观。,1.0,可以，去还是可以的，适合小学生参观。,适合 小学生 参观,"[(0, 0.12174188), (1, 0.09373943), (2, 0.78451866)]",2,非负
LX芾晓,2021年3月16日,虽然画了许多水但还是很好的，下次还来,1.0,虽然画了许多水但还是很好的，下次还来,下次 还来,"[(0, 0.77562165), (1, 0.11214964), (2, 0.11222873)]",0,非负
JbK168363654,2021年2月15日,不错！适合晚上来,1.0,不错！适合晚上来,不错 适合 晚上,"[(0, 0.13095774), (1, 0.09236159), (2, 0.77668065)]",2,非负
匿名用户,2021年2月17日,"冬天封山，什么都不能玩，什么地方都不能去，基本只能看冰灯展，然而这个冰灯展区面积不算太大，东西不太多，总体来说完全不值票价，吃顿麦当劳不香么
 开车单程两小时，停车场到景区入口步行差不多半个小时，里面逛半个多小时，结束",0.0,冬天封山，什么都不能玩，什么地方都不能去，基本只能看冰灯展，然而这个冰灯展区面积不算太大，东西不太多，总体来说完全不值票价，吃顿麦当劳不香么 开车单程两小时，停车场到景区入口步行差不多半个小时，里面逛半个多小时，结束,冬天 封山 地方 只能 看冰 灯展 冰灯 展区 面积 不算 东西 不太多 总体 不值 票价 吃顿 麦当劳 不香 开车 单程 小时 停车场 景区 入口 步行 半个 小时 半个 小时 结束,"[(0, 0.012160714), (1, 0.012946286), (2, 0.97489303)]",2,非负
xuepiao天晴,2021年2月17日,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,1.0,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,场地 晚上 好看 下午 三点 多到 正好 夜景,"[(0, 0.039397545), (1, 0.04231744), (2, 0.91828495)]",2,非负
lucky粑粑爸爸,2021年4月3日,一般吧，不去会后悔，去了更后悔。,0.0,一般吧，不去会后悔，去了更后悔。,不去 后悔 后悔,"[(0, 0.09042932), (1, 0.8159142), (2, 0.093656406)]",1,负面
epI166422049,2021年3月15日,非常壮观的一个地方。非常壮观的一个地方。,1.0,非常壮观的一个地方。,壮观 地方,"[(0, 0.11638305), (1, 0.7651685), (2, 0.11844849)]",1,非负
Composure3,2021年2月24日,去晚了，冰化了，里边的灯确实挺好看的，人特别多，不过不是很凉。,1.0,去晚了，冰化了，里边的灯确实挺好看的，人特别多，不过不是很凉。,冰化 里边 确实 好看 特别 很凉,"[(0, 0.051243167), (1, 0.05311949), (2, 0.89563733)]",2,非负
chenzeng1986,2021年3月28日,一般般，没什么看的，不值得去看，下次可能不会再去了。,0.0,一般，没什么看的，不值得去看，下次可能不会再去了。,没什么 值得 下次,"[(0, 0.8120118), (1, 0.090525515), (2, 0.097462706)]",0,非负
tangbilan1976,2021年2月20日,非常漂亮，就是有点冷，大家多穿点,1.0,非常漂亮，就是有点冷，大家多穿点,漂亮 穿点,"[(0, 0.12274307), (1, 0.11924022), (2, 0.75801677)]",2,非负
Composure3,2021年2月24日,去的太晚了，外边的灯比较好看，里边的冰都化掉了，踩了一脚水。,1.0,去的太晚了，外边的灯比较好看，里边的冰都化掉了，踩了一脚水。,太晚 外边 好看 里边 冰都化 一脚,"[(0, 0.05565764), (1, 0.05574442), (2, 0.8885979)]",2,非负
hu_hu,2021年2月18日,灯光不错，挺美的，孩子很喜欢。,1.0,灯光不错，挺美的，孩子很喜欢。,灯光 不错 美的 孩子 喜欢,"[(0, 0.08684339), (1, 0.8464728), (2, 0.066683814)]",1,非负
Zot835760583,2021年3月31日,不错，值得一去！,1.0,不错，值得一去！,不错 值得 一去,"[(0, 0.8063322), (1, 0.09514679), (2, 0.09852104)]",0,非负
落落5072,2021年2月9日,「冰灯」大巴车很不错，车新也干净，司机师傅和导游服务很不错,1.0,「冰灯」大巴车很不错，车新也干净，司机师傅和导游服务很不错,冰灯 大巴车 不错 车新 干净 司机 师傅 导游 服务 不错,"[(0, 0.036979336), (1, 0.036318593), (2, 0.9267021)]",2,非负
忌思情,2021年2月14日,夜景超级棒，冰雕也很好看，强烈建议去看看。,1.0,夜景超级棒，冰雕也很好看，强烈建议去看。,夜景 超级 冰雕 好看 强烈建议,"[(0, 0.059624396), (1, 0.0608052), (2, 0.8795704)]",2,非负
snake8502,2021年2月25日,"过了红绿灯就是停车场，小车停车费20 大车不知道。车多的时候会排队进场。出场车多的话也会排队……
奔着冰灯去的，整体效果不错，还有个小车滑道的项目不错，可以试试，就是排队人多，一人30。",1.0,过了红绿灯就是停车场，小车停车费20 大车不知道。车多的时候会排队进场。出场车多的话也会排队…奔着冰灯去的，整体效果不错，还有个小车滑道的项目不错，可以试，就是排队人多，一人30。,红绿灯 停车场 小车 停车费 大车 车多 排队 进场 出场 车多 排队 冰灯 整体 效果 不错 小车 滑道 项目 不错 排队 人多 一人,"[(0, 0.9668466), (1, 0.016981104), (2, 0.016172295)]",0,非负
宝宝猪2010,2021年3月21日,今年的冰灯较往年少了很多，有于天气原因好多冰都在融化,0.0,今年的冰灯较往年少了很多，有于天气原因好多冰都在融化,冰灯 较往年 有于 天气 原因 好多 融化,"[(0, 0.044023916), (1, 0.9123487), (2, 0.043627396)]",1,非负
BQf220093188,2021年2月18日,景区没有过多的布置，冰灯景区没有新意，同10年前布局一样，没有艺术气息，满儿耳充斥电喇叭?安全提醒和告知，完全是一个展厅一个延庆调，不仔细听以为进入农贸市场。好像在赶集。,0.0,景区没有过多的布置，冰灯景区没有新意，同10年前布局一样，没有艺术气息，满儿耳充斥电喇叭?安全提醒和告知，完全是一个展厅一个延庆调，不仔细听以为进入农贸市场。好像在赶集。,景区 过多 布置 冰灯 景区 新意 年前 布局 艺术 气息 满儿 充斥 电喇叭 提醒 告知 展厅 延庆 仔细听 农贸市场 好像 赶集,"[(0, 0.016095366), (1, 0.016757773), (2, 0.9671469)]",2,非负
董470953634,2021年3月4日,龙庆峡在2011年的时候去过，那时候觉得真的很不错，这次去很失望，可能因为疫情，人也特别少，感觉没啥意思 开车跑了那么远,0.0,龙庆峡在201年的时候去过，那时候觉得真的很不错，这次去很失望，可能因为疫情，人也特别少，感觉没啥意思 开车跑了那么远,龙庆峡 去过 真的 不错 失望 疫情 特别 感觉 啥意思 开车,"[(0, 0.675236), (1, 0.28296256), (2, 0.041801464)]",0,非负
ZFL481970268,2021年2月17日,一般，在买票入口处2公里开始堵车，只能早点出发，里面的灯做的不精致。,0.0,一般，在买票入口处2公里开始堵车，只能早点出发，里面的灯做的不精致。,买票 入口处 公里 堵车 只能 早点 出发 精致,"[(0, 0.039313413), (1, 0.91868615), (2, 0.042000435)]",1,非负
SLS553490631,2021年3月23日,就一个字冷，去的那天差点没给我们冻死,0.0,就一个字冷，去的那天差点没给我们冻死,那天 差点 冻死,"[(0, 0.113621905), (1, 0.8013787), (2, 0.08499938)]",1,负面
jfL286048913,2021年3月21日,还不错，跟女朋友一起去的，可能去的时候有点冷。。多穿点,1.0,还不错，跟女朋友一起去的，可能去的时候有点冷。多穿点,不错 女朋友 穿点,"[(0, 0.6014368), (1, 0.08939299), (2, 0.30917025)]",0,非负
匿名用户,2021年2月17日,前几年也是一百门票，但是逛了冰灯还可以上山玩玩逛百花洞，现在不让上去了，只看冰灯基本一小时完事了，没什么意思，外面的彩灯基本跟以前的一样啊，对于第一次去的人大概觉得还可以。,0.0,前几年也是一百门票，但是逛了冰灯还可以上山玩逛百花洞，现在不让上去了，只看冰灯基本一小时完事了，没什么意思，外面的彩灯基本跟以前的一样啊，对于第一次去的人大概觉得还可以。,几年 一百 门票 冰灯 上山 百花 不让 冰灯 小时 完事 没什么 外面 彩灯 第一次,"[(0, 0.026149105), (1, 0.025684636), (2, 0.94816625)]",2,负面
匿名用户,2021年3月23日,挺好的，不错啊，挺好的，特别好看，很不错,1.0,挺好的，不错啊，挺好的，特别好看，很不错,不错 特别 好看 不错,"[(0, 0.82885385), (1, 0.07476822), (2, 0.09637791)]",0,非负
sOT220804095,2021年3月24日,服务周到，环境很好,1.0,服务周到，环境很好,服务周到 环境,"[(0, 0.7423635), (1, 0.11521752), (2, 0.14241897)]",0,非负
初春的露水,2021年3月25日,真的值得一去,1.0,真的值得一去,真的 值得 一去,"[(0, 0.8029896), (1, 0.095579304), (2, 0.1014311)]",0,非负
匿名用户,2021年3月23日,挺好的，不错啊，挺好的啊,1.0,挺好的，不错啊，挺好的啊,不错,"[(0, 0.6477554), (1, 0.17267157), (2, 0.17957306)]",0,非负
yy百合花ii,2020年12月5日,「百花洞」「蹦极跳」「滑道」「溜索飞降」「鸡冠山」「划船泛舟」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」，风景优美，山清水秀！夏天去的，避暑胜地，非常好！爬到高处，心旷神怡！北京周边游，挺好的！强...,1.0,「百花洞」「蹦极跳」「滑道」「溜索飞降」「鸡冠山」「划船泛舟」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」，风景优美，山清水秀！夏天去的，避暑胜地，非常好！爬到高处，心旷神怡！北京周边游，挺好的！强.,百花 蹦极跳 滑道 溜索 飞降 鸡冠 划船 泛舟 神仙 游船 玉渡山 电梯 金刚 震山 如来 冰灯 风景优美 山清水秀 夏天 避暑胜地 高处 心旷神怡 北京 周边游,"[(0, 0.014492627), (1, 0.9712632), (2, 0.014244176)]",1,非负
gJP932254620,2021年2月28日,要是此为去，不值当，里面十分钟可以转弯一个来回，还挺冷，虽然冰雕的手艺都好的，但太少了，没啥意思！,0.0,要是此为去，不值当，里面十分钟可以转弯一个来回，还挺冷，虽然冰雕的手艺都好的，但太少了，没啥意思！,此为 不值 十分钟 转弯 来回 冰雕 手艺 但太少 啥意思,"[(0, 0.035667326), (1, 0.033986453), (2, 0.9303462)]",2,负面
acn314608099,2021年2月15日,景点设施完善，风景秀丽，打卡好去处！,1.0,景点设施完善，风景秀丽，打卡好去处！,景点 设施 完善 风景秀丽 打卡 好去处,"[(0, 0.5805744), (1, 0.36827555), (2, 0.051150028)]",0,非负
sTL935911086,2021年2月26日,很小，不值这个价。开车一个多小时，就看那几个冰灯。,0.0,很小，不值这个价。开车一个多小时，就看那几个冰灯。,很小 不值 开车 一个多 小时 几个 冰灯,"[(0, 0.04507072), (1, 0.045084592), (2, 0.9098447)]",2,非负
匿名用户,2021年1月30日,没有想象那么好，展区挺小的，感觉冰灯门票100不值。,0.0,没有想象那么好，展区挺小的，感觉冰灯门票10不值。,想象 展区 感觉 冰灯 门票 不值,"[(0, 0.05877572), (1, 0.062060636), (2, 0.8791637)]",2,非负
xiao猫猫maomao,2021年2月26日,这次比以前强多了，外面的灯展不错，而且有滑道可以玩，比较不错，但是冰灯展跟往年没什么区别，大同小异，没有新意，也不算多。,1.0,这次比以前强多了，外面的灯展不错，而且有滑道可以玩，比较不错，但是冰灯展跟往年没什么区别，大同小异，没有新意，也不算多。,强多 外面 灯展 不错 滑道 不错 灯展 往年 没什么 区别 大同小异 新意 不算,"[(0, 0.028656201), (1, 0.025300687), (2, 0.94604313)]",2,非负
匿名用户,2021年2月16日,简直太垃圾了，跑那么远，堵车堵的要命，在景区门口竟然堵了一个小时，交警在路边都是吃干饭的，没有任何作用，景区绝对垃圾，冰灯太难看，敷衍游客！,0.0,简直太垃圾了，跑那么远，堵车堵的要命，在景区门口竟然堵了一个小时，交警在路边都是吃干饭的，没有任何作用，景区绝对垃圾，冰灯太难看，敷衍游客！,垃圾 堵车 要命 景区 门口 小时 交警 路边 吃干饭 作用 景区 垃圾 冰灯 难看 敷衍 游客,"[(0, 0.021384157), (1, 0.020837996), (2, 0.9577779)]",2,负面
muou0722,2021年2月26日,环境还不错， 就是冰都化了，外面的灯都挺好看的，如果说按冰灯100块钱的票价，我觉得不值，如果冰灯?外面的灯  算凑合吧～,0.0,环境还不错， 就是冰都化了，外面的灯都挺好看的，如果说按冰灯10块钱的票价，我觉得不值，如果冰灯?外面的灯 算凑合吧～,环境 不错 冰都化 外面 好看 如果说 冰灯 块钱 票价 不值 冰灯 外面 凑合,"[(0, 0.94418114), (1, 0.026286978), (2, 0.029531898)]",0,非负
iRy510578936,2021年3月16日,大家玩的开心，很好，景区很好看,1.0,大家玩的开心，很好，景区很好看,开心 景区 好看,"[(0, 0.094168775), (1, 0.1365479), (2, 0.76928335)]",2,非负
只剩余音,2021年3月12日,个别项目需要自费，玩的还好，提前准备好防晒,1.0,个别项目需要自费，玩的还好，提前准备好防晒,项目 自费 还好 提前准备 防晒,"[(0, 0.056506153), (1, 0.8864078), (2, 0.05708606)]",1,负面
UZm571001870,2021年3月7日,还不错，就是缺少孩子玩的！冰滑梯，冰上碰碰车都没有。估计受疫情影响吧！,1.0,还不错，就是缺少孩子玩的！冰滑梯，冰上碰车都没有。估计受疫情影响吧！,不错 缺少 孩子 滑梯 冰上 碰车 估计 疫情 影响,"[(0, 0.054799758), (1, 0.90890443), (2, 0.036295794)]",1,非负
匿名用户,2021年1月30日,种类不多，门票贵，感觉不值这个价,0.0,种类不多，门票贵，感觉不值这个价,种类 门票 感觉 不值,"[(0, 0.082145356), (1, 0.30390218), (2, 0.61395246)]",2,负面
jUP579870361,2021年2月22日,实在不好意思这个我还真的不知道，您可以打明天白天打电话问下，我今天去了100元进去的，特别没意思，电梯不开，上不去，滑道也没开，100元就看几个冰雕，而且冰还化了。,0.0,实在不好意思这个我还真的不知道，您可以打明天白天打电话问下，我今天去了10元进去的，特别没意思，电梯不开，上不去，滑道也没开，10元就看几个冰雕，而且冰还化了。,实在 不好意思 真的 明天 白天 打电话 特别 没意思 电梯 滑道 没开 几个 冰雕 还化,"[(0, 0.023999104), (1, 0.023761097), (2, 0.9522398)]",2,负面
yuewen0411,2021年3月13日,100元有点不值，性价比不太高。,0.0,10元有点不值，性价比不太高。,不值 性价比 不太高,"[(0, 0.0869389), (1, 0.08773166), (2, 0.8253294)]",2,非负
kaJ321564183,2021年3月16日,大开眼界，非常漂亮,1.0,大开眼界，非常漂亮,大开眼界 漂亮,"[(0, 0.13857056), (1, 0.11646174), (2, 0.7449677)]",2,非负
gJP932254620,2021年2月28日,那么远此为跑一趟去看冰灯，结果真心冰灯少的可怜，十分钟一个来回就出来了，很遗憾！,0.0,那么远此为跑一趟去看冰灯，结果真心冰灯少的可怜，十分钟一个来回就出来了，很遗憾！,远此 一趟 冰灯 真心 冰灯 可怜 十分钟 来回 遗憾,"[(0, 0.0379931), (1, 0.043931853), (2, 0.9180751)]",2,非负
kaJ321564183,2021年3月16日,超级美，热闹非凡,1.0,超级美，热闹非凡,超级 热闹非凡,"[(0, 0.11492728), (1, 0.12059335), (2, 0.76447934)]",2,非负
gJP932254620,2021年2月28日,东西真心少的可怜，进去逛也就十分钟整个来回就出来了，那么远去了趟感觉挺失望的！,0.0,东西真心少的可怜，进去逛也就十分钟整个来回就出来了，那么远去了趟感觉挺失望的！,东西 真心 可怜 十分钟 来回 远去 感觉 失望,"[(0, 0.04376879), (1, 0.90082127), (2, 0.055409946)]",1,负面
小样贼拉风,2021年3月8日,还可以，只不过我们去的时候冰都快化了,1.0,还可以，只不过我们去的时候冰都快化了,只不过 冰都 快化,"[(0, 0.08567547), (1, 0.8302455), (2, 0.084079005)]",1,非负
吃播京京,2021年2月8日,必须晚上去，不然真的没啥，冰灯就那么一点点，一个小时就看完了。感觉不咋好，晚上黑了以后突然灯都亮了，小操场开始有音乐声，比较悠闲。总的来说不是太值得，看看也无妨。,0.0,必须晚上去，不然真的没啥，冰灯就那么一点，一个小时就看完了。感觉不咋好，晚上黑了以后突然灯都亮了，小操场开始有音乐声，比较悠闲。总的来说不是太值得，看也无妨。,晚上 真的 冰灯 一点 小时 感觉 晚上 操场 音乐声 悠闲 值得 无妨,"[(0, 0.9397276), (1, 0.030102314), (2, 0.03017003)]",0,非负
ruQ13911245878,2021年3月7日,不值的跑一趟那么远，不过景区管理的不错，工作人员比较nice,0.0,不值的跑一趟那么远，不过景区管理的不错，工作人员比较nice,不值 一趟 景区 管理 不错 工作人员,"[(0, 0.058568254), (1, 0.05231278), (2, 0.88911897)]",2,非负
匿名用户,2021年2月18日,只看了冰灯，想坐滑道呢，但是人太多了，好像需要两个小时，很冷不想排队。冰灯没有想象中和宣传那么好，票价太贵了  不值。,0.0,只看了冰灯，想坐滑道呢，但是人太多了，好像需要两个小时，很冷不想排队。冰灯没有想象中和宣传那么好，票价太贵了 不值。,冰灯 滑道 人太多 好像 两个 小时 不想 排队 冰灯 想象 宣传 票价 太贵 不值,"[(0, 0.030448303), (1, 0.026739147), (2, 0.94281256)]",2,负面
猫351256,2021年3月5日,一般，可能因为疫情，冰灯花样不是很多，这个价格不值得,0.0,一般，可能因为疫情，冰灯花样不是很多，这个价格不值得,疫情 冰灯 花样 价格 值得,"[(0, 0.8678311), (1, 0.064656146), (2, 0.06751271)]",0,非负
妙坤2022,2021年3月12日,冰灯不错?,1.0,冰灯不错?,冰灯 不错,"[(0, 0.74254054), (1, 0.13293609), (2, 0.12452333)]",0,非负
muou0722,2021年2月26日,环境还不错， 如果按冰灯这个100块钱 我觉得不值，  如果按外面的灯?冰灯算  还凑合  冰都化了,0.0,环境还不错， 如果按冰灯这个10块钱 我觉得不值， 如果按外面的灯?冰灯算 还凑合 冰都化了,环境 不错 冰灯 块钱 不值 外面 冰灯 凑合 冰都化,"[(0, 0.92126197), (1, 0.037067324), (2, 0.04167069)]",0,非负
slq2005001,2021年3月8日,夜景不错，错开高峰期车也不多,1.0,夜景不错，错开高峰期车也不多,夜景 不错 错开 高峰期,"[(0, 0.10800169), (1, 0.814721), (2, 0.0772773)]",1,非负
pvz255222492,2021年2月16日,"进停车场排了一个小时，也没谁了
走的时候，从停车场出又走了半个小时，原来是不让扫码支付，让交现金，难怪堵的一塌糊涂
不清楚老板咋想的！",0.0,进停车场排了一个小时，也没谁了走的时候，从停车场出又走了半个小时，原来是不让扫码支付，让交现金，难怪堵的一塌糊涂不清楚老板咋想的！,停车场 小时 停车场 半个 小时 不让 扫码 支付 现金 一塌糊涂 老板,"[(0, 0.7862599), (1, 0.17853156), (2, 0.03520853)]",0,负面
吃成大花猪,2021年2月22日,冬季去的话除了冰灯没什么看的，性价比不高，冰灯也并没有很出彩，另外可以停车到外面就在外面停车，里面停车一次二十。,0.0,冬季去的话除了冰灯没什么看的，性价比不高，冰灯也并没有很出彩，另外可以停车到外面就在外面停车，里面停车一次二十。,冬季 冰灯 没什么 性价比 不高 冰灯 出彩 停车 外面 外面 停车 停车 二十,"[(0, 0.94701385), (1, 0.025796102), (2, 0.027190058)]",0,非负
eVQ442255460,2021年3月6日,停车场挺大。进去还要健康宝  夜景挺美,1.0,停车场挺大。进去还要健康宝 夜景挺美,停车场 挺大 健康 夜景 挺美,"[(0, 0.05756937), (1, 0.87647355), (2, 0.065957084)]",1,非负
匿名用户,2021年2月14日,因为是白天去的，天气也有些暖了，冰都有些融化了，不过还是很漂亮,1.0,因为是白天去的，天气也有些暖了，冰都有些融化了，不过还是很漂亮,白天 天气 融化 很漂亮,"[(0, 0.07201965), (1, 0.8546389), (2, 0.07334149)]",1,非负
蛋蛋LoveY,2021年2月28日,没啥可玩的 冰灯很少 车也不少 都没地方停 总体感觉那么回事,0.0,没啥可玩的 冰灯很少 车也不少 都没地方停 总体感觉那么回事,冰灯 地方 总体 感觉 那么回事,"[(0, 0.059624203), (1, 0.8793883), (2, 0.060987517)]",1,非负
lHe240852894,2021年2月14日,真的什么都没有，景区也不告知最佳游览时间，真是坑,0.0,真的什么都没有，景区也不告知最佳游览时间，真是坑,真的 景区 告知 最佳 游览 时间,"[(0, 0.88946706), (1, 0.051690362), (2, 0.058842573)]",0,非负
