user-name,comment-date,content,评价,content1,分词
LoZ480339628,2021年2月26日,就说我们到的晚，晚上九点半到，门口检票也不提醒还有半小时就关灯，直接给我们检票进园，十点直接灯全关了，七张票，三个老人一个孩子，愣是摸黑走了三四公里下到停车场，路边彩灯关了咱理解，居然连路灯都关了真是醉了，这龙庆峡冰灯也...,0.0,就说我们到的晚，晚上九点半到，门口检票也不提醒还有半小时就关灯，直接给我们检票进园，十点直接灯全关了，七张票，三个老人一个孩子，愣是摸黑走了三四公里下到停车场，路边彩灯关了咱理解，居然连路灯都关了真是醉了，这龙庆峡冰灯也.,晚上 九点半 门口 检票 提醒 半小时 关灯 检票 进园 十点 全关 七张 三个 老人 孩子 摸黑 三四 公里 停车场 路边 彩灯 关了 理解 路灯 龙庆峡 冰灯
xuepiao天晴,2021年2月17日,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,0.0,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,场地 晚上 好看 下午 三点 多到 正好 夜景
LqL815623445,2021年2月4日,我拍这么好看，商家给版权费吗?,0.0,我拍这么好看，商家给版权费吗?,好看 商家 版权
JrO881605147,2021年4月5日,不错玩的很开心，冬天不错的好去处，大人孩子都能玩,1.0,不错玩的很开心，冬天不错的好去处，大人孩子都能玩,不错 开心 冬天 不错 好去处 大人 孩子
匿名用户,2021年2月16日,还算是不错的一次旅行，晚上要走的时候飘起了雪花，是真冷，需要多穿！,1.0,还算是不错的一次旅行，晚上要走的时候飘起了雪花，是真冷，需要多穿！,算是 不错 旅行 晚上 飘起 雪花
饿饿饿o鹅鹅鹅,2021年2月27日,冰灯已经化了，就这卖100？全程不到200米。,0.0,冰灯已经化了，就这卖10？全程不到20米。,冰灯 全程 不到
ycdivw,2021年2月25日,人很多，孩子喜欢玩儿，总体来说还不错，,1.0,人很多，孩子喜欢玩儿，总体来说还不错，,孩子 喜欢 玩儿 总体 不错
ycdivw,2021年2月25日,人很多，冰灯不错，孩子喜欢玩儿，满意,1.0,人很多，冰灯不错，孩子喜欢玩儿，满意,冰灯 不错 孩子 喜欢 玩儿 满意
雪糕v杀手,2021年2月20日,人太多了，冰灯挺好看的，堵车太要命了,1.0,人太多了，冰灯挺好看的，堵车太要命了,人太多 冰灯 好看 堵车 要命
JbK168363654,2021年2月15日,不错值得一看！,1.0,不错值得一看！,不错 值得一看
匿名用户,2021年2月13日,还不错,1.0,还不错,不错
gnj270089650,2021年4月3日,小学生游览胜地，人流还行。确实平时不多见,1.0,小学生游览胜地，人流还行。确实平时不多见,小学生 游览胜地 人流 确实 平时 不多见
LX芾晓,2021年3月16日,地方特色  如果有庙会更好了 希望疫情赶快回去吧,1.0,地方特色 如果有庙会更好了 希望疫情赶快回去吧,地方 特色 庙会 更好 希望 疫情 回去
LX芾晓,2021年3月16日,给朋友买的票  他们都说挺好的，明年孩子大了也去看看,1.0,给朋友买的票 他们都说挺好的，明年孩子大了也去看,朋友 明年 孩子
匿名用户,2021年4月1日,算是打卡地 其实展厅就那么点地方 感觉真亏,0.0,算是打卡地 其实展厅就那么点地方 感觉真亏,算是 打卡 展厅 地方 感觉 真亏
LX芾晓,2021年3月16日,还不错  带孩子过来的  小宝贝儿很喜欢呢,1.0,还不错 带孩子过来的 小宝贝儿很喜欢呢,不错 孩子 宝贝儿 喜欢
gnj270089650,2021年4月3日,可以，去还是可以的，适合小学生参观。,1.0,可以，去还是可以的，适合小学生参观。,适合 小学生 参观
LX芾晓,2021年3月16日,虽然画了许多水但还是很好的，下次还来,1.0,虽然画了许多水但还是很好的，下次还来,下次 还来
JbK168363654,2021年2月15日,不错！适合晚上来,1.0,不错！适合晚上来,不错 适合 晚上
匿名用户,2021年2月17日,"冬天封山，什么都不能玩，什么地方都不能去，基本只能看冰灯展，然而这个冰灯展区面积不算太大，东西不太多，总体来说完全不值票价，吃顿麦当劳不香么
 开车单程两小时，停车场到景区入口步行差不多半个小时，里面逛半个多小时，结束",0.0,冬天封山，什么都不能玩，什么地方都不能去，基本只能看冰灯展，然而这个冰灯展区面积不算太大，东西不太多，总体来说完全不值票价，吃顿麦当劳不香么 开车单程两小时，停车场到景区入口步行差不多半个小时，里面逛半个多小时，结束,冬天 封山 地方 只能 看冰 灯展 冰灯 展区 面积 不算 东西 不太多 总体 不值 票价 吃顿 麦当劳 不香 开车 单程 小时 停车场 景区 入口 步行 半个 小时 半个 小时 结束
xuepiao天晴,2021年2月17日,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,1.0,场地有点小啊，还是晚上好看，下午三点多到的，正好看了夜景。,场地 晚上 好看 下午 三点 多到 正好 夜景
lucky粑粑爸爸,2021年4月3日,一般吧，不去会后悔，去了更后悔。,0.0,一般吧，不去会后悔，去了更后悔。,不去 后悔 后悔
epI166422049,2021年3月15日,非常壮观的一个地方。非常壮观的一个地方。,1.0,非常壮观的一个地方。,壮观 地方
Composure3,2021年2月24日,去晚了，冰化了，里边的灯确实挺好看的，人特别多，不过不是很凉。,1.0,去晚了，冰化了，里边的灯确实挺好看的，人特别多，不过不是很凉。,冰化 里边 确实 好看 特别 很凉
chenzeng1986,2021年3月28日,一般般，没什么看的，不值得去看，下次可能不会再去了。,0.0,一般，没什么看的，不值得去看，下次可能不会再去了。,没什么 值得 下次
tangbilan1976,2021年2月20日,非常漂亮，就是有点冷，大家多穿点,1.0,非常漂亮，就是有点冷，大家多穿点,漂亮 穿点
Composure3,2021年2月24日,去的太晚了，外边的灯比较好看，里边的冰都化掉了，踩了一脚水。,1.0,去的太晚了，外边的灯比较好看，里边的冰都化掉了，踩了一脚水。,太晚 外边 好看 里边 冰都化 一脚
hu_hu,2021年2月18日,灯光不错，挺美的，孩子很喜欢。,1.0,灯光不错，挺美的，孩子很喜欢。,灯光 不错 美的 孩子 喜欢
WqG420532223,2021年3月3日,非常棒！,1.0,非常棒！,
Zot835760583,2021年3月31日,不错，值得一去！,1.0,不错，值得一去！,不错 值得 一去
xgJ141366946,2021年3月30日,好,1.0,好,
xgJ141366946,2021年3月30日,好,1.0,好,
落落5072,2021年2月9日,「冰灯」大巴车很不错，车新也干净，司机师傅和导游服务很不错,1.0,「冰灯」大巴车很不错，车新也干净，司机师傅和导游服务很不错,冰灯 大巴车 不错 车新 干净 司机 师傅 导游 服务 不错
忌思情,2021年2月14日,夜景超级棒，冰雕也很好看，强烈建议去看看。,1.0,夜景超级棒，冰雕也很好看，强烈建议去看。,夜景 超级 冰雕 好看 强烈建议
snake8502,2021年2月25日,"过了红绿灯就是停车场，小车停车费20 大车不知道。车多的时候会排队进场。出场车多的话也会排队……
奔着冰灯去的，整体效果不错，还有个小车滑道的项目不错，可以试试，就是排队人多，一人30。",1.0,过了红绿灯就是停车场，小车停车费20 大车不知道。车多的时候会排队进场。出场车多的话也会排队…奔着冰灯去的，整体效果不错，还有个小车滑道的项目不错，可以试，就是排队人多，一人30。,红绿灯 停车场 小车 停车费 大车 车多 排队 进场 出场 车多 排队 冰灯 整体 效果 不错 小车 滑道 项目 不错 排队 人多 一人
宝宝猪2010,2021年3月21日,今年的冰灯较往年少了很多，有于天气原因好多冰都在融化,0.0,今年的冰灯较往年少了很多，有于天气原因好多冰都在融化,冰灯 较往年 有于 天气 原因 好多 融化
BQf220093188,2021年2月18日,景区没有过多的布置，冰灯景区没有新意，同10年前布局一样，没有艺术气息，满儿耳充斥电喇叭?安全提醒和告知，完全是一个展厅一个延庆调，不仔细听以为进入农贸市场。好像在赶集。,0.0,景区没有过多的布置，冰灯景区没有新意，同10年前布局一样，没有艺术气息，满儿耳充斥电喇叭?安全提醒和告知，完全是一个展厅一个延庆调，不仔细听以为进入农贸市场。好像在赶集。,景区 过多 布置 冰灯 景区 新意 年前 布局 艺术 气息 满儿 充斥 电喇叭 提醒 告知 展厅 延庆 仔细听 农贸市场 好像 赶集
董470953634,2021年3月4日,龙庆峡在2011年的时候去过，那时候觉得真的很不错，这次去很失望，可能因为疫情，人也特别少，感觉没啥意思 开车跑了那么远,0.0,龙庆峡在201年的时候去过，那时候觉得真的很不错，这次去很失望，可能因为疫情，人也特别少，感觉没啥意思 开车跑了那么远,龙庆峡 去过 真的 不错 失望 疫情 特别 感觉 啥意思 开车
ZFL481970268,2021年2月17日,一般，在买票入口处2公里开始堵车，只能早点出发，里面的灯做的不精致。,0.0,一般，在买票入口处2公里开始堵车，只能早点出发，里面的灯做的不精致。,买票 入口处 公里 堵车 只能 早点 出发 精致
SLS553490631,2021年3月23日,就一个字冷，去的那天差点没给我们冻死,0.0,就一个字冷，去的那天差点没给我们冻死,那天 差点 冻死
jfL286048913,2021年3月21日,还不错，跟女朋友一起去的，可能去的时候有点冷。。多穿点,1.0,还不错，跟女朋友一起去的，可能去的时候有点冷。多穿点,不错 女朋友 穿点
匿名用户,2021年2月17日,前几年也是一百门票，但是逛了冰灯还可以上山玩玩逛百花洞，现在不让上去了，只看冰灯基本一小时完事了，没什么意思，外面的彩灯基本跟以前的一样啊，对于第一次去的人大概觉得还可以。,0.0,前几年也是一百门票，但是逛了冰灯还可以上山玩逛百花洞，现在不让上去了，只看冰灯基本一小时完事了，没什么意思，外面的彩灯基本跟以前的一样啊，对于第一次去的人大概觉得还可以。,几年 一百 门票 冰灯 上山 百花 不让 冰灯 小时 完事 没什么 外面 彩灯 第一次
匿名用户,2021年3月23日,挺好的，不错啊，挺好的，特别好看，很不错,1.0,挺好的，不错啊，挺好的，特别好看，很不错,不错 特别 好看 不错
sOT220804095,2021年3月24日,服务周到，环境很好,1.0,服务周到，环境很好,服务周到 环境
初春的露水,2021年3月25日,真的值得一去,1.0,真的值得一去,真的 值得 一去
匿名用户,2021年3月23日,挺好的，不错啊，挺好的啊,1.0,挺好的，不错啊，挺好的啊,不错
yy百合花ii,2020年12月5日,「百花洞」「蹦极跳」「滑道」「溜索飞降」「鸡冠山」「划船泛舟」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」，风景优美，山清水秀！夏天去的，避暑胜地，非常好！爬到高处，心旷神怡！北京周边游，挺好的！强...,1.0,「百花洞」「蹦极跳」「滑道」「溜索飞降」「鸡冠山」「划船泛舟」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」，风景优美，山清水秀！夏天去的，避暑胜地，非常好！爬到高处，心旷神怡！北京周边游，挺好的！强.,百花 蹦极跳 滑道 溜索 飞降 鸡冠 划船 泛舟 神仙 游船 玉渡山 电梯 金刚 震山 如来 冰灯 风景优美 山清水秀 夏天 避暑胜地 高处 心旷神怡 北京 周边游
gJP932254620,2021年2月28日,要是此为去，不值当，里面十分钟可以转弯一个来回，还挺冷，虽然冰雕的手艺都好的，但太少了，没啥意思！,0.0,要是此为去，不值当，里面十分钟可以转弯一个来回，还挺冷，虽然冰雕的手艺都好的，但太少了，没啥意思！,此为 不值 十分钟 转弯 来回 冰雕 手艺 但太少 啥意思
acn314608099,2021年2月15日,景点设施完善，风景秀丽，打卡好去处！,1.0,景点设施完善，风景秀丽，打卡好去处！,景点 设施 完善 风景秀丽 打卡 好去处
sTL935911086,2021年2月26日,很小，不值这个价。开车一个多小时，就看那几个冰灯。,0.0,很小，不值这个价。开车一个多小时，就看那几个冰灯。,很小 不值 开车 一个多 小时 几个 冰灯
匿名用户,2021年1月30日,没有想象那么好，展区挺小的，感觉冰灯门票100不值。,0.0,没有想象那么好，展区挺小的，感觉冰灯门票10不值。,想象 展区 感觉 冰灯 门票 不值
xiao猫猫maomao,2021年2月26日,这次比以前强多了，外面的灯展不错，而且有滑道可以玩，比较不错，但是冰灯展跟往年没什么区别，大同小异，没有新意，也不算多。,1.0,这次比以前强多了，外面的灯展不错，而且有滑道可以玩，比较不错，但是冰灯展跟往年没什么区别，大同小异，没有新意，也不算多。,强多 外面 灯展 不错 滑道 不错 灯展 往年 没什么 区别 大同小异 新意 不算
匿名用户,2021年2月16日,简直太垃圾了，跑那么远，堵车堵的要命，在景区门口竟然堵了一个小时，交警在路边都是吃干饭的，没有任何作用，景区绝对垃圾，冰灯太难看，敷衍游客！,0.0,简直太垃圾了，跑那么远，堵车堵的要命，在景区门口竟然堵了一个小时，交警在路边都是吃干饭的，没有任何作用，景区绝对垃圾，冰灯太难看，敷衍游客！,垃圾 堵车 要命 景区 门口 小时 交警 路边 吃干饭 作用 景区 垃圾 冰灯 难看 敷衍 游客
muou0722,2021年2月26日,环境还不错， 就是冰都化了，外面的灯都挺好看的，如果说按冰灯100块钱的票价，我觉得不值，如果冰灯?外面的灯  算凑合吧～,0.0,环境还不错， 就是冰都化了，外面的灯都挺好看的，如果说按冰灯10块钱的票价，我觉得不值，如果冰灯?外面的灯 算凑合吧～,环境 不错 冰都化 外面 好看 如果说 冰灯 块钱 票价 不值 冰灯 外面 凑合
iRy510578936,2021年3月16日,大家玩的开心，很好，景区很好看,1.0,大家玩的开心，很好，景区很好看,开心 景区 好看
只剩余音,2021年3月12日,个别项目需要自费，玩的还好，提前准备好防晒,1.0,个别项目需要自费，玩的还好，提前准备好防晒,项目 自费 还好 提前准备 防晒
UZm571001870,2021年3月7日,还不错，就是缺少孩子玩的！冰滑梯，冰上碰碰车都没有。估计受疫情影响吧！,1.0,还不错，就是缺少孩子玩的！冰滑梯，冰上碰车都没有。估计受疫情影响吧！,不错 缺少 孩子 滑梯 冰上 碰车 估计 疫情 影响
匿名用户,2021年1月30日,种类不多，门票贵，感觉不值这个价,0.0,种类不多，门票贵，感觉不值这个价,种类 门票 感觉 不值
jUP579870361,2021年2月22日,实在不好意思这个我还真的不知道，您可以打明天白天打电话问下，我今天去了100元进去的，特别没意思，电梯不开，上不去，滑道也没开，100元就看几个冰雕，而且冰还化了。,0.0,实在不好意思这个我还真的不知道，您可以打明天白天打电话问下，我今天去了10元进去的，特别没意思，电梯不开，上不去，滑道也没开，10元就看几个冰雕，而且冰还化了。,实在 不好意思 真的 明天 白天 打电话 特别 没意思 电梯 滑道 没开 几个 冰雕 还化
yuewen0411,2021年3月13日,100元有点不值，性价比不太高。,0.0,10元有点不值，性价比不太高。,不值 性价比 不太高
kaJ321564183,2021年3月16日,大开眼界，非常漂亮,1.0,大开眼界，非常漂亮,大开眼界 漂亮
gJP932254620,2021年2月28日,那么远此为跑一趟去看冰灯，结果真心冰灯少的可怜，十分钟一个来回就出来了，很遗憾！,0.0,那么远此为跑一趟去看冰灯，结果真心冰灯少的可怜，十分钟一个来回就出来了，很遗憾！,远此 一趟 冰灯 真心 冰灯 可怜 十分钟 来回 遗憾
kaJ321564183,2021年3月16日,超级美，热闹非凡,1.0,超级美，热闹非凡,超级 热闹非凡
gJP932254620,2021年2月28日,东西真心少的可怜，进去逛也就十分钟整个来回就出来了，那么远去了趟感觉挺失望的！,0.0,东西真心少的可怜，进去逛也就十分钟整个来回就出来了，那么远去了趟感觉挺失望的！,东西 真心 可怜 十分钟 来回 远去 感觉 失望
小样贼拉风,2021年3月8日,还可以，只不过我们去的时候冰都快化了,1.0,还可以，只不过我们去的时候冰都快化了,只不过 冰都 快化
吃播京京,2021年2月8日,必须晚上去，不然真的没啥，冰灯就那么一点点，一个小时就看完了。感觉不咋好，晚上黑了以后突然灯都亮了，小操场开始有音乐声，比较悠闲。总的来说不是太值得，看看也无妨。,0.0,必须晚上去，不然真的没啥，冰灯就那么一点，一个小时就看完了。感觉不咋好，晚上黑了以后突然灯都亮了，小操场开始有音乐声，比较悠闲。总的来说不是太值得，看也无妨。,晚上 真的 冰灯 一点 小时 感觉 晚上 操场 音乐声 悠闲 值得 无妨
ruQ13911245878,2021年3月7日,不值的跑一趟那么远，不过景区管理的不错，工作人员比较nice,0.0,不值的跑一趟那么远，不过景区管理的不错，工作人员比较nice,不值 一趟 景区 管理 不错 工作人员
匿名用户,2021年2月18日,只看了冰灯，想坐滑道呢，但是人太多了，好像需要两个小时，很冷不想排队。冰灯没有想象中和宣传那么好，票价太贵了  不值。,0.0,只看了冰灯，想坐滑道呢，但是人太多了，好像需要两个小时，很冷不想排队。冰灯没有想象中和宣传那么好，票价太贵了 不值。,冰灯 滑道 人太多 好像 两个 小时 不想 排队 冰灯 想象 宣传 票价 太贵 不值
猫351256,2021年3月5日,一般，可能因为疫情，冰灯花样不是很多，这个价格不值得,0.0,一般，可能因为疫情，冰灯花样不是很多，这个价格不值得,疫情 冰灯 花样 价格 值得
妙坤2022,2021年3月12日,冰灯不错?,1.0,冰灯不错?,冰灯 不错
muou0722,2021年2月26日,环境还不错， 如果按冰灯这个100块钱 我觉得不值，  如果按外面的灯?冰灯算  还凑合  冰都化了,0.0,环境还不错， 如果按冰灯这个10块钱 我觉得不值， 如果按外面的灯?冰灯算 还凑合 冰都化了,环境 不错 冰灯 块钱 不值 外面 冰灯 凑合 冰都化
unq802518644,2021年2月24日,非常好,1.0,非常好,
slq2005001,2021年3月8日,夜景不错，错开高峰期车也不多,1.0,夜景不错，错开高峰期车也不多,夜景 不错 错开 高峰期
pvz255222492,2021年2月16日,"进停车场排了一个小时，也没谁了
走的时候，从停车场出又走了半个小时，原来是不让扫码支付，让交现金，难怪堵的一塌糊涂
不清楚老板咋想的！",0.0,进停车场排了一个小时，也没谁了走的时候，从停车场出又走了半个小时，原来是不让扫码支付，让交现金，难怪堵的一塌糊涂不清楚老板咋想的！,停车场 小时 停车场 半个 小时 不让 扫码 支付 现金 一塌糊涂 老板
吃成大花猪,2021年2月22日,冬季去的话除了冰灯没什么看的，性价比不高，冰灯也并没有很出彩，另外可以停车到外面就在外面停车，里面停车一次二十。,0.0,冬季去的话除了冰灯没什么看的，性价比不高，冰灯也并没有很出彩，另外可以停车到外面就在外面停车，里面停车一次二十。,冬季 冰灯 没什么 性价比 不高 冰灯 出彩 停车 外面 外面 停车 停车 二十
eVQ442255460,2021年3月6日,停车场挺大。进去还要健康宝  夜景挺美,1.0,停车场挺大。进去还要健康宝 夜景挺美,停车场 挺大 健康 夜景 挺美
匿名用户,2021年2月14日,因为是白天去的，天气也有些暖了，冰都有些融化了，不过还是很漂亮,1.0,因为是白天去的，天气也有些暖了，冰都有些融化了，不过还是很漂亮,白天 天气 融化 很漂亮
蛋蛋LoveY,2021年2月28日,没啥可玩的 冰灯很少 车也不少 都没地方停 总体感觉那么回事,0.0,没啥可玩的 冰灯很少 车也不少 都没地方停 总体感觉那么回事,冰灯 地方 总体 感觉 那么回事
lHe240852894,2021年2月14日,真的什么都没有，景区也不告知最佳游览时间，真是坑,0.0,真的什么都没有，景区也不告知最佳游览时间，真是坑,真的 景区 告知 最佳 游览 时间
eVQ442255460,2021年3月6日,和家人一起去的 挺好的   停车也很方便,1.0,和家人一起去的 挺好的 停车也很方便,家人 停车
eVQ442255460,2021年3月6日,妹妹快开学了 带她去溜达了一圈。挺大,1.0,妹快开学了 带她去溜达了一圈。挺大,妹快 开学 溜达 一圈 挺大
faE716318479,2021年3月2日,"景区很美很漂亮，各种冰雕有艺术韵味
值得去观赏",1.0,景区很美很漂亮，各种冰雕有艺术韵味值得去观赏,景区 很漂亮 冰雕 艺术 韵味 值得 观赏
猫351256,2021年3月5日,一定要多穿，人还挺多的，冰灯数量一般吧,1.0,一定要多穿，人还挺多的，冰灯数量一般吧,冰灯 数量
猫351256,2021年3月5日,一般般吧，灯品种少了些！去了一定要多穿点,1.0,一般吧，灯品种少了些！去了一定要多穿点,品种 穿点
eVQ442255460,2021年3月6日,不错和家人一起去 去晚了 有好多化了,1.0,不错和家人一起去 去晚了 有好多化了,不错 家人 好多
slq2005001,2021年3月8日,刷吗进去挺方便,1.0,刷吗进去挺方便,
qEQ641883803,2021年2月16日,真的挺好的，不错夏天有机会一定再去看看,1.0,真的挺好的，不错夏天有机会一定再去看,真的 不错 夏天 机会
巩丫儿,2020年10月25日,一大早差不多九点就到了，感觉很荒凉，商业街基本都关门了就挨着入口那还有几家，不用搭电瓶车溜达着一会儿就到景区入口，买票进去以后走到搭电梯那被园艺的大姐告知电梯关了，滑道也关了，得从出口路线走到游船或者索道那，...,0.0,一大早差不多九点就到了，感觉很荒凉，商业街基本都关门了就挨着入口那还有几家，不用搭电瓶车溜达着一会儿就到景区入口，买票进去以后走到搭电梯那被园艺的大姐告知电梯关了，滑道也关了，得从出口路线走到游船或者索道那，.,一大早 九点 感觉 荒凉 商业街 关门 入口 几家 不用 电瓶车 溜达 一会儿 景区 入口 买票 走到 电梯 园艺 大姐 告知 电梯 滑道 也关 出口 路线 游船 索道
DqQ150561719,2021年2月21日,真心不推荐来。什么啊。唯一一个节目。还是一个八分钟的投影视频。没有解说。看的观众云里雾里的！不推荐,0.0,真心不推荐来。什么啊。唯一个节目。还是一个八分钟的投影视频。没有解说。看的观众云里雾里的！不推荐,真心 推荐 唯一 节目 八分钟 投影 视频 解说 观众 云里雾里 推荐
omt406003558,2021年3月7日,特别棒冰灯,1.0,特别棒冰灯,特别 棒冰
anniejiao,2021年3月7日,不错,1.0,不错,不错
匿名用户,2021年2月28日,冰灯少 马马虎虎 不好停车 太多人了 一趟下来觉得那么回事,0.0,冰灯少 马虎 不好停车 太多人了 一趟下来觉得那么回事,冰灯 马虎 不好 停车 太多人 一趟 那么回事
YYQ380,2021年2月17日,简直就是骗钱的。冰灯特别差还比不上哈尔滨大街上的。停车场进不来出不去。堵车堵了一小时都不动。这还要100块？简直了。特别差！,0.0,简直就是骗钱的。冰灯特别差还比不上哈尔滨大街上的。停车场进不来出不去。堵车堵了一小时都不动。这还要10块？简直了。特别差！,骗钱 冰灯 特别 比不上 哈尔滨 大街 停车场 进不来 出不去 堵车 小时 不动 特别
桔觅,2021年2月13日,下午去的时候还没黑天 所以不明显 夜幕降临的时候 灯光还可以 冰灯也不错 就是感觉项目很少 有点失望,1.0,下午去的时候还没黑天 所以不明显 夜幕降临的时候 灯光还可以 冰灯也不错 就是感觉项目很少 有点失望,下午 黑天 夜幕降临 灯光 冰灯 不错 感觉 项目 失望
_qqths1409365472,2021年2月18日,"停车免费，不要相信路边停车的，摆渡车单程10快，5分钟，走路1公里，自己看情况

看灯，其他景点好像没开放",1.0,停车免费，不要相信路边停车的，摆渡车单程10快，5分钟，走路1公里，自己看情况看灯，其他景点好像没开放,停车 免费 路边 停车 摆渡 单程 分钟 走路 公里 情况 看灯 景点 好像 开放
JbK168363654,2021年2月15日,孩子很开心！！,1.0,孩子很开心！,孩子 开心
Uxd267426382,2021年2月18日,我觉得一定要每年修一下冰滑梯让孩子们观赏游玩之后尽情玩耍。孩子们四处找可以滑冰的地方，也不安全,1.0,我觉得一定要每年修一下冰滑梯让孩子们观赏游玩之后尽情玩耍。孩子们四处找可以滑冰的地方，也不安全,滑梯 孩子 观赏 游玩 尽情 玩耍 孩子 四处 滑冰 地方
FLN395627633,2021年3月3日,很好看，还赶上下雪了！虽然有点冷，但是太美了！,1.0,很好看，还赶上下雪了！虽然有点冷，但是太美了！,好看 赶上 下雪 太美
RAD989849438,2021年2月2日,充分体现东奥会表现还是很不错的,1.0,充分体现东奥会表现还是很不错的,充分体现 东奥会 表现 不错
一帆“沣”顺,2021年2月17日,漂亮,1.0,漂亮,漂亮
zgm_tg,2021年2月19日,还行吧 就是雕塑少了点 与往年雷同的多 希望有更多样式的雕塑 可以像哈尔滨多学习,1.0,还行吧 就是雕塑少了点 与往年雷同的多 希望有更多样式的雕塑 可以像哈尔滨多学习,还行 雕塑 往年 雷同 希望 多样式 雕塑 哈尔滨 学习
he12345he00000,2021年3月1日,冰灯开始出现融化，山体光影秀不错,1.0,冰灯开始出现融化，山体光影秀不错,冰灯 融化 山体 光影 不错
CXp952687453,2021年2月28日,今年的特别小而且也没意思，就有些灯,1.0,今年的特别小而且也没意思，就有些灯,特别 没意思
bYR824240172,2021年3月4日,挺好的,1.0,挺好的,
IVi134685291,2021年3月1日,过年冰灯傍晚去的，人太多了，应该早去,1.0,过年冰灯傍晚去的，人太多了，应该早去,过年 冰灯 傍晚 人太多
轩洋宝贝2009,2021年2月28日,不错哦带孩子去的哦。人不多哦！冰有些化了,1.0,不错哦带孩子去的哦。人不多哦！冰有些化了,不错 孩子 人不多
明白世界糊涂生存,2021年2月26日,冰滑梯不能用，二，十年前去过幸福满满，在去无味了,0.0,冰滑梯不能用，二，十年前去过幸福满，在去无味了,滑梯 十年 前去 幸福 无味
pvz255222492,2021年2月16日,"体验太糟糕了，人多，堵车
最后两公里走了一个小时，走的时候停车场非要交现金20，难怪那么堵",0.0,体验太糟糕了，人多，堵车最后两公里走了一个小时，走的时候停车场非要交现金20，难怪那么堵,体验 糟糕 人多 堵车 两公里 小时 停车场 非要 现金
啊啊啊啊啊雨825,2021年2月28日,啥也没有，都不开放，很失望不值得,0.0,啥也没有，都不开放，很失望不值得,开放 失望 值得
匿名用户,2021年2月14日,一般，不值门票钱，灯光秀做的很没有创意，冰雕还可以，数量比较少，略坑,0.0,一般，不值门票钱，灯光秀做的很没有创意，冰雕还可以，数量比较少，略坑,不值 门票 灯光 创意 冰雕 数量
rose307460673,2021年3月1日,只有冰灯开放了，其他都没有开放,0.0,只有冰灯开放了，其他都没有开放,冰灯 开放 开放
轩洋宝贝2009,2021年2月28日,还凑吧人不是很多，带孩子一起去的,1.0,还凑吧人不是很多，带孩子一起去的,孩子
祖祖辈,2021年2月23日,都快化了咋整就适合开车去，差点走着回家,0.0,都快化了咋整就适合开车去，差点走着回家,快化 咋整 适合 开车 差点 回家
FLN395627633,2021年3月3日,很美很美,1.0,很美,
lHe240852894,2021年2月14日,什么都没有，进门到参观完唯一的景点水晶洞，只需20分钟。白天什么都没有，晚上据说才有灯。谁能等。,0.0,什么都没有，进门到参观完唯一的景点水晶洞，只需20分钟。白天什么都没有，晚上据说才有灯。谁能等。,进门 参观 唯一 景点 水晶 分钟 白天 晚上
初春的露水,2021年3月1日,冰灯很不错,1.0,冰灯很不错,冰灯 不错
Qva166918811,2021年2月28日,啥也没有，太不值了。哪也去不了???,0.0,啥也没有，太不值了。哪也去不了?,不值
he12345he00000,2021年3月1日,不错,1.0,不错,不错
Ben805012,2021年2月21日,冰灯一般没啥意思价钱贵后面的景点也都没有开,0.0,冰灯一般没啥意思价钱贵后面的景点也都没有开,冰灯 啥意思 价钱 景点
匿名用户,2021年2月25日,真的很一般，不值。。真的很不值。。,0.0,真的很一般，不值。真的很不值。,真的 不值 真的 不值
zhaoying806,2021年2月19日,每年都会去孩子喜欢。京郊溜娃的好地方。,1.0,每年都会去孩子喜欢。京郊溜娃的好地方。,孩子 喜欢 京郊 地方
匿名用户,2021年2月17日,这个冰灯有点坑，别的地方不开放，半小时就玩完了，还没路上时间长。,0.0,这个冰灯有点坑，别的地方不开放，半小时就玩完了，还没路上时间长。,冰灯 地方 开放 半小时 玩完 路上 时间
匿名用户,2021年2月19日,还可以吧，第二次去了，没有第一次好玩，也因为疫情原因。，玩的不痛快,0.0,还可以吧，第二次去了，没有第一次好玩，也因为疫情原因。，玩的不痛快,第二次 第一次 好玩 疫情 原因 痛快
HlC380343641,2021年2月23日,太失望了，失败的一次出行。冰灯化成水了,0.0,太失望了，失败的一次出行。冰灯化成水了,失望 失败 出行 冰灯 化成
zgm_tg,2021年2月19日,冰雕不够多 半小时看完 不过瘾 希望明年更多 雕塑更多样,0.0,冰雕不够多 半小时看完 不过瘾 希望明年更多 雕塑更多样,冰雕 半小时 过瘾 希望 明年 雕塑 多样
HlC380343641,2021年2月23日,失望的一次旅行，冰灯都化成水了,0.0,失望的一次旅行，冰灯都化成水了,失望 旅行 冰灯 化成
