label,review,fenci
0,肉里夹着一根头发！整盆都黑乎的让人看着不敢吃！就是一大盆黑色！打商家电话提示空号…太无语了！,头发 整盆 看着 一大 黑色 商家 电话 提示 无语
0,商品一般吧,商品
0,送餐比较慢，味道还行,送餐 味道
0,和前几次味道完全不一样，只有辣味，什么味道都没有，我又让家人回锅加的盐和鸡精，这样才凑活能吃，菜里点的脆皮肠没找到一个整的，其他的菜也是烂乎的，正让怀疑是别人吃剩的，以后不会再吃这个了！,味道 辣味 味道 家人 回锅 鸡精 活能 菜里点 脆皮 找到 怀疑 吃剩
0,我觉得简直就是个坑，180的菜，我气死，够二个人吃,气死
0,"好评给百度的送餐小哥。,但是麻辣香锅实在是.反正以后不会再点了，特别少而且还不好吃！",好评 百度 送餐 小哥 香锅 实在 再点 好吃
0,不好吃，没味道，没有餐盒拿个袋子装给我，还要餐盒费，哎.,好吃 味道 餐盒 袋子 餐盒
0,"颜色重,太油腻,吃不出香味",颜色 油腻 吃不出 香味
0,过油的都糊了，吃到嘴里一股子糊味,过油 糊味
0,和去店里吃的味道和菜的新鲜度不能比，这很一般,店里 味道 新鲜度
0,菜的质量太差了，像是剩菜！,质量 像是 剩菜
0,"我要的是酱香,这个是辣的,不是酱香的那辣",酱香 酱香
0,送到了已经凉了.,送到
0,送来的菜都凉了，根本没法吃,送来 没法
0,这是一麻一辣吗？所有的牛蛙都是糊，经典的牛肉丸别说弹性，都干的咬不动了！这是一麻一辣？关门吧！还不如街边的小摊,牛蛙 经典 牛肉丸 弹性 关门 小摊
0,可能外卖的没现场吃好吃,外卖 现场 好吃
0,每次点麻辣香锅都会迟到。这次还好有打五折的补偿。,迟到 还好
0,餐送的很快，就是太难吃了，别定他家的,难吃 别定
0,"等了将近2小时,得到了半价赔付",小时 半价 赔付
0,"菜里竟然有不知道是锅,还是,盘子的碎片,太过分了！",盘子 碎片
0,"没别的,酱太多,难吃",难吃
0,呃…今天的味道很一般,味道
0,"必须要说下，我们7点40订的餐,9点20才到,这家店离我家不远,送货员确很晚才去取餐,晚去了就算了，还不看地图,送到别的地方去了,简直要气死了,超差评！",店离 去取 地图 送到 地方 气死 超差
0,酱油太多，黑哇的，要的地瓜都没有看到！,酱油 黑哇 地瓜
0,麻辣香锅味道一般,香锅 味道
0,1小时20分送到，饿透了已经！还有就是为什么菜单不增加“圆生菜”？,小时 送到 饿透 菜单 增加 生菜
0,餐送来时都是凉的了；味道也和在店里吃的不一样；点的鱿鱼须整份，总共就几根；也没给一次性筷子；外卖的袋子也没有一麻一辣的图案标志，不知道是不是一麻一辣的东西。,送来 味道 店里 鱿鱼 整份 没给 筷子 外卖 袋子 一辣 图案 标志 一辣 东西
0,一百多的菜，没什么，有点少。胃口还行吧，麻椒有点多。,胃口 还行 麻椒
0,十分不理解为什么要用塑料袋直接装，看到都没有胃口了。想剩菜一样…,理解 塑料袋 胃口 剩菜
0,少发一份青笋，外卖量比较少,青笋 外卖
0,第一次使用就迟到3个小时，还不免单，才给打7折，为什么饿了么2个小时就主动免单。以后还怎么用百度外卖。,迟到 小时 小时 免单 百度 外卖
0,下单时专门备注了少放土豆粉，但每次都是土豆粉放最多，都没吃，浪费了,下单 备注 了少 土豆粉 土豆粉 浪费
0,我真的很少给差评，这送餐员太不靠谱了吧，居然找人随便把餐带上来!,差评 餐员 不靠 带上来
0,别的不说，就这速度也是醉了！做不到一小时就别写嘛！幸好不是等着救命的药！,速度 不到 小时 幸好
0,要了两瓶只送了一瓶，回来才发现，客服打不通,回来 发现 客服 不通
0,等了半小时打电话催单，客服说帮我催，结果在正好一个小时的时候打电话说没有那种药，希望能调一下，多大的店找个退热贴要一个小时,催单 客服 正好 小时 希望 能调 退热 贴要 小时
0,草！这小抄肉全你吗大肥肉！,肥肉
0,千叶豆腐里吃出一张破纸！都粘在豆腐上了！恶心死了！,豆腐 吃出 破纸 豆腐 恶心
0,"太屎了这小炒肉,淡的要死,全是肥肉",太屎 小炒 要死 肥肉
0,小炒肉整成回锅肉~、,小炒 整成 回锅肉
0,我点的菜打印出来显示81却收了我102。送餐的说是给他们的价格。感觉不好。,打印 显示 送餐 价格
0,店家把水煮肉改良成水煮肥肉了！太恶心了！定了三碗米饭，洒了半盒，有一盒泡在洒了的菜汤里！无语了，店家干的漂亮！加油！,店家 煮肉 改良 成水 肥肉 恶心 米饭 菜汤 无语 店家 漂亮 加油
0,商家不负责，百度外卖也不负责，推来推去的！垃圾软件，赶紧黄了吧，不是一次两次了！到最后还不是我饿着肚子？钱到你们手里就不管了？,商家 负责 百度 外卖 负责 垃圾 软件
0,太咸了，没法吃。骑士礼貌。,没法 骑士 礼貌
0,吃了后很多人拉肚子，饭菜质量有问题，不卫生！,拉肚子 饭菜 质量 卫生
0,很差，很差劲，第一，来的饭冷冰的，第二80多的麻辣香锅就几片藕片和几个鱼丸和几个鸡肉还是什么没吃几口就丢垃圾桶里了，你确定这叫麻辣香锅？,差劲 藕片 鱼丸 鸡肉 垃圾桶 香锅
0,终于赶在半价以前把晚餐送来了，实在是“感谢”！饭盒一看就是装盖饭的尺寸，如果是这样就不必多花那几块钱。菜的颜色早已不新鲜，看来是吃了中午的剩菜。除了快递员还知道有些不好意思外，实在没有什么可值得称赞的，放了勾芡这些已然没必要再提了。,半价 晚餐 送来 实在 感谢 饭盒 盖饭 尺寸 几块钱 颜色 新鲜 剩菜 快递 不好意思 实在 勾芡
0,今天没放勾芡还不错！但是份量感觉一天比一天少啊,勾芡 不错 份量 感觉
0,"菜码太小了吧，能不能传图呀,32元的菜，半盒洋葱，肉呢！是店里顾客吃剩下的吧！",菜码 太小 传图 洋葱 店里 顾客 剩下
0,"真的是我吃过最难吃的毛血旺了没有之一.鸭血很明显不新鲜,毛肚有啥子,肥肠也没收拾,我从来没写过点评但这家实在是令人失望至极",难吃 毛血旺 新鲜 毛肚 肥肠 收拾 没写 点评 实在 失望 至极
0,花钱了，少给我个饮料，也不知道退钱,花钱 饮料 退钱
0,番茄有机花菜没盖严，汤洒了一兜子，所有菜饭全部都是菜汤，一袋子油轰的，打包能不能认真点？,番茄 有机 花菜 没盖 兜子 菜饭 全部都是 菜汤 袋子 打包
0,勺子筷子都没给～让我用手抓着吃啊,勺子 筷子 没给
0,专门打电话过去说不放葱，接电话的是个小姑娘，我专门查了下我点的订单，跟她核实了，她也答应按我的要求做。可是送来的时候皮蛋豆腐整一层葱，从天亮挑葱挑到了天黑。接电话的姑娘，你是瞬间记忆的脑子吗？无力吐槽。韭菜盒子太焦了，已经趋向于糊了。皮蛋豆腐送来的时候，三分之一是渣状，不是层状的，对此，我也表示理解。总之不会再跟你家打交道了，连电话都接不好的前台也只能是前台，顶多收个钱。,小姑娘 订单 核实 答应 送来 皮蛋 豆腐 天亮 挑到 天黑 姑娘 记忆 脑子 无力 韭菜 盒子 趋向于 皮蛋 豆腐 送来 渣状 层状 理解 打交道 电话 前台 只能 前台
0,"鸭蛋都没拨壳,什么情况,太无语了,头一次吃鸭黄肉丝粥附赠蛋壳的",鸭蛋 情况 无语 鸭黄 肉丝 附赠 蛋壳
0,饭的味道不错，送餐时间过长，所有的面全都坨了！难以下咽,味道 不错 送餐 时间 过长 下咽
0,白粥不错，生煎不算正宗，韭菜盒子还可以，总体不错！,白粥 不错 生煎 不算 正宗 韭菜 盒子 总体 不错
0,送餐太慢了，生煎包和皮蛋粥都好难吃，以后还是选择别的吧,送餐 太慢 生煎包 皮蛋 难吃 选择
0,"粥撒了一袋子,装的盒子也软,盖子被插进粥里,让人怎么吃",袋子 盒子 盖子 插进
0,很差，时间太短了，不好吃，,时间 太短 好吃
0,一般，酱炒蛋的口感比较干，汤没什么香味,炒蛋 口感 香味
0,速度很快，但是味道一般,速度 味道
0,量特别大，但味道太一般！,味道
0,"宫爆鸡丁有异物,希望以后多注意",宫爆鸡丁 异物 希望
0,压锅鸡，真逗乐你家那明就是小鸡炖蘑菇，里面都是粉条和蘑菇，汤特咸再也不会点啦，真坑爹！,压锅 逗乐 小鸡 蘑菇 粉条 蘑菇 汤特咸 真坑
0,"难吃到死，不是油豆角，没有味道，非常差，排骨不烂呼，很硬，不如自己做的,，非常差",难吃 豆角 味道 排骨 不烂
0,快递员挺好，速度挺快,快递 速度 挺快
0,菜还不错，米饭有股烟味、糊味,不错 米饭 烟味 糊味
0,这菜咸的啊。干死一卖盐的。,干死
0,两个人吃了都拉肚子,拉肚子
0,见过会挣钱的，没见过这么会赚钱的，塑料袋装做好的鱼，给我那两个空餐盒～这是什么意思～让我留着当碗吗～一这么装钱就没意思了吧～当然是为了赚钱还是为了省事～我不专业，我只知道我买了两个没用的塑料饭盒～,挣钱 没见 赚钱 塑料袋 做好 餐盒 装钱 赚钱 省事 专业 没用 塑料 饭盒
0,来的时候全都漏了，全都出来了，我定了四份饭就拿两双筷子，无语了,筷子 无语
0,我点的是排骨油豆角，结果一块排骨都木有，有没有搞错！,排骨 豆角 排骨 都木 有没有 搞错
0,身为东北人真是第一次吃到这么难吃的东北菜啊！得莫利炖鱼里的白菜有一股羊肉膻味，不知道是咋回事，挨着鱼头的地方还带着血，恶心死了，而且鱼头去掉鱼鳃的地方是黑的。压锅排骨油豆角还可以，但是排骨是真心就吃到一块，偶尔有几块大梁骨，味道倒是还可以，中规中矩的。,身为 东北 难吃 东北菜 炖鱼 白菜 羊肉 膻味 回事 鱼头 地方 恶心 鱼头 去掉 鱼鳃 地方 压锅 排骨 豆角 排骨 大梁 味道
0,感觉都像半成品，麻酱白菜没拌，锅包肉厚一层面，应该不会再订了,感觉 半成品 麻酱 白菜 没拌 锅包肉 层面 再订
0,快递很好，朝鲜冷面里面有虫子，没吃,快递 朝鲜 冷面 虫子
0,不咋好吃，量还少,好吃
0,收了我2块钱餐盒费然后，不给我拿餐盒和筷子，什么饭店呀？,块钱 餐盒 餐盒 筷子 饭店
0,金手勺店内的菜不错来着，为什么外卖的这么差，都没我做的好吃，真的不想再评价！,金手 勺店 不错 外卖 好吃 不想 评价
0,越来越难吃了，换厨师了吧,难吃 厨师
0,现在的量明显比以前少。不实在了。,实在
0,超级难吃，真心受不了，锅包肉超级差劲，对金手勺彻底失望，再也不会光顾了！,难吃 锅包肉 差劲 金手 失望 光顾
0,"送来的脊骨是臭的,打电话就给退了把钱拿回来了，老客户了,这次很失望。",送来 脊骨 给退 回来 老客户 失望
0,锅包肉忘了放肉了,锅包肉 放肉
0,没给果汁榨菜，筷子也没拿。,果汁 榨菜 筷子
0,"跟在店里吃的完全不一样,菜都没放盐,不知道怎么吃",店里 放盐
0,调味料的味道太浓了，不是很喜欢,调味料 味道 喜欢
0,送餐很快，我们定的饺子，饺子馅非常不新鲜，肉有味道，饺子就跟没煮熟似的，饺子皮吃起来粘牙黏糊的，很差的一次外卖,送餐 饺子 饺子馅 新鲜 味道 饺子 煮熟 饺子皮 粘牙 黏糊 很差 外卖
0,送餐的人员还是不错的，还打电话过来说会晚一点。菜实在太难吃了，吃了几口都扔掉了，比我自己做的都难吃，两个菜都是油，一个咸的要死，一个淡的没味，再也不会来了。,送餐 人员 不错 晚一点 实在 难吃 扔掉 难吃 要死 没味
0,搜锅包肉，这家卖出份数最多，所以选择了这家，可太失望了，面裹的比肉厚很多，基本里面没有肉，一份锅包肉两盒装，能有一两肉就不错了。糖醋味也不浓，重度怀疑出售数量造假，,锅包肉 卖出 选择 失望 面裹 比肉 锅包肉 盒装 不错 糖醋 重度 怀疑 数量 造假
0,"饺子直接都塞在打包盒子里咯,全都粘到一起,看不出是饺子",饺子 打包 盒子 粘到 看不出 饺子
0,菜有点咸，干锅土豆片油炸的太脆，不好吃是硬的,有点咸 干锅 土豆片 油炸 太脆 好吃
0,都太甜了，真心接受不了又甜又辣的鱼香茄子，份量也小，感觉不值这个价,接受 鱼香茄子 份量 感觉 不值
0,"呵,，,真可以，之前感觉您家特别实惠。没想到这次缩水到这种程度！一共就这么几块肉！",感觉 缩水 程度
0,"太咸了，盐不要钱么,",钱么
0,今天点的三个菜都不好吃,好吃
0,这家的特点不是菜量大吗…上次给了很多…两个餐盒…这次餐盒小了，还就一盒…心情相当不爽,菜量 餐盒 餐盒 心情 不爽
0,油太多了。服务态度好。,油太 服务态度
0,量大。味道一般。速度较快,味道 速度
0,菜品还行，配送实在是差的要命，东西弄翻了，骨头里的酱汤弄的那都是，油乎的，韭菜盒子被压的馅全都出来了，变成两张面皮和散了一袋子韭菜陷，还有打包的米饭也都被油汤给泡了。配送成这样，还是百度自己配送的，实在令人失望！,菜品 配送 实在 要命 东西 弄翻 骨头 酱汤 韭菜 盒子 被压 面皮 袋子 韭菜 打包 米饭 油汤 配送 百度 配送 实在 失望
0,很油很腻，味道一般,味道
0,地三鲜做成了茄子炖土豆，不过油叫地三鲜么？另一道菜，有一股说不出来的怪味，闻着就一阵恶心。因为是外卖你们就这么做东西么？,三鲜 做成 茄子 土豆 三鲜 怪味 恶心 外卖 东西
0,糖醋里脊不是很好吃，因为没有交汁儿！水煮肉还行，总的来说量很大！,糖醋 里脊 好吃 汁儿 煮肉 很大
0,锅包肉和地三鲜都好难吃，酱骨还可以！,锅包肉 三鲜 难吃 酱骨
0,很少给差评，这次忍不住给差评！菜量小，味道就是酱油味，颜色发黑，关键肉不新鲜，和附近另外一家比差太多,差评 忍不住 差评 菜量 味道 酱油 颜色 发黑 关键 新鲜 比差
0,饺子皮厚，褶皱处都没熟，而且破了好多，味道也一般，素三鲜里有的韭菜一看颜色就是剩的，以后不会再吃这家,饺子皮 褶皱 没熟 味道 三鲜 韭菜 颜色
0,锅包肉不好吃,锅包肉 好吃
0,挺好吃，送餐快。,挺好吃 送餐
0,顿鱼不给装餐盒里，在袋子里汤全撒了，太不负责了,餐盒 袋子 负责
0,豆角排骨怎么有点辣，本来是打算给小孩吃的。速度很快，下次试别的,豆角 排骨 打算 小孩 速度
0,蘸酱菜的生菜很不新鲜。锅包肉没有第一次做的好，咬不动。韭菜盒子的边太宽了。,酱菜 生菜 新鲜 锅包肉 韭菜 盒子
0,酱炒蛋特别油，很难吃。压过排骨油豆角里面排骨和豆角很少，土豆最多。,炒蛋 难吃 排骨 豆角 排骨 豆角 土豆
0,一品豆腐光给豆腐不给蘸酱，没有筷子！,豆腐 豆腐 筷子
0,饺子真心不怎么样…,饺子
0,"双拼饭要的,川香鸭肠,结果送过来时笋烧肉。",双拼 时笋 烧肉
0,感觉口味重，吃完不消化,感觉 口味重
0,点一次吃到一次头发究竟是为什么？,头发
0,等了两个小时，差点饿死,小时 差点 饿死
0,便宜种类多，但是真的慢，真的难吃,便宜 种类 难吃
0,"显示的黑椒鸡腿，实际是,翅根,！",显示 黑椒 鸡腿
0,送餐时间用了2个小时。中间催单店员还踢皮球，伤不起，下次真心不敢订这家外卖了。,送餐 时间 小时 催单 店员 踢皮球 外卖
0,10点半下的单1点半还没送到，在点催单的时候不小心点到了完成。请退钱,送到 催单 小心 退钱
0,足3个小时才送到！,小时 送到
0,差评，差评！都没给送餐，把钱退给我行吗？以后再也不定了！,没给 送餐 退给
0,"付了款但根本没有收到外卖,还显示已送达是什么意思骗钱吗？,投诉请立刻解决",收到 外卖 显示 送达 骗钱 投诉 解决
0,请问什么时候送达的？午饭到晚饭点都没有送来？付账之后就不用送饭了？,请问 送达 午饭 晚饭 送来 付账 不用 送饭
0,送的太慢啦,太慢
0,"快递小哥太能绕了,一小时才到,打了无数电话,炸鸡都不脆了",快递 小哥 小时 电话 炸鸡 不脆
0,味道不好，很难吃，下次不点了,难吃 不点
0,"米饭没给我,是不是该把钱退给我？",米饭 没给
0,定的饺子没有了，换了别的也没退差价。订的两人份，特意叮嘱多放点醋，结果只给了一人份的量,饺子 没退 差价 叮嘱 只给
0,真的是很慢，120分钟才到呀，已饿晕好么。,很慢
0,锅塌鸡蛋味精放太多了，吃一口就丢了，凉菜都很好吃，饺子很称职的饺子本人！,鸡蛋 味精 凉菜 好吃 饺子 称职 饺子
0,"送的确实有点晚了,等了一个多小时,但外卖小哥特意打电话说明了,送来的时候饭也是热的,依旧给好评",确实 小时 外卖 小哥 送来 好评
0,"吃了这么多次九品，今天竟然吃到小强!,心情极差，希望店家改善厨房卫生环境!",九品 小强 心情 极差 希望 店家 改善 厨房 卫生 环境
0,"吃到了不说,饺子拿上来就是冰的！完全冰凉！",吃到 饺子 拿上来
0,饺子上粘着虫，怎么吃,饺子 粘着
0,菜太油，不好吃，下次再不点了,太油 好吃 不点
0,要的是热炒土豆丝，送的根本就是凉的，量非常少，还16元！8元都根本不值！再也不吃这家了。,热炒 土豆丝 根本就是 不值 不吃
0,淡而无味，没有虾的香味,香味
0,饺子都凉了还能吃吗，送来太慢了,饺子 送来 太慢
0,发错单了！我吃了两份韭菜的！,发错 韭菜
0,点的茴香猪肉送成了白菜猪肉的,茴香 猪肉 送成 白菜 猪肉
0,不咋好吃，快递服务不错,好吃 快递 不错
0,饺子送过来都凉了，就吃了两口=,饺子
0,炒合菜就是炒豆皮韭菜加豆芽，没粉丝什么事儿啊,炒合 豆皮 韭菜 豆芽 粉丝 事儿
0,"青椒猪肉馅儿:,猪肉不新鲜了，有味儿，差评",青椒 猪肉 馅儿 猪肉 新鲜 味儿
0,送过来迟了快一个小时，凉透了，而且都露汤了，弄的特别脏,小时
0,快递员不认识路，还不听指导，还让我们下楼拿，一共3层楼，这样还收外送费，,快递 指导 下楼 层楼 收外 送费
0,我要的二米粥，但是送来的是南瓜粥，而且凉的都冰手，经常在你家订餐，没想到这次这样？你们不知道粥凉了？饺子是很热的，希望卖家联系我，完善售后,米粥 送来 南瓜 冰手 订餐 饺子 很热 希望 卖家 完善 售后
0,"我只能给零分,因为不能给负分,不然就是负亿万分,自己做错不愿意承担就指责别人,送错饺子不知自己反省还责怪用户,味道再好这种服务还能怎么样,懒得和你多说,就这一次,绝不再来,百度外卖,九品金饺,永不再用",只能 零分 负分 承担 指责 送错 饺子 不知 反省 责怪 用户 味道 懒得 百度 外卖 九品
0,"十一点订的餐送五十分钟，领了餐之后五分钟不到的路走了二十分钟…真是拉慢骑士水平，不好意思不能给好评了。,第一次订，也是最后一次。本来想吃煎饺的，这煎得是个什么玩意，油都舍不得放，就在锅里面过了一遍就拿出来了。这样的一餐花了三十多，我也是脑子发热。",餐送 不到 拉慢 骑士 水平 不好意思 好评 玩意 舍不得 脑子 发热
0,点的三鲜，西芹，韭菜，送过来竟然全是茴香的！,三鲜 西芹 韭菜 茴香
0,"没有给餐具！餐巾纸,让人怎么吃饭。",餐具 餐巾纸 吃饭
0,"饺子不难吃，就是有点少,拉皮一般",饺子
0,"就住对面实在累了叫了个外卖,67分钟送到,饿过劲了,爬着去爬着回也不要一个小时",对面 实在 外卖 送到 过劲 小时
0,"根本就没吃,一肚子气,送的醋洒的哪儿都是,要是不能保证醋不洒就干脆别送,打包袋里全是醋,一股酸味,粥都他妈有醋味,还怎么吃？打包时候上点心,配送没毛病,外送师傅人不错",保证 包袋 酸味 打包 点心 配送 毛病 师傅 不错
0,饺子太少了,饺子
0,这是百度外卖比较不好的体验，韭菜鸡蛋饺子韭菜都老了，不好吃,百度 外卖 体验 韭菜 鸡蛋 饺子 韭菜 好吃
0,三鲜饺子里不是虾仁吗？怎么放那么多虾米皮？饺子皮很厚，饺子馅就是一团浆糊，不知道是啥，很难吃。娃菜太油了。,三鲜 饺子 虾仁 虾米 饺子皮 饺子馅 浆糊 难吃 娃菜 太油
0,太慢了！差三分钟就半价了，刚送到,太慢 半价 送到
0,一份饺子12个，有三个里面带蟑螂，恶心死了，卫生是得多差啊,饺子 蟑螂 恶心 卫生
0,量很少。送餐二逼,送餐
0,居然没有任何餐具！而且包装很烂，皮蛋豆腐都烂得哪都是，实在吃不下去了！,餐具 包装 很烂 皮蛋 豆腐 实在
0,差评！无力吐槽！,无力
0,配送太慢了！没拿到餐就在楼下确认订单了,配送 太慢 确认 订单
0,点了1份九品三鲜，2份茴香猪肉，结果送了三份茴香猪肉过来！餐具也只提供了1份！里面的调料包，三份饺子，只有两份调料包，醋包还全洒出来了！承诺12点15分前送到，结果还是超时了！,九品 三鲜 茴香 猪肉 茴香 猪肉 餐具 提供 调料 饺子 调料 醋包 承诺 分前 送到
0,经常定，今天不一样了，还减量啦！定两份给一双筷子，以前可不是啊…,减量 筷子
0,居然里边有空饺子！里边没馅！配送的很快。,饺子 没馅 配送
0,"太少了。根本没吃饱,20元才12个饺子。",吃饱 饺子
0,"这店垃圾。一个多小时才送。,而且量小。,谁吃谁上当",垃圾 小时 上当
0,说好的30多分钟就能送到呢？！是不是买的少就懒得给你做啊,说好 送到 懒得
0,韭菜没熟就送来了啊,韭菜 没熟 送来
0,实际支付103，发票开的89，这是为啥,支付 发票
0,非常不好吃，韭菜的不熟，西葫芦的也怪坏的，而且基本看不到鸡蛋,好吃 韭菜 不熟 西葫芦 看不到 鸡蛋
0,不给筷子用手吃啊？,筷子
0,鲅鱼饺子太腥了，不好吃,鲅鱼 饺子 好吃
0,"3个小时送到的,呵,送餐员脸皮够厚",小时 送到 餐员 脸皮
0,"饭已经凉了,而且晚送了半个小时",小时
0,饺子味道挺好。就是从下单到拿到饺子是一个小时二十分钟。饿的胃到痛了。饺子也不热了…,饺子 味道 是从 下单 拿到 饺子 小时 饺子
0,饺子送到都凉了,饺子 送到
0,我要了三分饺子，一份荤香鸡蛋，一份荤香猪肉的结果都给我拿成荤香猪肉的了.还没有给我拿醋.还就给我拿了两双筷子.那个人都手抓着吃的,饺子 鸡蛋 猪肉 拿成 猪肉 筷子
0,在线支付之后，送餐还收费，家里老人不明就里就付了，差劲！,支付 送餐 收费 老人 不明 差劲
0,送餐不送筷子也是醉了让人怎么吃啊!有负分吗？,送餐 筷子 负分
0,超级差评！备注了送醋结果一份都没有，投诉也没人回复。,备注 了送 投诉 没人 回复
0,送餐越来越慢，饺子越来越凉，肉里面肥肉，肉头越来越多，感觉肉不咋地，这是我最后一次订了。,送餐 饺子 肥肉 感觉
0,要的两个三鲜，来了个茴香和西葫芦，能说什么呢,三鲜 茴香 西葫芦
0,送来时菜已凉，12元的一份青斑苦瓜，容量如外面早餐送的小菜，少的可怜,送来 时菜 青斑 苦瓜 容量 早餐 小菜 可怜
0,凉了，不怎么好吃,好吃
0,配送速度超级慢,配送 速度
0,鲅鱼陷有点臭，送菜速度如蜗牛…,鲅鱼 送菜 速度 蜗牛
0,最差的一次外卖体验，第一个订单被取消，第二个订单12：40下单，2点才送到。饺子已经冰凉。,最差 外卖 体验 订单 取消 订单 下单 送到 饺子
0,味道还可以，就是里面有砂子,味道 砂子
0,送的越来越慢~不准时。,不准
0,送餐的是个，吃的全都撒出来了，而且这人只送到电梯，一步都不多走，还得自己走一段去拿。饺子全凉的,送餐 送到 电梯 饺子 全凉
0,"饺子一份特别少，真的，也就十几个吧，配送挺好的,饺子不行",饺子 配送 饺子 不行
0,时间长了，筷子也没给,时间 筷子 没给
0,还没到啊，怎么就显示到了,没到 显示
0,极其不准时，午餐变下午茶,不准 午餐 下午茶
0,"配送太慢了,比系统预计时间足晚了一个小时",配送 太慢 系统 时间 小时
0,等了两个小时，可以当夜宵吃了,小时
0,盒子好像倒了，饭撒了…,盒子 好像
0,预定时12：40好像是，写13：3送达，快3点了我还没见到饭，也没人给我打电话。最后一姑娘敲门说这是你的餐吧，好像送错了送我那去了。我好无语啊！,预定 好像 送达 见到 没人 姑娘 敲门 餐吧 好像 送错 了送
0,"等了一个小时,字数布丁",小时 字数 布丁
0,"不知道为什么晚了三十分钟,后定的东西都到了和合谷还没到,已经饿到胃疼了,菜还可以,到的时候也有点凉了,以后不会再定了",后定 东西 合谷 没到 饿到 再定
0,订餐后经催促一个多小时才送到，菜和饭都是凉的，吃的很不舒服,订餐 催促 小时 送到 舒服
0,非常差，米饭夹生，打和合谷客服投诉，告知门店会有人处理，到现在也没有下文了，真的是无语了，以后再也不去和合谷！,米饭 夹生 合谷 客服 投诉 告知 门店 下文 无语 不去 合谷
0,饭不错，送餐太慢了！收了6元送餐费，晚了半个小时！,不错 送餐 太慢 送餐费 小时
0,不仅送的慢，态度不好，而且超级难吃、量还特别少,态度 难吃
0,蔬菜特别不新鲜，感觉都要烂了,蔬菜 新鲜 感觉
0,两个多小时餐才到，上次也是一个多小时。服了,小时 小时
0,"再也不点了,大拌菜都不新鲜了",不点 大拌菜 新鲜
0,"饭菜还不错，但是我,1:0订的餐、13:0才送到、海龙到中技有多远自己掂量吧。",饭菜 不错 送到 海龙 中技 掂量
0,特别难吃，有点搜了，再不订他家的饭了,难吃 不订
0,从来没有评论过，实在忍不住，配送员那个脾气之差啊，让人感觉自己简直就是欠他巨款。点这么多外卖从来没遇见找不到地方的配送员，这位大哥找不到地方打电话问也就罢了，关键是整个人牛逼哄，一会儿嫌我说话快，一会儿又嫌我没说清楚。最后到了也是脾气巨差，一脸不耐烦。大热天的确实辛苦，但是正是因为大热天所以懒得出去才叫外卖啊，真不知道该怎么来抚慰这种配送员的心情，臭脸和语气堪比驾校教练。点餐的人受了这些气，饭菜怎么样还重要嘛。,评论 实在 忍不住 配送 脾气 感觉 巨款 外卖 遇见 不到 地方 配送 大哥 不到 地方 关键 说话 脾气 巨差 不耐烦 大热天 确实 辛苦 大热天 懒得 叫外卖 抚慰 配送 心情 语气 堪比 驾校 饭菜
0,送的挺及时，但是没送筷子和勺子。,没送 筷子 勺子
0,"送餐特别慢,没给我发票",送餐 没给 发票
0,"配送太差了,十点半定的,一点钟才送到,态度也很差",配送 半定 送到 态度
0,太难吃了，和店面应该不是一个厨师,难吃 店面 厨师
0,送餐超级慢，送餐员态度也不好，打客服催单也没人理，取消订单也取消不了，总之是超级差劲,送餐 餐员 态度 客服 催单 人理 取消 订单 取消 差劲
0,居然弄错收货人了，送餐态度也不好,弄错 收货人 送餐 态度
0,送了一个半小时没送到，最终送到了还没带筷子，催外卖门店不给回电话。这种店应该倒闭。,小时 送到 送到 筷子 外卖 门店 电话 倒闭
0,9分钟送到，饭是量的，咖喱都洒出来了，丸子超难吃，有股怪味。总之很糟糕。,送到 咖喱 丸子 难吃 怪味 糟糕
0,我从来不给差评，但是今天实在忍不了，必须要说。知道今天热肯定会有很多人叫外面，所以1点20就下单了，等到13:0饭还没来，给和合谷和百度外卖的客服打电话，都没人接或者忙，最后打通了百度外卖的客服，跟我说帮我催一下，一会儿给我打电话，让我手机保持畅通。等了20分钟都没消息，又打了一遍百度外卖，跟我说帮我按照紧急事件处理，有消息跟我联系。等到13：30还没人理我。最后在大众点评上查到了和合谷海龙店的固定电话，终于找到人了。最后到了14:0的时候终于送到了。一共3盒饭，有两盒的汤汁全都洒出来了，全都洒在了袋子里，纸巾筷子一塌糊涂，盒子里面的菜全都挤在一起，简直没法吃，必须差评！一会儿打电话给百度外卖投诉！,差评 实在 肯定 下单 没来 合谷 百度 外卖 客服 没人接 打通 百度 外卖 客服 手机 畅通 消息 百度 外卖 消息 人理 大众 点评 查到 合谷 海龙 固定 电话 找到 送到 盒饭 汤汁 洒在 袋子 纸巾 筷子 盒子 没法 百度 外卖 投诉
0,我还没收到餐怎么就订单完成了？！,没收 订单
0,等了一百多分钟后告诉所点菜品没有了，让换其他的，服务跟不上就别承诺四十分钟送达，送不过来至少提前说，而不是一遍的打热线电话还打不进去，什么服务态度，让人饿着等到两点，太气人,告诉 所点 菜品 跟不上 承诺 送达 提前 热线电话 服务态度 太气
0,太慢了，等了一个半小时,太慢 小时
0,人还没到就叫我下来，骗我说自己到了。,没到
0,"量不是很大,一把人还凑合",很大 凑合
0,太差了，订单要求15：30送，可是13：30就送来了，投诉还无用,订单 送来 投诉 无用
0,非常差，速度慢的可以，0分,速度慢
