Pre-Theme,Theme,Sim
Jul Topic 18,Aug Topic 6,0.68
Jul Topic 18,Aug Topic 7,0.56
Jul Topic 18,Aug Topic 8,0.77
Jul Topic 18,Aug Topic 9,0.68
Jul Topic 18,Aug Topic 10,0.72
Jul Topic 18,Aug Topic 11,0.78
Jul Topic 18,Aug Topic 12,0.78
Jul Topic 18,Aug Topic 13,0.63
Jul Topic 18,Aug Topic 14,0.52
Jul Topic 18,Aug Topic 15,0.57
Jul Topic 18,Aug Topic 16,0.71
Jul Topic 18,Aug Topic 17,0.73
Jul Topic 18,Aug Topic 18,0.88
Aug Topic 0,Sept Topic 0,0.71
Aug Topic 0,Sept Topic 1,0.62
Aug Topic 0,Sept Topic 2,0.73
Aug Topic 0,Sept Topic 3,0.53
Aug Topic 0,Sept Topic 5,0.73
Aug Topic 0,Sept Topic 6,0.55
Aug Topic 0,Sept Topic 7,0.57
Aug Topic 0,Sept Topic 8,0.64
Aug Topic 0,Sept Topic 9,0.64
Aug Topic 0,Sept Topic 10,0.70
Aug Topic 0,Sept Topic 11,0.66
Aug Topic 0,Sept Topic 12,0.77
Aug Topic 1,Sept Topic 1,0.65
Aug Topic 1,Sept Topic 2,0.59
Aug Topic 1,Sept Topic 4,0.59
Aug Topic 1,Sept Topic 5,0.65
Aug Topic 1,Sept Topic 6,0.68
Aug Topic 1,Sept Topic 7,0.56
Aug Topic 1,Sept Topic 8,0.61
Aug Topic 1,Sept Topic 9,0.56
Aug Topic 1,Sept Topic 10,0.67
Aug Topic 1,Sept Topic 11,0.68
Aug Topic 1,Sept Topic 12,0.56
Aug Topic 2,Sept Topic 0,0.63
Aug Topic 2,Sept Topic 1,0.61
Aug Topic 2,Sept Topic 2,0.80
Aug Topic 2,Sept Topic 3,0.53
Aug Topic 2,Sept Topic 4,0.59
Aug Topic 2,Sept Topic 5,0.80
Aug Topic 2,Sept Topic 6,0.67
Aug Topic 2,Sept Topic 7,0.66
Aug Topic 2,Sept Topic 8,0.68
Aug Topic 2,Sept Topic 9,0.70
Aug Topic 2,Sept Topic 10,0.70
Aug Topic 2,Sept Topic 11,0.65
Aug Topic 2,Sept Topic 12,0.73
Aug Topic 3,Sept Topic 0,0.50
Aug Topic 3,Sept Topic 2,0.63
Aug Topic 3,Sept Topic 3,0.57
Aug Topic 3,Sept Topic 5,0.55
Aug Topic 3,Sept Topic 6,0.51
Aug Topic 3,Sept Topic 7,0.57
Aug Topic 3,Sept Topic 8,0.56
Aug Topic 3,Sept Topic 9,0.58
Aug Topic 3,Sept Topic 10,0.61
Aug Topic 3,Sept Topic 11,0.55
Aug Topic 3,Sept Topic 12,0.57
Aug Topic 4,Sept Topic 2,0.62
Aug Topic 4,Sept Topic 4,0.64
Aug Topic 4,Sept Topic 5,0.56
Aug Topic 4,Sept Topic 6,0.60
Aug Topic 4,Sept Topic 7,0.59
Aug Topic 4,Sept Topic 8,0.65
Aug Topic 4,Sept Topic 9,0.62
Aug Topic 4,Sept Topic 10,0.60
Aug Topic 4,Sept Topic 11,0.54
Aug Topic 5,Sept Topic 0,0.65
Aug Topic 5,Sept Topic 1,0.68
Aug Topic 5,Sept Topic 2,0.76
Aug Topic 5,Sept Topic 3,0.54
Aug Topic 5,Sept Topic 4,0.56
Aug Topic 5,Sept Topic 5,0.81
Aug Topic 5,Sept Topic 6,0.69
Aug Topic 5,Sept Topic 7,0.65
Aug Topic 5,Sept Topic 8,0.79
Aug Topic 5,Sept Topic 9,0.65
Aug Topic 5,Sept Topic 10,0.70
Aug Topic 5,Sept Topic 11,0.71
Aug Topic 5,Sept Topic 12,0.74
Aug Topic 6,Sept Topic 0,0.57
Aug Topic 6,Sept Topic 1,0.53
Aug Topic 6,Sept Topic 2,0.65
Aug Topic 6,Sept Topic 3,0.50
Aug Topic 6,Sept Topic 4,0.61
Aug Topic 6,Sept Topic 5,0.67
Aug Topic 6,Sept Topic 6,0.72
Aug Topic 6,Sept Topic 7,0.62
Aug Topic 6,Sept Topic 8,0.66
Aug Topic 6,Sept Topic 9,0.61
Aug Topic 6,Sept Topic 10,0.70
Aug Topic 6,Sept Topic 11,0.63
Aug Topic 6,Sept Topic 12,0.62
Aug Topic 7,Sept Topic 0,0.51
Aug Topic 7,Sept Topic 1,0.54
Aug Topic 7,Sept Topic 2,0.57
Aug Topic 7,Sept Topic 5,0.66
Aug Topic 7,Sept Topic 6,0.60
Aug Topic 7,Sept Topic 7,0.62
Aug Topic 7,Sept Topic 8,0.54
Aug Topic 7,Sept Topic 10,0.53
Aug Topic 7,Sept Topic 11,0.59
Aug Topic 7,Sept Topic 12,0.51
Aug Topic 8,Sept Topic 0,0.65
Aug Topic 8,Sept Topic 1,0.66
Aug Topic 8,Sept Topic 2,0.74
Aug Topic 8,Sept Topic 3,0.55
Aug Topic 8,Sept Topic 4,0.59
Aug Topic 8,Sept Topic 5,0.77
Aug Topic 8,Sept Topic 6,0.68
Aug Topic 8,Sept Topic 7,0.68
Aug Topic 8,Sept Topic 8,0.78
Aug Topic 8,Sept Topic 9,0.65
Aug Topic 8,Sept Topic 10,0.70
Aug Topic 8,Sept Topic 11,0.73
Aug Topic 8,Sept Topic 12,0.71
Aug Topic 9,Sept Topic 0,0.60
Aug Topic 9,Sept Topic 1,0.57
Aug Topic 9,Sept Topic 2,0.73
Aug Topic 9,Sept Topic 3,0.55
Aug Topic 9,Sept Topic 4,0.58
Aug Topic 9,Sept Topic 5,0.68
Aug Topic 9,Sept Topic 6,0.61
Aug Topic 9,Sept Topic 7,0.60
Aug Topic 9,Sept Topic 8,0.63
Aug Topic 9,Sept Topic 9,0.70
Aug Topic 9,Sept Topic 10,0.69
Aug Topic 9,Sept Topic 11,0.66
Aug Topic 9,Sept Topic 12,0.61
Aug Topic 10,Sept Topic 0,0.59
Aug Topic 10,Sept Topic 1,0.61
Aug Topic 10,Sept Topic 2,0.70
Aug Topic 10,Sept Topic 3,0.55
Aug Topic 10,Sept Topic 4,0.56
Aug Topic 10,Sept Topic 5,0.69
Aug Topic 10,Sept Topic 6,0.63
Aug Topic 10,Sept Topic 7,0.61
Aug Topic 10,Sept Topic 8,0.66
Aug Topic 10,Sept Topic 9,0.64
Aug Topic 10,Sept Topic 10,0.75
Aug Topic 10,Sept Topic 11,0.70
Aug Topic 10,Sept Topic 12,0.61
Aug Topic 11,Sept Topic 0,0.62
Aug Topic 11,Sept Topic 1,0.62
Aug Topic 11,Sept Topic 2,0.70
Aug Topic 11,Sept Topic 3,0.57
Aug Topic 11,Sept Topic 4,0.51
Aug Topic 11,Sept Topic 5,0.72
Aug Topic 11,Sept Topic 6,0.60
Aug Topic 11,Sept Topic 7,0.59
Aug Topic 11,Sept Topic 8,0.66
Aug Topic 11,Sept Topic 9,0.62
Aug Topic 11,Sept Topic 10,0.72
Aug Topic 11,Sept Topic 11,0.72
Aug Topic 11,Sept Topic 12,0.72
Aug Topic 12,Sept Topic 0,0.64
Aug Topic 12,Sept Topic 1,0.58
Aug Topic 12,Sept Topic 2,0.75
Aug Topic 12,Sept Topic 3,0.59
Aug Topic 12,Sept Topic 5,0.74
Aug Topic 12,Sept Topic 6,0.58
Aug Topic 12,Sept Topic 7,0.61
Aug Topic 12,Sept Topic 8,0.69
Aug Topic 12,Sept Topic 9,0.66
Aug Topic 12,Sept Topic 10,0.68
Aug Topic 12,Sept Topic 11,0.63
Aug Topic 12,Sept Topic 12,0.84
Aug Topic 13,Sept Topic 0,0.55
Aug Topic 13,Sept Topic 1,0.63
Aug Topic 13,Sept Topic 2,0.68
Aug Topic 13,Sept Topic 3,0.52
Aug Topic 13,Sept Topic 5,0.67
Aug Topic 13,Sept Topic 6,0.67
Aug Topic 13,Sept Topic 7,0.63
Aug Topic 13,Sept Topic 8,0.67
Aug Topic 13,Sept Topic 9,0.61
Aug Topic 13,Sept Topic 10,0.70
Aug Topic 13,Sept Topic 11,0.65
Aug Topic 13,Sept Topic 12,0.61
Aug Topic 14,Sept Topic 2,0.59
Aug Topic 14,Sept Topic 3,0.51
Aug Topic 14,Sept Topic 4,0.52
Aug Topic 14,Sept Topic 5,0.52
Aug Topic 14,Sept Topic 6,0.50
Aug Topic 14,Sept Topic 7,0.52
Aug Topic 14,Sept Topic 8,0.51
Aug Topic 14,Sept Topic 9,0.54
Aug Topic 14,Sept Topic 10,0.57
Aug Topic 14,Sept Topic 11,0.54
Aug Topic 15,Sept Topic 0,0.62
Aug Topic 15,Sept Topic 1,0.57
Aug Topic 15,Sept Topic 2,0.56
Aug Topic 15,Sept Topic 4,0.55
Aug Topic 15,Sept Topic 5,0.55
Aug Topic 15,Sept Topic 6,0.57
Aug Topic 15,Sept Topic 7,0.55
Aug Topic 15,Sept Topic 8,0.55
Aug Topic 15,Sept Topic 9,0.54
Aug Topic 15,Sept Topic 10,0.60
Aug Topic 15,Sept Topic 11,0.61
Aug Topic 15,Sept Topic 12,0.51
Aug Topic 16,Sept Topic 0,0.53
Aug Topic 16,Sept Topic 1,0.59
Aug Topic 16,Sept Topic 2,0.70
Aug Topic 16,Sept Topic 3,0.51
Aug Topic 16,Sept Topic 5,0.70
Aug Topic 16,Sept Topic 6,0.63
Aug Topic 16,Sept Topic 7,0.65
Aug Topic 16,Sept Topic 8,0.67
Aug Topic 16,Sept Topic 9,0.63
Aug Topic 16,Sept Topic 10,0.60
Aug Topic 16,Sept Topic 11,0.60
Aug Topic 16,Sept Topic 12,0.72
Aug Topic 17,Sept Topic 0,0.62
Aug Topic 17,Sept Topic 1,0.60
Aug Topic 17,Sept Topic 2,0.73
Aug Topic 17,Sept Topic 3,0.57
Aug Topic 17,Sept Topic 5,0.70
Aug Topic 17,Sept Topic 6,0.57
Aug Topic 17,Sept Topic 7,0.62
Aug Topic 17,Sept Topic 8,0.65
Aug Topic 17,Sept Topic 9,0.65
Aug Topic 17,Sept Topic 10,0.64
Aug Topic 17,Sept Topic 11,0.62
Aug Topic 17,Sept Topic 12,0.76
Aug Topic 18,Sept Topic 0,0.66
Aug Topic 18,Sept Topic 1,0.69
Aug Topic 18,Sept Topic 2,0.82
Aug Topic 18,Sept Topic 3,0.60
Aug Topic 18,Sept Topic 4,0.52
Aug Topic 18,Sept Topic 5,0.81
Aug Topic 18,Sept Topic 6,0.71
Aug Topic 18,Sept Topic 7,0.69
Aug Topic 18,Sept Topic 8,0.74
Aug Topic 18,Sept Topic 9,0.64
Aug Topic 18,Sept Topic 10,0.74
Aug Topic 18,Sept Topic 11,0.74
Aug Topic 18,Sept Topic 12,0.82
Sept Topic 0,Oct Topic 0,0.70
Sept Topic 0,Oct Topic 1,0.56
Sept Topic 0,Oct Topic 2,0.56
Sept Topic 0,Oct Topic 4,0.52
Sept Topic 0,Oct Topic 5,0.61
Sept Topic 0,Oct Topic 6,0.63
Sept Topic 0,Oct Topic 8,0.59
Sept Topic 0,Oct Topic 9,0.55
Sept Topic 0,Oct Topic 10,0.60
Sept Topic 0,Oct Topic 11,0.64
Sept Topic 0,Oct Topic 12,0.64
Sept Topic 0,Oct Topic 13,0.59
Sept Topic 1,Oct Topic 0,0.61
Sept Topic 1,Oct Topic 1,0.77
Sept Topic 1,Oct Topic 2,0.56
Sept Topic 1,Oct Topic 3,0.50
Sept Topic 1,Oct Topic 5,0.66
Sept Topic 1,Oct Topic 6,0.65
Sept Topic 1,Oct Topic 8,0.64
Sept Topic 1,Oct Topic 9,0.57
Sept Topic 1,Oct Topic 10,0.59
Sept Topic 1,Oct Topic 11,0.69
Sept Topic 1,Oct Topic 12,0.62
Sept Topic 1,Oct Topic 13,0.57
Sept Topic 2,Oct Topic 0,0.74
Sept Topic 2,Oct Topic 1,0.67
Sept Topic 2,Oct Topic 2,0.71
Sept Topic 2,Oct Topic 3,0.64
Sept Topic 2,Oct Topic 4,0.58
Sept Topic 2,Oct Topic 5,0.75
Sept Topic 2,Oct Topic 6,0.76
Sept Topic 2,Oct Topic 7,0.57
Sept Topic 2,Oct Topic 8,0.73
Sept Topic 2,Oct Topic 9,0.66
Sept Topic 2,Oct Topic 10,0.68
Sept Topic 2,Oct Topic 11,0.77
Sept Topic 2,Oct Topic 12,0.74
Sept Topic 2,Oct Topic 13,0.72
Sept Topic 3,Oct Topic 0,0.55
Sept Topic 3,Oct Topic 1,0.51
Sept Topic 3,Oct Topic 3,0.67
Sept Topic 3,Oct Topic 5,0.55
Sept Topic 3,Oct Topic 6,0.60
Sept Topic 3,Oct Topic 7,0.54
Sept Topic 3,Oct Topic 8,0.52
Sept Topic 3,Oct Topic 10,0.56
Sept Topic 3,Oct Topic 11,0.61
Sept Topic 3,Oct Topic 12,0.58
Sept Topic 3,Oct Topic 13,0.54
Sept Topic 4,Oct Topic 0,0.53
Sept Topic 4,Oct Topic 1,0.58
Sept Topic 4,Oct Topic 3,0.51
Sept Topic 4,Oct Topic 4,0.60
Sept Topic 4,Oct Topic 5,0.56
Sept Topic 4,Oct Topic 6,0.59
Sept Topic 4,Oct Topic 7,0.50
Sept Topic 4,Oct Topic 8,0.55
Sept Topic 4,Oct Topic 9,0.61
Sept Topic 4,Oct Topic 10,0.61
Sept Topic 4,Oct Topic 11,0.58
Sept Topic 4,Oct Topic 13,0.50
Sept Topic 5,Oct Topic 0,0.73
Sept Topic 5,Oct Topic 1,0.76
Sept Topic 5,Oct Topic 2,0.61
Sept Topic 5,Oct Topic 3,0.62
Sept Topic 5,Oct Topic 4,0.54
Sept Topic 5,Oct Topic 5,0.81
Sept Topic 5,Oct Topic 6,0.76
Sept Topic 5,Oct Topic 7,0.63
Sept Topic 5,Oct Topic 8,0.79
Sept Topic 5,Oct Topic 9,0.64
Sept Topic 5,Oct Topic 10,0.69
Sept Topic 5,Oct Topic 11,0.79
Sept Topic 5,Oct Topic 12,0.74
Sept Topic 5,Oct Topic 13,0.78
Sept Topic 6,Oct Topic 0,0.59
Sept Topic 6,Oct Topic 1,0.74
Sept Topic 6,Oct Topic 2,0.55
Sept Topic 6,Oct Topic 4,0.55
Sept Topic 6,Oct Topic 5,0.76
Sept Topic 6,Oct Topic 6,0.77
Sept Topic 6,Oct Topic 7,0.53
Sept Topic 6,Oct Topic 8,0.72
Sept Topic 6,Oct Topic 9,0.62
Sept Topic 6,Oct Topic 10,0.68
Sept Topic 6,Oct Topic 11,0.68
Sept Topic 6,Oct Topic 12,0.56
Sept Topic 6,Oct Topic 13,0.68
Sept Topic 7,Oct Topic 0,0.66
Sept Topic 7,Oct Topic 1,0.63
Sept Topic 7,Oct Topic 2,0.54
Sept Topic 7,Oct Topic 3,0.55
Sept Topic 7,Oct Topic 4,0.52
Sept Topic 7,Oct Topic 5,0.69
Sept Topic 7,Oct Topic 6,0.70
Sept Topic 7,Oct Topic 7,0.60
Sept Topic 7,Oct Topic 8,0.70
Sept Topic 7,Oct Topic 9,0.56
Sept Topic 7,Oct Topic 10,0.62
Sept Topic 7,Oct Topic 11,0.66
Sept Topic 7,Oct Topic 12,0.61
Sept Topic 7,Oct Topic 13,0.72
Sept Topic 8,Oct Topic 0,0.65
Sept Topic 8,Oct Topic 1,0.71
Sept Topic 8,Oct Topic 2,0.58
Sept Topic 8,Oct Topic 3,0.50
Sept Topic 8,Oct Topic 4,0.55
Sept Topic 8,Oct Topic 5,0.81
Sept Topic 8,Oct Topic 6,0.75
Sept Topic 8,Oct Topic 7,0.51
Sept Topic 8,Oct Topic 8,0.83
Sept Topic 8,Oct Topic 9,0.62
Sept Topic 8,Oct Topic 10,0.68
Sept Topic 8,Oct Topic 11,0.72
Sept Topic 8,Oct Topic 12,0.65
Sept Topic 8,Oct Topic 13,0.67
Sept Topic 9,Oct Topic 0,0.63
Sept Topic 9,Oct Topic 1,0.58
Sept Topic 9,Oct Topic 2,0.52
Sept Topic 9,Oct Topic 3,0.60
Sept Topic 9,Oct Topic 4,0.57
Sept Topic 9,Oct Topic 5,0.63
Sept Topic 9,Oct Topic 6,0.68
Sept Topic 9,Oct Topic 7,0.50
Sept Topic 9,Oct Topic 8,0.62
Sept Topic 9,Oct Topic 9,0.66
Sept Topic 9,Oct Topic 10,0.66
Sept Topic 9,Oct Topic 11,0.69
Sept Topic 9,Oct Topic 12,0.60
Sept Topic 9,Oct Topic 13,0.60
Sept Topic 10,Oct Topic 0,0.68
Sept Topic 10,Oct Topic 1,0.71
Sept Topic 10,Oct Topic 2,0.59
Sept Topic 10,Oct Topic 3,0.60
Sept Topic 10,Oct Topic 4,0.56
Sept Topic 10,Oct Topic 5,0.71
Sept Topic 10,Oct Topic 6,0.73
Sept Topic 10,Oct Topic 7,0.53
Sept Topic 10,Oct Topic 8,0.68
Sept Topic 10,Oct Topic 9,0.60
Sept Topic 10,Oct Topic 10,0.72
Sept Topic 10,Oct Topic 11,0.73
Sept Topic 10,Oct Topic 12,0.65
Sept Topic 10,Oct Topic 13,0.65
Sept Topic 11,Oct Topic 0,0.65
Sept Topic 11,Oct Topic 1,0.74
Sept Topic 11,Oct Topic 2,0.57
Sept Topic 11,Oct Topic 3,0.60
Sept Topic 11,Oct Topic 4,0.55
Sept Topic 11,Oct Topic 5,0.72
Sept Topic 11,Oct Topic 6,0.73
Sept Topic 11,Oct Topic 7,0.53
Sept Topic 11,Oct Topic 8,0.72
Sept Topic 11,Oct Topic 9,0.63
Sept Topic 11,Oct Topic 10,0.71
Sept Topic 11,Oct Topic 11,0.76
Sept Topic 11,Oct Topic 12,0.61
Sept Topic 11,Oct Topic 13,0.68
Sept Topic 12,Oct Topic 0,0.78
Sept Topic 12,Oct Topic 1,0.68
Sept Topic 12,Oct Topic 2,0.57
Sept Topic 12,Oct Topic 3,0.56
Sept Topic 12,Oct Topic 4,0.54
Sept Topic 12,Oct Topic 5,0.68
Sept Topic 12,Oct Topic 6,0.70
Sept Topic 12,Oct Topic 7,0.56
Sept Topic 12,Oct Topic 8,0.68
Sept Topic 12,Oct Topic 9,0.51
Sept Topic 12,Oct Topic 10,0.60
Sept Topic 12,Oct Topic 11,0.75
Sept Topic 12,Oct Topic 12,0.85
Sept Topic 12,Oct Topic 13,0.66
Oct Topic 0,Nov Topic 0,0.72
Oct Topic 0,Nov Topic 1,0.69
Oct Topic 0,Nov Topic 2,0.75
Oct Topic 0,Nov Topic 3,0.59
Oct Topic 0,Nov Topic 5,0.75
Oct Topic 0,Nov Topic 6,0.62
Oct Topic 0,Nov Topic 7,0.67
Oct Topic 0,Nov Topic 8,0.72
Oct Topic 0,Nov Topic 9,0.62
Oct Topic 0,Nov Topic 10,0.54
Oct Topic 0,Nov Topic 11,0.69
Oct Topic 0,Nov Topic 12,0.78
Oct Topic 0,Nov Topic 13,0.59
Oct Topic 0,Nov Topic 14,0.64
Oct Topic 0,Nov Topic 15,0.69
Oct Topic 1,Nov Topic 0,0.65
Oct Topic 1,Nov Topic 1,0.77
Oct Topic 1,Nov Topic 2,0.74
Oct Topic 1,Nov Topic 3,0.56
Oct Topic 1,Nov Topic 4,0.53
Oct Topic 1,Nov Topic 5,0.73
Oct Topic 1,Nov Topic 6,0.67
Oct Topic 1,Nov Topic 7,0.60
Oct Topic 1,Nov Topic 8,0.73
Oct Topic 1,Nov Topic 9,0.64
Oct Topic 1,Nov Topic 10,0.59
Oct Topic 1,Nov Topic 11,0.68
Oct Topic 1,Nov Topic 12,0.67
Oct Topic 1,Nov Topic 13,0.62
Oct Topic 1,Nov Topic 14,0.60
Oct Topic 1,Nov Topic 15,0.67
Oct Topic 2,Nov Topic 0,0.56
Oct Topic 2,Nov Topic 1,0.61
Oct Topic 2,Nov Topic 2,0.68
Oct Topic 2,Nov Topic 3,0.54
Oct Topic 2,Nov Topic 5,0.68
Oct Topic 2,Nov Topic 6,0.55
Oct Topic 2,Nov Topic 8,0.60
Oct Topic 2,Nov Topic 9,0.50
Oct Topic 2,Nov Topic 11,0.63
Oct Topic 2,Nov Topic 12,0.58
Oct Topic 2,Nov Topic 14,0.65
Oct Topic 2,Nov Topic 15,0.57
Oct Topic 3,Nov Topic 0,0.54
Oct Topic 3,Nov Topic 1,0.56
Oct Topic 3,Nov Topic 2,0.58
Oct Topic 3,Nov Topic 3,0.58
Oct Topic 3,Nov Topic 4,0.52
Oct Topic 3,Nov Topic 5,0.62
Oct Topic 3,Nov Topic 6,0.53
Oct Topic 3,Nov Topic 8,0.56
Oct Topic 3,Nov Topic 9,0.55
Oct Topic 3,Nov Topic 10,0.51
Oct Topic 3,Nov Topic 11,0.60
Oct Topic 3,Nov Topic 12,0.56
Oct Topic 3,Nov Topic 13,0.58
Oct Topic 3,Nov Topic 14,0.66
Oct Topic 3,Nov Topic 15,0.59
Oct Topic 4,Nov Topic 0,0.58
Oct Topic 4,Nov Topic 1,0.56
Oct Topic 4,Nov Topic 2,0.59
Oct Topic 4,Nov Topic 4,0.53
Oct Topic 4,Nov Topic 6,0.58
Oct Topic 4,Nov Topic 7,0.58
Oct Topic 4,Nov Topic 8,0.55
Oct Topic 4,Nov Topic 9,0.54
Oct Topic 4,Nov Topic 11,0.55
Oct Topic 4,Nov Topic 12,0.53
Oct Topic 4,Nov Topic 13,0.52
Oct Topic 4,Nov Topic 14,0.52
Oct Topic 4,Nov Topic 15,0.56
Oct Topic 5,Nov Topic 0,0.68
Oct Topic 5,Nov Topic 1,0.73
Oct Topic 5,Nov Topic 2,0.78
Oct Topic 5,Nov Topic 3,0.54
Oct Topic 5,Nov Topic 4,0.54
Oct Topic 5,Nov Topic 5,0.76
Oct Topic 5,Nov Topic 6,0.71
Oct Topic 5,Nov Topic 7,0.61
Oct Topic 5,Nov Topic 8,0.80
Oct Topic 5,Nov Topic 9,0.66
Oct Topic 5,Nov Topic 10,0.61
Oct Topic 5,Nov Topic 11,0.67
Oct Topic 5,Nov Topic 12,0.67
Oct Topic 5,Nov Topic 13,0.59
Oct Topic 5,Nov Topic 14,0.71
Oct Topic 5,Nov Topic 15,0.67
Oct Topic 6,Nov Topic 0,0.70
Oct Topic 6,Nov Topic 1,0.70
Oct Topic 6,Nov Topic 2,0.80
Oct Topic 6,Nov Topic 3,0.61
Oct Topic 6,Nov Topic 4,0.53
Oct Topic 6,Nov Topic 5,0.76
Oct Topic 6,Nov Topic 6,0.80
Oct Topic 6,Nov Topic 7,0.63
Oct Topic 6,Nov Topic 8,0.76
Oct Topic 6,Nov Topic 9,0.67
Oct Topic 6,Nov Topic 10,0.58
Oct Topic 6,Nov Topic 11,0.69
Oct Topic 6,Nov Topic 12,0.72
Oct Topic 6,Nov Topic 13,0.63
Oct Topic 6,Nov Topic 14,0.67
Oct Topic 6,Nov Topic 15,0.71
Oct Topic 7,Nov Topic 0,0.51
Oct Topic 7,Nov Topic 1,0.51
Oct Topic 7,Nov Topic 4,0.54
Oct Topic 7,Nov Topic 5,0.53
Oct Topic 7,Nov Topic 7,0.54
Oct Topic 7,Nov Topic 8,0.56
Oct Topic 7,Nov Topic 13,0.58
Oct Topic 7,Nov Topic 14,0.54
Oct Topic 8,Nov Topic 0,0.67
Oct Topic 8,Nov Topic 1,0.70
Oct Topic 8,Nov Topic 2,0.77
Oct Topic 8,Nov Topic 3,0.52
Oct Topic 8,Nov Topic 5,0.76
Oct Topic 8,Nov Topic 6,0.68
Oct Topic 8,Nov Topic 7,0.60
Oct Topic 8,Nov Topic 8,0.82
Oct Topic 8,Nov Topic 9,0.63
Oct Topic 8,Nov Topic 10,0.55
Oct Topic 8,Nov Topic 11,0.66
Oct Topic 8,Nov Topic 12,0.70
Oct Topic 8,Nov Topic 13,0.64
Oct Topic 8,Nov Topic 14,0.69
Oct Topic 8,Nov Topic 15,0.69
Oct Topic 9,Nov Topic 0,0.57
Oct Topic 9,Nov Topic 1,0.57
Oct Topic 9,Nov Topic 2,0.62
Oct Topic 9,Nov Topic 3,0.51
Oct Topic 9,Nov Topic 5,0.56
Oct Topic 9,Nov Topic 6,0.62
Oct Topic 9,Nov Topic 8,0.68
Oct Topic 9,Nov Topic 9,0.67
Oct Topic 9,Nov Topic 10,0.54
Oct Topic 9,Nov Topic 11,0.57
Oct Topic 9,Nov Topic 12,0.54
Oct Topic 9,Nov Topic 14,0.65
Oct Topic 9,Nov Topic 15,0.56
Oct Topic 10,Nov Topic 0,0.65
Oct Topic 10,Nov Topic 1,0.65
Oct Topic 10,Nov Topic 2,0.69
Oct Topic 10,Nov Topic 3,0.54
Oct Topic 10,Nov Topic 4,0.59
Oct Topic 10,Nov Topic 5,0.64
Oct Topic 10,Nov Topic 6,0.68
Oct Topic 10,Nov Topic 7,0.59
Oct Topic 10,Nov Topic 8,0.67
Oct Topic 10,Nov Topic 9,0.65
Oct Topic 10,Nov Topic 10,0.64
Oct Topic 10,Nov Topic 11,0.65
Oct Topic 10,Nov Topic 12,0.63
Oct Topic 10,Nov Topic 13,0.58
Oct Topic 10,Nov Topic 14,0.62
Oct Topic 10,Nov Topic 15,0.67
Oct Topic 11,Nov Topic 0,0.69
Oct Topic 11,Nov Topic 1,0.75
Oct Topic 11,Nov Topic 2,0.79
Oct Topic 11,Nov Topic 3,0.61
Oct Topic 11,Nov Topic 4,0.52
Oct Topic 11,Nov Topic 5,0.80
Oct Topic 11,Nov Topic 6,0.69
Oct Topic 11,Nov Topic 7,0.65
Oct Topic 11,Nov Topic 8,0.76
Oct Topic 11,Nov Topic 9,0.68
Oct Topic 11,Nov Topic 10,0.60
Oct Topic 11,Nov Topic 11,0.76
Oct Topic 11,Nov Topic 12,0.77
Oct Topic 11,Nov Topic 13,0.66
Oct Topic 11,Nov Topic 14,0.66
Oct Topic 11,Nov Topic 15,0.70
Oct Topic 12,Nov Topic 0,0.69
Oct Topic 12,Nov Topic 1,0.73
Oct Topic 12,Nov Topic 2,0.75
Oct Topic 12,Nov Topic 3,0.57
Oct Topic 12,Nov Topic 5,0.81
Oct Topic 12,Nov Topic 6,0.61
Oct Topic 12,Nov Topic 7,0.64
Oct Topic 12,Nov Topic 8,0.70
Oct Topic 12,Nov Topic 9,0.57
Oct Topic 12,Nov Topic 10,0.51
Oct Topic 12,Nov Topic 11,0.69
Oct Topic 12,Nov Topic 12,0.84
Oct Topic 12,Nov Topic 13,0.63
Oct Topic 12,Nov Topic 14,0.61
Oct Topic 12,Nov Topic 15,0.65
Oct Topic 13,Nov Topic 0,0.65
Oct Topic 13,Nov Topic 1,0.64
Oct Topic 13,Nov Topic 2,0.69
Oct Topic 13,Nov Topic 3,0.52
Oct Topic 13,Nov Topic 5,0.74
Oct Topic 13,Nov Topic 6,0.70
Oct Topic 13,Nov Topic 7,0.64
Oct Topic 13,Nov Topic 8,0.73
Oct Topic 13,Nov Topic 9,0.58
Oct Topic 13,Nov Topic 10,0.60
Oct Topic 13,Nov Topic 11,0.62
Oct Topic 13,Nov Topic 12,0.65
Oct Topic 13,Nov Topic 13,0.65
Oct Topic 13,Nov Topic 14,0.64
Oct Topic 13,Nov Topic 15,0.66
Nov Topic 0,Dec Topic 0,0.66
Nov Topic 0,Dec Topic 1,0.60
Nov Topic 0,Dec Topic 2,0.64
Nov Topic 0,Dec Topic 3,0.55
Nov Topic 0,Dec Topic 4,0.54
Nov Topic 0,Dec Topic 5,0.69
Nov Topic 0,Dec Topic 6,0.73
Nov Topic 0,Dec Topic 8,0.71
Nov Topic 0,Dec Topic 9,0.53
Nov Topic 0,Dec Topic 10,0.58
Nov Topic 0,Dec Topic 11,0.62
Nov Topic 0,Dec Topic 12,0.67
Nov Topic 0,Dec Topic 13,0.64
Nov Topic 0,Dec Topic 14,0.56
Nov Topic 0,Dec Topic 15,0.61
Nov Topic 1,Dec Topic 0,0.63
Nov Topic 1,Dec Topic 1,0.72
Nov Topic 1,Dec Topic 2,0.66
Nov Topic 1,Dec Topic 3,0.57
Nov Topic 1,Dec Topic 5,0.77
Nov Topic 1,Dec Topic 6,0.68
Nov Topic 1,Dec Topic 8,0.72
