评论,fenci,情感分类,主题概率,主题类型
就是系统装得我比较麻烦！还要就是本人的技术也比较菜！有水平的买家可以留下一下经验下来哦！呵呵,系统 装得 麻烦 技术 水平 买家 留下 经验,neg,"[(0, 0.13089526), (6, 0.41542146), (7, 0.24601388), (10, 0.13343039)]",6
没包，没胆，没鼠标，系统安装要求系统盘的版本比较高，建议大家不要轻易升级主板.,没胆 鼠标 系统 安装 系统盘 版本 建议 轻易 升级 主板,neg,"[(5, 0.3495357), (11, 0.57466304)]",11
"软件方面的不足就不说了,总之是便宜,操作系统和驱动的问题自己解决虽然麻烦点,但可以接受.",软件 便宜 操作系统 驱动 解决 麻烦 接受,neg,"[(0, 0.0104180705), (1, 0.2536148), (2, 0.010418287), (3, 0.010418343), (4, 0.010418318), (5, 0.45350632), (6, 0.010418294), (7, 0.19911493), (8, 0.0104180565), (9, 0.01041816), (10, 0.010418197), (11, 0.0104182195)]",5
我昨天刚签收，系统还没装好。刚开机一小会儿就听到风扇运转的声音，不知散热是不是真的不太好,昨天 签收 系统 没装 开机 一小 会儿 听到 风扇 运转 声音 不知 散热 真的 不太好,neg,"[(1, 0.57516503), (4, 0.21821766), (6, 0.15968446)]",1
拿到的当天给他装，折腾久没搞定，上网查才发现此款驱动比较搞，建议要买此款的买好盘先,拿到 当天 折腾 搞定 上网 查才 发现 此款 驱动 建议 此款 买好 盘先,neg,"[(4, 0.934477)]",4
"系统要自己装，没有时间自己弄，在外面花了30块钱装了一个,毕竟不太熟悉的使用。",系统 时间 外面 块钱 不太熟悉,neg,"[(0, 0.013902343), (1, 0.013902623), (2, 0.013902534), (3, 0.013903119), (4, 0.013902833), (5, 0.013902543), (6, 0.013902626), (7, 0.8470705), (8, 0.013902881), (9, 0.0139030395), (10, 0.013902436), (11, 0.013902492)]",7
系统是真不好装，买回来几天了，换了几个人帮忙装还是没有效果，有点久久不能释怀啊,系统 不好 买回来 几天 几个 帮忙 效果 久久 释怀,neg,"[(1, 0.5489392), (4, 0.36764085)]",1
装系统很麻烦，驱动难找，不全，找到也难装，屏幕亮度不好调节。虚拟滚动没有装好。,系统 麻烦 驱动 找到 屏幕 亮度 不好 调节 虚拟 滚动,neg,"[(4, 0.274745), (10, 0.6494292)]",10
钢琴漆沾染指纹油污严重；无线网卡是5100的，只能支持150端口；机身过于厚重，加上电源，有6斤多重。,钢琴漆 沾染 指纹 油污 无线 网卡 只能 支持 端口 机身 厚重 电源 多重,neg,"[(6, 0.08087373), (11, 0.859566)]",11
装系统很不好装，可以用深度的3 6版本，我用的9版本的,系统 不好 深度 版本 我用 版本,neg,"[(0, 0.011912388), (1, 0.011912462), (2, 0.011912371), (3, 0.011912421), (4, 0.011912567), (5, 0.011912577), (6, 0.011912876), (7, 0.011912357), (8, 0.011912324), (9, 0.868963), (10, 0.011912327), (11, 0.011912329)]",9
这点是这机器的最弱之处，就是广大网友反应的安装系统非常困难，我也是试了很多系统盘，但是都以失败告终，郁闷啊，的好多机器都是个样子，看样子只能装个了，毕竟是大趋势啊，,机器 最弱 网友 安装 系统 困难 系统盘 失败 告终 郁闷 好多 机器 样子 只能 装个 趋势,neg,"[(4, 0.23539186), (6, 0.71549547)]",6
"装比较麻烦。如果选择法文，键盘会有问题，输入不正确。测试的内存频率是2 667，不是800,不知道是不是软件的原因",麻烦 选择 法文 键盘 输入 正确 测试 内存 频率 软件 原因,neg,"[(3, 0.63032275), (4, 0.30015135)]",3
散热性一般，网卡在不接电源并且不接通网线时自动屏蔽这个功能觉得不好，听说是为了省电,散热 网卡 接电源 接通 网线 自动 屏蔽 功能 不好 听说,neg,"[(3, 0.82232493), (10, 0.10182437)]",3
散热不佳，底盘的热量较大，硬盘基本在50度以上,散热 底盘 热量 较大 硬盘,neg,"[(0, 0.013897222), (1, 0.013897165), (2, 0.013897104), (3, 0.84713113), (4, 0.013897651), (5, 0.0138972495), (6, 0.013897283), (7, 0.013896874), (8, 0.013897026), (9, 0.013896878), (10, 0.013897443), (11, 0.013896957)]",3
"散热比我期望的有点儿差距，键盘处温度不高，底盘的热量较大。不知道夏天会怎样。如果晚几天买，可能买43,显卡不大用得着。",散热 期望 有点儿 差距 键盘 温度 底盘 热量 较大 夏天 几天 显卡 用得着,neg,"[(0, 0.58621955), (4, 0.35416284)]",0
不是家庭高级版，不过还有个家庭版，京东标的不对！接口位置确实不太科学，过这个价钱不能要求太高。,家庭 高级 家庭版 京东 标的 接口 位置 确实 科学 价钱,neg,"[(8, 0.9165677)]",8
"只有安装了系统,随机也没带系统安装盘.装时,显卡驱动没有,得问售后服务要,比较麻烦;",安装 系统 随机 系统 安装盘 装时 显卡 驱动 售后服务 麻烦,neg,"[(4, 0.91661406)]",4
散热设计问题-键盘左侧过热,散热 设计 键盘 左侧 过热,neg,"[(0, 0.34707624), (1, 0.5138992), (2, 0.013902382), (3, 0.0139023485), (4, 0.013902611), (5, 0.013902536), (6, 0.013902365), (7, 0.013902748), (8, 0.013902206), (9, 0.013902472), (10, 0.013902525), (11, 0.013902336)]",1
"没有预装系统，实在有点麻烦!散热是个问题，时间用长了，键盘左半边会比较热,好在运行稳定.",预装 系统 实在 麻烦 散热 时间 用长 键盘 半边 运行 稳定,neg,"[(4, 0.9235756)]",4
原装电池被更换，现在的电池接触不好，充满后待机时间是才两个多小时，的工程师核实此款机器的电池是冒牌货,原装 电池 更换 电池 接触 不好 充满 待机时间 两个 小时 工程师 核实 此款 机器 电池 冒牌货,neg,"[(8, 0.94602835)]",8
我去官网下了最新的驱动，结果声卡装好了，有声音了，接着装显卡，装完显卡，电脑就没声音了，一共装了四次，第三次才发现显卡驱动和声卡驱动冲突， 然后在官网下了前一个显卡驱动，终于搞定了，没有冲突,官网 最新 驱动 声卡 装好 声音 显卡 装完 显卡 电脑 声音 一共 四次 第三次 发现 显卡 驱动 声卡 驱动 冲突 官网 显卡 驱动 终于 搞定 冲突,neg,"[(4, 0.51108956), (8, 0.45802316)]",4
不知道是不是的频率高的缘故，还是散热不好，感觉键盘左半边还有左手掌托处很热，待机都有57度硬盘47度，比8系列的待机47硬盘39显卡47差很多。还有就是内存太少，需要自己再加一条。,频率 缘故 散热 不好 感觉 键盘 半边 左手掌 待机 硬盘 系列 待机 硬盘 显卡 内存 一条,neg,"[(4, 0.94605523)]",4
麦克风和喇叭有共鸣，合上盖子后有尖锐的噪音，软件调节无效，是设计瑕疵,麦克风 喇叭 共鸣 盖子 尖锐 噪音 软件 调节 无效 设计 瑕疵,neg,"[(5, 0.92353374)]",5
1.内存1，偏小,内存,neg,"[(0, 0.041667372), (1, 0.04166719), (2, 0.0416674), (3, 0.041668363), (4, 0.54165643), (5, 0.041667465), (6, 0.04166902), (7, 0.04166711), (8, 0.041667227), (9, 0.041667335), (10, 0.04166751), (11, 0.041667532)]",4
接口太少了，而且都在左侧。 用时间长了键盘很热，但是运行稳定。 装系统，会死机，要从官网下载网卡驱动。 内存只有1。官网上的的驱动做的太烂了，摄像头到现在都没装上。,接口 左侧 时间 键盘 运行 稳定 系统 死机 官网 下载 网卡 驱动 内存 网上 的的 驱动 太烂 摄像头 没装,neg,"[(1, 0.72593975), (4, 0.23237446)]",1
内存太小，没装系统，蓝牙也没有，芯片组太烂啦！双通道内存都不支持！,内存 太小 没装 系统 蓝牙 芯片组 太烂 双通道 内存 支持,neg,"[(4, 0.4950267), (6, 0.4291592)]",4
没有操作系统，内存2就好了，散热不好，时间长了键盘区左半边，以及掌托和触控板的左半边，比较烫。,操作系统 内存 散热 不好 时间 键盘 半边 掌托 触控板 半边,neg,"[(4, 0.6644112), (11, 0.25979885)]",4
1.有点沉；2.驱动下载太麻烦，我是全部下了，1，安装后硬件的小问号是没有了，但不知道是不是最新最匹配的，请教这个怎么确认？3.内存小了点，标配2就好了，不用自己升级；4.据说芯片组不怎么样。,驱动 下载 麻烦 安装 硬件 问号 最新 匹配 请教 确认 内存 标配 不用 升级 芯片组 不怎么样,neg,"[(4, 0.9460479)]",4
自带的红旗系统超级垃圾，让人无从下手，最后改装，版还不行，必须用安装版，郁闷,自带 红旗 系统 超级 垃圾 无从下手 改装 不行 安装版 郁闷,neg,"[(5, 0.9166129)]",5
我收到的机器是裸机，没有预装系统，也没有给安装碟，装系统害苦我了,收到 机器 裸机 预装 系统 安装 系统 害苦,neg,"[(6, 0.7652371), (8, 0.1420801)]",6
某些细节还有改进的余地，钢琴漆面好看，但太容易脏，还是磨砂的好一些，电池是4芯的，续航时间还是短了一点。,细节 改进 余地 钢琴漆 好看 磨砂 电池 续航 时间 一点,neg,"[(3, 0.91660035)]",3
不装也就算了。给的驱动盘还是专用的。。。难道不带玩儿了？,不装 驱动 专用 玩儿,neg,"[(0, 0.016753199), (1, 0.5287969), (2, 0.016753128), (3, 0.016753089), (4, 0.016753241), (5, 0.016753763), (6, 0.30367082), (7, 0.016753066), (8, 0.016753163), (9, 0.016753213), (10, 0.016753228), (11, 0.01675316)]",1
接口太少 而且位置不人性化！下的高清音频驱动，官网上没有，到网上去下载到的。,接口 位置 人性化 高清 音频 驱动 网上 网上 下载,neg,"[(1, 0.90828955)]",1
盘也太大了，找个可以在下能分区的软件费了蛮大力气。外壳太薄了点，给人一种没有信心的感觉。,下能 分区 软件 蛮大 力气 外壳 太薄 一种 信心 感觉,neg,"[(0, 0.09633275), (5, 0.8278524)]",5
"大虾们帮帮忙了.  刚买,今天进行分区,想增加盘,操作错误,结果连原来144的盘都不见了,现在只有1个盘,怎么恢复呀?",大虾 帮帮忙 分区 增加 操作 错误 不见 个盘 恢复,neg,"[(9, 0.149882), (10, 0.76670134)]",10
不足就是没有配套光盘，需要自己备份。我不太喜欢这种触摸板，没有送鼠标，还要自己去配，这个都是小问题。无线网卡插槽的按钮太突出了，很怕不小心会弄断。不过使用不要那么野蛮呵呵就不会有大问题。,配套 光盘 备份 喜欢 触摸板 鼠标 无线 网卡 插槽 按钮 很怕 小心 弄断 野蛮 有大,neg,"[(7, 0.06048598), (11, 0.8874025)]",11
1.上下可视角太小，左右可视角好好；2.自带的扬声器声音小，音质差；3.风扇的声音偏大；4.自带的系统太垃圾了，没有一点意义；5.塑料感太强了，感觉比较低端,视角 太小 视角 好好 自带 扬声器 声音 音质 风扇 声音 自带 系统 垃圾 一点 意义 塑料 感太强 感觉 低端,neg,"[(3, 0.24504347), (4, 0.12376523), (8, 0.5936589)]",8
太难用，没有驱动光盘，厂家就不能搞一个吗，弄张盘有花不了几毛钱，要以人为本啊,难用 驱动 光盘 厂家 几毛钱 以人为本,neg,"[(0, 0.011920162), (1, 0.011920265), (2, 0.011919611), (3, 0.01191947), (4, 0.01192008), (5, 0.011919631), (6, 0.011920116), (7, 0.011919517), (8, 0.011919797), (9, 0.8688822), (10, 0.011919403), (11, 0.011919794)]",9
接口只有两个，少了点~,接口 两个,neg,"[(0, 0.027780123), (1, 0.027780505), (2, 0.69441694), (3, 0.027780667), (4, 0.027780049), (5, 0.027780477), (6, 0.027779829), (7, 0.027779792), (8, 0.027780388), (9, 0.027780518), (10, 0.027780704), (11, 0.02777996)]",2
散热不怎么好，还有系统实在是。。。。。！！为啥要是呢！！！！！,散热 系统 实在 为啥,neg,"[(0, 0.016676322), (1, 0.016675873), (2, 0.016676167), (3, 0.016676152), (4, 0.8165621), (5, 0.016676378), (6, 0.016676398), (7, 0.01667596), (8, 0.016675765), (9, 0.016676124), (10, 0.01667637), (11, 0.016676337)]",4
个别按键加工有些粗糙，表面不够光滑，用三维软件画图时曾出现过一次蓝屏，重启后没有再出现此问题，可能是误操作；说是13寸屏幕，看起来像14寸的，拎在手里有点重；送货员要求先付款再验货有些不爽；,按键 加工 粗糙 表面 光滑 三维 软件 画图 蓝屏 重启 误操作 屏幕 手里 送货员 付款 验货 不爽,neg,"[(9, 0.94901776)]",9
机器的音箱开机确实有响声，联想的礼包也没有.价格有些贵了，跟官网报价没差多少。,机器 音箱 开机 确实 响声 联想 礼包 价格 官网 报价 没差,neg,"[(6, 0.9234908)]",6
"运行中温度有些高.没有电脑包鼠标配件,电源连接器为黑色的与白色的机器不是很搭配.如果记的没有错,联想是有白色电源线的.",运行 温度 电脑包 鼠标 配件 电源 连接器 黑色 白色 机器 搭配 联想 白色 电源线,neg,"[(0, 0.9388503)]",0
没什么明显的缺点。就是预装系统还是带来一点麻烦，和软件的兼容性不理想。,没什么 缺点 预装 系统 带来 一点 麻烦 软件 兼容性 理想,neg,"[(9, 0.91662174)]",9
没啥不好的！就是送来的时候，包装箱有点小破损，而且封条也破了一点，但仔细检查之后发现没有被打开过，让人虚惊一场！建议以后送货时，送货员要多加小心！,不好 送来 包装箱 破损 封条 一点 仔细检查 发现 打开 虚惊一场 建议 送货 送货员 小心,neg,"[(6, 0.93879575)]",6
什么都没有送，就一台裸机，还发现有一个坏点，难道是我的有问题？,一台 裸机 发现 坏点,neg,"[(0, 0.016675789), (1, 0.016675645), (2, 0.8165664), (3, 0.016676249), (4, 0.016677158), (5, 0.01667541), (6, 0.016675726), (7, 0.016675852), (8, 0.016675385), (9, 0.01667527), (10, 0.016675474), (11, 0.016675577)]",2
内存有点小，虽然自己买了一个已经装上，但是还不如京东直接促销一下送根内存更好，更人性化，还有买电脑居然没有包包送，也不很人性化，采购一批一般的电脑包也就20--30元一个，这点京东有点小气！,内存 京东 促销 内存 更好 人性化 电脑 包包 人性化 采购 一批 电脑包 京东 小气,neg,"[(5, 0.12232707), (6, 0.8220328)]",6
价格不是最便宜的，招商还是浦发银行是238*12=2856人家还可以分期的。,价格 便宜 招商 浦发银行,neg,"[(0, 0.016681584), (1, 0.016681597), (2, 0.81649965), (3, 0.01668172), (4, 0.016681574), (5, 0.01668182), (6, 0.01668213), (7, 0.016682982), (8, 0.016681809), (9, 0.016681666), (10, 0.016681844), (11, 0.016681677)]",2
太小了，用惯了台式一下子转小本挺不习惯。比想像的重。用时没有9小时，大概6小时吧。没有自带，我自己装了，于是每天被提醒使用正版……有点烦……,太小 用惯 台式 一下子 小本 习惯 想像 小时 小时 自带 提醒 正版 有点烦,neg,"[(1, 0.9344463)]",1
1、有点重，2、速度明显较14寸的笔记本慢，打开网页多的时候，有点卡，,速度 笔记本 打开 网页,neg,"[(0, 0.016668968), (1, 0.016668923), (2, 0.01666911), (3, 0.0166694), (4, 0.016668873), (5, 0.016669294), (6, 0.01666936), (7, 0.01666968), (8, 0.21674858), (9, 0.016669055), (10, 0.61655957), (11, 0.016669203)]",10
屏幕分辨率底，貌似不是屏而是的，摄像头好像也没有130有点像国产机30的,屏幕 分辨率 貌似 摄像头 好像 有点像 国产机,neg,"[(0, 0.0104233045), (1, 0.010423644), (2, 0.010423227), (3, 0.010423554), (4, 0.010423569), (5, 0.010423292), (6, 0.01042324), (7, 0.010423406), (8, 0.010423291), (9, 0.8853427), (10, 0.010423407), (11, 0.010423323)]",9
用起来不习惯，速度慢，分区麻烦，带了很多垃圾软件，卸载都麻烦,习惯 速度慢 分区 麻烦 垃圾 软件 卸载 麻烦,neg,"[(5, 0.89810425)]",5
屏幕的边框再窄一点，平方尺寸再小一点就好了。无光驱，装光盘类软件比较麻烦。,屏幕 边框 一点 平方 尺寸 一点 光驱 光盘 软件 麻烦,neg,"[(1, 0.43161476), (3, 0.4925708)]",3
屏幕再大一点就好了，电池只能用6个小时，没有传说中那么夸张，充电时间太长，机子太重，用完底部很烫，170才分两个区，速度只能满足一般需要。,屏幕 一点 电池 只能 小时 夸张 充电 时间 机子 太重 底部 两个 速度 只能,neg,"[(4, 0.32005602), (8, 0.6243604)]",8
1、电池比较差，没有9小时，工艺不行，充电到100%还是显示充电，而不是自动停止充电。2、280的速度不行，不管是启动，还是运行，比较慢。存建3、内议标配2。4、本本散热不行。5、适配器很热,电池 小时 工艺 不行 充电 显示 充电 自动 停止 充电 速度 不行 启动 运行 比较慢 存建 议标 本本 散热 不行 适配器,neg,"[(10, 0.9583106)]",10
京东客服太差，一直打不通，因为是装的，还要自己重装，再这样下去会让很多电脑小白转向实体店的。,京东 客服 不通 重装 电脑 小白 转向 实体店,neg,"[(11, 0.89809495)]",11
装驱动比较麻烦，我还有一个未知设备识别不了，不知道怎么回事，但不影响使用,驱动 麻烦 未知 设备 识别 怎么回事 影响,neg,"[(0, 0.01042283), (1, 0.010423492), (2, 0.01042244), (3, 0.010422484), (4, 0.0104226405), (5, 0.010422711), (6, 0.88535047), (7, 0.010422842), (8, 0.010422533), (9, 0.010422356), (10, 0.010422587), (11, 0.010422598)]",6
跑冰封王座蓝屏了，还是散热不行，经典的老游戏还是都没问题的,冰封王座 蓝屏 散热 不行 经典 游戏,neg,"[(0, 0.011915524), (1, 0.011915803), (2, 0.011915528), (3, 0.0119155), (4, 0.011915392), (5, 0.011915613), (6, 0.011915482), (7, 0.011915423), (8, 0.011915452), (9, 0.38037196), (10, 0.5004727), (11, 0.011915639)]",10
"①太重了.但考虑到超长待机时间,我忍了.",太重 超长 待机时间,neg,"[(0, 0.020865176), (1, 0.020862095), (2, 0.020861901), (3, 0.02086223), (4, 0.020862339), (5, 0.02086202), (6, 0.020862112), (7, 0.02086255), (8, 0.020862462), (9, 0.020862287), (10, 0.7705128), (11, 0.020862043)]",10
1. 屏幕有2个坏点。.................._..................,屏幕 坏点,neg,"[(0, 0.027783446), (1, 0.02778383), (2, 0.027783023), (3, 0.027788768), (4, 0.69437706), (5, 0.027783625), (6, 0.027782395), (7, 0.027782544), (8, 0.027784083), (9, 0.027784374), (10, 0.027784456), (11, 0.027782427)]",4
最恨，宽带连接不上，里面给我装了个2007，还要激活，不激活只能用24次，激活了也才用60天，我的天，别这么小气啊。,宽带 连接 不上 激活 激活 只能 激活 小气,neg,"[(3, 0.8980312)]",3
风扇较响，担心用了一段时间后会成噪声；游戏不爽，不过没办法；因电池原因，相对较重,风扇 担心 一段时间 后会 噪声 游戏 不爽 办法 电池 原因,neg,"[(0, 0.65676576), (9, 0.2674135)]",0
就是801的无线网卡不容易找路由器搭配。,无线 网卡 路由器 搭配,neg,"[(0, 0.016682765), (1, 0.016682856), (2, 0.01668301), (3, 0.016683163), (4, 0.5742706), (5, 0.01668249), (6, 0.016682472), (7, 0.016682431), (8, 0.016682487), (9, 0.016682545), (10, 0.016682442), (11, 0.25890276)]",4
因为要送人，早早就买了，可是拿回来就是个硬盘坏的，又开检测报告，又退货，为了赶在周日能送朋友，只好又下单买了一台。但是第一台都送回去一周了，到现在还没告诉我能不能退。售后服务的效率啊！！,早早 回来 硬盘 检测 报告 退货 周日 朋友 只好 下单 一台 第一台 回去 一周 告诉 售后服务 效率,neg,"[(2, 0.89171076), (10, 0.06195193)]",2
第一次装  竟然键盘不能用 型号最后被我搞好了,第一次 键盘 型号 搞好,neg,"[(0, 0.81647116), (1, 0.016684426), (2, 0.016684923), (3, 0.016683925), (4, 0.016683998), (5, 0.016685992), (6, 0.016685348), (7, 0.016684003), (8, 0.016683597), (9, 0.01668364), (10, 0.016683929), (11, 0.016685033)]",0
小屏本的通病，键盘有些局促，不适合爷们使用，内胆包稍大了些，续航时间貌似只有6个小时左右，未预装，我自己下载安装的2007，系统分区太大，本人用分区魔术师将盘调整到130，其余的归盘,屏本 通病 键盘 局促 适合 爷们 内胆 大了些 续航 时间 貌似 小时 预装 下载安装 系统 分区 分区 魔术师 将盘 调整 归盘,neg,"[(1, 0.958283)]",1
质量不算太轻；不升级版本会导致2内存只读出1；触摸板设计不够合理，建议附送鼠标；集成显卡不足以应付大部分3效果要求较高的游戏，但不能苛责。,质量 不算 升级 版本 导致 内存 读出 触摸板 设计 建议 附送 鼠标 集成显卡 不足以 应付 大部分 效果 较高 游戏 苛责,neg,"[(4, 0.8078814), (9, 0.15239719)]",4
体积较大，虽然是最早上网本品牌但质感较惠普等品牌还有差距，鼠标按键和快捷键很硬很难用，基本可以放弃触摸屏。,体积 较大 最早 上网 品牌 质感 惠普 品牌 差距 鼠标 按键 快捷键 很硬 难用 放弃 触摸屏,neg,"[(11, 0.94603395)]",11
"电池只能用5个小时!摄像头在晚上基本上不能用,太暗了!除非有大灯照着自己 ,散??差",电池 只能 小时 摄像头 晚上 太暗 大灯,neg,"[(0, 0.010422221), (1, 0.010422257), (2, 0.0104222875), (3, 0.010422103), (4, 0.010422863), (5, 0.8853549), (6, 0.010422285), (7, 0.010422251), (8, 0.01042216), (9, 0.01042223), (10, 0.010422236), (11, 0.010422272)]",5
"电池用5个小时就么了!摄像头在晚上基本上不能用,太暗了!除非有大灯照着自己!",电池 小时 就么 摄像头 晚上 太暗 大灯,neg,"[(0, 0.010424213), (1, 0.010424231), (2, 0.010424305), (3, 0.010424116), (4, 0.010424479), (5, 0.8853332), (6, 0.010424275), (7, 0.010424229), (8, 0.0104241455), (9, 0.010424257), (10, 0.010424264), (11, 0.010424281)]",5
系统初始将160的硬盘分成了2个区，盘竟然要80多，不方便使用，后来重新分区，使用一个外置光驱，安装了 专业版，还好附赠的光盘中有驱动程序，安装还算顺利。,系统 初始 硬盘 分成 个区 方便使用 分区 外置 光驱 安装 专业版 还好 附赠 光盘 驱动程序 安装 顺利,neg,"[(6, 0.79876), (10, 0.15486155)]",6
美国卖的都是带的，国内版本增加了200元。内胆包要是有个放电源适配器的就好了。,美国 国内 版本 增加 内胆 有个 电源适配器,neg,"[(0, 0.010430471), (1, 0.0104304375), (2, 0.010430726), (3, 0.01043062), (4, 0.010431003), (5, 0.010430517), (6, 0.010430519), (7, 0.35460928), (8, 0.010430418), (9, 0.5410848), (10, 0.010430687), (11, 0.010430505)]",9
屏幕小点 14的平看起来  不是很舒服不过要是太大 拿着不方便 特别是出差  背着回家 3小时的火车 然后倒车回到家 感觉有点重 可能长时间不锻炼的原因，去惠普官网没找到怎么注册升级为两年质保,屏幕 小点 舒服 特别 出差 背着 回家 小时 火车 倒车 回到 感觉 长时间 锻炼 原因 惠普 官网 找到 注册 升级 两年 质保,neg,"[(0, 0.81402946), (6, 0.14969286)]",0
本本比较厚。10重多了啊。触摸板下的键好硬。服务不好！客服电话超难打，问是否有内胆包，说没有。送来的实际有的。害我白买一个包，不能部分退货。还好红色包很漂亮，就算了。。,本本 重多 触摸板 服务 不好 客服 电话 超难 内胆 送来 一个包 退货 还好 红色 很漂亮,neg,"[(10, 0.94265854)]",10
重量偏重，屏幕边框太宽。键盘没有大小写指示灯，比较麻烦。原装的那个自启动的“蓝牙控制盘”如果保留的话，可在屏幕显示大小写状态。但如果将它从自动启动项删除，即不随机启动的话，就不知道怎么区分大小写了。,重量 偏重 屏幕 边框 键盘 大小写 指示灯 麻烦 原装 自启动 蓝牙 控制 保留 屏幕显示 大小写 状态 自动 启动项 删除 随机 启动 区分 大小写,neg,"[(9, 0.06777816), (10, 0.8974764)]",10
1024*600的屏许多程序用着都别扭。机器有点重，玩游戏速度还是差点。,程序 别扭 机器 玩游戏 速度 差点,neg,"[(0, 0.011914612), (1, 0.011914774), (2, 0.011914775), (3, 0.011914897), (4, 0.011914792), (5, 0.011915519), (6, 0.5517614), (7, 0.011915915), (8, 0.011914851), (9, 0.32908794), (10, 0.0119157275), (11, 0.011914867)]",6
1.硬盘速度太慢,硬盘 速度 太慢,neg,"[(0, 0.020833936), (1, 0.020833923), (2, 0.020834172), (3, 0.020834075), (4, 0.020834396), (5, 0.020834126), (6, 0.020834288), (7, 0.020833876), (8, 0.020834105), (9, 0.02083392), (10, 0.77082527), (11, 0.020833924)]",10
1.小本本速度一般，特别是硬盘。,本本 速度 特别 硬盘,neg,"[(0, 0.016668938), (1, 0.016668843), (2, 0.016669765), (3, 0.016669864), (4, 0.2556117), (5, 0.016668966), (6, 0.016669339), (7, 0.016669014), (8, 0.01666903), (9, 0.016669283), (10, 0.5776965), (11, 0.016668761)]",10
键盘有点软，好像使劲点就要按掉一样，时间不是9小时，很多人都说过了！速度一般,键盘 好像 使劲 时间 小时 速度,neg,"[(0, 0.011906015), (1, 0.011906068), (2, 0.011905855), (3, 0.011906297), (4, 0.011906226), (5, 0.011905914), (6, 0.011905808), (7, 0.7026966), (8, 0.011906291), (9, 0.011906262), (10, 0.17824298), (11, 0.011905697)]",7
电池似乎远没有8小时那么久，巧克力键盘也有一点不太习惯，感觉很单薄。,电池 小时 巧克力 键盘 一点 习惯 感觉 单薄,neg,"[(0, 0.8981252)]",0
屏幕的显示效果有待提高，10寸还是小了，不是那种很抢人眼球的感觉。,屏幕 显示 效果 有待 提高 那种 眼球 感觉,neg,"[(3, 0.42238817), (9, 0.32071108), (10, 0.17350906)]",3
反应还是有点慢，可能上网本就这样吧，下单时的要求，京东估计根本就没看，服务有待提高。,上网 下单 京东 估计 没看 服务 有待 提高,neg,"[(8, 0.4845662), (9, 0.42282385)]",8
本来网上已经显示到亚运村了，可以自提了，可是我去了，居然还没到。等了一个多小时货车才来。,本来 网上 显示 亚运村 没到 一个多 小时 货车,neg,"[(2, 0.89806247)]",2
电源适配器 时间长容易烫 反映速度较慢  电池充满并不是介绍中的9小时，而是7个多小时,电源适配器 时间 速度 较慢 电池 充满 介绍 小时 小时,neg,"[(2, 0.6765879), (6, 0.24003975)]",2
底座比较热，不过独立显卡的能理解。打算加个散热底座。,底座 独立 显卡 理解 打算 散热 底座,neg,"[(0, 0.0104186125), (1, 0.010418239), (2, 0.010418204), (3, 0.010418561), (4, 0.01041869), (5, 0.010418337), (6, 0.010418268), (7, 0.21338302), (8, 0.010418257), (9, 0.010418615), (10, 0.68243295), (11, 0.010418217)]",10
比上次买的 10重不少。有点厚，不过都是为了电池，欲与熊掌不可兼得,上次 电池 熊掌 兼得,neg,"[(0, 0.016678348), (1, 0.016679581), (2, 0.016678177), (3, 0.016678317), (4, 0.016678384), (5, 0.016678283), (6, 0.01667827), (7, 0.016678222), (8, 0.016678296), (9, 0.016678322), (10, 0.016678518), (11, 0.81653726)]",11
声音较轻，触摸板太灵敏，易误操作。,声音 触摸板 灵敏 误操作,neg,"[(0, 0.016697872), (1, 0.01669852), (2, 0.016697634), (3, 0.42888454), (4, 0.016698098), (5, 0.016697595), (6, 0.016697709), (7, 0.016697688), (8, 0.016697902), (9, 0.016698517), (10, 0.016697802), (11, 0.40413606)]",3
鼠标不好用，很紧，而且是金属材质；,鼠标 不好 金属 材质,neg,"[(0, 0.016677829), (1, 0.016677488), (2, 0.016677724), (3, 0.016677817), (4, 0.81654435), (5, 0.01667797), (6, 0.016677871), (7, 0.01667762), (8, 0.016677843), (9, 0.016677637), (10, 0.016678143), (11, 0.016677676)]",4
屏的显示效果好象不大好，不知道是才拿到不会调还是其它问题，内存是2 667的插在内存槽里的，要加内存的朋友要注意,显示 效果 不大好 拿到 内存 内存 要加 内存 朋友,neg,"[(4, 0.50330013), (6, 0.33255547), (10, 0.08909138)]",4
新机器刚开机时死了一回机，后来运行均正常。摄像效果一般，尤其是在没有灯光的晚上一片黑。可能还不是很习惯华硕的这种触摸板，感觉有点硬。,机器 开机 一回 运行 摄像 效果 灯光 晚上 习惯 华硕 触摸板 感觉,neg,"[(10, 0.9294397)]",10
"1.太厚了，不知道什么时候可以做到和101一样的轻薄,但价格别那么贵",轻薄 价格,neg,"[(0, 0.027808603), (1, 0.027808625), (2, 0.02780986), (3, 0.027808791), (4, 0.027808577), (5, 0.027808921), (6, 0.027809313), (7, 0.6941013), (8, 0.027809612), (9, 0.02780872), (10, 0.027808933), (11, 0.027808733)]",7
14寸宽屏确实感觉小了点，可视面积太小。漆面有1、2个突起的小疙瘩。风扇声音还算可以忍受。用起来不是很习惯，拿回来必须重装  盘分了200,确实 感觉 可视 面积 太小 漆面 突起 疙瘩 风扇 声音 忍受 习惯 回来 重装 盘分,neg,"[(4, 0.19685075), (8, 0.7509954)]",8
