评论用户id,评论内容,分词,分词-英文
5c4cbf510000000010033572,我也遇到了这种情况，商家自己规定的三天可退，不承认七天无理由退货。我是购买后的第四天去退的两件，店家最后以其中一件属于特价衣服不给退，只给退了一条裤子，还非常不情愿。搞不懂这个店家为什么这么拽。,情况 商家 理由 店家 特价 衣服 裤子 情愿 店家,"Case of the business reason for the store specially costs clothes and pants, wishing the store"
5b14e5904eacab5188f15a5a,实体店是你家的一样，要是每个顾客都无理由退货，直接不要买衣服了。穿几天再还回去,实体店 顾客 理由 衣服,Reason for physical store customers
59d87c9c6eea885bfe5d9c4c,我在其他地区柜姐买的一套衣服、尺码小了换货告知没码子了，我就想着那补差价换款式，直接告知不退不换,地区 柜姐 衣服 尺码 换货 码子 差价 款式,Regional cabinet sister clothes size exchanges code difference model
5e70e4310000000001002263,实体店我每次买都踩大雷，这次买了条裙子，店里看挺好看的，回家试穿暴露所有缺点白天我去退了，不知道能不能成功,实体店 大雷 裙子 店里 回家 缺点 成功,The disadvantage of the disadvantage of going home in the physical store's big mine skirt shop is successful
612ddcf200000000010006ef,我投诉都还没受理今天商家就给我打电话来了这是正常手续吗还是商家局里有人,都还没 商家 商家 局里,There are no merchants and merchants still
61f5fa1b000000001000ba5e,我也是我晚上买回来试发现穿不了，衣服商家也没有吊牌我想退不给我退怎么办,衣服 商家 吊牌,Cloth merchant tag
5c417ba1000000000601917c,每当人们“突然发现”的时候，其实就是自己的档次在这里所以才会有这个情况。当你等级到你会发现周边都是，当你背着，你会发现周边都是，因为消费力度上去了之后，周边的人群已经不一样了，当你买了车上了车牌，你也会发现和你同款或者同色的车突然多了，相似的号码也多了。当你住进别墅小区你会发现，大家都住别墅了,档次 情况 力度 人群 车牌 同款 同色 号码 别墅 小区 别墅,Grade situation Strong people license plates the same color number villa community villa
5b9f4a6839d92f0001f2ebc0,实话说 斐乐真的是很舒服啊,斐乐 舒服,Feller comfortable
664cb70c000000000d024b1e,姐妹，我在线下店买贵了，一模一样的跟线上差了70多，真的，14号买的小票找不到了，还能退么,姐妹 下店 跟线 小票,Sisters down the store and line tickets
631fdfe00000000023025b80,没人穿了吧 以前性价比高 现在这价格我穿阿迪耐克不香吗,性价比 价格 阿迪 耐克,Cost -effective Adi Nike
5ac3b9fae8ac2b08cb262d6a,感觉斐乐款式不是很好看勿喷勿喷哈,感觉 斐乐 款式,Feel Feile style
61c73df0000000001000cd83,这不是强哥同款吗？,强哥 同款,Ge Brother Same
60e2776f0000000001000c36,只有我觉得斐乐的设计很土吗，质量确实不戳，每次去都选不出来我想要的,斐乐 质量 确实,Ferle quality is indeed true
5dab37170000000001004ac8,大学时就看哥直播了现在为爱买单！,大学 买单,College purchase
5c150ce90000000005029f9c,自从给娃穿了他家鞋子，再也没换过牌子了，好看又好穿,鞋子 牌子,Shoe brand
63fc632d000000001400f306,为什么看着视频～脑子里不自觉的：春季里开花十四五六,视频 脑子里 开花,Video bloom in the head
5d6550c2000000000100bee4,斐乐的鞋子该说不说真的很舒服  底子软软的 很轻,斐乐 鞋子 舒服 底子 软软,Felile shoes are comfortable to the base soft
55b39fbaa75c9524e03c78b9,的鞋真的很好穿 现在太硬了东南亚做工真的太差了,东南亚,Southeast Asia
5837d1737fc5b8204990926c,唯品会刚买的斐乐，大家看看这啥质量啊？,唯品 斐乐 质量,Vipshop File Quality
661536c20000000007006851,从百草园歪到三味书屋,百草园 三味书屋,Baicao Garden Sanyi Bookstore
6505b0570000000017023786,这不是熊出没那里面那双鞋吗？光头强有一次穿这双鞋。,光头 双鞋,Bald shoes
5ff6ff40000000000101d353,阿迪彪马都给你吃了？,阿迪,Adi
6533da72000000000400bca1,弜结构。,结构,structure
632eb93c000000002303ccbd,强哥，同款增高蹦蹦鞋是吧？,强哥 同款,Ge Brother Same
658c2c8c0000000022007e78,为什么我想到了光头强,光头,Bald head
615f9058000000000202109f,估计真正的大牌你没听过,大牌,Big name
5f5335be00000000010052cb,评论区说回力的是认真的吗,评论 回力,Comments back
5f773aec0000000001005504,回力都没有吗？,回力,Return force
61132617000000002002c1ab,鸿星尔克必须上榜,鸿星,Hongxing
5b07631f11be105cac5746ca,姐妹棒棒！,姐妹 棒棒,Sister
60fb0bfa000000000100664e,没有的鞋子吗,鞋子,shoe
5fbe297100000000010092e3,一切皆有可能 是李宁的广告语 怎么成了阿迪了,李宁 广告语 阿迪,Li Ning's slogan Adi
610fdc84000000000101e2fc,谢谢姐妹，你说的好好，思路清晰,谢谢 姐妹 思路清晰,Thank you for your sisters' clear thinking
5b82c86f3fbd1500018579f6,耐克没穿多久就变形坏了你们的是不是这样的还是我买到假货了,耐克 变形 假货,Nike deformed fake
5f1554200000000001007fb8,自从新疆棉后，阿迪耐克就在我这里死了,新疆棉 阿迪 耐克,Xinjiang cotton Adi Nike
5ed68e3f0000000001001c2d,老师想给爸爸买一双平时健康跑的跑鞋 配速6-7分钟 隔天一跑 10公里左右 偶尔会跑半马 身高172 体重72 预算300-500 想要减震好一些 透气性好一些的 麻烦老师给推荐一下可以嘛,老师 爸爸 健康 跑鞋 体重 透气性 麻烦 老师,"Teacher Dad Healthy Running Shoes Height and Permanent Passion, Troubled Teacher Teacher"
5eec066f0000000001001e2b,為何品質 耐克跟 阿廸达斯也差不多， 耐克  是 的2 倍呢？,品質 耐克 耐克,Quality Nike Nike
5d900e24000000000101b245,  没有中文名、新百伦并不是 ,中文名 新百伦,Chinese name New Bellen
5b14a3516b58b76feb39a115,我昨天在实体店买的行李箱，今天可以退不，就是买回来自己不喜欢了，我给人家发微信啥的，人家就说不行退不了，非要就卖给我，然后说再去仓库找找之类的，但是我花了三百多买的呢，就是不喜欢，就想退了换一家买，还没开始用呢，这我该咋办,实体店 行李箱 仓库,Physical store luggage warehouse
61850c890000000010006701,说说阿迪达斯和彪马，两兄弟分家做的品牌,兄弟 分家 品牌,Brother's Family Brand
5bd9186073bdbf00015efe6b,说到货比三家，在网络上看不见实际的东西和版型真的也不存在货比三家，只能相对比价格，俗话说一分价钱一分货，你在网上只能看图购买在实体店不单单是你可以试穿，还有你在线下的服务体验，最起码不会被骗，说实在的大家沉迷网购不就是为了方便购物，但是不知道网络的水其实也很深他们开的网店存在的费用也很大，大量金钱投流，平台抽红利，时间精力的花费等，用便宜的东西让你觉得你自己占到便宜了，其实并不然，我就觉得网购的人都是韭菜被人割了一茬又一茬，还很开心自己占到了便宜，真是越说我越气,网络 东西 版型 价格 价钱 一分货 实体店 体验 购物 网络 网店 费用 很大 金钱 平台 红利 时间 精力 花费 便宜 东西 便宜 韭菜 便宜,"The price of the online east and west models, the price of the cargo, the physical store experience the shopping online online store, the cost platform dividend time, the energy is cheap, cheap, cheap leeks, cheap"
60363921000000000100bb9f,看到第五个笑了 假货也能上榜,假货,Fake
618f1076000000001000cdba,二级市场都比这便宜,市场 便宜,Cheap market
5d230b55000000001003ef13,运动鞋刚买三天 第一天穿的时候就不舒服 磨脚（当时就自己去买的 就走了几步）并且后面有个鞋缝那里有点开胶（只是有痕迹  但是没有开）买的时候店家说 三个月有质量问题可退换    我自己去他会不会不给退换啊,运动鞋 舒服 磨脚 鞋缝 开胶 痕迹 店家 质量,Sports shoes comfortable feet grinding shoes seams to open glue trace shop quality
5d0c8b55000000001202f1da,耐克  ,耐克,Nike
58884c0e6a6a690329fb469b,家人们最好是黑色的,黑色,black
64eb5696000000000100c45a,我选布鞋和拖鞋,布鞋 拖鞋,Cloth and slippers
664cb70c000000000d024b1e,集美，我在14号在线下店的买的小饰品，现在发现淘宝的三福线上店一模一样的，便宜了70多，还能退么,集美 下店 饰品 淘宝 福线 便宜,Jimei Shimo Trunk Taobao Futing Line is cheap
5e5e86ad0000000001000f87,石院谢谢,石院 谢谢,"Shi Yuan, thank you"
5d05bcd70000000011010496,9和10咋选 评论区都是9,评论,Comment
58884c0e6a6a690329fb469b,我收到那个亚瑟士9090了 就是轻便是真的 也很修脚型 没有带太多增高 然后没有踩屎感但是很轻便不知道久站会如何,轻便 轻便,Light and light
5fef346e0000000001006d1d,赤兔7现在不也卖300出头你这…,赤兔,Red rabbit
5acd696ce8ac2b77f94309c6,我有一双安踏，才一百多，我感觉比斐乐耐克等等都好穿,感觉 比斐乐 耐克,Feeling Biele Nike
62d3f2140000000002001b8b,我已经闹完了，成功退款，临下班去看了一会，试完了，没有特别喜欢的，就走了，然后店员拉住我让我买，说那个好看，然后我买了，回到家家人都说丑，很老气，我老公也说丑，然后我老公让我去退，本来我还在想去换换，先和店员说的退，店员态度不怎么滴，不给退只能换，但是他们家都是那种很成熟的衣服，所以我看他们的态度果断退，然后他们不同意，我说打12315，最后话还没说完，店员就让我挂电话要给我退钱，衣服200我说我没有水洗，没有剪吊牌更只是穿了一次，然后我说我也享受了你们的服务，所以我就说退我180就行，后来我也撤销了投诉，姐妹们，真的要大胆说不。,成功 店员 家家 老气 老公 老公 店员 店员 态度 成熟 衣服 态度 店员 电话 衣服 吊牌 姐妹 大胆,"Success store clerk's old -fashioned husband and husband, clerk, mature clothes attitude, attitude, shop clerk phone clothes Tag sister bold"
598817056a6a69645905267a,多走路，太舒服了,走路 舒服,Comfortable walking
5f63c2c60000000001008ff3,耐克400,耐克,Nike
65d41c340000000005033e2d,  竞速我选10(),竞速,Race
5b7550bf86002d0001d9090d,小票上退换货都没写能退吗 找了实体店两次了 第一次是跟店员理论未果 第二次投诉万达客服 找了商管过来依然未果 准备打12315 不知道到底是能不能退的,小票 退换货 实体店 店员 理论 未果 万达 客服 商管 未果,"The theory of small ticket returns and exchanges, the theory of the store clerk failed, Wanda customer service business management failed"
5dc773ef0000000001002eea,斐乐火星 天天十小时 走路也舒服,斐乐 火星 走路 舒服,Felile Mars is comfortable walking
5f6db80d000000000101ee7c,为什么现在10的是6钉。非很专业，感觉9的7钉更稳啊,专业 感觉 更稳,I feel more stable
5b8df6b24ebf7f0001692d97,加油，吕老师买奢侈品都能让柜台给退凭借着惊人强大的输出,老师 奢侈品 柜台 惊人 强大,Teacher luxury counter amazing and powerful
5428359ce7798936a8fb6cc9,质量问题几天退换货啊，买了八天，但是今天才第一次穿，裤子扣就坏了,质量 退换货 裤子,Quality Return and Exchange Pants
645a442800000000120351ae,618我们这马赫四是到手价419但我我还有一张五十的优惠券3开的价格贼香不是,马赫 优惠券 价格,Mach coupon price
5c961dba000000001600c1ae,蹲蹲姐妹试穿结果，面临同样问题狠狠爆哭,姐妹,sisters
64aab65d000000001c028437,耐克    2,耐克,Nike
61c887b100000000100060aa,好看的，颜色好看的配色，都没了,颜色 配色,Color
5b803a89405a2f0001170e1c,所以你最后买了什么鞋子,鞋子,shoe
64489cc6000000002901419a,化妆品能退吗，三年保质期还不到一半时间,化妆品 保质期 时间,Cosmetic shelf life
5ebd25100000000001006ca6,其实，太极系列就很好，不少体制里的人不知道，,太极 体制,Tai Chi system
5aca1658e8ac2b7ebbe12d7d,茶姬人真的地狱需要一双久站鞋子,地狱 鞋子,Hell shoes
5bb5e96b9bb2190001cb70b3,老妈子在友谊商场买了个 999 的 松下风筒礼盒装，捆绑剃须刀消费。说原价 1299，现在 999 很优惠，被店员忽悠了。今日刚买，发票啥的都在，我今天回家一看，越看越生气，家里完全就不需要剃须刀，风筒也不值钱。明明只需要 460 买个新款的风筒，现在变成了被捆绑消费了剃须刀以及款式一般的风筒。真的气死不得了有没有宝子支支招去退货的啊,老妈子 友谊 商场 松下 风筒 礼盒装 剃须刀 原价 店员 发票 回家 生气 剃须刀 风筒 不值钱 新款 风筒 剃须刀 款式 风筒 气死 宝子 支招,"Mother's Friendship Mall Panasonic Ban Gift Box Pretending Shaver -shaved Sword Original Price Store Invoice Going home Angry Shadow Doors, Value New Bancoli Shaver Tube Fanbao Baozi"
6252914a000000001000d7a1,普通跑鞋足够,跑鞋,running shoes
61dbe1f6000000001000e215,我有一双李宁的赤兔6，买的时候是349，我买的是白绿配色，其实当时我是想买棉花糖配色的，但是当时比较贵，要400，但是现在赤兔6价格已经跌成狗了，现在200多都能买。,李宁 赤兔 白绿 配色 棉花 配色 赤兔 价格,Li Ning Red Rabbit White and green color cotton color color red rabbit price
64237efa0000000012011f3a,请问二级左右水平，主项一二百，一千以内的鞋子有推荐吗,水平 鞋子,Horizontal shoes
6063e42f0000000001006266,姐妹我买的鞋子回来才穿一个月就开胶了能退吗花了二百多,姐妹 鞋子 开胶,Sister shoes open glue
639d4948000000002801aa7c,同情况，我买的环球大头鞋58,情况 环球 大头鞋,Case Global big head shoes
61dbe6a80000000010009b5c,别周世杰了，人现在是踏子的,周世杰 踏子,Zhou Shijie Step
5fbf36ca00000000010063f7,李宁主要是运动服饰，中国李宁做中高端时尚，李宁现在还有个1990主要是轻奢,李宁 服饰 中国 李宁 高端 时尚 李宁,Li Ning Clothing China Li Ning High -end Fashion Li Ning
619e1dd40000000010004998,中国李宁主打潮流风,中国 李宁 主打 潮流,China Li Ning is the main trend
60b9d76a0000000001005c79,用小米:穿李宁:追星只追肖战王一博,小米 李宁 追星 肖战 王一博,Xiaomi Li Ning Chase the Star Xiao Zhan Wang Yibo
601f9a0b0000000001006c5c,笑死了李宁适合中老年人穿 不懂就别说了好吗,李宁 中老年人,Li Ningzhong
5cea6dff0000000005018535,一个妈生的一个上本科一个上大专,妈生 大专,Mom Sheng College
62dceb57000000001f00582d,中国李宁是李宁旗下的潮流品牌，说白了就是中国李宁比李宁贵,中国 李宁 李宁 旗下 潮流 品牌 中国 李宁 李宁,"China Li Ning Li Ning, a trendy brand, China Li Ning Li Ning"
6131d69b000000000201e864,花短裤今年还有吗,短裤,shorts
5c7f21800000000011033060,几点关门,关门,close the door
6217516b0000000010008680,好看，真的卡脚,卡脚,Stuck
5af9a627e8ac2b5b02058cf5,直播间没看见这双啊,直播间,Studio
63f86230000000000f010f6c,家人们不得不说确实很百搭还附带增高效果,确实 附带 效果,Indeed with effect
63fdad3a000000002a00817d,你这个价格根本买不到。骗子,价格 骗子,Price scammer
5ba6001bf7e8b9678b18822e,稳定如何,稳定,Stablize
61879558000000001000d284,这个价是怎么入的,价是,Price is
63fdad3a000000002a00817d,安排一个夏天穿的皮鞋,皮鞋,leather shoes
59d0f65a51783a3fa29f0c39,这个鞋子可以用来跑步吗？日常跑步那种,鞋子 跑步 跑步,Shoes running and running
62fcfae5000000000f005ef2,左脚44码半，拍44码会挤脚不,左脚 码会,Left -footed code
5961da046a6a692c1a4759af,非常舒适的一款休闲鞋，直接上脚，都不需要适应期，爱了,舒适 上脚 适应期,Comfortable upper foot adaptation period
60eb3802000000002002af32,"尺码 标准，上脚很舒适，大小正好，平时也41码款式 显年轻做工 非常不错",尺码 标准 舒适 正好 款式 年轻 不错,The size of the size is comfortable.
63e7d839000000002600455d,请问鞋底白色部分是什么材质？,鞋底 白色 材质,Shoe soles of white material
5b20f02ef7e8b972888ddb50,和耐克的码数是不是一样,耐克 码数,Nike code number
60bd154a0000000001005437,女码40拍39可以吗,女码,Female code
5986e81e5e87e7673aad55e1,只有一个颜色吗,颜色,color
5a96d1da11be1028baf2945d,有什么品类火热？,品类 火热,Category hot
5b705e38260e7c00015c8fb1,不知不觉变成忠实用户了,忠实 用户,Loyal customers
63492e76000000001802db1e,我在客服上了20天班，培训的时候介绍过，是大童鞋，版型比成人款窄1-2个码，所以你买鞋的时候要注意一下,客服 天班 童鞋 版型 成人 个码 买鞋,Customer service Tianban children's shoes version adult code to buy shoes
61302d300000000002020f2c,我觉得得物最的是，同一件商品，不同手机，价格不一样，目前发现最贵,得物 商品 手机 价格,Prices of gains and goods
5c9cf4870000000017021aa1,友友误会了，平台鞋子发出前会经严格查验鉴别，确保全新正品的。因鞋子左右脚是分开在不同的流水线生产再配对的，所以存在鞋头不完全对称的情况，并非瑕疵，也不作为判断真假的依据哦。平台在意你的体验，关于你反馈的情况，可以小窗具体单 号，小助手为你进一步核实说明。,友友 误会 平台 鞋子 前会 正品 鞋子 流水线 鞋头 情况 瑕疵 真假 平台 体验 情况 小窗 助手 核实,"Youyou misunderstand the platform Shoes, the original of the upper toe of the upper water line of the shoe, the talked and false platform experience, the experience situation of the small window assistant verify"
60bca613000000000101da0b,感觉得物太不靠谱了 买的耐克的鞋子没穿多久就有裂痕,感觉 得物 耐克 鞋子 裂痕,Feeling the cracks of Nike shoes
60e42dea000000002002b657,除了得物还能在什么平台上买到正版鞋子呀,得物 平台 鞋子,Western -owned platform shoes
660be36d000000000600dd84,刚从得物离职，得物的鞋子都是从网店各个地方发来的鞋子,得物 鞋子 网店 地方 鞋子,Get shoes online shop local shoes
62d7f017000000000e00f321,我买的  穿了不到五次  而且每次都是只穿一天就放着了  现在鞋头完全开胶了  直接穿不成了  服气了,鞋头 开胶 服气,One -to -tone upper glue
60461ac8000000000100a224,之前在得物花60买短袖 过一段时间直接降到20了,物花,Flower flower
65225ee30000000023024209,我弟弟买了一双耐克七百多结果是假货商家下架了,弟弟 耐克 假货 商家,Brother Nike fake merchant
636f6f11000000001f01da57,所以除了线下该去哪里买正品啊,线下 正品,Offline genuine
601a539a0000000001003dd7,大一100多买了一双安踏网面淡粉色的，真的是踩屎感的软,网面 粉色,Pink
5ce171bb000000001200319b,买了 广州穿不烧脚,广州,Guangzhou
5f221a7a00000000010085fd,绵绵弹和凌云哪个更适合跑步,凌云 跑步,Lingyun running
5c62c926000000001201b88c,求链接姐妹,链接 姐妹,Link sisters
5b9e54cfbe73b9000154e3c7,适合打羽毛球吗,羽毛球,badminton
600ffd35000000000100881b,问下这是分析的 消费心理学案例分析吗？,问下 心理学 案例,Ask psychological cases
604442c6000000000101d8c1,作者自己写的吗,作者,author
5ee5dea10000000001004fc7,关于这个尺码我也纠结了好久，平常是穿37码，询问客服推荐我买的37不知道会不会大，我买个东西真的要纠结好久,尺码 平常 客服 东西,Size Normal Customer Service
5f5992ab0000000001002c0f,这双跳绳怎么样,跳绳,jump rope
605f53de00000000010068c0,刚买，我觉得不错，挺软的,不错 挺软,Good soft
61e528a100000000210290e1,慢步和凌云哪个好啊(800和跳远),凌云,Lingyun
61b607d00000000010007a13,买了吗  感觉怎么样,感觉,Feel
625983cc00000000100097c6,这个会闷脚吗 透气性强不强啊？,透气性,Breathable
5e987f52000000000100973e,李佳琦直播间买的同款 跑步穿可以的,李佳琦 直播间 同款 跑步,Li Jiaqi Live Room Running in the same model
5d299d5a0000000016005444,在得物买过蛮多次鞋都没问题,得物,Obtain
5c30a0dc0000000005039215,博主以独特见解+方式持续分享喜欢的鞋鞋 我都想看 关注点赞不迷路,博主 独特 方式 鞋鞋 关注点 迷路,Blog owner's unique way to pay attention to shoes and shoes
5f878fe30000000001001820,每雙鞋都會很臭,雙鞋,Double shoes
57ab24b95e87e76fdff81505,大东北的冬天会教你做人…分分钟脚趾头给你冻掉它,东北 脚趾头,Northeast toe
5d5920fa0000000001001673,空军一年四季,空军,air force
5c558a65000000001800ba2b,呵，匡威一双穿四季,匡威,Converse
5fb13b80000000000101e91d,这种衣服的材质是啥 应该怎么搜呀,衣服 材质,Clothing material
6034e16700000000010085be,狗子不让洗,狗子,Dog
617e91a40000000002023148,时间长了就扔了,时间,time
5ff1cc54000000000101cc0a,图片一的裙子，什么时候上啊,图片 裙子,Picture skirt
5c2a0cd0000000000602eaab,没有1000-190优惠券啊啊啊啊,优惠券 啊啊啊,Coupon ah ah ah ah ah ah ah ah
58ccdcbf6a6a6959a743d62a,运动惊喜券和消费券哪里领啊,惊喜,surprise
57f0a7ca50c4b456f4876daf,1底子厚 显瘦吧哈哈哈,底子 显瘦,Relax
5e395c8a00000000010075ce,购物金姐妹充了多少,购物 姐妹,Shopping sisters
56756cb5e4251d47d15118fb,运动惊喜怎么刷啊姐妹,惊喜 姐妹,Surprise sister
5c0b5d1c00000000050012b3,直播间1000-170,直播间,Studio
5749ef3950c4b4202b1ee396,增高吗姐妹？,姐妹,sisters
5e0b6ce40000000001001fcd,耐脏吗，好刷吗,耐脏,Dirty
568398d04775a72f212b09e6,正版的型号有吗,型号,model
5c1357500000000005014e8a,求货号,货号,Goods number
5936cc054f8fd63da7028f52,小姐姐买了多少钱？,小姐姐,Younger sister
598048c65e87e76ecc14af70,同问货号,问货号,Question number
5a0f974e4eacab7efe51acb8,货号是多少呀,货号,Goods number
64210e110000000011021e30,这个是啥品牌,品牌,brand
626f2aac000000002102a1b6,我一直以为是耐克乔丹的,耐克 乔丹,Nike Jordan
6115c1e500000000010068f8,谁知道我这件衣服几几年出的,衣服,clothing
644fbd7300000000100259a6,真的国货之光,国货,Domestic goods
62da3c2c000000000e00d7e6,真男人不一定穿卡尔美，但穿卡尔美一定是真男人,男人 男人,Man
5a498e9b4eacab4745242476,价格标低了，我这双休闲鞋400了,价格,price
5abf1be1e8ac2b686b37ac74,我是目前“早晨跑”的现老板，我想针对此事做出以下几点回应和澄清：1、早晨跑店铺于2023年1月份过户给我，此订单是2017年下的订单，过户后该订单在商家后台因时间太久不显示了，我并不知情。2、顾客这边订单显示待发货，但是我们千牛后台显示交易关闭，下图可以证明3、昨晚凌晨我们了解到该事情后，第一时间联系了顾客，即使该笔订单并不是我本人销售，我们依旧愿意按照淘宝发货规则赔付买家，并额外提供价值300元无门槛优惠券，目前门店在售任意鞋款均可使用。最后，如果之前的早晨跑的一些行为冒犯到了大家，我在这里给大家表示抱歉，接下来我们也会汲取经验教训，服务好每一位顾客。,老板 店铺 月份 过户 订单 订单 过户 订单 商家 后台 时间 太久 顾客 订单 发货 后台 交易 证明 事情 时间 顾客 订单 淘宝 发货 规则 买家 价值 门槛 优惠券 门店 鞋款 经验教训 顾客,"The owner's store's transfer order order order transfer order, the business background time is too long for customer order delivery background transaction to prove the matter of the customer order Taobao delivery rules, buyer value threshold, discount store shoes experience lessons, customers, customers"
5def218a00000000010019c1,踢球的不一定穿卡尔美，穿卡尔美的一定是踢球的,踢球 美的 踢球,Picking the ball
650fb927000000000200f96c,看了你的置顶，但是我觉得也有点坑啊，连前后交接都不能保证？老店是一种信誉的体现，不同主体不能够使用这一老店称呼的，建议直接改为两年老店,置顶 老店 信誉 主体 老店 建议 老店,Suggesting the old shop of the old shop is recommended to the old store
59d5c499de5fb431aaac12cb,哪个店铺买是正品呀，某宝是么，我看工商信息是泉州,店铺 正品 工商 信息 泉州,Shop Genuine Industrial and Commercial Information Quanzhou
5e104cad0000000001006ac5,请问这个是真的乔丹吗,乔丹,Jordan
5c253a3a0000000007001111,最新消息：有位兄弟私信我自是现早晨跑店员，说22年早晨跑换了老板，我的订单是前老板遗留问题没有发现，态度很好，但问题我们双方也不能解决，后续可能还是得走起诉程序。,最新消息 兄弟 私信 店员 老板 订单 老板 遗留问题 态度 程序,"Latest news, brother private message clerk owner, order owner left over the problem with the attitude procedure"
5b4adc8811be102cb7189b68,宝宝 我们是1960年成立哦,宝宝,Baby
65e13ca70000000005008a14,你的钱，给支付宝贡献了不少价值。支付宝必须给你赔偿。,支付宝 贡献 价值 支付宝,Alipay contributes value Alipay
6332b210000000002302454c,刚做了这个打假测评， 没官方的中文名字，新百伦抄人家外观，但是一点科技也没有，用料也差得很～,官方 中文 名字 新百伦 外观 科技 用料,Official Chinese name New Bellen Exterior Science and Technology Material
5a73dcd84eacab6c1b808d24,卡美尔的衣服怎么样啊,美尔 衣服,Mel
5b63a5d0f7e8b93a952a1542,我不保证银泰真假，我只是觉得银泰是个大商场应该不会有假。我的收到货了和旗舰店对比了感觉没啥区别，银泰还会送一个专柜的纸袋子。所以大家真假自辨哈，大不了两家都买回来对比一下，反正88都能免运费退货,银泰 真假 银泰 商场 有假 感觉 区别 银泰 专柜 纸袋子 真假,Intime and false Yintai shopping malls have false feelings.
5b1ca35311be10459a2fe294,我记得365天内不发货的订单淘宝就自动退款了 你这个没给你退吗,发货 订单 淘宝,Delivery order Taobao
5f50f4a1000000000100a936,萌凶萌凶的，这也是我喜欢卡尔美的理由,美的 理由,Reasons for beauty
5bcc2d5dd5bfc50001569259,感谢姐妹的方法，成功拿下,姐妹 方法 成功,Sister method success
5bfeb8de44363b02073e18da,几年前球鞋文化的泡沫,球鞋 文化 泡沫,Sneakers culture bubble
5e7dd90a0000000001002fc2,裤子很好穿,裤子,Pants
6458b5f20000000029010fbe,总结：哥们还是好骗,哥们,Buddy
567d6750bb092c0ff6c693ed,有商场微信吗？,商场 微信,Shopping Mall WeChat
5edac681000000000100563f,好大牌,大牌,Big name
60d514f4000000000101e364,酷动城预售 涨50就跑单 和得物小散户卖家没什么区别,得物 散户 卖家 区别,Different from Get Return Seller
548246ecd6e4a9168845a808,京东可以到360 我去京东买了 但不知道怎么退鞋花,京东 京东 鞋花,Jingdong Jingdong Shoes Flower
5bda9c66b62e3e000124ed4d,有空军一号黑色低帮38码吗？,空军一号 黑色,Air Force One Black
60674d8f0000000001001800,今天我才知道这是两个牌子  这么说吧 是美国牌子而新百伦是国货总有人把他俩画等号其实不是,牌子 美国 牌子 新百伦 国货,Brand American brand New Bellen domestic goods
5c594ad6000000001000ed35,有球衣卖吗,球衣,Jersey
5fdc6053000000000100992f,我本来也想买赤兔6但是听说鞋面特别脆，后来买了超轻20,赤兔 鞋面,Red rabbit upper
5cac3b56000000001703e740,我买的实付360 返利40 鞋花又卖了50 到手270,鞋花,Shoe
5b4d77b04eacab058489e7c8,17年18年炒鞋风气下淘宝这种事情可太多了一涨价就只能靠卖家的诚信了浪费了时间涨了几千就赔100,风气 淘宝 事情 涨价 卖家 诚信 浪费 时间,"Atmospheric Taobao price increases, sellers, integrity and waste of time"
5f22d4e3000000000100b638,家人们真诚发问:不踢球也不是体育生穿卡尔美羽绒服上面带的那种奇怪吗不会被喷吧（没别的意思),真诚 踢球 羽绒服,Sincerely kick the ball down jacket
5f072a4d0000000001007c5c,我就在这家买的，包邮,包邮,Free shipping
5c6b69650000000010029329,找代购直邮的，等了一个月刚到，才260多,直邮,Direct mail
5964cd126a6a693b634759b5,建议买赤兔六的秋冬款,建议 赤兔,Suggesting red rabbit
5e6908b800000000010072c4,有足球鞋卖吗,足球鞋,soccer shoes
5d96e8a5000000000101b07a,-纽百伦是正品吗,纽百伦 正品,Newburon genuine
60bca7d40000000001001626,差点死,差点,Almost
5bd2e77f3a8a5b000126a453,求微信谢谢哈,谢谢,Thanks
5b94dddc18690400014292fe,我也被他家客服气死了 死活换不了货 明明有货,客服 气死,Customer service
642a81db0000000011021625,朋友送的，我也不知道真假,朋友 真假,True and false friends
59d42e2744363b329d25b7d7,我也在银泰买的，昨天买的光轮，凑下来560，已经发货了，顺丰发货,银泰 光轮 发货 顺丰 发货,Yintai Optical Wheel Shipping SF Shipping
60580892000000000100832e,这鞋中学生1000米体测可以吗？今年好像热度很高，想买双秋冬款的，260多,中学生 热度,High school students' popularity
5bb2d9e7b0eb990001878749,请问正品在网上哪买啊,正品,Genuine
56f6b83eaed7581fe80a367c,尺码也不肯换  差劲,尺码 差劲,Poor size
5ce600fe00000000160080eb,秋冬款鞋面增强了,鞋面,vamp
61d99433000000001000cb5d,我买的赤兔6是五百多咋回事,赤兔,Red rabbit
5917fc4e5e87e7530cd7b29d,我去店里试了7，之前一直穿美津浓，感觉7鞋面好薄,店里 美津浓 感觉 鞋面,Mizumo in the shop feels upper
5f1e317b000000000101f251,想问一下女生800米穿赤兔6可以吗？,女生 赤兔,Girl Red Rabbit
5eae1a1300000000010064f4,你是不是鞋买小了，我赤兔穿大一码，现在32公里，感觉鞋面一点屁事没有，特地实体店买的3个月包换，努力3个月把他干穿,赤兔 感觉 鞋面 屁事 特地 实体店 努力,Red Rabbit feels that the upper fart specially work hard to work hard
5f1cb7a5000000000100b2f9,全场2折起？,全场,Audience
61ad88f90000000010007ff0,有加盟吗,加盟,Join
637c9a41000000001f01a9fa,安踏工厂店有哪些品牌,工厂 品牌,Factory brand
