评论用户id,评论内容,分词,分词-英文
9934816862,08年我经常围着世纪公园跑一圈，不知一圈有多少公里，那会周边房价2万多,世纪 公园 房价,Century Park House Price
4820533424,态极跑马拉松，真有你的，太懂了,态极 马拉松,Marathon
1201875666,鬼冢虎脚感如钢板,钢板,Steel plate
4658942856,那     性能近似克里夫顿几啊？我就是看答主的其他回答看上了克里夫顿7，但是又看上了这双鞋的外观,性能 近似 双鞋 外观,Performance is similar to the appearance of double shoes
449451242,早都烂大街了。。,大街,Street
9940321353,你们都的一个套路？,套路,Routine
9928501828,虽然是做的广告，但是说得确实动人,广告 确实 动人,Advertising is really moving
9945211751,跑步确实有意思，很喜欢那种就能听见自己心跳的声音，虽然很累,跑步 确实 声音,The sound of running does
4458313624,古琦、路易威登、巴黎世家等等都有你要的逼格休闲鞋,古琦 易威登 巴黎 世家,Gu Qi Yi Vuitton Paris Family
9944364281,看了开头就知道知乎又开始给我推新广告了,广告,advertise
9945883685,前几天我跑了一次10公里 对于一个160斤的胖子来说 我做梦都想不到我那跑这么远 现在 我已经迷上了跑步 每天不跑个5公里 心里空落落的,胖子 跑步,Fat running
1205179394,乘上了厚底跑鞋流行的东风,厚底 跑鞋 东风,Dongfeng running shoes
9944554112,平时不咋跑步的可以参加马拉松吗？,跑步 马拉松,Run marathon
9926772672,就不买 买国产,国产,Domestically produced
9946490542,知乎完了，全他广告,广告,advertise
9948512116,👍仿佛能感受到你强大的心肺功能,强大 心肺 功能,Strong cardiopulmonary function
1200342480,你穿过那么多跑鞋啊,跑鞋,running shoes
9943930631,看出努力的目的,努力 目的,Strive
9945974292,能坚持这种无聊到极致的运动，真是不容易,无聊,boring
9943268518,怎么那么巧你安利的这俩我都有,安利,Amway
9945302975,为你点赞。我平时跑步还是为了锻炼，想不到跑步可以做好多有意义的事。,跑步 跑步 意义,Running and running meaning
9936951263,说的不错，你推荐的我都买了，但就是不买你推荐的品牌，谢谢(删了我再换号),不错 品牌 谢谢,"Good brand, thank you"
9944907276,了解了，谢谢分享～,谢谢,Thanks
9944224897,大概速度是多少啊，跑快了我心脏受不了。10公里连跑带走才能整完，慢跑又没感觉。,速度 心脏 感觉,Speed ​​heart feel
9944415596,营销号，厉害,厉害,sharp
386040219,都是卖鞋的吧，有没有什么球鞋护理方面的 或是定制,球鞋 护理,Sneaker care
3595600,线上比线下便宜确实不一定，但现实并非象你想象的那般『在实体店试了，然后回家下单』，而是在实体店试衣间试了，立即使用手机在网上下单，立即搞定！智能手机如此重要的用途你不清楚？现在比价的大杀器都是用手机了。当然你的观点我是赞同的，我认为线上线下就是互补关系。实体店作为一个展览门店，作为试衣间，非常重要。那么对真正想做好做大的品牌而言，其实官方出手从广告费宣传费里面拨款专门建实体店，专门承担试衣间的用途，恐怕更合适——即便这个店本身不赚钱，他作为试衣间能推动网店销售量，也是任何其他营销渠道都无法带来的广告收益。,线下 便宜 确实 现实 想象 实体店 回家 下单 实体店 试衣间 手机 下单 智能手机 用途 比价 杀器 手机 观点 上线 关系 实体店 门店 试衣间 品牌 官方 广告费 宣传费 实体店 试衣间 用途 合适 试衣间 网店 销售量 渠道 广告 收益,"Offline cheap, really imagine physical stores home ordering physical store test room, mobile phone to order smartphone use, price killing, mobile point of view, online relationship, physical store store shop official advertising fee promotion feeAdvertising income of online store sales channels for clothing rooms"
413425451,深深的感悟到，个体化要求特高的，比如鞋子服饰，还是实体店买好，网购不能试穿是硬伤，唉～买书之类的，教科书，网上买是挺好的。但我认为与个体相关的，一定要试穿才能买。,感悟到 个体化 特高 鞋子 服饰 实体店 网购 硬伤 教科书 个体,I feel that individualized special high shoes and clothing physical store online shopping flag -injury textbook individual
3618253,我一直觉得买鞋或买衣服之类的，还是要当场试穿才好，特别是鞋，稍有不适，都很难受。,买鞋 衣服 不适,Buying shoes and clothes are unwell
3601641,网购那么方便，反正我很久没去鞋店了，想到上街就累,网购 鞋店 上街,Online shopping shoe shop on the street
3599395,体验真的暂时无法与实体媲美。,体验 实体,Experience entity
3598774,我可以说我抛弃线上购买好久了么？淘宝帐号因为太久不用都忘记密码找不回来了（再说下抛弃线上的原因，真心地线下实体购买方便很多啊，线上懒得挑懒得等懒得不满意：这里特指衣服）,淘宝 帐号 太久 密码 原因 线下 实体 特指 衣服,"Taobao account is too long, password reasons, offline entities specially refer to clothes"
3598636,网络购物的确便捷，但是像鞋这种商品不试穿的话失败率略高啊。不过有些淘宝店家愿意付运费给顾客换回不合适尺码的商品，这是一种比较可行的做法。还有一点就是街面上的一些实体店很多同时在网络上开了网店的，所以网络上也不一定比实体店便宜多少。根据这么多年的网购经验，若是实体店和网店商品价格相差太多，网店的商品很可能不是正品。,网络 购物 便捷 商品 失败率 淘宝 店家 顾客 合适 尺码 商品 街面上 实体店 网络 网店 网络 实体店 便宜 网购 经验 实体店 网店 商品价格 网店 商品 正品,"Online shopping convenience product failure rate Taobao store customers suitable sizes, commodity streets, physical store online store online physical store cheap online shopping experience physical store online store products online shop authentic"
3598095,不可能 。 。不试怎么知道合适不合适 。 。 。,合适 合适,Appropriate
3596986,被淘汰是肯定的，只是现在技术不达标。,技术,technology
3596872,我是不会去上网买东西的好麻烦。看到就买，如果我们这么大市场都放弃的话，那么，我认为我们可以不用开饭店了直接上网订就可以了，怎么问的都是幼稚园问题呢？小伙伴都能回答了，我真惊呆了。,东西 麻烦 市场 饭店 幼稚园 小伙伴,East and West Handling Market Hotel Kindergarten Partner
10850059512,除了不太耐磨，其它都完美,耐磨 完美,Perfection
10848529193,赛道见,赛道,Track
10848037767,真靓,真靓,So beautiful
4700150075,想利用好大数据信息时代，确实需要收集更多的数据才能更准确分析消费者所需。如果以偏概全反而得不偿失,利用 数据 信息时代 确实 数据 准确 消费者,"In the era of data information, indeed accurate data consumers accurately consumers"
4700149610,写得很好呀，不需要各种浮夸的修饰包装，直接点到本质。提高零售各个要素任何环节上的效率，给消费者更新的体验就是零售的成功之路。,本质 要素 环节 效率 消费者 体验,Essential factor link Efficiency Consumer experience
4699606495,不错子！既有逻辑又有道理！,不错 逻辑 道理,Good logic
10849515763,有个好老婆,老婆,Wife
10847463119,或许高阶大佬都去穿了，的客户群变成了330以下的普通人了，我猜。,高阶 大佬 客户群 普通人,High -level big brothers customer group ordinary people
10847934483,原来是您啊 22年初就开始经常看您关于跑步的回答 没有关注 后面在哔站也经常看见藏原 刚一点开主页 发现是同一个人,跑步 哔站 主页,Running Beep Station Homepage
10847518048,祝你踏破铁鞋,踏破铁鞋,Break the iron shoes
10846933051,特步2000这颜值是真高,颜值,Face value
10848662023,颜值不错啊,颜值 不错,Good value
10848421567,每次看到200男款的颜值，都忍不住要点个赞，女款也跟上哇。  客户的声音，聆听一下哈,男款 颜值 要点 女款 客户 声音,"Men's face value points, women's customer voice"
10848387739,这个颜色！表面上“闷闷的”！实在对咱们这个年纪来说，是一种需要“大气”！很低调配色，但是耐看！好的分享！,颜色 表面 闷闷 大气 配色 耐看,The color surface is stuffy and atmospheric color matching
10855154655,踩屎感卸力严重的话，也不舒服,感卸力 舒服,Sensor and comfortable
10849548884,啊，我也有这么一款亚瑟士。我感觉还是很好穿的，支撑抓地回弹都不错。没有踩屎感，但是一脚踩下去能有向前的动力，没有泄力的感觉。,感觉 不错 动力 泄力 感觉,Feeling good power disclosure feelings
10849281451,亚瑟士鞋鞋面太容易磨破,士鞋 鞋面,Shoe and upper
10889186141,建议还是选择国货吧。,建议 国货,Suggesting domestic goods
10529509206,是那个品牌呀请问一下请告诉我谢谢,品牌 谢谢,Thank you
10883553942,可惜2020年刚开始跑步，那会儿买了一双 2穿着确实爽，但能力太菜还体会不到鞋真正的甜区,跑步 确实 能力 太菜 体会 甜区,Running is really capable of too much cuisine to experience the sweet area
10878163345,飞马日常穿着也很不错,飞马 不错,Pegasus is good
10899954677,大哥有试过 吗，脚感咋样,大哥 脚感,Brother
10898206383,图1这双鞋跟我男友的一样哈哈,鞋跟 男友,Shoe heel boyfriend
10878798338,锁鞋挺适合一步到位的，因为是真的耐用,耐用,durable
10878798219,就绝口不提你的迪卡侬啊,迪卡侬,Decathlon
10878673858,性能，价格，舒适度，耐用度，颜值，相信我除了禧玛诺其余都是辣鸡,性能 价格 舒适度 耐用度 颜值 玛诺 辣鸡,"Performance Price, comfortable durability, face value Mano hot chicken"
341931557,连这都知道，厉害了,厉害,sharp
10878254605,最后一句笑死我了你今晚梦里看看孔明先生啥态度,孔明 态度,Kong Ming attitude
10908056698,真不错的，我有一双2，休闲穿非常舒服，中等强度运动也能驾驭。最近打算入手3,舒服 强度,Comfortable
10886007971,结尾，好诗,结尾,end
10882789472,还真没有穿过它家鞋。不过你说的很有道理，去掉对颜值的执念，这个618入一双,道理 颜值 执念,True face value obedience
10879609817,这个安德玛绝了  我对象有个男款差不多的  买了四双一样的了,安德玛 对象 男款,Andma Object Men
10879170515,美女大大好腻害，居然还有跑马拉松的经验,美女 马拉松 经验,Beauty Marathon Experience
519753260,记得前段时间看了个新闻。。。。《从中国走私40万双假耐克鞋入美，这5名华人将面临20年监禁》。。。。。,前段时间 新闻 中国 走私 耐克鞋 华人,"Some time ago, news China smuggled Nike shoes Chinese"
519667924,买鞋的关键是鞋本身还是物流这难道是个问题吗。,买鞋 关键 物流,Key logistics for shoes
519599724,大部分都同意，就是真的强烈不建议去买鞋，首先价格大部分时候不如，其次.....莆田货真的在流向....,建议 买鞋 价格 莆田 流向,It is recommended to buy shoes prices Putian flow
10879130977,旁征博引，风趣幽默！师妹真行,风趣 幽默 师妹,Funny and humorous sister
567842920,在国外能体会江浙沪包邮吗（手动狗头）,体会 江浙沪 手动 狗头,"Experience Jiangsu, Zhejiang and Shanghai manual dog head"
10878978345,我就偷懒了，最近一双鞋直接让教练推荐的，确实比之前随意买强好多，价格又差不多。每次去健身动力也更足了,确实 价格 动力,Indeed price motivation
553818678,英国表示不存在这个问题……,英国,U.K.
10878892093,但是鞋子轻真的是挺管用,鞋子,shoe
553027122,关于第三方网购平台这个我就要说道说道了，别以为老外不喜欢捡便宜，上你搜北卡蓝和初代芝加哥，有一堵假的，大部分都是说朋友送的，然后没有100%来逃避责任。绿的出错率有5%左右，我身边朋友在澳洲就买到了假的，然后售后退货弄了半个月，也不会有任何赔偿，只是退钱而已。不是给国内某个鉴定平台打广告，绿的鉴定师真的不是很专业,网购 平台 别以为 老外 北卡蓝 芝加哥 朋友 逃避责任 出错率 朋友 澳洲 售后 平台 专业,Do n’t think that the foreigner North Carolina -Chicago friends evade responsibilities and misunderstand friends.
572157298,家里做鞋的 自己没接班 说一下见闻 就是 这几年越来越多老外找进来了 或者说本来做保暖鞋做凉鞋的那些也都开始寻思做假鞋了  再有就是别迷信鉴定 上面没有高新科技材料 有实力的厂（钱 设备 技术 料综合）是可以复原的很好的 网上那些看图分辨鞋子的真的有些扯  这次复刻的康扣照他们的鉴定应该没一双真的,见闻 老外 凉鞋 寻思 高新科技 材料 实力 技术 复原 很好 鞋子 复刻 康扣,"Seeing foreigner sandals, thinking about high -tech materials, technology, technology recovery, good shoes, re -engraving Kang buckle"
520277038,很多价格都不是自己平台卖的价格。。。,价格 平台 价格,Price platform price
10163979970,740的索康尼自由5可以吗？,索康尼 自由,Sochengi freedom
10727001083,为什么苏炳添还穿钩子呢,苏炳添 钩子,Su Bingtian hook
516602137,国内鉴定的来源似乎都是淘宝咸鱼识货这些平台为主，来加拿大5年感觉加拿大来说缺少和这些对等的平台，基本买的渠道就是店铺，等很正规的第三方，但如果去亚马逊，群组和之类的或也是很需要鉴定的。和之类的有自己的鉴定流程，个人感觉如果这样的流程都无法阻止的高仿一般人也看不出来了。货量倒确实多，尤其一些没那么枪手的比如11的很多就属于随便买,来源 淘宝 咸鱼 识货 平台 加拿大 感觉 加拿大 平台 渠道 店铺 正规 群组 流程 个人感觉 流程 货量 确实 枪手,"Source Taobao Salt Ferry Cargo Platform Canada feels that the Canadian platform channel store regular group process process Personally feel the process of the process, the volume is really a gunner"
519778596,和小部分私人寄卖店有假的,私人 寄卖店 有假,There are fake private stores
516135635,假的多因为运动鞋都是中国和越南造的呀，仿制水平肯定好,运动鞋 中国 越南 水平,Sports shoes China Vietnam level
516383775,上个月美国刚破获了价值四千万人民币的假鞋走私案你就说国外都是真的(//∇//),美国 价值 人民币 假鞋 走私案,American value fake shoes smuggling case
519769021,问下大佬们，我男生39码的脚买女款应该买多少码的？38还是39的？,大佬 男生 女款,Big guy boys and women
516345282,鞋贩子 告诉你 现在出口生意做得很好 国外咱们的货也不少 高版本基本都是无法鉴定或者过检这种,贩子 版本,Vendor
516527754,国外有成规模的假货网站，用的都是正规域名，背后都是中国人，买的时候一定要确认好销售者的信息,规模 假货 网站 正规 域名 中国 销售者 信息,Large -scale fake website regular domain name Chinese seller information
516327092,同问 怎么在国内用国外的网站买鞋,网站 买鞋,Buy shoes on the website
522330109,还有一个，感觉的物流包装比用心=  =,感觉 物流 用心,Feeling logistics attentive
516197429,系列好看是好看，就是没有男鞋。,男鞋,Men's shoes
565603385,事实上 也有假 不要过分想象老美这边的月亮特别圆,有假 过分 想象 月亮,Excessive imagination of the moon with fake fake
516215440,请问有没有买鞋网站推荐,买鞋 网站,Buy shoes website
517354586,200美金的椰子！！！兄弟能给我带一双不,美金 椰子 兄弟,Coconut Brothers
516299182,声明：本人在美国，抢到的鞋只卖/。不卖个人，尤其不卖国内。各位的私信我是不会回复的～抢鞋卖鞋只是兴趣，不指着这个吃饭，倒腾鞋这点钱只是本职收入的零头罢了。,声明 美国 私信 兴趣 本职 零头,Disclaimer in the United States' private message interest in the job zero
515756982,你好，贩子,贩子,dealer
10878239668,漂亮时尚,漂亮 时尚,Beautiful fashion
516143970,羡慕美国，澳大利亚就一两家,美国 澳大利亚,American Australia
515642596,大哥加个好友方便调货？,大哥 好友,Brother
518035729,厉害厉害，我在澳洲，刚学着从美国买了3双700。。一看大神买了这么多，牛逼！ 谢谢分享,厉害 厉害 澳洲 美国 大神 谢谢,"Great Australian American God, thank you"
10881212224,价格还比较亲民。,价格 亲民,Price -friendly
735468400,答主，请问英国用什么买球鞋比较好，绿和的税太吓人了,英国 球鞋 绿和 税太,British sneakers green and tax too much
10880428254,鸿星尔克读书的时候就很爱穿,鸿星 读书,Hongxing Reading
10856096127,哪个渠道买便宜且安全呢,渠道 便宜,Cheap channel
402334391,是不是都不支持支付宝，有支持的海外网站可以买球鞋的吗,支付宝 网站 球鞋,Alipay website sneakers
261894287,需要翻墙吗？,翻墙,Turn over the wall
741352300,海淘可以用久禾快运哦 免关税  速度很快 ,海淘 快运 关税 速度,Haitao Express tariff speed
560877596,楼主，我想问下在上买东西，但在付款地址上填写中文为失效字符，那我应该在区域选择为中国的前提下，用英文填写地址吗？,楼主 东西 地址 中文 失效 字符 区域 中国 前提 英文 地址,The original poster address Chinese failure character area China prerequisite English address
1283906266,到付款页面就出现错误是怎么回事,页面 错误,Page error
874262674,鞋子三百，运费两百。。。,鞋子,shoe
868653328,注册用什么邮箱啊,邮箱,Mail
1294352607,回力不是国货，已经被外资收购了,回力 国货 外资,Returning domestic goods foreign capital
10885578351,购物小技巧哈,购物 技巧,Shopping skills
10885411559,准备好钱包了,钱包,wallet
10885113651,优惠力度好大啊啊啊啊啊，冲！,力度 啊啊啊,Ah ah ah
643434460,答主，防止机器人登陆那里一直是圆圈，点不开怎么办？,机器人 圆圈,Robot circle
10180637625,背景：   你好，我一周课的训练是这样安排的： ①强度课间歇400*10，每组122，1次； ②日常训练长跑5-7，配速430，2-3次； ③长距离10_12（前10尽量5分配），1次； 问题：    想买一双跑鞋，经过脚型确定以及仔细比对后，在飞影2（竞速鞋）和风行11（缓震鞋）中很纠结（其实两双都想要），不知道先选那一双更好？      感谢答主抽时间解答。    （：高考完了，想认真训练跑步，重点在中距离1500，偶尔练一下3000）,背景 强度 间歇 长跑 长距离 跑鞋 脚型 仔细 飞影 竞速 风行 跑步 重点 中距离,Background strength intermittent long -distance running shoe foot type carefully flying shadow racing popular running key mid -distance
593644161,日本素质真的高啊,日本 素质,Japanese quality
593719641,作者，你看见我抢了一天都没抢到非常眼红的眼睛了吗。。。(羡慕了。。我也是42),作者 眼红 眼睛,The author's eyes are jealous
881297265,"需要美国邮编和号码,是要填转运公司的吗？",美国 邮编 号码 公司,American Postcode Number Company
10178237057,我怎么感觉自己对鞋没啥要求呀，每天坚持跑，感觉鞋子越轻越舒坦,感觉 感觉 鞋子 舒坦,I feel comfortable shoes
10884533130,划算的，我已经下单了昨天,下单,Order
593950115,几年前摆在柜上都没有人看的玩意，这几年变成了抢手货，可见潮流不过是精明的商人想出来的忽悠傻瓜的一种方式罢了。,玩意 抢手货 潮流 精明 商人 傻瓜 方式,Badbon Smart Smart Merchants Fools
10170304858,什么事年货节？这么便宜？,年货 便宜,New Year's goods cheap
641665420,请问抽到签之后 是按原价购买鞋子的嘛？,原价 鞋子,Original price shoes
868652147,你用的什么邮箱,邮箱,Mail
10169472055,得物毒平台鉴定师都在这里的鞋子 拿回去做对比的 99338不迷路哈,物毒 平台 鞋子 迷路,Material poison platform shoes lost
621458137,根本不用排，发售日好几天后原宿ナイキ二楼还有,发售日 二楼,On the second floor of the sale day
10163452323,求 2 7百多的链接,链接,Link
10163496119,我就是典型的差生文具多，每天跑5还买了个在考虑换个便宜点的了,典型 差生 文具 便宜,Typical poor stationery is cheap
10163271131,菁华13，客服说618卖649,菁华 客服,Customer service
10163035996,体重535公里配速4:30，正常足弓，不喜欢太软的，老师有啥推荐吗？,体重 足弓 太软 老师,Bow is too soft teacher
10884332135,优惠力度很大,力度 很大,Great strength
617805493,"这双美区貌似砸手里了,溢价刚好够绿叉手续费的样子",美区 溢价 绿叉 手续费 样子,The premium of the US District Green Fork handling fee looks like
10339695709,双十一活动把你表里的价格拉低了许多 是时候更新一波了  像驭途15菁华13都能做到了4开  ,表里 价格 新一波 菁华,The new wave price of the table
10159641727,刚开始跑 男 175 72 一般5 配速6左右 外侧磨损大于内侧 目前常穿 克利夫顿7 想增加一双更轻便的跑鞋 求推荐,克利夫 轻便 跑鞋,Cleave lightly running shoes
10159025190,美津浓还不知道有没有货,美津浓,Miko Nakano
611102892,我在表参道那个直接找店员就能买。。。,店员,Clerk
10188816814,请问下80  国产大体重跑鞋有合适的推荐的吗,国产 体重 跑鞋 合适,Domestic weight running shoes are suitable
10809358064,不是闪电买不起，而是更有性价比,性价比,Cost -effective
10158960302,71㎏，女，1米6刚跑100多㎞，每次5-6㎞，配速7-8分，一周3-4次，最近膝盖有些酸疼暂时休息，改为快走1，过几天想继续跑起来，请推荐一下合适的鞋子，预算1000以内，亚瑟士的 8行吗，颜值还不错呀。,刚跑 膝盖 酸疼 合适 鞋子 颜值 不错呀,"I just run the knee soreness, the suitable shoes are good, the face value is good"
10174694318,您好，我前两天下单了亚瑟士4（271），赤兔4（252），361的（279），美津浓1（码数问题已退）毕业刚刚上班，日常公路跑5-10公里，之前穿的是亚瑟士2000（四五年了，现在当日常鞋在穿）配速5分半上下浮动在纠结这三双要不要适当退一两个（买这么多就是因为，当初下单的时候没选好留下哪个 所以就都先购买了）想问一下您这边的建议和看法，提前感谢,下单 赤兔 美津浓 码数 毕业 公路 下单 建议,"Place the order of red rabbit Mijin, number of graduation highways, ordering suggestions"
10170385885,您好，女生，6分配10公里推荐亚瑟士哪个呢？,女生,girl
796494176,能发网站出来吗,网站,website
364495829,我晕～你真酷，裤头的裤！,真酷 裤头,True cooler trousers
342295091,哈哈哈哈哈哈哈哈哈，朋友喝茶,朋友,friend
342172321,网上大虾真多,大虾,Shrimp
342160529,这回答，感觉摸到了点啊,感觉,Feel
342036657,朋友你好(玫瑰花),朋友 玫瑰花,Friend Rose
10777325384,哇，这腿，我喜欢征途一代,征途,March
10782755577,国货之光,国货,Domestic goods
10780002828,大佬，战神系列的怎么样？比如3和3？现在穿征途2跑的确好用，战神的没试过,大佬 战神 征途 战神,"Grandlands God of War, God of War, God of War"
10779253641,感觉薄底适合跑场地，有塑胶跑道的缓震对脚踝会更友好些，不然对于全马三小时之外的入门跑者来说挺容易受伤的,感觉 薄底 塑胶跑道 脚踝 友好 全马 小时 入门 跑者,Feeling the ankle of thin -bottom plastic runway ankle friendly all -hour entry runner
10777974481,战神2代2000+了，试试这个,战神,Mars
10656875397,跑步鞋可以作为日常通勤逛街穿吗,跑步,running
10776327065,装备不多，但真恋旧,装备,equipment
10776101862,赤兔4阿迪达斯波10耐克2代,赤兔 耐克,Red Rabbit Nike
10777124098,今年4就要上市了，可以期待下。,上市,Go on the market
10784590341,你啥时候去玩的滑板啊。。。,滑板,skateboard
10851815108,要减肥，买运动器材钱花的值当,运动器材 钱花,Sports equipment money flower
10782950140,鞋柜求链接,鞋柜 链接,Shoe cabinet link
10779289290,大神,大神,Great god
10777554565,我总觉得飞马缓震不太行，相比 3 和   差一些。 后两双我都是在10公里外感觉缓震衰减了，飞马7-8公里就不行了,飞马 缓震 感觉 飞马,Flying Horse cushioning feels flying horse
410013976,带价格必须赞,价格,price
419702706,小白鞋和运动鞋是一个概念吗，麻烦看题,白鞋 运动鞋 概念 麻烦 看题,Trouble of white shoes sports shoes concept to see questions
10849109556,消耗自己的负情绪,消耗 情绪,Emotional
419432968,飞跃很舒服,舒服,Comfortable
419500453, 很小众吗。。。。,很小,Very small
420133135,看看题行吗，小白鞋≠运动鞋,题行 白鞋 运动鞋,Title white shoes sneakers
419506438,去年买的皮面鬼冢虎小白鞋也好看的,皮面 白鞋,Leather white shoes
421207428,帆布鞋也是运动鞋？看清题好吗,帆布鞋 运动鞋,Canvas shoes
10883003614,这价格跟份量，性价比放全国都算中等偏上了,价格 份量 性价比 全国,Prices and price ratio are nationwide
609824204,你上面发的这些鞋子都是伤脚神器，对于一些弓足的，体型偏瘦的，如果较长时间穿这种毫无缓冲的木板鞋，脚会变形，膝盖劳损。从来不穿以上，推荐 ， ， 181920，,鞋子 神器 弓足 体型 偏瘦 较长时间 木板 脚会 变形 膝盖,Shoes artifact bow foot is thinner and longer wooden feet will deform knee
10883257970,15块钱两荤一素，在绝大多数城市都是性价比很高的选择。,块钱 一素 城市 性价比 很高,One dollar is very cost -effective
419934507,回力。。。这个质量啊。。。,回力 质量,Rejuvenation quality
10882671580,15吃撑比那些花里胡哨的的强,花里胡哨,Bun
10883316223,缺点：没开在我家门口,缺点,shortcoming
10882941892,卧槽，在我这一个辣子鸡就得12，肉还没这么多,卧槽 辣子鸡,Stealing chicken
10883719013,竟然没人提到超意兴，山东的快餐品牌，也是类似的模式和价格。,意兴 山东 快餐 品牌 模式 价格,Yixing Shandong fast food brand model price
10886969844,实际上预制菜总成本比每日鲜菜贵30%以上，很多人没做过菜根本不懂，,总成本 鲜菜,Total cost fresh dish
10884083048,看到配图还以为是超意兴，但是一看价格，超意兴没这么便宜,意兴 价格 意兴 便宜,The price is cheap
10888774347,消费降级了，钱没少挣。去年九月辞职不干了，盘了一个别人脱手的网吧。以前门可罗雀，我接手后又花了七十万改造，强推会员制，会员半价送饮料杯。拿杯子，五元一天无限续杯。男士洗澡大概三块。一百五十个单人包间配二百乘七十公分的床，五十包天每天都是满的。刨掉房租水电人工设备折旧一天净的三千。虽然没做医生赚的多，但终于能睡个安稳觉了。,降级 网吧 会员制 会员 半价 饮料 杯子 续杯 男士 单人 包间 公分 房租 水电 人工 医生 安稳,Dowager degraded Internet cafe member system member system half -price beverage cup continued cup men's single private room cm Rent water and electric artificial doctor security
10883028394,辣子鸡和小酥肉那么大一盘才6块钱，你真的敢吃？,辣子鸡 块钱,Spicy chicken
10582588383,夏天到了，可以入手这里速干衣，可以先对比一下价格合适了就赶紧动手,速干 价格 合适 动手,Quick dry price is suitable
10583324601,端午节放假约朋友准备一起去爬山，这个季节恐怕太原光照强度大，趁618有促销赶紧入手一件防晒服,朋友 爬山 季节 太原,Friends climbing the mountain season Taiyuan
10583235663,我也就是想趁着天猫618活动狠狠捞一笔，嘿嘿，我想要买我喜欢的冲锋衣，刚好趁这次可以买下来,天猫 冲锋衣,Tmall jacket
10583119185,运动么除了运动鞋、运动服以外我觉得还需要配一个质量好的耳机，边运动边听歌，需要享受生活,运动鞋 运动服 质量 耳机,Sports shoes and sportswear quality headphones
10582555576,今年我想趁活动力度大的时候给家里每个人买一件防晒服，出去美美哒玩上几天,力度 美美,Beauty
10582019240,这可以买买买买咯，每年618都会入手很多东西 ，一家老小,东西,thing
282186059,！！去搜了一下好好看！暗搓搓的准备入手,好好看,looks great
9947420618,好像有点问题，你的虚拟角色穿上了，到底有什么意义呢？我不明白，你戴上眼睛，然后到所谓的元宇宙里面创造的空间打一局扑克，有什么意义呢？或许你窗外的景色是泸沽湖，是沙滩与大海，但真正就能替代传统的斗地主了吗,角色 意义 明白 眼睛 宇宙 空间 扑克 意义 景色 泸沽湖 沙滩 大海 传统,The meaning of the character understands the meaning of the eyes of the eyes of the universe space.
350418609,我正有一双，穿久了颜色不深了，挺好看的，就是看着脚大🌚,颜色,color
295705470,我去年关注了这个品牌的淘宝和京东官方店，不过至今我喜欢的那款鞋的那种尺码那种颜色一直没有补货，一直在等,品牌 淘宝 京东 官方 尺码 颜色 补货,Brand Taobao Jingdong official size color replenishment
9948661169,一直以来世界上的乎悠本质子啊用词上都如出一辙， 学术名称是带有前瞻性，实用性和逻辑性的。  然而所有的韭菜主取名，都特莫让你不晓得是个啥玩意儿， 然后跳出来各种人士给你忽悠，哦不，是解释这个东西是个啥。,世界 本质 用词 学术 名称 前瞻性 实用性 逻辑性 韭菜 莫让 玩意儿 人士 东西,"The essence of the world's words academic name is forward -looking, practical logic leeks"
9948954602,我不明白为什么要和脸书谈妥。脸书改名元宇宙不代表元宇宙是脸书发明的。事实上绝大部分互联网公司都对元宇宙感兴趣，别说中国了，欧美其他互联网巨头也不可能让脸书成为元宇宙基础服务商，除了脸书改名外，没有任何迹象显示脸书在元宇宙的推动比苹果谷歌强。。即便将来地球真建成了元宇宙，那也是国外一个国内一个，这是不言自明的道理。,明白 脸书 脸书 宇宙 代表 宇宙 互联网 公司 宇宙 感兴趣 中国 欧美 互联网 巨头 宇宙 基础 服务商 脸书 脸书 宇宙 苹果 谷歌强 地球 宇宙 道理,"Understand Facebook Facebook Cosmic on behalf of the Universe Internet Company, Interested in China Europe and the United States Internet Giants Basic Service Provider Facebook Facebook Cosmic Apple Google Google Strong Earth Universe"
9947631474,多大人了，还别人的目光给你带来愉悦感！当然，处于你屁股下面的凳子，你这么说毫无问题。,大人 目光 屁股 凳子,Adults' eyes and stools
620572663,吹爆人本！！我也是知乎看到说好穿刚好缺帆布鞋又没钱 就去淘宝买了！真的不错阿！高帮黑色帆布鞋才75元，搭配衣服我300预算可以买三个颜色啊！！！！！太好了呜呜呜！！！,人本 帆布鞋 淘宝 不错 黑色 帆布鞋 衣服 颜色,People canvas shoes Taobao good black canvas shoes clothes color
10191008144,一看就是运动大佬,大佬,Big guy
4811083526,有链接吗,链接,Link
9947779677,秀？奇迹暖暖？,奇迹,Miracle
10890920098,收益率击败百分之九十股民,收益率 股民,Yield shareholder
10187662385,618最后一天，先放入购物车，做做功课,购物车 功课,Shopping car homework
9948424067,我的元宇宙鞋子能起飞，不比你这破倒勾好。 ,宇宙 鞋子 倒勾,Cosmic shoes
9947842035,我简单说一下吧，如果你把现实理解成虚拟游戏，你就会发现元宇宙可能就是游戏里的游戏而已，,简单 现实 游戏 宇宙 游戏 游戏,Simple reality game cosmic game game
10890757206,你要是工商银行补8年仓，那应该有40万，50万了。我是把工商银行当作国债替代品的。,国债 替代品,National debt substitute
9948983879,除非意识能上传，不然虚拟空间的物品有屁的价值。,意识 虚拟空间 物品 价值,Conscious virtual space item value
4672645932,飞跃永远的神，飞跃特别好穿，还有回力,回力,Return force
10187333599,先收藏了，真专业！,专业,major
